gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_cetacea,delta_pinnipedia,delta_sirenia,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
MCRIP2,660,160,0.11877746134996414,35.03605270385742,0.03775182295972739,0.3659594655036926,2.0400348077485171e-13,5.524373531341553,3.58111572265625,81,32.55530548095703,0.16969196498394012,3,3,0.17791435864454241,0.17791435864454241,0.1294571378909388,0.029333493120485638,0.019123727633117992,-1.0642072749047937,-1.0642072749047937,0.8563825939344792,0.996623180075952,13758,1.4310716354622577e-12,9344,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.03775182295972739,0.03775182295972739,0.3659594655036926,847,Tier 0: Core Bottleneck Transducer
PMP2,680,132,0.10490644723176956,33.965858459472656,0.05136702798506373,0.3689993619918823,2.0400348077485171e-13,4.18052339553833,3.563425064086914,60,11.329351425170898,0.3689993619918823,3,3,0.20681241901365063,0.20681241901365063,0.17521694309888883,0.030020882892806654,0.0015745930219551352,-0.20429310301074818,-0.20429310301074818,0.5809377703382606,0.9020781731797367,10309,1.4310716354622577e-12,9106,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.05136702798506373,0.05136702798506373,0.3689993619918823,848,Tier 0: Core Bottleneck Transducer
RAB3D,707,233,0.10539521276950836,29.87942123413086,0.05969024494002738,0.3889394700527191,2.0400348077485171e-13,3.5222017765045166,3.3693015575408936,180,22.874479293823242,0.15397953987121582,3,3,0.28496794408219595,0.28496794408219595,0.23244156295114643,0.0450441544712654,0.00748222665978411,0.3777255180998246,0.3777255180998246,0.3528172545483176,0.8632215179350143,6433,1.4310716354622577e-12,7250,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.05969024494002738,0.05969024494002738,0.3889394700527191,849,Tier 0: Core Bottleneck Transducer
RBM25,682,866,0.053464777767658234,41.124656677246094,0.013935002094749073,0.4082464575767517,2.0400348077485171e-13,7.267118453979492,4.772923469543457,627,30.83177375793457,0.235702246427536,3,2,0.02500497845503037,0.006958354413670384,0.008838848002925339,-0.018046624041359986,0.01616613045210503,-2.5686789544276083,-2.5686789544276083,0.9948956506669311,0.9998467469941675,15518,1.4310716354622577e-12,2549,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.013935002094749073,0.013935002094749073,0.4082464575767517,850,Tier 0: Core Bottleneck Transducer
RETN,621,118,0.17846444249153137,37.271766662597656,0.04702055805162405,0.3145263195037842,2.0400348077485171e-13,4.40191650390625,3.2285022735595703,20,35.264381408691406,0.12482613325119019,3,3,0.15720148467680078,0.15720148467680078,0.1285577765910138,0.02139655915820805,0.007247148927578953,-0.5320452834518026,-0.5320452834518026,0.702652683707357,0.947781981368028,11870,1.4310716354622577e-12,12471,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.04702055805162405,0.04702055805162405,0.3145263195037842,851,Tier 0: Core Bottleneck Transducer
RPL7,693,258,0.07152733951807022,41.66109085083008,0.03380878805811298,0.29764819145202637,2.0400348077485171e-13,6.476207256317139,3.7113494873046875,188,41.66109085083008,0.155449777841568,3,3,0.22121683037616674,0.22121683037616674,0.17613694068177693,0.03436958118846441,0.010710308505925427,-1.3151547022911647,-1.3151547022911647,0.905771042347916,0.9998467469941675,14346,1.4310716354622577e-12,13109,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.03380878805811298,0.03380878805811298,0.29764819145202637,852,Tier 0: Core Bottleneck Transducer
SCN3B,719,215,0.08761056512594223,41.03547668457031,0.05712057022897069,0.40238291025161743,2.0400348077485171e-13,2.6488771438598633,1.9264856576919556,23,16.659961700439453,0.1589965969324112,3,2,0.2883090814006185,0.2786496192540606,0.26102563583589644,0.027283445564722047,-0.009659462146557869,0.2321266763005332,0.2321266763005332,0.40821981299331345,0.8632215179350143,7544,1.4310716354622577e-12,5350,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.05712057022897069,0.05712057022897069,0.40238291025161743,853,Tier 0: Core Bottleneck Transducer
TMEM218,716,126,0.13066522777080536,41.27183532714844,0.05255188908474563,0.31878212094306946,2.0400348077485171e-13,2.546373128890991,2.010084867477417,37,9.999256134033203,0.25465625524520874,3,3,0.19270116005106744,0.19270116005106744,0.15216641796278735,0.04052894026488246,5.80182339762761e-06,-0.07706217019262618,-0.07706217019262618,0.5307129563570671,0.8863299409860228,9587,1.4310716354622577e-12,12296,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.05255188908474563,0.05255188908474563,0.31878212094306946,854,Tier 0: Core Bottleneck Transducer
UCN,707,139,0.11385183036327362,38.48047637939453,0.04311854222055461,0.29955586791038513,2.0400348077485171e-13,1.7430375814437866,1.5417367219924927,89,9.057235717773438,0.1924469769001007,3,3,0.18666684575694129,0.18666684575694129,0.1366376557872706,0.04942876855563934,0.0006004214140313674,-0.7088554652518888,-0.7088554652518888,0.7607929129893636,0.9688187803029965,12572,1.4310716354622577e-12,13012,4.0795145039851377e-13,4.0795145039851377e-13,2.8621432709254998e-12,0.04311854222055461,0.04311854222055461,0.29955586791038513,855,Tier 0: Core Bottleneck Transducer
CHCHD2,595,164,0.12400828301906586,39.338722229003906,0.06435941488470114,0.3460325598716736,2.0594637106794533e-13,7.586758613586426,4.873727321624756,49,39.338722229003906,0.1928572654724121,3,3,0.24094659462116028,0.24094659462116028,0.18664632713915014,0.05060566470661393,0.003694602775396221,0.40605310167385583,0.40605310167385583,0.3423517918848435,0.8632215179350143,6202,1.4310716354622577e-12,10830,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.06435941488470114,0.06435941488470114,0.3460325598716736,856,Tier 0: Core Bottleneck Transducer
EIF1AD,724,173,0.0932738184928894,40.761070251464844,0.05682521532280642,0.3745723068714142,2.0594637106794533e-13,13.27037239074707,6.478946208953857,147,39.89616012573242,0.33262279629707336,3,2,0.22576450794791916,0.21416316448997524,0.20799442846872754,-0.011601343457943926,0.01777007947919163,0.22188448809916336,0.22188448809916336,0.41220190313333316,0.8632215179350143,7631,1.4310716354622577e-12,8698,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05682521532280642,0.05682521532280642,0.3745723068714142,857,Tier 0: Core Bottleneck Transducer
ENSG00000260643,651,164,0.13127967715263367,41.42137145996094,0.05437258685318349,0.34877198934555054,2.0594637106794533e-13,3.7071173191070557,2.7445755004882812,39,10.629056930541992,0.34877198934555054,3,3,0.21944422294816252,0.21944422294816252,0.17831749721624104,0.01895885995847914,0.022167865773442316,-0.06093904022148051,-0.06093904022148051,0.5242961211974968,0.8840395458423377,9491,1.4310716354622577e-12,10673,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05437258685318349,0.05437258685318349,0.34877198934555054,858,Tier 0: Core Bottleneck Transducer
FTH1,673,191,0.10077719390392303,38.679012298583984,0.05489784962061624,0.3864828944206238,2.0594637106794533e-13,4.9455413818359375,3.9235751628875732,62,16.6376895904541,0.29724928736686707,3,3,0.18219843401113964,0.18219843401113964,0.1390938128738794,0.03106055125629099,0.012044069880969262,0.006763998895019121,0.006763998895019121,0.49730157543244735,0.877685007456904,9071,1.4310716354622577e-12,7532,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05489784962061624,0.05489784962061624,0.3864828944206238,859,Tier 0: Core Bottleneck Transducer
GNRH2,424,123,0.22776195406913757,40.76686477661133,0.09539973308640544,0.4309120178222656,2.0594637106794533e-13,6.574523448944092,5.533506393432617,39,15.257229804992676,0.4309120178222656,3,2,0.32101441355706173,0.2883788091486169,0.2697886193946606,0.05122579416240111,-0.03263560440844481,1.2947945318140746,1.2947945318140746,0.09769555942273134,0.8632215179350143,933,1.4310716354622577e-12,1248,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.09539973308640544,0.09539973308640544,0.4309120178222656,860,Tier 0: Core Bottleneck Transducer
HDDC3,715,179,0.10502460598945618,34.57326889038086,0.052993062692112874,0.3735373616218567,2.0594637106794533e-13,4.03463888168335,3.4166202545166016,68,12.685790061950684,0.31804394721984863,3,3,0.19208023987944522,0.19208023987944522,0.15883345993988152,0.011056212704392486,0.022190567235171214,-0.04927989526967649,-0.04927989526967649,0.5196518793504646,0.8827323861973208,9425,1.4310716354622577e-12,8766,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.052993062692112874,0.052993062692112874,0.3735373616218567,861,Tier 0: Core Bottleneck Transducer
HOXC12,708,300,0.075070820748806,37.304054260253906,0.037948988045497976,0.40968337655067444,2.0594637106794533e-13,10.30208683013916,6.130494594573975,228,25.146461486816406,0.40968337655067444,3,3,0.19898466851630656,0.19898466851630656,0.17062428324798887,0.01676570105604151,0.011594684212276203,-1.0477215676664795,-1.0477215676664795,0.8526165461532411,0.9949131644552389,13721,1.4310716354622577e-12,1770,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.037948988045497976,0.037948988045497976,0.40968337655067444,862,Tier 0: Core Bottleneck Transducer
LHFPL6,712,200,0.07101991772651672,34.098114013671875,0.04928947317930847,0.41767698526382446,2.0594637106794533e-13,9.61166000366211,5.66185998916626,85,23.545133590698242,0.4082227945327759,3,3,0.22301419556506352,0.22301419556506352,0.1842356725651722,0.03728456944364598,0.0014939535562453394,-0.29841867840732234,-0.29841867840732234,0.6173081825764986,0.9136989288219327,10814,1.4310716354622577e-12,1533,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.04928947317930847,0.04928947317930847,0.41767698526382446,863,Tier 0: Core Bottleneck Transducer
MED4,707,306,0.09854505211114883,38.5722541809082,0.03785095276256213,0.32940906286239624,2.0594637106794533e-13,4.832798004150391,3.5921201705932617,179,25.516284942626953,0.1894005388021469,3,3,0.15061561481187796,0.15061561481187796,0.10628720704724978,0.017469743302325112,0.026858664462303047,-1.0542431800841694,-1.0542431800841694,0.8541142023127166,0.9954925292969526,13736,1.4310716354622577e-12,11854,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.03785095276256213,0.03785095276256213,0.32940906286239624,864,Tier 0: Core Bottleneck Transducer
MRPL20,714,153,0.12557007372379303,41.4710693359375,0.05181794206238583,0.3770556151866913,2.0594637106794533e-13,7.188901901245117,4.249950408935547,75,19.065893173217773,0.3770556151866913,3,3,0.20321521556355773,0.20321521556355773,0.16495565076692223,0.032407099199999054,0.005852465596636471,-0.12862623561550307,-0.12862623561550307,0.5511732971340476,0.893439996909379,9877,1.4310716354622577e-12,8502,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05181794206238583,0.05181794206238583,0.3770556151866913,865,Tier 0: Core Bottleneck Transducer
MRPS6,706,143,0.12905439734458923,41.04277420043945,0.04822409558486257,0.31745418906211853,2.0594637106794533e-13,2.1098849773406982,1.9059410095214844,46,13.814627647399902,0.15272833406925201,3,2,0.1912435185621383,0.18638235356773947,0.15205426955391796,0.03918924900822036,-0.004861164994398833,-0.3751529677104861,-0.3751529677104861,0.6462266468634221,0.9246167266146318,11189,1.4310716354622577e-12,12347,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.04822409558486257,0.04822409558486257,0.31745418906211853,866,Tier 0: Core Bottleneck Transducer
MTFP1,718,189,0.12208333611488342,29.406478881835938,0.05452617599112772,0.3868646025657654,2.0594637106794533e-13,4.190763473510742,3.4829585552215576,85,10.832635879516602,0.3868646025657654,3,3,0.2280199574959898,0.2280199574959898,0.16146508844149196,0.05617587994762278,0.010378989106875073,0.05740208522942347,0.05740208522942347,0.4771124509851012,0.8705413137081051,8772,1.4310716354622577e-12,7491,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05452617599112772,0.05452617599112772,0.3868646025657654,867,Tier 0: Core Bottleneck Transducer
NDUFB9,724,179,0.1281997412443161,27.79387664794922,0.046255045162127494,0.32892942428588867,2.0594637106794533e-13,6.240255355834961,3.5210726261138916,170,18.971410751342773,0.32892942428588867,3,2,0.19060007544745128,0.17178186937071757,0.14673672047562,0.04386335497183128,-0.018818206076733696,-0.48821617800266226,-0.48821617800266226,0.6873016367173385,0.94231925765562,11673,1.4310716354622577e-12,11872,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.046255045162127494,0.046255045162127494,0.32892942428588867,868,Tier 0: Core Bottleneck Transducer
NKAIN3,679,198,0.08648445457220078,40.73283386230469,0.038213470339930375,0.37060052156448364,2.0594637106794533e-13,9.621289253234863,4.9556498527526855,9,25.961347579956055,0.37060052156448364,3,3,0.1920962353848684,0.1920962353848684,0.13984488118150748,0.004354317207292681,0.04789703699606823,-1.0337562001898335,-1.0337562001898335,0.8493749237595897,0.9938182533091192,13681,1.4310716354622577e-12,8977,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.038213470339930375,0.038213470339930375,0.37060052156448364,869,Tier 0: Core Bottleneck Transducer
NUDT2,727,151,0.12742869555950165,33.92307662963867,0.05579501476083699,0.40048861503601074,2.0594637106794533e-13,4.731182098388672,3.9354798793792725,75,25.129392623901367,0.18827283382415771,3,2,0.23488062753205688,0.22568715251365387,0.1744819826009066,0.06039864493115027,-0.009193475018403,0.158073659151982,0.158073659151982,0.437199378289852,0.8634933392962904,8097,1.4310716354622577e-12,5636,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05579501476083699,0.05579501476083699,0.40048861503601074,870,Tier 0: Core Bottleneck Transducer
PID1,726,220,0.07231609523296356,41.1800422668457,0.035263845880902124,0.4007750451564789,2.0594637106794533e-13,7.957892894744873,4.932536602020264,212,26.02576446533203,0.30576980113983154,3,2,0.17849083494074142,0.17250742754403364,0.10668147856884257,0.07180935637189884,-0.005983407396707762,-1.2269244428627522,-1.2269244428627522,0.8900745046755127,0.9998467469941675,14162,1.4310716354622577e-12,5586,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.035263845880902124,0.035263845880902124,0.4007750451564789,871,Tier 0: Core Bottleneck Transducer
PSMD4,708,404,0.0725790336728096,29.85724639892578,0.015361754868585363,0.35370463132858276,2.0594637106794533e-13,3.6025943756103516,2.1613616943359375,189,17.539901733398438,0.2053942233324051,3,2,0.048580006730043646,0.01591747774163305,-0.03266252898841059,0.02510969170425626,0.02347031502578738,-2.5308594350531703,-2.5308594350531703,0.9943108281332373,0.9998467469941675,15494,1.4310716354622577e-12,10272,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.015361754868585363,0.015361754868585363,0.35370463132858276,872,Tier 0: Core Bottleneck Transducer
PTH,677,136,0.15693426132202148,37.212745666503906,0.052198280210769554,0.31088799238204956,2.0594637106794533e-13,5.204896926879883,4.683901786804199,17,18.524635314941406,0.28097161650657654,3,2,0.19691860652811327,0.19491085467845587,0.16890443879798855,0.028014167730124728,-0.0020077518496574146,-0.15609854036338225,-0.15609854036338225,0.562022325559159,0.8986839939800856,10005,1.4310716354622577e-12,12604,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.052198280210769554,0.052198280210769554,0.31088799238204956,873,Tier 0: Core Bottleneck Transducer
RUVBL1,689,460,0.05331466346979141,38.464412689208984,0.043889286957631266,0.2973794937133789,2.0594637106794533e-13,4.647532939910889,3.593578338623047,410,26.699602127075195,0.17406749725341797,3,2,0.2673169795911637,0.2673169795911637,0.2529499957586693,0.0,0.014366983832494407,-0.6699936354586247,-0.6699936354586247,0.748569076284659,0.9634774822790175,12439,1.4310716354622577e-12,13117,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.043889286957631266,0.043889286957631266,0.2973794937133789,874,Tier 0: Core Bottleneck Transducer
SHOX2,700,331,0.07145307213068008,41.19561004638672,0.03396943518936246,0.4080771803855896,2.0594637106794533e-13,2.429039239883423,2.237574577331543,95,7.4803853034973145,0.3247211277484894,3,3,0.14543954006920973,0.14543954006920973,0.10877312200523259,0.03244628748161287,0.0042201305823642695,-1.3067850586550096,-1.3067850586550096,0.9043571394999701,0.9998467469941675,14333,1.4310716354622577e-12,4394,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.03396943518936246,0.03396943518936246,0.4080771803855896,875,Tier 0: Core Bottleneck Transducer
SOSTDC1,728,214,0.09180030226707458,37.996177673339844,0.047564156739644745,0.4022403061389923,2.0594637106794533e-13,3.9461638927459717,3.151822805404663,16,25.261478424072266,0.1562127023935318,3,2,0.19376491430074988,0.18159603795173662,0.1416773352461297,0.052087579054620206,-0.012168876349013263,-0.3962162654369605,-0.3962162654369605,0.6540272534696606,0.9268994541874376,11297,1.4310716354622577e-12,5368,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.047564156739644745,0.047564156739644745,0.4022403061389923,876,Tier 0: Core Bottleneck Transducer
SPX,672,137,0.1551988422870636,39.59635925292969,0.042767606858685275,0.30028390884399414,2.0594637106794533e-13,6.137905120849609,5.170352935791016,67,24.532974243164062,0.25019001960754395,3,3,0.12508838029122388,0.12508838029122388,0.10093007654760563,0.019077679170997668,0.0050806245726205635,-0.7507765665545875,-0.7507765665545875,0.7736064327700207,0.9723750515111225,12738,1.4310716354622577e-12,12983,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.042767606858685275,0.042767606858685275,0.30028390884399414,877,Tier 0: Core Bottleneck Transducer
SUDS3,691,328,0.054670847952365875,41.4123420715332,0.025476033708559796,0.3377932012081146,2.0594637106794533e-13,2.2835140228271484,1.7274407148361206,110,17.387638092041016,0.131329745054245,3,2,0.07576421182679216,0.06419883668763254,-0.011565375139159614,0.05235242522381036,0.023411786602981793,-1.8484539360888697,-1.8484539360888697,0.9677316488570477,0.9998467469941675,15053,1.4310716354622577e-12,11286,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.025476033708559796,0.025476033708559796,0.3377932012081146,878,Tier 0: Core Bottleneck Transducer
TAC4,673,129,0.1881691813468933,40.669837951660156,0.05500887587806804,0.34923478960990906,2.0594637106794533e-13,1.7955783605575562,1.6401389837265015,127,6.757601261138916,0.2657123804092407,3,3,0.163214949215304,0.163214949215304,0.11742846350359762,0.03912643373915688,0.006660051972549498,0.013692767352721385,0.013692767352721385,0.49453754686209844,0.8771507367306022,9020,1.4310716354622577e-12,10638,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05500887587806804,0.05500887587806804,0.34923478960990906,879,Tier 0: Core Bottleneck Transducer
TFAP2A,701,453,0.06037723273038864,40.388790130615234,0.033829137037384154,0.33333319425582886,2.0594637106794533e-13,2.186535120010376,1.7326622009277344,429,10.002891540527344,0.21859030425548553,3,2,0.21313269749169977,0.19667417918616137,0.1927695637607289,0.020363133730970873,-0.0164585183055384,-1.3161849343125875,-1.3161849343125875,0.9059440104649825,0.9998467469941675,14348,1.4310716354622577e-12,11581,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.033829137037384154,0.033829137037384154,0.33333319425582886,880,Tier 0: Core Bottleneck Transducer
THSD8,712,119,0.16262751817703247,36.33494567871094,0.05461765067875678,0.3345412611961365,2.0594637106794533e-13,3.2050890922546387,2.805211305618286,80,9.580549240112305,0.3345412611961365,3,2,0.20885108626294102,0.19906761178652835,0.16662817164185942,0.042222914621081596,-0.009783474476412686,0.053455190279143576,0.053455190279143576,0.47868461627387854,0.8705563962688857,8801,1.4310716354622577e-12,11471,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.05461765067875678,0.05461765067875678,0.3345412611961365,881,Tier 0: Core Bottleneck Transducer
TMEM238,640,202,0.14759854972362518,31.04767417907715,0.06380760787453707,0.32181763648986816,2.0594637106794533e-13,2.86765456199646,2.5893497467041016,6,21.784053802490234,0.13164007663726807,3,2,0.22037057714601796,0.21541117891856687,0.1898431889767476,0.030527388169270375,-0.004959398227451096,0.4823362848624363,0.4823362848624363,0.3147835375712468,0.8632215179350143,5659,1.4310716354622577e-12,12178,4.118927421359331e-13,4.118927421359331e-13,2.8621432709254998e-12,0.06380760787453707,0.06380760787453707,0.32181763648986816,882,Tier 0: Core Bottleneck Transducer
CTBP2,685,447,0.05798223987221718,36.36575698852539,0.02174335025655728,0.33333146572113037,2.0788926136103895e-13,3.6923093795776367,2.6506659984588623,386,11.076990127563477,0.33333146572113037,3,2,0.038329334165741,0.03616800397366081,0.02888519581336721,0.009444138352373791,-0.00216133019208019,-2.0791345139943287,-2.0791345139943287,0.9811975057017651,0.9998467469941675,15224,1.4310716354622577e-12,11624,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.02174335025655728,0.02174335025655728,0.33333146572113037,883,Tier 0: Core Bottleneck Transducer
DOK4,712,375,0.07417427748441696,35.492958068847656,0.04456879177940827,0.3581744134426117,2.0788926136103895e-13,6.418484210968018,4.154118061065674,280,24.714794158935547,0.2597021162509918,3,3,0.21886608843370345,0.21886608843370345,0.13800578433857133,0.07426288505964992,0.006597419035482185,-0.610173387628462,-0.610173387628462,0.729126521707718,0.9583028024185086,12182,1.4310716354622577e-12,9923,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.04456879177940827,0.04456879177940827,0.3581744134426117,884,Tier 0: Core Bottleneck Transducer
GCSAML,519,120,0.215421661734581,44.33941650390625,0.042293077548074515,0.3462112247943878,2.0788926136103895e-13,2.730520486831665,2.0319268703460693,90,7.8868632316589355,0.3462112247943878,3,3,0.08354180929081825,0.08354180929081825,0.059145703899429906,0.01479408894268631,0.009602016448702032,-0.8516711973747806,-0.8516711973747806,0.8028016944661306,0.9805420880969995,13108,1.4310716354622577e-12,10815,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.042293077548074515,0.042293077548074515,0.3462112247943878,885,Tier 0: Core Bottleneck Transducer
H2BK1,548,124,0.11788270622491837,40.970924377441406,0.0414864088879412,0.3785579800605774,2.0788926136103895e-13,3.4426214694976807,1.8415756225585938,92,9.094039916992188,0.3785579800605774,3,3,0.14853007363378556,0.14853007363378556,0.1067288549596513,0.03192692948258145,0.009874289191552824,-0.8801085861889238,-0.8801085861889238,0.8105997559044408,0.9828483674203712,13205,1.4310716354622577e-12,8361,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.0414864088879412,0.0414864088879412,0.3785579800605774,886,Tier 0: Core Bottleneck Transducer
HCFC1R1,708,120,0.13315990567207336,45.075592041015625,0.04527445424315274,0.3466947376728058,2.0788926136103895e-13,2.511913299560547,1.859660267829895,55,9.078390121459961,0.2766914963722229,3,2,0.14988119963608734,0.13791560544123294,0.1264451036848955,0.023436095951191838,-0.011965594194854419,-0.5667119535669433,-0.5667119535669433,0.7145450509123146,0.9512414409376461,12027,1.4310716354622577e-12,10779,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.04527445424315274,0.04527445424315274,0.3466947376728058,887,Tier 0: Core Bottleneck Transducer
HSPB8,716,207,0.10883103311061859,37.01652526855469,0.05488343789687266,0.32634103298187256,2.0788926136103895e-13,4.985077857971191,4.014559745788574,25,18.821823120117188,0.2648562788963318,3,2,0.24577871759767578,0.2312953364004816,0.19172998538925098,0.05404873220842478,-0.014483381197194178,0.07779665832149768,0.07779665832149768,0.4689949023337845,0.8700579980257046,8629,1.4310716354622577e-12,11985,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.05488343789687266,0.05488343789687266,0.32634103298187256,888,Tier 0: Core Bottleneck Transducer
IFITM5,681,133,0.12943226099014282,29.036724090576172,0.04688441015000748,0.3681894838809967,2.0788926136103895e-13,3.5450029373168945,2.7464206218719482,92,9.628202438354492,0.3681894838809967,3,2,0.16941720185419107,0.16660691689964555,0.1537004095761803,-0.0028102849545455174,0.01571679227801077,-0.48601041912411136,-0.48601041912411136,0.6865201106376448,0.94231925765562,11661,1.4310716354622577e-12,9179,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.04688441015000748,0.04688441015000748,0.3681894838809967,889,Tier 0: Core Bottleneck Transducer
ITGB1BP1,712,201,0.08560109883546829,41.16912078857422,0.04039914916479044,0.3852178156375885,2.0788926136103895e-13,3.8351244926452637,2.638331174850464,55,17.139419555664062,0.2237604707479477,3,3,0.19377542880543747,0.19377542880543747,0.17268919640514102,0.016743365608613666,0.004342866791682787,-0.8855373892964701,-0.8855373892964701,0.8120665683903029,0.9831072870554372,13224,1.4310716354622577e-12,7667,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.04039914916479044,0.04039914916479044,0.3852178156375885,890,Tier 0: Core Bottleneck Transducer
KCTD5,686,237,0.08837100863456726,30.0273494720459,0.04778823558001381,0.3414195775985718,2.0788926136103895e-13,1.8929805755615234,1.450581669807434,113,18.50174331665039,0.10231363028287888,3,2,0.16657266075348395,0.16072998247358813,0.1395852808997858,0.026987379853698135,-0.00584267827989582,-0.42392689351299084,-0.42392689351299084,0.6641904349082175,0.9313763702644036,11416,1.4310716354622577e-12,11081,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.04778823558001381,0.04778823558001381,0.3414195775985718,891,Tier 0: Core Bottleneck Transducer
METTL9,704,330,0.0757831409573555,37.889671325683594,0.04251559139009709,0.36759477853775024,2.0788926136103895e-13,4.117064952850342,2.7570343017578125,65,11.2000093460083,0.36759477853775024,3,3,0.1894263986292601,0.1894263986292601,0.16663109730469852,0.022672991958563198,0.00012230936599838706,-0.7499590277200855,-0.7499590277200855,0.7733603091463974,0.9723024664109123,12735,1.4310716354622577e-12,9236,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.04251559139009709,0.04251559139009709,0.36759477853775024,892,Tier 0: Core Bottleneck Transducer
PPDPF,636,126,0.14706957340240479,34.49908447265625,0.06974343668666792,0.39125362038612366,2.0788926136103895e-13,5.824304580688477,3.493657350540161,81,32.32465744018555,0.18018147349357605,3,2,0.26162519002657836,0.2548861489520624,0.21403841991912192,0.04758677010745646,-0.006739041074515952,0.8232290416617406,0.8232290416617406,0.20518887834715682,0.8632215179350143,3172,1.4310716354622577e-12,6992,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.06974343668666792,0.06974343668666792,0.39125362038612366,893,Tier 0: Core Bottleneck Transducer
PRDM12,644,437,0.06470553576946259,27.38526153564453,0.049454501254270096,0.38694241642951965,2.0788926136103895e-13,9.136238098144531,7.248266696929932,235,27.38526153564453,0.33361878991127014,3,2,0.27071051638066335,0.26332593292690654,0.2696590413178224,0.001051475062840904,-0.007384583453756809,-0.3658926779290656,-0.3658926779290656,0.6427774198728491,0.9234046870402348,11145,1.4310716354622577e-12,7483,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.049454501254270096,0.049454501254270096,0.38694241642951965,894,Tier 0: Core Bottleneck Transducer
REEP2,713,258,0.11246352642774582,40.692726135253906,0.05831735490978554,0.4607783555984497,2.0788926136103895e-13,3.7642312049865723,2.668640375137329,226,20.561098098754883,0.18307539820671082,3,3,0.24305350460121533,0.24305350460121533,0.1885179593045168,0.038758362345366046,0.01577718295133246,0.2998043635135186,0.2998043635135186,0.38216319337238247,0.8632215179350143,7042,1.4310716354622577e-12,713,4.1572301157088987e-13,4.1572301157088987e-13,2.8621432709254998e-12,0.05831735490978554,0.05831735490978554,0.4607783555984497,895,Tier 0: Core Bottleneck Transducer
