gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_primates,delta_rodents,delta_bats,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
PPM1F,664,507,0.2834140658378601,42.047607421875,0.06406016701808902,0.32588332891464233,7.188694084445305e-13,6.093010902404785,4.919615268707275,340,42.047607421875,0.14490742981433868,3,3,0.2240940409564956,0.2240940409564956,0.0880269223384135,0.06230894704598352,0.07375817157209859,0.7639276726408137,0.7639276726408137,0.2224551727594749,0.8571257633003639,3705,2.2599743962387086e-12,8008,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.06406016701808902,0.06406016701808902,0.32588332891464233,5100,Tier 0: Core Bottleneck Transducer
PWWP2A,676,557,0.1890251487493515,41.97193145751953,0.05377171022409222,0.32226377725601196,7.188694084445305e-13,6.197181224822998,5.710011959075928,545,41.09716796875,0.1507933884859085,3,3,0.1987450565668209,0.1987450565668209,0.10695609937294955,0.044164579993335576,0.04762437720053577,0.06879318385915777,0.06879318385915777,0.47257712186402545,0.8687540343221276,8805,2.2599743962387086e-12,8251,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.05377171022409222,0.05377171022409222,0.32226377725601196,5101,Tier 0: Core Bottleneck Transducer
RAD54L,709,753,0.19252929091453552,41.72953796386719,0.05057049585141254,0.40823906660079956,7.188694084445305e-13,13.278050422668457,8.551304817199707,697,37.416831970214844,0.3548683822154999,3,3,0.18661129063741108,0.18661129063741108,0.09737357069296963,0.010453620439022811,0.07878409950541863,-0.08102535136851254,-0.08102535136851254,0.532289104345616,0.8810189477789054,9773,2.2599743962387086e-12,1433,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.05057049585141254,0.05057049585141254,0.40823906660079956,5102,Tier 0: Core Bottleneck Transducer
SERPINI2,712,422,0.24828580021858215,42.49998474121094,0.06188717813142209,0.3713909685611725,7.188694084445305e-13,12.476229667663574,8.876816749572754,42,40.64332962036133,0.30696868896484375,3,3,0.17921297188758875,0.17921297188758875,0.09610507551893877,0.029982578658084194,0.05312531771056581,0.7562618089191941,0.7562618089191941,0.22474612055215804,0.8571257633003639,3761,2.2599743962387086e-12,4698,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.06188717813142209,0.06188717813142209,0.3713909685611725,5103,Tier 0: Core Bottleneck Transducer
SMG8,690,1007,0.17151816189289093,41.592594146728516,0.0517425944014874,0.4082384705543518,7.188694084445305e-13,4.579084873199463,4.331911087036133,121,41.592594146728516,0.11009375005960464,3,3,0.20845474900978586,0.20845474900978586,0.08906600050615145,0.03212477223836657,0.08726397626526784,-0.04147231703190008,-0.04147231703190008,0.5165403191655659,0.8772246867590989,9535,2.2599743962387086e-12,1568,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.0517425944014874,0.0517425944014874,0.4082384705543518,5104,Tier 0: Core Bottleneck Transducer
TIPARP,721,661,0.1738390326499939,43.61090850830078,0.05381059636503543,0.4082407057285309,7.188694084445305e-13,15.730596542358398,8.482129096984863,11,38.532649993896484,0.4082407057285309,3,3,0.20030530663955687,0.20030530663955687,0.1132840746810856,0.01892413107505996,0.06809710088341131,0.1864878634756802,0.1864878634756802,0.4260310977306311,0.8618045489697849,7989,2.2599743962387086e-12,1169,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.05381059636503543,0.05381059636503543,0.4082407057285309,5105,Tier 0: Core Bottleneck Transducer
TRPC5,672,990,0.13386864960193634,41.7391471862793,0.045316780655972694,0.40824005007743835,7.188694084445305e-13,2.680884599685669,2.638010263442993,703,16.298561096191406,0.16448596119880676,3,3,0.15552668196870068,0.15552668196870068,0.07154459212181787,0.02837458646272563,0.05560750338415719,-0.5423430905979442,-0.5423430905979442,0.7062089119478365,0.9367199143262107,12206,2.2599743962387086e-12,1255,1.4377388168895777e-12,1.4377388168895777e-12,4.519948792479085e-12,0.045316780655972694,0.045316780655972694,0.40824005007743835,5106,Tier 0: Core Bottleneck Transducer
C4orf3,684,73,0.14806854724884033,29.12289047241211,0.05069023199166073,0.28937771916389465,7.193134976543802e-13,4.563835144042969,3.095071792602539,49,29.12289047241211,0.15670955181121826,3,3,0.22684167308059244,0.22684167308059244,0.12285496198340054,0.027859737456414155,0.07612697364077775,-0.1316893188068676,-0.1316893188068676,0.5523849828534193,0.8833914645742558,10124,2.2599743962387086e-12,10457,1.4385714841580466e-12,1.4385714841580466e-12,4.519948792479085e-12,0.05069023199166073,0.05069023199166073,0.28937771916389465,5107,Tier 0: Core Bottleneck Transducer
ASTL,658,482,0.3381318747997284,40.93325424194336,0.06111704429241612,0.3166455030441284,7.208122987376231e-13,6.705730438232422,4.87806510925293,155,33.68532180786133,0.1990697979927063,3,3,0.17797598287933805,0.17797598287933805,0.0805168067138012,0.03769082573384055,0.059768350431696315,0.5379396316868991,0.5379396316868991,0.29530936316728806,0.8571257633003639,5441,2.2599743962387086e-12,8628,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.06111704429241612,0.06111704429241612,0.3166455030441284,5108,Tier 0: Core Bottleneck Transducer
CAPN6,707,641,0.15831683576107025,44.05302429199219,0.046673074988612576,0.34646230936050415,7.208122987376231e-13,7.656062602996826,4.731361389160156,318,41.84832763671875,0.18294787406921387,3,3,0.19092657318303993,0.19092657318303993,0.08206600065339772,0.05220276191841414,0.05665781061122807,-0.3705514800891009,-0.3705514800891009,0.6445141868108111,0.9164575190575575,11388,2.2599743962387086e-12,6575,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.046673074988612576,0.046673074988612576,0.34646230936050415,5109,Tier 0: Core Bottleneck Transducer
CNGA4,694,584,0.19478623569011688,41.79066467285156,0.06211609457470601,0.3503471910953522,7.208122987376231e-13,4.104743480682373,3.5549728870391846,343,36.706600189208984,0.11182576417922974,3,3,0.23129143865501245,0.23129143865501245,0.10837149475710577,0.0340392715418276,0.08888067235607908,0.7186423066733042,0.7186423066733042,0.23618066960914308,0.8571257633003639,4028,2.2599743962387086e-12,6326,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.06211609457470601,0.06211609457470601,0.3503471910953522,5110,Tier 0: Core Bottleneck Transducer
ESR1,698,627,0.22076421976089478,41.376548767089844,0.06976947459891801,0.3905654847621918,7.208122987376231e-13,10.913050651550293,8.654387474060059,318,32.861915588378906,0.33208808302879333,3,3,0.250118535067548,0.250118535067548,0.09408058028910238,0.05529641073554279,0.10074154404290286,1.2861294918358355,1.2861294918358355,0.09919893653107353,0.8571257633003639,994,2.2599743962387086e-12,3197,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.06976947459891801,0.06976947459891801,0.3905654847621918,5111,Tier 0: Core Bottleneck Transducer
HECTD2,672,803,0.2114943414926529,41.6589241027832,0.05419836744983076,0.3749379515647888,7.208122987376231e-13,6.431734561920166,5.602531909942627,598,22.684303283691406,0.28353238105773926,3,3,0.1661554662479669,0.1661554662479669,0.10207177478987216,0.007779930910309167,0.05630376054778557,0.08875982153715357,0.08875982153715357,0.4646363946892562,0.8674378062800003,8671,2.2599743962387086e-12,4431,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.05419836744983076,0.05419836744983076,0.3749379515647888,5112,Tier 0: Core Bottleneck Transducer
MIGA2,691,597,0.19991247355937958,41.45209884643555,0.06105498099065537,0.3119364082813263,7.208122987376231e-13,7.061728477478027,6.8337931632995605,451,24.346097946166992,0.29005587100982666,3,3,0.21500329105787097,0.21500329105787097,0.09439637626967824,0.04750198812617775,0.07310492666201497,0.6329501281502469,0.6329501281502469,0.26338310559734524,0.8571257633003639,4689,2.2599743962387086e-12,8938,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.06105498099065537,0.06105498099065537,0.3119364082813263,5113,Tier 0: Core Bottleneck Transducer
NXPE3,704,570,0.20233026146888733,41.519073486328125,0.05459409874308299,0.3394842743873596,7.208122987376231e-13,13.767452239990234,8.042374610900879,197,40.554019927978516,0.3394842743873596,3,3,0.18485806778299907,0.18485806778299907,0.09944744697990611,0.011751707927307349,0.07365891287578562,0.2005372638879552,0.2005372638879552,0.420530208740022,0.8618045489697849,7873,2.2599743962387086e-12,7049,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.05459409874308299,0.05459409874308299,0.3394842743873596,5114,Tier 0: Core Bottleneck Transducer
OCLN,702,538,0.2282477766275406,41.65850830078125,0.05725230037127545,0.3177602291107178,7.208122987376231e-13,2.521629571914673,2.512632369995117,468,16.33908462524414,0.15433114767074585,3,3,0.17386068577737715,0.17386068577737715,0.0798610297315173,0.029188496890050035,0.06481115915580982,0.38884895747442516,0.38884895747442516,0.34869394119270314,0.8571257633003639,6565,2.2599743962387086e-12,8549,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.05725230037127545,0.05725230037127545,0.3177602291107178,5115,Tier 0: Core Bottleneck Transducer
PCSK1,697,799,0.20892666280269623,41.43133544921875,0.06374259061625064,0.39488694071769714,7.208122987376231e-13,6.892486095428467,5.7255425453186035,47,29.727712631225586,0.2318539023399353,3,3,0.2105495877883415,0.2105495877883415,0.04718728422730436,0.038032000385711806,0.12533030317532534,0.8456785464680481,0.8456785464680481,0.19886604717192918,0.8571257633003639,3148,2.2599743962387086e-12,2662,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.06374259061625064,0.06374259061625064,0.39488694071769714,5116,Tier 0: Core Bottleneck Transducer
PRODH2,677,470,0.25487464666366577,42.17241668701172,0.0696433781478968,0.3721980154514313,7.208122987376231e-13,15.460136413574219,11.288435935974121,372,41.53739547729492,0.3721980154514313,3,3,0.22926553528962346,0.22926553528962346,0.12935924245694722,0.038416343025761635,0.06148994980691459,1.203798783705767,1.203798783705767,0.11433367996749533,0.8571257633003639,1286,2.2599743962387086e-12,4636,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.0696433781478968,0.0696433781478968,0.3721980154514313,5117,Tier 0: Core Bottleneck Transducer
REXO4,679,496,0.3525651693344116,41.487945556640625,0.06249522490671274,0.310102641582489,7.208122987376231e-13,6.702523231506348,5.505055904388428,469,21.6138858795166,0.310102641582489,3,3,0.18274820597822983,0.18274820597822983,0.08515763972550076,0.02702865794137069,0.07056190831135836,0.6999649379883283,0.6999649379883283,0.2419746006084818,0.8571257633003639,4169,2.2599743962387086e-12,9069,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.06249522490671274,0.06249522490671274,0.310102641582489,5118,Tier 0: Core Bottleneck Transducer
SLC20A1,715,739,0.20336505770683289,45.03927993774414,0.08037199468541971,0.40823814272880554,7.208122987376231e-13,13.638545989990234,12.2202730178833,300,45.03927993774414,0.3028144836425781,3,3,0.2846132658289027,0.2846132658289027,0.08818521581599927,0.030555802750051694,0.16587224726285169,2.124509456154299,2.124509456154299,0.016813783090811774,0.8571257633003639,51,2.2599743962387086e-12,1635,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.08037199468541971,0.08037199468541971,0.40823814272880554,5119,Tier 0: Core Bottleneck Transducer
SLC22A23,612,721,0.23891477286815643,34.35948181152344,0.05038846104376198,0.3789447247982025,7.208122987376231e-13,5.561005115509033,4.860567092895508,219,27.074636459350586,0.20539537072181702,3,3,0.1897551191741637,0.1897551191741637,0.10548452941593617,0.0102917255207428,0.07397886423748475,-0.3282324535929703,-0.3282324535929703,0.628632044267404,0.9099827274704616,11186,2.2599743962387086e-12,4084,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.05038846104376198,0.05038846104376198,0.3789447247982025,5120,Tier 0: Core Bottleneck Transducer
SLC22A4,656,552,0.24839721620082855,41.517738342285156,0.05503007192981425,0.30807220935821533,7.208122987376231e-13,5.416555404663086,4.667335510253906,504,21.574928283691406,0.25105786323547363,3,3,0.1697082738065065,0.1697082738065065,0.0985998735426738,0.01787745457239517,0.05323094569143753,0.10502952616058418,0.10502952616058418,0.45817618989900427,0.8657231088721793,8570,2.2599743962387086e-12,9222,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.05503007192981425,0.05503007192981425,0.30807220935821533,5121,Tier 0: Core Bottleneck Transducer
TAB3,701,733,0.16376838088035583,41.948448181152344,0.0625778605563633,0.40821847319602966,7.208122987376231e-13,10.374762535095215,9.548736572265625,87,37.207763671875,0.278833270072937,3,3,0.2653737388890759,0.2653737388890759,0.08777665848370064,0.032744205463722136,0.14485287494165314,0.7734549054824126,0.7734549054824126,0.2196266033263352,0.8571257633003639,3634,2.2599743962387086e-12,1852,1.4415690863245345e-12,1.4415690863245345e-12,4.519948792479085e-12,0.0625778605563633,0.0625778605563633,0.40821847319602966,5122,Tier 0: Core Bottleneck Transducer
AADACL2,324,418,0.5137466192245483,40.1287841796875,0.05661067903966526,0.5000000596046448,7.227551890307157e-13,12.372171401977539,7.272067546844482,29,24.744338989257812,0.5000000596046448,2,2,0.030022085479017982,0.030022085479017982,0.011354687038459781,,0.018667398440558203,-0.8374338552917228,-0.8374338552917228,0.7988256288277931,0.9737255166908647,13283,2.2599743962387086e-12,25,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.05661067903966526,0.05661067903966526,0.5000000596046448,5123,Tier 0: Core Bottleneck Transducer
KRT35,616,510,0.24182544648647308,41.66633987426758,0.05601300269725814,0.38819193840026855,7.227551890307157e-13,3.3036715984344482,3.19167160987854,55,9.313666343688965,0.35471224784851074,3,3,0.203529217128666,0.203529217128666,0.06409199734715762,0.05421235546608953,0.08522486431541884,0.06267070100462668,0.06267070100462668,0.4750143643633025,0.8701129873524084,8838,2.2599743962387086e-12,3374,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.05601300269725814,0.05601300269725814,0.38819193840026855,5124,Tier 0: Core Bottleneck Transducer
MAN1C1,674,656,0.25181835889816284,41.202552795410156,0.061433708769350975,0.33600419759750366,7.227551890307157e-13,3.9279778003692627,3.218090295791626,188,23.596755981445312,0.16646261513233185,3,3,0.20558302785615734,0.20558302785615734,0.10719605267549247,0.027216239673206685,0.0711707355074582,0.6089562377640876,0.6089562377640876,0.2712767231744376,0.8571257633003639,4881,2.2599743962387086e-12,7301,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.061433708769350975,0.061433708769350975,0.33600419759750366,5125,Tier 0: Core Bottleneck Transducer
MARK1,679,805,0.1689041256904602,41.62235641479492,0.06226298429249974,0.4512580633163452,7.227551890307157e-13,7.826048374176025,7.198360919952393,543,39.760337829589844,0.19683052599430084,3,3,0.2544437393008041,0.2544437393008041,0.07319197264323027,0.0709317868146736,0.11031997984290025,0.6833678942694408,0.6833678942694408,0.24718720104217362,0.8571257633003639,4296,2.2599743962387086e-12,198,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.06226298429249974,0.06226298429249974,0.4512580633163452,5126,Tier 0: Core Bottleneck Transducer
NOX4,676,578,0.2040511965751648,41.7774772644043,0.052805019467637444,0.4111660420894623,7.227551890307157e-13,6.041826248168945,4.209423065185547,62,39.782405853271484,0.15187181532382965,3,3,0.1627735101043959,0.1627735101043959,0.06379761844254167,0.0299711493887237,0.06900474227313051,-0.00012264736262873315,-0.00012264736262873315,0.5000489292184097,0.8757616602675437,9246,2.2599743962387086e-12,572,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.052805019467637444,0.052805019467637444,0.4111660420894623,5127,Tier 0: Core Bottleneck Transducer
PIGV,712,499,0.2569980323314667,41.68113327026367,0.05886440863660369,0.31827259063720703,7.227551890307157e-13,7.678761959075928,6.433072566986084,51,38.591373443603516,0.19897612929344177,3,3,0.20175778806165487,0.20175778806165487,0.10601883382039823,0.02433115886812,0.07140779537313663,0.534500628010855,0.534500628010855,0.2964976075418203,0.8571257633003639,5462,2.2599743962387086e-12,8509,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.05886440863660369,0.05886440863660369,0.31827259063720703,5128,Tier 0: Core Bottleneck Transducer
RO60,725,540,0.17315493524074554,42.27870178222656,0.0522284787178331,0.3959580659866333,7.227551890307157e-13,5.180660247802734,4.338341236114502,117,13.083861351013184,0.3959580659866333,3,3,0.21265314131879132,0.21265314131879132,0.09709747809660582,0.027593158432048383,0.08796250479013713,0.07932637793311027,0.07932637793311027,0.4683865129255388,0.867999863104057,8738,2.2599743962387086e-12,2577,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.0522284787178331,0.0522284787178331,0.3959580659866333,5129,Tier 0: Core Bottleneck Transducer
SERGEF,695,483,0.2731919586658478,44.55316162109375,0.05826733118652965,0.4082382619380951,7.227551890307157e-13,8.126588821411133,7.950990676879883,425,35.47462463378906,0.22908173501491547,3,3,0.20137306487835832,0.20137306487835832,0.08691671718410818,0.024803977418076384,0.08965237027617377,0.44306819898565036,0.44306819898565036,0.3288582031838064,0.8571257633003639,6124,2.2599743962387086e-12,1613,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.05826733118652965,0.05826733118652965,0.4082382619380951,5130,Tier 0: Core Bottleneck Transducer
SLC38A11,705,471,0.23831616342067719,42.161155700683594,0.06075989080415184,0.3964684307575226,7.227551890307157e-13,6.96409797668457,6.47490930557251,350,22.860048294067383,0.3046405613422394,3,3,0.1917896590829298,0.1917896590829298,0.08927660769529311,0.031509738527056026,0.07100331286058068,0.6530065218463709,0.6530065218463709,0.256876036999767,0.8571257633003639,4529,2.2599743962387086e-12,2538,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.06075989080415184,0.06075989080415184,0.3964684307575226,5131,Tier 0: Core Bottleneck Transducer
SLC6A12,673,619,0.2650119662284851,41.983673095703125,0.061606642416155266,0.3604709804058075,7.227551890307157e-13,4.785221576690674,4.189626693725586,324,24.457660675048828,0.1956532746553421,3,3,0.17405034127178873,0.17405034127178873,0.06634656809703109,0.039209391052464786,0.06849438212229286,0.6182196845093252,0.6182196845093252,0.26821526802324863,0.8571257633003639,4808,2.2599743962387086e-12,5562,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.061606642416155266,0.061606642416155266,0.3604709804058075,5132,Tier 0: Core Bottleneck Transducer
ST6GAL2,681,576,0.32519224286079407,41.19639587402344,0.05760870535831001,0.42974653840065,7.227551890307157e-13,10.665952682495117,8.656493186950684,372,24.819169998168945,0.42974653840065,3,3,0.17068860220016402,0.17068860220016402,0.06862370082556785,0.0351443758551074,0.06692052551948878,0.3563530646387139,0.3563530646387139,0.3607880871081136,0.8571257633003639,6812,2.2599743962387086e-12,350,1.4455103780619538e-12,1.4455103780619538e-12,4.519948792479085e-12,0.05760870535831001,0.05760870535831001,0.42974653840065,5133,Tier 0: Core Bottleneck Transducer
CDH6,705,817,0.16439588367938995,41.99388122558594,0.04640383449592944,0.40823858976364136,7.246980793238083e-13,10.409074783325195,9.807981491088867,292,25.497528076171875,0.40823858976364136,3,3,0.15276832709701704,0.15276832709701704,0.0539594108582332,0.03670306703306554,0.06210584920571831,-0.39446549335729997,-0.39446549335729997,0.6533813007500939,0.9201777181289156,11498,2.2599743962387086e-12,1538,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.04640383449592944,0.04640383449592944,0.40823858976364136,5134,Tier 0: Core Bottleneck Transducer
CDK5RAP3,707,510,0.19885247945785522,42.82398986816406,0.06526090397945908,0.34031981229782104,7.246980793238083e-13,8.143895149230957,6.840301990509033,128,29.66377067565918,0.27454012632369995,3,3,0.25973290441854197,0.25973290441854197,0.14258807799073853,0.05920469069366832,0.057940135734135124,0.9878128712294783,0.9878128712294783,0.16162215134890917,0.8571257633003639,2274,2.2599743962387086e-12,6984,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.06526090397945908,0.06526090397945908,0.34031981229782104,5135,Tier 0: Core Bottleneck Transducer
COQ8A,670,689,0.2756866216659546,39.171409606933594,0.055471413969935095,0.3176489770412445,7.246980793238083e-13,3.1347861289978027,3.0501716136932373,482,10.364479064941406,0.30245476961135864,3,3,0.18829513538607826,0.18829513538607826,0.09350851326219058,0.029305096676852774,0.06548152544703491,0.1738364497268568,0.1738364497268568,0.43099699887590226,0.8623981005157588,8084,2.2599743962387086e-12,8552,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.055471413969935095,0.055471413969935095,0.3176489770412445,5136,Tier 0: Core Bottleneck Transducer
DACT3,598,766,0.19686245918273926,42.019107818603516,0.058013348781903666,0.3687547445297241,7.246980793238083e-13,4.15787410736084,3.3589725494384766,90,23.42251968383789,0.17751608788967133,3,3,0.23527583021123868,0.23527583021123868,0.14061610604201763,0.020537752732223892,0.07412197143699717,0.14495762413897365,0.14495762413897365,0.4423721646806639,0.8631560986473059,8299,2.2599743962387086e-12,4907,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.058013348781903666,0.058013348781903666,0.3687547445297241,5137,Tier 0: Core Bottleneck Transducer
ENPP7,648,556,0.2975847125053406,39.524497985839844,0.06474858304597024,0.32072731852531433,7.246980793238083e-13,2.2957258224487305,2.2671589851379395,332,21.0894775390625,0.10885646194219589,2,2,0.1201639029167517,0.1201639029167517,0.11824340835104773,0.0019204945657039767,,0.7603303672210671,0.7603303672210671,0.2235285671876871,0.8571257633003639,3729,2.2599743962387086e-12,8349,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.06474858304597024,0.06474858304597024,0.32072731852531433,5138,Tier 0: Core Bottleneck Transducer
GUCY1A2,655,750,0.18914483487606049,41.99392318725586,0.04055477380251661,0.33058851957321167,7.246980793238083e-13,11.70478343963623,5.615110874176025,299,35.40589904785156,0.33058851957321167,3,3,0.11418519580613229,0.11418519580613229,0.050190568130654804,0.017885146252411215,0.04610948142306627,-0.9118139674993103,-0.9118139674993103,0.8190666718165218,0.9827346423495644,13496,2.2599743962387086e-12,7693,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.04055477380251661,0.04055477380251661,0.33058851957321167,5139,Tier 0: Core Bottleneck Transducer
KIFBP,666,686,0.1946805715560913,42.25225067138672,0.058016170256894956,0.34594419598579407,7.246980793238083e-13,8.18942928314209,6.308831691741943,35,30.1702938079834,0.27144014835357666,3,3,0.22552838001554099,0.22552838001554099,0.1055442845932794,0.032143125585160484,0.08784096983710112,0.3429834661871147,0.3429834661871147,0.3658054493153811,0.8571257633003639,6903,2.2599743962387086e-12,6604,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.058016170256894956,0.058016170256894956,0.34594419598579407,5140,Tier 0: Core Bottleneck Transducer
KRT27,653,478,0.2092786282300949,41.691707611083984,0.06120654535830384,0.3922259211540222,7.246980793238083e-13,8.480205535888672,7.004758358001709,96,38.93949890136719,0.2177790105342865,3,3,0.24815923740984963,0.24815923740984963,0.07473341250576473,0.08343814044422242,0.08998768445986248,0.5289542512022889,0.5289542512022889,0.29841859316495234,0.8571257633003639,5507,2.2599743962387086e-12,2982,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.06120654535830384,0.06120654535830384,0.3922259211540222,5141,Tier 0: Core Bottleneck Transducer
NDST2,722,924,0.1567981094121933,41.49874496459961,0.0591978663283351,0.408239483833313,7.246980793238083e-13,6.420504570007324,5.513638973236084,57,27.755340576171875,0.23132501542568207,3,3,0.2508457051446594,0.2508457051446594,0.0983507444445701,0.042911516850061816,0.10958344385002751,0.5873009946952361,0.5873009946952361,0.2785007866015495,0.8571257633003639,5048,2.2599743962387086e-12,1349,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.0591978663283351,0.0591978663283351,0.408239483833313,5142,Tier 0: Core Bottleneck Transducer
PADI2,649,709,0.21537695825099945,36.10452651977539,0.06536484000960587,0.38138189911842346,7.246980793238083e-13,4.0615034103393555,3.507134437561035,200,19.82901382446289,0.20482629537582397,3,3,0.24579953663085508,0.24579953663085508,0.12335449607619584,0.05025092012752718,0.07219412042713207,0.8065646148545015,0.8065646148545015,0.20995868359437075,0.8571257633003639,3395,2.2599743962387086e-12,3896,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.06536484000960587,0.06536484000960587,0.38138189911842346,5143,Tier 0: Core Bottleneck Transducer
PLEKHO2,702,529,0.29008015990257263,42.232601165771484,0.06316789706119487,0.29832926392555237,7.246980793238083e-13,8.021137237548828,7.324094772338867,303,31.24462890625,0.25672051310539246,3,3,0.20579694687662936,0.20579694687662936,0.07867798371085352,0.05210534392906953,0.07501361923670631,0.81945676616353,0.81945676616353,0.20626292946505637,0.8571257633003639,3305,2.2599743962387086e-12,9858,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.06316789706119487,0.06316789706119487,0.29832926392555237,5144,Tier 0: Core Bottleneck Transducer
RARS1,686,674,0.22063012421131134,43.73543930053711,0.05763029876010285,0.3302902579307556,7.246980793238083e-13,6.722325801849365,5.666606426239014,470,22.873363494873047,0.2938931882381439,3,3,0.20021262407862309,0.20021262407862309,0.12236307915373772,0.041504008580978406,0.03634553634390696,0.3718830047611859,0.3718830047611859,0.35498997967317186,0.8571257633003639,6690,2.2599743962387086e-12,7717,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.05763029876010285,0.05763029876010285,0.3302902579307556,5145,Tier 0: Core Bottleneck Transducer
TGFBI,698,714,0.21718990802764893,41.704261779785156,0.06441632352190624,0.34917789697647095,7.246980793238083e-13,4.0932135581970215,3.9318439960479736,78,27.067415237426758,0.15122291445732117,3,3,0.23601594055807032,0.23601594055807032,0.11940761975958343,0.03896201368637828,0.0776463071121086,0.8976920056114358,0.8976920056114358,0.18467488633306384,0.8571257633003639,2814,2.2599743962387086e-12,6398,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.06441632352190624,0.06441632352190624,0.34917789697647095,5146,Tier 0: Core Bottleneck Transducer
TIGD3,696,499,0.26533597707748413,36.73884201049805,0.05703937643594627,0.3532770574092865,7.246980793238083e-13,5.953341960906982,5.506882190704346,237,25.28175926208496,0.23547974228858948,3,3,0.18849300695098548,0.18849300695098548,0.08140106650441785,0.0493141691895429,0.057777771257024726,0.3569203510066682,0.3569203510066682,0.3605757169419757,0.8571257633003639,6805,2.2599743962387086e-12,6107,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.05703937643594627,0.05703937643594627,0.3532770574092865,5147,Tier 0: Core Bottleneck Transducer
UPF2,646,1274,0.1612345576286316,41.682273864746094,0.056332207364507614,0.3915967643260956,7.246980793238083e-13,9.066884994506836,7.7980804443359375,908,41.24843215942383,0.21981163322925568,3,3,0.22627921508043977,0.22627921508043977,0.10770377868644289,0.03165638434279077,0.08691905205120612,0.16858647357058845,0.16858647357058845,0.4330609603971993,0.8623981005157588,8123,2.2599743962387086e-12,3069,1.4493406474969106e-12,1.4493406474969106e-12,4.519948792479085e-12,0.056332207364507614,0.056332207364507614,0.3915967643260956,5148,Tier 0: Core Bottleneck Transducer
