gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
DOK7,599,669,38.03329849243164,0.037604462,0.735201493723557,0.23110839473096823,0.851291589607673,3789,1,5,0.0043177176,1392,3789,0.035625964,0.02169463,0.0030549131,0.023459295,0.00025132296,Background,0.735201493723557,0.23110839473096823,0.851291589607673,0.23110839473096823
SFTPA2,660,257,38.99992370605469,0.037970077,0.735148228650078,0.23112461239893278,0.851291589607673,3790,0,3,0.0018673359,11961,3790,0.07071513,0.0006475523,0.016634619,-0.0014331276,-0.0016605062,Background,0.735148228650078,0.23112461239893278,0.851291589607673,0.23112461239893278
OR6C68,280,341,41.60009002685547,0.034011606,0.7351123234418769,0.23113554485040677,0.851291589607673,3791,0,3,0.0016443493,13822,3791,-0.012057928,0.035760842,0.0729879,-0.020638544,1.930531e-09,Background,0.7351123234418769,0.23113554485040677,0.851291589607673,0.23113554485040677
IMPG1,613,789,41.78148651123047,0.03766883,0.7344166040266706,0.2313474351082398,0.851291589607673,3792,0,3,0.0023549807,8429,3792,0.046016574,0.025334582,0.014645109,-0.001766196,-3.7199261e-09,Background,0.7344166040266706,0.2313474351082398,0.851291589607673,0.2313474351082398
TTC13,652,881,41.51218032836914,0.037899364,0.7343374157442067,0.2313715597792328,0.851291589607673,3793,0,4,0.0029981527,3504,3793,0.041623615,0.026715208,0.017036946,-0.0014394792,0.000809269,Background,0.7343374157442067,0.2313715597792328,0.851291589607673,0.2313715597792328
MAPKAPK2,613,422,29.59703826904297,0.037663165,0.73423698685407,0.2314021574086471,0.851291589607673,3794,0,4,0.002573157,6196,3794,0.060577422,0.022061441,0.0024205558,-0.0015335344,0.00069151446,Background,0.73423698685407,0.2314021574086471,0.851291589607673,0.2314021574086471
CDC123,689,345,42.152339935302734,0.03809688,0.7341775086875582,0.23142027966147644,0.851291589607673,3795,0,4,0.0030703254,3226,3795,0.034516685,0.030533422,0.020998497,-0.0017728498,0.00091143884,Background,0.7341775086875582,0.23142027966147644,0.851291589607673,0.23142027966147644
RAD17,684,728,43.11554718017578,0.038065396,0.7340157098719198,0.23146958173971505,0.851291589607673,3796,0,4,0.0028857582,4001,3796,0.035226196,0.030277103,0.02058597,-0.0015680008,0.00059554813,Background,0.7340157098719198,0.23146958173971505,0.851291589607673,0.23146958173971505
BACH1,706,835,42.792083740234375,0.038172018,0.7337773223246876,0.23154223201045143,0.851291589607673,3797,0,4,0.0025962396,5982,3797,0.060020644,0.002005815,0.024653874,-0.0021845098,0.00085940765,Background,0.7337773223246876,0.23154223201045143,0.851291589607673,0.23154223201045143
MED28,688,213,41.60009002685547,0.038073536,0.7336009571369946,0.23159598871337223,0.851291589607673,3798,0,4,0.0025382687,6510,3798,0.050229345,0.032637034,0.0029036375,-0.0011400762,0.0005050581,Background,0.7336009571369946,0.23159598871337223,0.851291589607673,0.23159598871337223
FAM217B,698,442,40.29890060424805,0.03811323,0.7332056401528027,0.23171650792818632,0.851291589607673,3799,0,4,0.0028840993,4008,3799,0.037260927,0.0016369259,0.0022481135,-0.003925493,0.048003294,Background,0.7332056401528027,0.23171650792818632,0.851291589607673,0.23171650792818632
PPP2R3B,301,596,37.03533935546875,0.034351066,0.7331746671356258,0.23172595206379043,0.851291589607673,3800,0,3,0.002397751,7845,3800,-0.016955927,-0.016171081,0.04952026,0.034787383,0.0256307,Background,0.7331746671356258,0.23172595206379043,0.851291589607673,0.23172595206379043
MEIS2,699,482,40.845909118652344,0.038110152,0.7329432169419074,0.2317965314741477,0.851291589607673,3801,0,3,0.0021796655,9672,3801,0.03748976,-0.0017154756,0.003038546,-0.0017720261,0.048176095,Background,0.7329432169419074,0.2317965314741477,0.851291589607673,0.2317965314741477
CAPN9,517,698,40.752098083496094,0.036930155,0.7326373555646726,0.23188982051568574,0.851291589607673,3802,0,4,0.0027384982,4889,3802,0.021076474,0.00045880675,0.01228567,-0.0008488465,0.049606226,Background,0.7326373555646726,0.23188982051568574,0.851291589607673,0.23188982051568574
SELENOW,691,113,25.45938491821289,0.03805491,0.7325050374770031,0.23193018458300174,0.851291589607673,3803,0,4,0.0026907774,5248,3803,0.052070312,0.031104784,0.0039823805,-0.0027102004,0.0006460883,Background,0.7325050374770031,0.23193018458300174,0.851291589607673,0.23193018458300174
SFTPA1,660,254,38.99992370605469,0.037868105,0.7319036974362969,0.2321136746266555,0.851291589607673,3804,0,3,0.0018702907,11931,3804,0.070508376,0.0006593687,0.01661866,-0.0013875985,-0.0017231582,Background,0.7319036974362969,0.2321136746266555,0.851291589607673,0.2321136746266555
C2orf50,522,176,36.634620666503906,0.03694097,0.7317150238603258,0.2321712622347069,0.851291589607673,3805,0,4,0.0033986315,2379,3805,0.020077474,0.03656449,0.02416235,0.0,0.001798192,Background,0.7317150238603258,0.2321712622347069,0.851291589607673,0.2321712622347069
CEP135,686,1182,44.776885986328125,0.037999913,0.7315906357886893,0.23220923274537258,0.851291589607673,3806,0,4,0.0027463513,4837,3806,0.033729874,0.030445576,0.022544406,-0.0021431325,0.00039367002,Background,0.7315906357886893,0.23220923274537258,0.851291589607673,0.23220923274537258
DUSP3,704,257,41.64181137084961,0.03809169,0.7315378134055966,0.23222535826976282,0.851291589607673,3807,0,4,0.002790568,4537,3807,0.04493337,0.035342693,0.00563582,-0.0014261273,0.00068985665,Background,0.7315378134055966,0.23222535826976282,0.851291589607673,0.23222535826976282
PPARGC1A,680,825,41.830543518066406,0.037962534,0.7314181507428248,0.23226189098211047,0.851291589607673,3808,0,4,0.0025329613,6564,3808,0.03203127,0.0023030455,0.052215785,-0.0022706147,0.00060730986,Background,0.7314181507428248,0.23226189098211047,0.851291589607673,0.23226189098211047
DUSP5,704,399,37.66728973388672,0.038081836,0.7312233478641098,0.23232137065462538,0.851291589607673,3809,1,5,0.004899312,892,3809,0.0386411,0.002374623,0.0042353016,0.03883163,0.0010709111,Background,0.7312233478641098,0.23232137065462538,0.851291589607673,0.23232137065462538
TRIM11,682,474,37.70302200317383,0.037966724,0.7312106137782358,0.23232525908143042,0.851291589607673,3810,0,4,0.002798786,4487,3810,0.048600487,0.033186603,0.0030830014,-0.0010057734,0.0010318644,Background,0.7312106137782358,0.23232525908143042,0.851291589607673,0.23232525908143042
SELP,483,844,41.673248291015625,0.036593992,0.731168702641513,0.23233805714522127,0.851291589607673,3811,0,4,0.004289425,1424,3811,0.018682553,0.01764541,-0.020430097,0.039595388,0.026333407,Background,0.731168702641513,0.23233805714522127,0.851291589607673,0.23233805714522127
MLH3,705,1727,42.643898010253906,0.038071323,0.7307255051287597,0.232473416773819,0.851291589607673,3812,0,4,0.0027910117,4534,3812,0.039682284,0.0024442503,0.04390347,-0.002101242,0.0012013074,Background,0.7307255051287597,0.232473416773819,0.851291589607673,0.232473416773819
KIF3B,709,754,41.842247009277344,0.038091056,0.7307092796823883,0.23247837311739467,0.851291589607673,3813,0,4,0.0021901827,9613,3813,0.08252208,0.0015372636,0.0032990894,-0.0027365116,0.000552291,Background,0.7307092796823883,0.23247837311739467,0.851291589607673,0.23247837311739467
MIIP,694,447,45.17467498779297,0.038010858,0.7306010646095461,0.23251143078826658,0.851291589607673,3814,0,4,0.0025078277,6782,3814,0.052372858,0.03060797,0.003523067,-0.0018935176,0.000384476,Background,0.7306010646095461,0.23251143078826658,0.851291589607673,0.23251143078826658
SS18L1,693,419,38.974143981933594,0.038005278,0.7305892344324526,0.23251504484351104,0.851291589607673,3815,0,4,0.0031909621,2890,3815,0.034672387,0.0020410754,0.0042923484,-0.0023951489,0.046371717,Background,0.7305892344324526,0.23251504484351104,0.851291589607673,0.23251504484351104
LHCGR,679,717,41.698516845703125,0.037928853,0.7305161399245516,0.23253737551384734,0.851291589607673,3816,0,4,0.0026094068,5895,3816,0.04767093,0.0018296929,0.035790034,-0.001420822,0.00094166584,Background,0.7305161399245516,0.23253737551384734,0.851291589607673,0.23253737551384734
MOSPD2,677,525,41.41656875610352,0.03791726,0.7304901687827526,0.23254531009071938,0.851291589607673,3817,1,5,0.0051988675,768,3817,0.031482,0.0023755983,0.018687464,0.031432487,0.00080802105,Background,0.7304901687827526,0.23254531009071938,0.851291589607673,0.23254531009071938
TCP11L2,711,528,41.56098175048828,0.038083807,0.7301567683564264,0.23264718233582643,0.851291589607673,3818,0,4,0.0036328624,2001,3818,0.020230517,0.039228167,0.026550071,-0.0035811812,0.002730403,Background,0.7301567683564264,0.23264718233582643,0.851291589607673,0.23264718233582643
PACRGL,711,258,41.943214416503906,0.038083747,0.7301548527507322,0.23264776773083867,0.851291589607673,3819,1,5,0.003999185,1632,3819,0.018539004,0.039296836,0.025522694,0.0003840318,0.0014152899,Background,0.7301548527507322,0.23264776773083867,0.851291589607673,0.23264776773083867
FAM90A22,126,413,35.86442184448242,0.028266484,0.7301284173906687,0.23265584626607494,0.851291589607673,3820,0,3,0.0012461883,16047,3820,-0.017514616,0.08072038,9.313226e-10,0.0,9.2005376e-10,Background,0.7301284173906687,0.23265584626607494,0.851291589607673,0.23265584626607494
CFP,693,494,41.512413024902344,0.037988234,0.7300457077686999,0.23268112298699234,0.851291589607673,3821,0,4,0.0035079615,2191,3821,0.018224891,0.0022492707,0.021574043,-0.0031553535,0.04605143,Background,0.7300457077686999,0.23268112298699234,0.851291589607673,0.23268112298699234
P2RY6,712,453,40.75654983520508,0.03808157,0.7299252689150004,0.23271793279184422,0.851291589607673,3822,0,4,0.0035147152,2180,3822,0.0225576,0.0039745755,0.005195913,-0.0020006653,0.055425555,Background,0.7299252689150004,0.23271793279184422,0.851291589607673,0.23271793279184422
NUP88,701,764,42.103816986083984,0.038025133,0.7299030973335743,0.23272470945934676,0.851291589607673,3823,0,4,0.003172801,2933,3823,0.05634895,-0.033012323,0.023316136,0.0373384,0.001035627,Background,0.7299030973335743,0.23272470945934676,0.851291589607673,0.23272470945934676
TOM1,690,534,41.89780044555664,0.03795393,0.7294525006168386,0.23286245655439403,0.851291589607673,3824,0,4,0.0025217773,6664,3824,0.050726354,0.03127628,0.0039977264,-0.0014982987,0.00036551806,Background,0.7294525006168386,0.23286245655439403,0.851291589607673,0.23286245655439403
GPKOW,679,512,41.98732376098633,0.037892837,0.7293686781822651,0.23288808600872823,0.851291589607673,3825,0,4,0.0030025623,3485,3825,0.04247095,0.0020035608,0.0025119227,-0.0019751387,0.03971967,Background,0.7293686781822651,0.23288808600872823,0.851291589607673,0.23288808600872823
POLD2,712,462,39.90031433105469,0.038060967,0.7292674401341074,0.23291904253082452,0.851291589607673,3826,0,4,0.0029332223,3763,3826,0.04202043,0.03992251,0.004812987,-0.0027112933,0.0010622796,Background,0.7292674401341074,0.23291904253082452,0.851291589607673,0.23291904253082452
FOXI2,639,358,37.84347915649414,0.0376633,0.7292300998504758,0.23293046100192905,0.851291589607673,3827,1,5,0.0027964541,4500,3827,0.052545764,0.0020674176,0.028598301,0.00014739716,0.00085883215,Background,0.7292300998504758,0.23293046100192905,0.851291589607673,0.23293046100192905
SKIC2,691,1255,41.50786590576172,0.037951775,0.7292165359234525,0.23293460885964196,0.851291589607673,3828,0,4,0.003136569,3029,3828,0.034789283,0.0018127351,0.0042846967,-0.0017400878,0.045716103,Background,0.7292165359234525,0.23293460885964196,0.851291589607673,0.23293460885964196
MRGPRX1,160,341,37.406227111816406,0.030135278,0.7289693192556611,0.23301021506541203,0.851291589607673,3829,0,4,0.0024052581,7737,3829,-0.07002939,0.059515227,9.313226e-10,0.021270266,0.056628447,Background,0.7289693192556611,0.23301021506541203,0.851291589607673,0.23301021506541203
DBNL,700,467,39.410743713378906,0.03799055,0.7289635039908411,0.2330119937103044,0.851291589607673,3830,0,4,0.0024811036,7004,3830,0.01892986,0.06506888,0.0042289924,-0.0035963547,0.0003180802,Background,0.7289635039908411,0.2330119937103044,0.851291589607673,0.2330119937103044
OR11H7,302,325,41.82014083862305,0.03422986,0.72893011166891,0.23302220716290462,0.851291589607673,3831,0,4,0.0023664278,8300,3831,0.022245115,0.018139672,0.05574635,-0.019590845,4.0231127e-11,Background,0.72893011166891,0.23302220716290462,0.851291589607673,0.23302220716290462
AADACL3,604,412,39.56158828735352,0.03743805,0.7289091884894561,0.23302860690151778,0.851291589607673,3832,0,4,0.0023368485,8615,3832,0.025096044,-0.00091871154,0.011347538,0.04818915,3.7337085e-09,Background,0.7289091884894561,0.23302860690151778,0.851291589607673,0.23302860690151778
KCNK7,650,313,36.14616394042969,0.037715387,0.7288515114225104,0.23304624899683507,0.851291589607673,3833,1,5,0.0039074076,1697,3833,0.051408477,0.004465786,0.0015350939,0.026378267,0.0005465615,Background,0.7288515114225104,0.23304624899683507,0.851291589607673,0.23304624899683507
PSTK,708,367,41.3354377746582,0.038023457,0.7287124910353593,0.23308877520107535,0.851291589607673,3834,0,4,0.0023434404,8556,3834,0.042441808,0.03881791,0.004236073,-0.00059068296,0.000117944546,Background,0.7287124910353593,0.23308877520107535,0.851291589607673,0.23308877520107535
KAT6A,680,2156,44.41651153564453,0.03787255,0.7285510861534753,0.2331381542057418,0.851291589607673,3835,0,4,0.002462289,7160,3835,0.06401715,0.002008201,0.019761557,-0.001676952,0.00057564676,Background,0.7285510861534753,0.2331381542057418,0.851291589607673,0.2331381542057418
C21orf140,694,256,43.44738006591797,0.037942693,0.7284271656609334,0.23317606945680963,0.851291589607673,3836,1,5,0.0052911267,733,3836,0.036749057,0.0017659717,0.04054454,0.0036249072,0.002157962,Background,0.7284271656609334,0.23317606945680963,0.851291589607673,0.23317606945680963
CEP120,689,997,42.3121452331543,0.03791365,0.7283359200883929,0.23320398953565358,0.851291589607673,3837,0,4,0.0033050082,2596,3837,0.017757231,0.0015318795,0.022491582,-0.0014353059,0.04443212,Background,0.7283359200883929,0.23320398953565358,0.851291589607673,0.23320398953565358
C6orf163,693,407,38.11483383178711,0.03792352,0.727982002974163,0.23331230159215421,0.851291589607673,3838,0,4,0.0033357874,2522,3838,-0.047792472,0.0024953287,0.0047653923,0.03407215,0.09125917,Background,0.727982002974163,0.23331230159215421,0.851291589607673,0.23331230159215421
RPS6KA6,608,763,42.10773086547851,0.037429057,0.7278151676037006,0.2333633692210768,0.851291589607673,3839,0,4,0.0036434862,1990,3839,0.035684053,0.0023451897,0.06528879,-0.05085091,0.03122682,Background,0.7278151676037006,0.2333633692210768,0.851291589607673,0.2333633692210768
INHBB,678,419,30.930845260620117,0.03782919,0.7275126009570944,0.2334559994628465,0.851291589607673,3840,1,5,0.0042815185,1436,3840,0.04735475,0.001956914,0.0033086673,0.031135898,0.0008324049,Background,0.7275126009570944,0.2334559994628465,0.851291589607673,0.2334559994628465
P3H1,694,747,41.367488861083984,0.03790257,0.7271475742648328,0.23356777887740693,0.851291589607673,3841,0,4,0.0027775432,4618,3841,0.018681087,0.063090876,0.0035690025,-0.0015304596,0.0009422265,Background,0.7271475742648328,0.23356777887740693,0.851291589607673,0.23356777887740693
DMKN,558,672,43.91215515136719,0.03706474,0.7270056368694424,0.2336112513252312,0.851291589607673,3842,0,4,0.0025672535,6250,3842,0.051656056,0.019423448,0.012903316,-0.0013415813,0.00023804231,Background,0.7270056368694424,0.2336112513252312,0.851291589607673,0.2336112513252312
SLC9A2,676,834,41.00132369995117,0.03780112,0.7269629556315843,0.2336243245707174,0.851291589607673,3843,1,5,0.0040165563,1618,3843,0.046883237,0.0019509314,0.0043881275,0.030806696,0.00049688475,Background,0.7269629556315843,0.2336243245707174,0.851291589607673,0.2336243245707174
TBP,689,356,41.547061920166016,0.03785591,0.7264951007590483,0.23376765491539103,0.851291589607673,3844,1,5,0.0056068106,648,3844,0.018370744,0.030015117,0.0027775713,0.03253703,0.0009479206,Background,0.7264951007590483,0.23376765491539103,0.851291589607673,0.23376765491539103
RNASEK,712,99,41.556373596191406,0.037971158,0.7263999477794396,0.23379681160489335,0.851291589607673,3845,0,4,0.0028445206,4229,3845,0.042836204,0.039161235,0.0043311054,-0.002336421,0.0009139664,Background,0.7263999477794396,0.23379681160489335,0.851291589607673,0.23379681160489335
OR9G4,223,339,40.874412536621094,0.03234531,0.7262228724141954,0.2338510762422064,0.851291589607673,3846,0,3,0.0022062527,9507,3846,0.003912119,0.019178737,0.07504008,0.0,-0.02580462,Background,0.7262228724141954,0.2338510762422064,0.851291589607673,0.2338510762422064
COX4I1,713,171,42.14921188354492,0.037969872,0.7261988990428518,0.23385842340356222,0.851291589607673,3847,0,4,0.0035445616,2132,3847,0.022985334,0.005098019,0.004344845,-0.0025917934,0.055066813,Background,0.7261988990428518,0.23385842340356222,0.851291589607673,0.23385842340356222
KCTD13,702,387,41.22789764404297,0.03791075,0.7260899020601758,0.23389182951369336,0.851291589607673,3848,1,5,0.004757247,959,3848,0.038894035,0.0020868361,0.004208532,0.038518514,0.0010630973,Background,0.7260899020601758,0.23389182951369336,0.851291589607673,0.23389182951369336
KRT85,267,541,41.719757080078125,0.03343289,0.7258793277853683,0.23395637518630336,0.851291589607673,3849,0,3,0.002424147,7514,3849,0.056885235,-0.049402367,0.038074847,-0.020525455,0.049725972,Background,0.7258793277853683,0.23395637518630336,0.851291589607673,0.23395637518630336
ADAMTS8,663,955,41.60482025146485,0.037691455,0.7257483112827613,0.2339965396214222,0.851291589607673,3850,0,4,0.0029354717,3756,3850,0.043989338,0.0012921924,0.0035623345,-0.0025849761,0.038021766,Background,0.7257483112827613,0.2339965396214222,0.851291589607673,0.2339965396214222
POLR3G,714,235,36.99488830566406,0.037958123,0.7256640480254467,0.23402237339400522,0.851291589607673,3851,0,4,0.002631442,5708,3851,0.04227776,0.04211008,0.0034687845,-0.003566945,0.0005872473,Background,0.7256640480254467,0.23402237339400522,0.851291589607673,0.23402237339400522
AGXT,655,425,33.08232879638672,0.037628725,0.7251867552564225,0.2341687335681183,0.851291589607673,3852,0,4,0.0029323662,3768,3852,0.041861333,0.026428033,0.016793136,-0.0016395589,0.0006974581,Background,0.7251867552564225,0.2341687335681183,0.851291589607673,0.2341687335681183
ACADL,641,448,42.24208450317383,0.037544236,0.7250733423445457,0.23420351869541384,0.851291589607673,3853,0,3,0.002370524,8252,3853,-0.013510514,0.0486679,0.015356273,-0.0013197539,0.034757562,Background,0.7250733423445457,0.23420351869541384,0.851291589607673,0.23420351869541384
NCK2,703,435,31.243167877197266,0.03787747,0.7248645937048795,0.23426755193459703,0.851291589607673,3854,0,4,0.002729486,4964,3854,0.037390497,0.0027425783,0.045633707,-0.002003814,0.0009336397,Background,0.7248645937048795,0.23426755193459703,0.851291589607673,0.23426755193459703
CCDC181,702,555,42.280517578125,0.03787172,0.7248445188482748,0.23427371036856803,0.851291589607673,3855,1,5,0.00558874,661,3855,0.01957557,0.003626882,0.024070168,0.03663638,0.0007747225,Background,0.7248445188482748,0.23427371036856803,0.851291589607673,0.23427371036856803
MFHAS1,687,1095,41.3611946105957,0.037784424,0.7245529791576206,0.23436315711920608,0.851291589607673,3856,0,4,0.002963176,3654,3856,0.033578675,0.031759795,0.020358786,-0.0019295546,0.00072083063,Background,0.7245529791576206,0.23436315711920608,0.851291589607673,0.23436315711920608
CYP2D6,257,509,34.651458740234375,0.03316214,0.7244949850716261,0.23438095243039309,0.851291589607673,3857,0,3,0.0014692934,15170,3857,-0.008818374,0.001558438,9.313226e-10,0.0,0.08141274,Background,0.7244949850716261,0.23438095243039309,0.851291589607673,0.23438095243039309
SLC52A1,118,455,45.387054443359375,0.027499111,0.7244245914241288,0.23440255351440092,0.851291589607673,3858,0,3,0.0012450197,16124,3858,0.06148987,0.0,9.313226e-10,0.0,9.511841e-10,Background,0.7244245914241288,0.23440255351440092,0.851291589607673,0.23440255351440092
ATXN1,679,884,41.68690490722656,0.03773507,0.7243422566836172,0.23442782025507902,0.851291589607673,3859,0,4,0.0025151446,6713,3859,0.07861542,0.002174806,0.00412855,-0.0016891519,0.0011485498,Background,0.7243422566836172,0.23442782025507902,0.851291589607673,0.23442782025507902
ACER3,658,268,33.69820022583008,0.03761848,0.7243199026669105,0.23443468047660498,0.851291589607673,3860,0,4,0.004557046,1061,3860,0.056306727,0.05082315,-0.08828346,0.028321005,0.036950048,Background,0.7243199026669105,0.23443468047660498,0.851291589607673,0.23443468047660498
LAGE3,123,161,41.917972564697266,0.02784585,0.7240325835363728,0.23452286569884828,0.851291589607673,3861,0,2,0.0012466104,16014,3861,-0.02867221,0.0,9.313226e-10,0.0,0.09093743,Background,0.7240325835363728,0.23452286569884828,0.851291589607673,0.23452286569884828
C8G,674,256,34.85113525390625,0.037693113,0.723869086504035,0.2345730551013986,0.851291589607673,3862,1,5,0.0048366627,916,3862,0.048519332,0.0015403684,0.0036468906,0.028884333,0.0016934369,Background,0.723869086504035,0.2345730551013986,0.851291589607673,0.2345730551013986
FOXA1,706,487,38.33880233764648,0.037853263,0.7236037534497877,0.23465451819740352,0.851291589607673,3863,0,4,0.002778921,4611,3863,0.058323976,0.0027089703,0.024179723,-0.0016840333,0.0011138432,Background,0.7236037534497877,0.23465451819740352,0.851291589607673,0.23465451819740352
SLC39A5,707,601,41.53716278076172,0.037855014,0.7234974975639386,0.2346871454828514,0.851291589607673,3864,0,4,0.0024049247,7743,3864,0.060072195,0.0022994126,0.025033312,-0.0031451285,0.00038658452,Background,0.7234974975639386,0.2346871454828514,0.851291589607673,0.2346871454828514
CC2D2B,527,1476,43.326663970947266,0.03671672,0.7234127838496619,0.2347131597545991,0.851291589607673,3865,0,3,0.0019803974,11021,3865,0.023302179,0.07067295,-0.011036729,-0.0019665882,0.0011292677,Background,0.7234127838496619,0.2347131597545991,0.851291589607673,0.2347131597545991
IRAK3,682,621,44.386573791503906,0.037720907,0.7233773491488158,0.23472404167622163,0.851291589607673,3866,0,3,0.0021081227,10135,3866,0.049399078,0.0020769993,0.036112588,-0.0028265566,-0.0004155841,Background,0.7233773491488158,0.23472404167622163,0.851291589607673,0.23472404167622163
SH2B3,636,628,40.511253356933594,0.037452552,0.7230997111291572,0.23480931337860728,0.851291589607673,3867,1,5,0.0038078267,1778,3867,0.039659444,0.0016770407,0.016586605,0.02560459,0.00021877699,Background,0.7230997111291572,0.23480931337860728,0.851291589607673,0.23480931337860728
NOL4L,678,722,41.02609634399414,0.037685957,0.7229495395134571,0.23485544312070167,0.851291589607673,3868,0,4,0.0023359887,8623,3868,0.07926121,0.0021894816,0.0034292685,-0.0013103653,0.0006987713,Background,0.7229495395134571,0.23485544312070167,0.851291589607673,0.23485544312070167
NPW,584,191,32.23506164550781,0.037116665,0.7229039647493637,0.23486944377503483,0.851291589607673,3869,1,5,0.0039432147,1677,3869,0.021415029,0.00671032,0.013236982,0.04163306,3.739483e-09,Background,0.7229039647493637,0.23486944377503483,0.851291589607673,0.23486944377503483
IPO9,687,1045,41.35340881347656,0.037732456,0.7228963986229084,0.23487176814813915,0.851291589607673,3870,0,4,0.0030442001,3323,3870,0.034061458,0.030311372,0.020611497,-0.0014785854,0.00086658634,Background,0.7228963986229084,0.23487176814813915,0.851291589607673,0.23487176814813915
FLT1,674,1373,42.45857238769531,0.037656195,0.7226932884837167,0.23493416991952376,0.851291589607673,3871,0,3,0.0023872303,8022,3871,-0.028706942,0.055593062,0.01803963,-0.00090066483,0.04017673,Background,0.7226932884837167,0.23493416991952376,0.851291589607673,0.23493416991952376
TREML1,705,340,41.16582489013672,0.037816733,0.7226003851176054,0.23496271578532696,0.851291589607673,3872,0,3,0.0023832826,8082,3872,0.036801383,0.031879738,0.023343414,-0.002750501,-0.0047132494,Background,0.7226003851176054,0.23496271578532696,0.851291589607673,0.23496271578532696
OR51L1,458,318,41.752098083496094,0.03608647,0.7225972186132177,0.23496368877210594,0.851291589607673,3873,0,4,0.004314583,1396,3873,0.048266537,0.018431537,-0.030690841,0.019363109,0.025321465,Background,0.7225972186132177,0.23496368877210594,0.851291589607673,0.23496368877210594
KLF8,611,359,42.1351203918457,0.037278846,0.722451326847845,0.2350085200390009,0.851291589607673,3874,0,4,0.0025322477,6568,3874,0.024342746,0.0,0.026596159,0.00015104515,0.03226808,Background,0.722451326847845,0.2350085200390009,0.851291589607673,0.2350085200390009
ASPDH,687,289,41.81632232666016,0.03770981,0.7221745135630815,0.2350935953354209,0.851291589607673,3875,0,4,0.0033318058,2534,3875,0.033514854,0.0025572297,0.0049361563,-0.0008578398,0.044171304,Background,0.7221745135630815,0.2350935953354209,0.851291589607673,0.2350935953354209
SPRY1,708,355,42.271995544433594,0.03781353,0.722011481868047,0.2351437091618958,0.851291589607673,3876,0,4,0.0034705168,2264,3876,0.021556124,0.003515976,0.005370452,-0.0005587591,0.054669812,Background,0.722011481868047,0.2351437091618958,0.851291589607673,0.2351437091618958
HYAL3,682,421,41.40595245361328,0.037674397,0.7218952501161439,0.23517944089564413,0.851291589607673,3877,0,4,0.0033664012,2446,3877,0.031231575,0.0039623016,0.003311419,-0.0013891654,0.04712639,Background,0.7218952501161439,0.23517944089564413,0.851291589607673,0.23517944089564413
FAM78A,706,289,38.414695739746094,0.03779727,0.7218166484882585,0.23520360615096886,0.851291589607673,3878,0,4,0.0026710385,5383,3878,0.07887588,0.002241794,0.0043645613,-0.0027082185,0.0017432421,Background,0.7218166484882585,0.23520360615096886,0.851291589607673,0.23520360615096886
PTMS,530,183,38.512447357177734,0.036684975,0.7216720373668087,0.23524806892216515,0.851291589607673,3879,1,5,0.0022982892,8905,3879,0.039243117,0.0012902236,3.7252903e-09,0.041048042,0.0004487186,Background,0.7216720373668087,0.23524806892216515,0.851291589607673,0.23524806892216515
DUS1L,703,503,41.01129913330078,0.037777305,0.7216682865652543,0.23524922222184474,0.851291589607673,3880,0,4,0.0028149695,4391,3880,0.059439562,0.0024469187,0.024038538,-0.0027800323,0.0013276375,Background,0.7216682865652543,0.23524922222184474,0.851291589607673,0.23524922222184474
SERPINA4,455,292,39.42061233520508,0.036026414,0.7216386325736577,0.23525834036652438,0.851291589607673,3881,0,4,0.0016385324,13964,3881,0.028697062,-0.0031705895,5.5879354e-09,0.05503102,3.746661e-09,Background,0.7216386325736577,0.23525834036652438,0.851291589607673,0.23525834036652438
NDUFB7,705,164,28.5513916015625,0.03776999,0.7211086042751476,0.23542134879551002,0.851291589607673,3882,0,4,0.0029529124,3684,3882,0.059303597,0.0023581376,0.02385475,-0.0030131922,0.0019529611,Background,0.7211086042751476,0.23542134879551002,0.851291589607673,0.23542134879551002
FASTKD5,703,772,41.387977600097656,0.037758008,0.721052511205864,0.23543860367796104,0.851291589607673,3883,0,4,0.0029834213,3578,3883,0.057438936,0.0040284847,0.023826884,-0.002247659,0.0013828222,Background,0.721052511205864,0.23543860367796104,0.851291589607673,0.23543860367796104
NSUN2,659,855,42.1159553527832,0.03752072,0.7210300473697736,0.23544551401170177,0.851291589607673,3884,0,4,0.002851138,4191,3884,0.030898169,0.05033641,0.0028291023,-0.0014287699,0.0012639854,Background,0.7210300473697736,0.23544551401170177,0.851291589607673,0.23544551401170177
DHRS12,216,265,41.18307876586914,0.03196436,0.7209947582576335,0.23545636988772856,0.851291589607673,3885,0,2,0.0012457033,16084,3885,0.07147451,0.0,9.313226e-10,0.0,-9.509419e-10,Background,0.7209947582576335,0.23545636988772856,0.851291589607673,0.23545636988772856
ENSG00000277277,690,257,43.33721160888672,0.037679516,0.7207032777948886,0.23554604764694986,0.851291589607673,3886,1,5,0.0055810586,663,3886,0.03602781,0.0016626872,0.039632283,0.004407237,0.0025239568,Background,0.7207032777948886,0.23554604764694986,0.851291589607673,0.23554604764694986
