gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,delta_clade_7,delta_clade_8,tier,z_track_b,p_track_b,q_track_b,p_combined
TCF12,684,683,41.54248809814453,0.002273299,0.18531752678324154,0.42648999586840813,0.6548997868160297,1582,0,7,0.0014846505977469,1491,1582,0.0017715506255626,0.0007078424096107,2.3417174816131592e-05,-0.0001758448779582,0.000502061098814,0.0040846839547157,7.696449756622314e-06,0.0006387308239936,Background,0.18531752678324154,0.42648999586840813,0.6548997868160297,0.42648999586840813
PGR,657,1057,41.14988327026367,0.0022997826,0.18527761612063237,0.4265056469087962,0.6548997868160297,1583,0,6,0.0014537271639092,1983,1583,0.0002042762935161,0.0016887536039575,3.6993998946854845e-05,-4.276074469089508e-05,0.0003437343984842,0.0037573743611574,-1.6018540804907389e-07,0.0016172410687431,Background,0.18527761612063237,0.4265056469087962,0.6548997868160297,0.4265056469087962
TBC1D10A,694,552,34.84956359863281,0.0022633416,0.18522308884873265,0.42652703006670295,0.6548997868160297,1584,0,6,0.0015215294095081,1065,1584,0.0014268555678427,0.0007833025883883,-2.7965746994595975e-05,0.0003111641854047,0.0003558471798896,0.0039416821673512,-7.026083767414093e-05,0.0007168359588831,Background,0.18522308884873265,0.42652703006670295,0.6548997868160297,0.42652703006670295
ADAM12,621,943,40.92369079589844,0.0023377344,0.1852180335451292,0.4265290125416737,0.6548997868160297,1585,0,6,0.0013716130453116,4059,1585,0.0012832545908167,-5.44171743968036e-05,3.439560896367766e-05,3.714114427566528e-06,0.0024498228449374,0.0042390264570713,5.1762908697128296e-05,-0.0001154225246864,Background,0.1852180335451292,0.4265290125416737,0.6548997868160297,0.4265290125416737
SST,728,117,41.72148895263672,0.0022320377,0.1851172121302235,0.42656855079827116,0.6548997868160297,1586,1,8,0.0016217256176396,451,1586,0.0004533044993877,0.0006322376430034,0.0005598235875368,0.0003200527280569,0.00025843270123,0.0036012399941682,0.000673983246088,0.0006018429994583,Background,0.1851172121302235,0.42656855079827116,0.6548997868160297,0.42656855079827116
AKT1S1,669,263,35.01181411743164,0.0022862193,0.1849766638961328,0.42662366960701165,0.6548997868160297,1587,1,8,0.0015675433357198,716,1587,0.0002359561622142,0.0006870968500152,8.96686760825105e-05,0.0004316959530115,0.0004243440926074,0.0040660379454493,0.0005898661911487,0.0007951190927997,Background,0.1849766638961328,0.42662366960701165,0.6548997868160297,0.42662366960701165
PPM1N,607,138,41.644100189208984,0.002352242,0.18496235233930836,0.4266292822514493,0.6548997868160297,1588,0,5,0.001337303165003,5189,1588,0.0003836061805486,-6.458703865064308e-05,1.2097891158191487e-05,0.0010599102824926,0.0005752872675657,0.0056168125011026,-1.4842400560155513e-05,-0.0001444423687644,Background,0.18496235233930836,0.4266292822514493,0.6548997868160297,0.4266292822514493
PPP1R13B,676,1116,41.79233932495117,0.0022789082,0.18489152163742245,0.4266570605483768,0.6548997868160297,1589,0,6,0.0013748905268454,3948,1589,0.0019110180437564,-4.230625927448273e-05,5.290377885103226e-05,8.806586265563965e-06,0.001670328900218,0.0041471421718597,3.5915523767471313e-05,-9.47769731283188e-05,Background,0.18489152163742245,0.4266570605483768,0.6548997868160297,0.4266570605483768
DSG4,647,1073,41.667083740234375,0.0023081223,0.18488475506138086,0.42665971427482574,0.6548997868160297,1590,0,5,0.0015017436173986,1286,1590,0.0015625234227627,-3.043550577785936e-06,0.0009073480032384,-1.987442374229431e-05,0.0004591476172208,0.0039117084816098,0.0009095421992242,-5.7015557104023173e-05,Background,0.18488475506138086,0.42665971427482574,0.6548997868160297,0.42665971427482574
NOX4,676,578,41.7774772644043,0.0022787964,0.18486916163742245,0.426665829741033,0.6548997868160297,1591,0,6,0.0014719129486847,1696,1591,0.001288341358304,0.0007586665451526,1.4583580195903778e-05,-8.692778646945953e-05,0.000492513179779,0.0044306274503469,-9.756535291671751e-06,0.0006957314908504,Background,0.18486916163742245,0.426665829741033,0.6548997868160297,0.426665829741033
SPINK4,613,97,35.961212158203125,0.0023446572,0.18481171906204485,0.42668835785935466,0.6548997868160297,1592,0,7,0.0014172976010072,2760,1592,0.0015760138630867,0.0001087523996829,2.5272373022744432e-05,0.0001605823636054,0.0022626095451414,0.0036145709455013,5.794693151983665e-06,-1.4841552001598757e-05,Background,0.18481171906204485,0.42668835785935466,0.6548997868160297,0.42668835785935466
DNAAF6,681,253,40.78681564331055,0.0022730683,0.18469414191388694,0.4267344706027763,0.6548997868160297,1593,0,6,0.0014306374330485,2458,1593,0.0004766434431076,-6.422772275982425e-05,5.7245608331868425e-05,0.0019935155287384,0.0013638630043715,0.0034153379965573,1.4947729141567834e-05,-8.96044002729468e-05,Background,0.18469414191388694,0.4267344706027763,0.6548997868160297,0.4267344706027763
AFF3,614,1289,43.61595153808594,0.0023428905,0.18468415093143442,0.4267383890260932,0.6548997868160297,1594,0,5,0.001665334851317,312,1594,0.0018946243217214,0.0018353480845689,0.0009071620879694,-6.312504410743713e-05,-0.0028750291094183,0.0037533116992563,-0.0039461418054997,0.0016956981271505,Background,0.18468415093143442,0.4267383890260932,0.6548997868160297,0.4267383890260932
KCNJ8,720,446,41.18450927734375,0.0022363935,0.18457946644255596,0.42677944629819964,0.6548997868160297,1595,0,7,0.0015736220721652,683,1595,0.0004012789577245,0.0007705334573984,0.0007725078612565,-0.0001199562102556,0.0001656785607337,0.0038569271564483,0.0007397253066301,0.0006593633443117,Background,0.18457946644255596,0.42677944629819964,0.6548997868160297,0.42677944629819964
OTUD5,648,592,40.9372444152832,0.0023051363,0.1844957796448417,0.42681226884333645,0.6548997868160297,1596,1,8,0.0015681110507037,711,1596,0.0006164815276861,0.0006674900650978,0.0001012198626995,1.1576339602470398e-05,0.00058414041996,0.0040928870439529,0.0008531473577022,0.0006142668426036,Background,0.1844957796448417,0.42681226884333645,0.6548997868160297,0.42681226884333645
ECHDC3,623,322,41.95875930786133,0.0023314243,0.18439833358845997,0.42685048850418394,0.6548997868160297,1597,0,6,0.0013817541929178,3737,1597,0.0023334608413279,8.80900988704525e-05,6.100722748669796e-05,-1.3345852494239809e-05,0.000686764717102,0.0048357308842241,0.0001574046909809,-1.5819434338482097e-05,Background,0.18439833358845997,0.42685048850418394,0.6548997868160297,0.42685048850418394
AMD1,687,475,41.32628631591797,0.0022657174,0.18437466643277806,0.42685977118630647,0.6548997868160297,1598,0,5,0.0014050360427941,3089,1598,0.0025639608502388,4.749372601509094e-05,1.134351987275295e-05,-3.0700117349624634e-05,0.0028743715956807,0.0037243869155645,-0.0033810182940214,-5.539133053389378e-05,Background,0.18437466643277806,0.42685977118630647,0.6548997868160297,0.42685977118630647
GTF2IRD2,583,989,41.86974334716797,0.0023770733,0.18425398011726168,0.4269071071494613,0.6548997868160297,1599,1,8,0.0014366575702809,2321,1599,0.0015768320299685,0.0002233732666354,8.923562563722953e-05,1.4938414096832275e-05,0.0013347930507734,0.0044446215033531,1.9781302398769185e-05,0.0001533154572825,Background,0.18425398011726168,0.4269071071494613,0.6548997868160297,0.4269071071494613
CFAP20,724,193,27.431337356567383,0.0022294612,0.18390037829916764,0.42704580401528,0.6548997868160297,1600,0,7,0.0016023542630961,536,1600,0.0001493021845817,0.0009452179074287,0.0010010972619056,0.0001873448491096,-0.0002053007483482,0.0032492727041244,0.0009703766554594,0.0009095389395952,Background,0.18390037829916764,0.42704580401528,0.6548997868160297,0.42704580401528
LMBRD1,671,483,41.91803359985352,0.002278129,0.18375425273501594,0.4271031229779431,0.6548997868160297,1601,0,6,0.0013823477780142,3717,1601,0.0022848227526992,3.939309317502193e-05,3.8337904697982594e-05,3.541819751262665e-05,0.001636172295548,0.0037055173888802,-2.4497503545717336e-05,-1.4295790606411174e-05,Background,0.18375425273501594,0.4271031229779431,0.6548997868160297,0.4271031229779431
FBH1,695,995,41.6364860534668,0.0022543534,0.18361289790783764,0.42715857204408236,0.6548997868160297,1602,1,8,0.0015520826488709,811,1602,0.0009300510282628,0.0006862177979201,4.923437882098369e-05,3.3933669328689575e-05,0.0004775822162628,0.004024414345622,0.0006106961518526,0.0005967158358544,Background,0.18361289790783764,0.42715857204408236,0.6548997868160297,0.42715857204408236
DOCK3,557,2066,41.5567626953125,0.0024065736,0.18359721217091435,0.4271647251555396,0.6548997868160297,1603,0,4,0.0014930653552562,1381,1603,0.0027874216903001,0.0012240377254784,-0.0001257117837667,-0.0003473162651062,-0.0022464122157543,0.004308199044317,-0.0001719389110803,0.0011927322484552,Background,0.18359721217091435,0.4271647251555396,0.6548997868160297,0.4271647251555396
DISP3,663,1445,41.91210174560547,0.0022852945,0.1835940346068578,0.42716597163441117,0.6548997868160297,1604,0,7,0.0014964309661206,1350,1604,0.0019296635873615,0.0007172315381467,6.122051127022132e-05,-4.323013126850128e-05,0.0003706347197294,0.0038315444253385,3.504939377307892e-05,0.0007319799624383,Background,0.1835940346068578,0.42716597163441117,0.6548997868160297,0.42716597163441117
PCDHGB1,376,937,42.151817321777344,0.0027221492,0.1835882209992816,0.4271682521690796,0.6548997868160297,1605,0,6,0.0014511718098543,2035,1605,-0.01224404014647,0.0016926564276218,9.650923311710358e-05,0.0001600421965122,-0.0049624741077423,0.0257972124963998,4.8920512199401855e-05,0.0016545988619327,Background,0.1835882209992816,0.4271682521690796,0.6548997868160297,0.4271682521690796
TBCA,704,110,37.3131217956543,0.002245825,0.18357624606763026,0.4271729496466816,0.6548997868160297,1606,0,5,0.0015257175901202,1030,1606,0.0010842587798833,-0.000396417453885,0.0006024520844221,-5.686655640602112e-05,0.0010255221277475,0.0039113573729991,0.0012609381228685,-8.165277540683746e-05,Background,0.18357624606763026,0.4271729496466816,0.6548997868160297,0.4271729496466816
IDO2,659,441,41.318607330322266,0.0022892107,0.18356975739788348,0.427175495000037,0.6548997868160297,1607,0,7,0.0016446822170417,373,1607,0.0009345338330604,0.000672415306326,0.0007816315046511,-9.633228182792664e-05,0.0002978686243295,0.0034745652228593,0.0007288925698958,0.000624336709734,Background,0.18356975739788348,0.427175495000037,0.6548997868160297,0.427175495000037
SMIM13,672,97,41.37432861328125,0.0022761084,0.1835472944668386,0.4271843067058363,0.6548997868160297,1608,0,7,0.0016102804381477,503,1608,0.0023043099790811,0.0005928613245487,6.620772182941437e-05,0.0001164134591817,0.0017895819619297,0.0037265140563249,-0.0036934930831193,0.000577375292778,Background,0.1835472944668386,0.4271843067058363,0.6548997868160297,0.4271843067058363
TM4SF5,684,211,34.03026580810547,0.0022625981,0.18317734678324152,0.42732943413683266,0.6548997868160297,1609,0,4,0.0012751460257576,8000,1609,0.0012501683086156,0.0,-1.8058731847549843e-16,5.7095661759376526e-05,0.0004958063364028,0.0036542769521474,0.0,0.0,Background,0.18317734678324152,0.42732943413683266,0.6548997868160297,0.42732943413683266
GINS3,710,229,41.86824035644531,0.0022382096,0.18314817715422738,0.42734087756074046,0.6548997868160297,1610,0,6,0.0015200519035619,1084,1610,0.0018662414513528,-4.6418972488027066e-05,0.0007796986028552,8.873827755451202e-05,0.0005368813872337,0.0035193637013435,0.000780108384788,-0.0001000296324491,Background,0.18314817715422738,0.42734087756074046,0.6548997868160297,0.42734087756074046
TSR3,703,360,40.37040710449219,0.0022445663,0.1831406425842753,0.42734383342856097,0.6548997868160297,1611,1,8,0.0016025378086445,534,1611,0.0007274023955687,0.0007516182377003,0.0001416578888893,0.0001417249441146,0.0002653449773788,0.0036095937248319,0.0008839089423418,0.0008101444109342,Background,0.1831406425842753,0.42734383342856097,0.6548997868160297,0.42734383342856097
PLA2G2C,596,158,39.6512451171875,0.002355904,0.1831364407855169,0.4273454818272307,0.6548997868160297,1612,0,3,0.0012415806615358,10464,1612,0.0006254911422729,0.0,-1.6840619060059354e-16,-8.905306458473206e-06,0.0005497802048921,0.0044660381972789,0.0,0.0,Background,0.1831364407855169,0.4273454818272307,0.6548997868160297,0.4273454818272307
SNTN,625,158,42.01415252685547,0.0023221204,0.18297774879343828,0.4274077388710441,0.6548997868160297,1613,0,3,0.0012750691797367,8007,1613,0.0,0.0,-1.7272272343936063e-16,-0.0002970322966575,0.0009236962650902,0.0041608577594161,0.0007838967721909,0.0,Background,0.18297774879343828,0.4274077388710441,0.6548997868160297,0.4274077388710441
KCNH7,670,1205,41.54375457763672,0.002275125,0.18295584976087134,0.4274163303036902,0.6548997868160297,1614,0,5,0.0013992360633951,3253,1614,0.0025437311269342,-0.0006347000598907,4.1084371332544833e-05,-3.851763904094696e-05,0.002577883657068,0.003955892752856,6.638475042564096e-06,-0.0006675235927104,Background,0.18295584976087134,0.4274163303036902,0.6548997868160297,0.4274163303036902
EML4,671,1074,41.75251770019531,0.0022735712,0.18284269273501594,0.42746072463810414,0.6548997868160297,1615,0,7,0.0014654092706723,1790,1615,0.0027138870209455,1.712515950202942e-05,0.0006315081263892,-0.0001408588141202,0.000329865142703,0.0035503648687154,0.0006016052211634,2.224009222118184e-06,Background,0.18284269273501594,0.42746072463810414,0.6548997868160297,0.42746072463810414
TIA1,690,394,41.77061462402344,0.0022551124,0.18282338205107446,0.4274683007946711,0.6548997868160297,1616,0,6,0.0015894837754834,594,1616,0.0017987579340115,0.0005918600363656,0.0006845414754934,-1.4321878552436829e-05,-0.0019079244229942,0.0036292779259383,0.0006514962879009,0.0005812224699184,Background,0.18282338205107446,0.4274683007946711,0.6548997868160297,0.4274683007946711
KREMEN1,677,500,41.8969612121582,0.0022673635,0.18277756158358197,0.42748627763606384,0.6548997868160297,1617,0,7,0.001372807191189,4005,1617,0.0024396106600761,7.320567965507507e-05,3.777724123210646e-05,-1.4210119843482971e-05,0.0009530745446681,0.0041237226687371,5.271658665151335e-05,1.6000125469872728e-05,Background,0.18277756158358197,0.42748627763606384,0.6548997868160297,0.42748627763606384
ABHD2,707,460,40.859954833984375,0.002238691,0.1826986940292922,0.4275172202638251,0.6548997868160297,1618,1,8,0.0013818155087162,3733,1618,0.0030375635251402,6.590783596038818e-05,0.0001141857355833,0.000155309215188,0.0004230551421642,0.0037025765050202,1.4899309462634848e-05,6.397068500518799e-05,Background,0.1826986940292922,0.4275172202638251,0.6548997868160297,0.4275172202638251
ABCA9,487,1716,43.604949951171875,0.0025029574,0.18268070096978936,0.4275242796620059,0.6548997868160297,1619,0,4,0.0013344009368366,5281,1619,0.0022883648052811,-0.0001291520893573,-0.0023751941043883,-8.401647210121155e-05,0.0006779339164495,0.0069296108558773,3.197417754563503e-05,-0.0002109929919242,Background,0.18268070096978936,0.4275242796620059,0.6548997868160297,0.4275242796620059
MYO9A,610,2614,42.839019775390625,0.0023370178,0.18260319557188293,0.42755468840027766,0.6548997868160297,1620,0,5,0.0012797028030224,7718,1620,0.0033899075351655,3.419258428039029e-05,8.08052864158526e-05,-4.826299846172333e-05,-0.0018049662467092,0.0051139187999069,3.314204514026642e-05,-1.5439456547028385e-05,Background,0.18260319557188293,0.42755468840027766,0.6548997868160297,0.42755468840027766
CGN,606,1232,41.847190856933594,0.002341039,0.18249206054736003,0.42759829225455215,0.6548997868160297,1621,0,3,0.0011974524526169,13530,1621,0.0004037996695842,0.0,-1.7020384597757338e-16,-6.953813135623932e-05,0.0002586362534202,0.0047475644387304,0.0,0.0,Background,0.18249206054736003,0.42759829225455215,0.6548997868160297,0.42759829225455215
ERRFI1,686,524,42.42124557495117,0.0022572314,0.18248673124076786,0.4276003832315324,0.6548997868160297,1622,0,7,0.0015055399771786,1241,1622,0.0023906072601675,0.000709491840098,3.390294295968488e-05,-4.03914600610733e-05,0.0004592631012201,0.0032596229575574,3.9901591662783176e-05,0.0007096110493876,Background,0.18248673124076786,0.4276003832315324,0.6548997868160297,0.4276003832315324
SAMM50,681,472,41.839847564697266,0.0022619648,0.18247344191388687,0.42760559736648907,0.6548997868160297,1623,0,7,0.0014698575209721,1732,1623,0.0011087458115071,0.0006946582579985,4.90071288368199e-05,-0.0001855865120887,0.0003808997571468,0.0051350397989153,9.007193148136139e-05,0.0006113887066021,Background,0.18247344191388687,0.42760559736648907,0.6548997868160297,0.42760559736648907
DHX33,679,722,41.49831771850586,0.0022637257,0.18243866847299578,0.42761924096261583,0.6548997868160297,1624,0,7,0.0014694169159516,1736,1624,0.0015187013195827,0.0007618097006343,5.2612285799114034e-05,-5.8729201555252075e-05,0.0003704689443111,0.0045148730278015,1.4565895980922504e-05,0.0005796728073619,Background,0.18243866847299578,0.42761924096261583,0.6548997868160297,0.42761924096261583
CXCL6,543,130,35.695003509521484,0.00241914,0.18238640814011844,0.42763974582257713,0.6548997868160297,1625,0,6,0.0015236256529027,1042,1625,0.0022351334337145,0.0009936559945344,1.7353349903714843e-05,-0.0003765579313039,0.0003342274576425,0.0041022673249244,-0.0001050680657499,0.0009550154209136,Background,0.18238640814011844,0.42763974582257713,0.6548997868160297,0.42763974582257713
CLIC3,658,246,33.52398681640625,0.0022841385,0.1823522884393729,0.42765313313104775,0.6548997868160297,1626,0,7,0.0014927127291426,1383,1626,0.000276019796729,0.0008314658189192,1.4913275663275272e-05,7.708929479122162e-05,0.0020355859305709,0.0033624060451984,-4.123889084439725e-06,0.0007944252574816,Background,0.1823522884393729,0.42765313313104775,0.6548997868160297,0.42765313313104775
HNF4A,693,444,41.74331283569336,0.0022498695,0.18234081420196147,0.42765763521608746,0.6548997868160297,1627,0,6,0.0013876103187985,3559,1627,0.001690674223937,-1.3519078493118286e-05,7.634516805410385e-05,3.952533006668091e-05,0.0018235011957585,0.0039564617909491,5.632453030557372e-05,-7.681921124458313e-05,Background,0.18234081420196147,0.42765763521608746,0.6548997868160297,0.42765763521608746
FBXO21,691,630,41.742427825927734,0.0022511545,0.18222088227902586,0.4277046928255957,0.6548997868160297,1628,1,8,0.0016560546815894,339,1628,0.0005604386678896,0.0006491983076557,0.0007506211986765,0.0001013483852148,0.0004629660397768,0.0033596919383853,0.0007479985943064,0.0006145847728475,Background,0.18222088227902586,0.4277046928255957,0.6548997868160297,0.4277046928255957
NECAB1,556,379,41.5683708190918,0.0024008865,0.18219845934460757,0.42771349101171774,0.6548997868160297,1629,1,8,0.0015040174301963,1253,1629,0.001773115247488,0.0005134083330631,3.157276660203934e-05,0.0001241490244865,0.0007513631135225,0.0042637512087821,1.3485550880432127e-05,0.0004469472914934,Background,0.18219845934460757,0.42771349101171774,0.6548997868160297,0.42771349101171774
POU6F2,624,797,41.83107376098633,0.002319089,0.1821516357314075,0.427731863516174,0.6548997868160297,1630,0,6,0.0016339792148575,401,1630,0.0024157501757144,0.0007408745586872,0.0006956402212381,-6.660819053649902e-05,0.0005232635885477,0.0039640311151742,-0.0037516113370656,0.0007207095623016,Background,0.1821516357314075,0.427731863516174,0.6548997868160297,0.427731863516174
ABCA12,656,2615,41.60523986816406,0.002285067,0.18213053867647952,0.42774014156451345,0.6548997868160297,1631,0,5,0.0014730821963237,1671,1631,0.0018211547285318,-2.8032809495925903e-06,0.0006981715559959,-6.120651960372925e-06,0.0004445370286703,0.0040061343461275,0.0006794352084398,-2.292729914188385e-05,Background,0.18213053867647952,0.42774014156451345,0.6548997868160297,0.42774014156451345
MROH2B,624,1596,43.58192443847656,0.0023186482,0.18206347573140755,0.4277664558894064,0.6548997868160297,1632,0,5,0.001332527716877,5353,1632,0.0024446249008178,-4.293397068977356e-05,6.255507469177246e-05,-9.86829400062561e-06,0.0006231311708688,0.0049233026802539,1.2889504432678224e-05,-8.380413055419922e-05,Background,0.18206347573140755,0.4277664558894064,0.6548997868160297,0.4277664558894064
CAPN6,707,641,44.05302429199219,0.0022353567,0.18203183402929224,0.4277788716506088,0.6548997868160297,1633,0,7,0.0014807072489997,1544,1633,0.0003378596156835,0.0013508500996977,6.752461194992065e-05,-2.9802322387695312e-06,0.0004517175257205,0.0038009078707545,3.947131335735321e-05,0.0013037456665188,Background,0.18203183402929224,0.4277788716506088,0.6548997868160297,0.4277788716506088
IZUMO3,697,258,41.20980072021485,0.0022444197,0.18199984508523312,0.42779142373738543,0.6548997868160297,1634,0,6,0.0012102881556094,12710,1634,0.0003500860184431,3.102049231529236e-05,2.793223029584624e-05,-1.4450401067733765e-05,0.0001824460923671,0.0069095399230718,-1.9561495719244704e-05,4.774704939336516e-05,Background,0.18199984508523312,0.42779142373738543,0.6548997868160297,0.42779142373738543
ARSB,665,563,40.89104461669922,0.0022751554,0.18196723826241554,0.42780421834775517,0.6548997868160297,1635,1,8,0.0015128839705562,1149,1635,0.0007024467922747,0.000672485679388,2.8637241484830156e-05,0.0002659726887941,0.0001228600740432,0.0045041455887258,0.0005179066210985,0.0006407462060451,Background,0.18196723826241554,0.42780421834775517,0.6548997868160297,0.42780421834775517
AURKAIP1,696,207,34.48355484008789,0.0022451093,0.1819511228366527,0.42781054191717466,0.6548997868160297,1636,0,7,0.0014825257932684,1526,1636,0.000541204586625,0.0006268061697483,0.0001359526067972,0.000203464180231,0.0005555227398872,0.0048871636390686,-2.2357329726219177e-05,0.0006429348140954,Background,0.1819511228366527,0.42781054191717466,0.6548997868160297,0.42781054191717466
SF1,700,648,40.93289566040039,0.0022401733,0.18170809014129538,0.42790590832951925,0.6548997868160297,1637,0,7,0.0015178063529914,1098,1637,0.0016617849469184,0.0007710866630077,-7.385388016700745e-06,0.0001288019120693,0.0004595555365085,0.0037172865122556,0.000110138207674,0.0005464516580104,Background,0.18170809014129538,0.42790590832951925,0.6548997868160297,0.42790590832951925
ATP1B3,703,286,40.922119140625,0.0022364426,0.1815159025842753,0.4279813260118648,0.6548997868160297,1638,0,6,0.0015287578527259,1001,1638,0.0012712016468867,0.0006572351558133,4.438218820723705e-05,-0.0001003202050924,0.0016109670978039,0.0033990505617111,-6.637722253799438e-05,0.0006090857787057,Background,0.1815159025842753,0.4279813260118648,0.6548997868160297,0.4279813260118648
LRCH3,656,823,43.35436248779297,0.0022818993,0.18149699867647953,0.4279887443705655,0.6548997868160297,1639,1,8,0.0014724573973977,1687,1639,0.0006416272372007,0.0005723293870687,4.1484832763671875e-05,5.729496479034424e-06,0.0015175659209489,0.0041611157357692,9.12882387638092e-06,0.0005347933620214,Background,0.18149699867647953,0.4279887443705655,0.6548997868160297,0.4279887443705655
IDI1,631,295,35.275001525878906,0.002307599,0.1813814740169203,0.42803407964333645,0.6548997868160297,1640,0,4,0.0013290130762122,5501,1640,0.0044277790002524,-5.694104856956983e-06,-0.0002816151827573,-4.669837653636933e-05,0.0005336329340934,0.0036216469015926,-0.0002480018883943,3.428944546612911e-05,Background,0.1813814740169203,0.42803407964333645,0.6548997868160297,0.42803407964333645
KLHL10,696,652,41.545509338378906,0.0022419458,0.18131842283665267,0.42805882318090366,0.6548997868160297,1641,0,6,0.0015080784368155,1209,1641,0.0013857576996088,0.000567328184843,2.1970830857753754e-05,-0.0002284534275531,0.0013717906549572,0.0037896949797868,-1.4759600162506104e-05,0.0005657393485307,Background,0.18131842283665267,0.42805882318090366,0.6548997868160297,0.42805882318090366
OR51D1,544,326,41.93000793457031,0.002412394,0.18130797306597624,0.42806292407188345,0.6548997868160297,1642,0,4,0.0012828672730739,7546,1642,0.0012098737061023,0.0,-1.6074714663795274e-16,0.0001020077615976,0.0004718229174613,0.0040851198136806,0.0,0.0,Background,0.18130797306597624,0.42806292407188345,0.6548997868160297,0.42806292407188345
REV1,689,1315,41.980438232421875,0.0022481047,0.1812323503317862,0.4280926015660262,0.6548997868160297,1643,0,7,0.0016170205972792,473,1643,0.000604330911301,0.0006656371406279,0.0007617198280058,-0.00022479519248,0.0003116019070148,0.003875239752233,0.0007038493058644,0.0006622098735533,Background,0.1812323503317862,0.4280926015660262,0.6548997868160297,0.4280926015660262
FNDC3B,673,1215,41.686710357666016,0.002263263,0.1811749365960364,0.42811513336636886,0.6548997868160297,1644,0,5,0.0013518281288527,4679,1644,0.0013910919660702,-1.0518353519728407e-05,4.3737705709645525e-05,-4.9602240324020386e-06,0.001769752590917,0.0044377874583005,3.3546275517437607e-06,-2.5207173166563734e-05,Background,0.1811749365960364,0.42811513336636886,0.6548997868160297,0.42811513336636886
MYO10,621,2159,41.90312957763672,0.002317078,0.18108675354512924,0.42814974092282565,0.6548997868160297,1645,0,6,0.0014941870234871,1370,1645,0.0029014570172876,0.0006594291771762,4.3535608710953966e-05,-1.9505620002746585e-05,0.0003430005162954,0.0049622892402112,-0.0036956106778234,0.0006011581863276,Background,0.18108675354512924,0.42814974092282565,0.6548997868160297,0.42814974092282565
METTL16,673,571,41.97929000854492,0.0022625835,0.18103903659603637,0.42816846773386397,0.6548997868160297,1646,0,6,0.0013953187407009,3352,1646,0.0014047316508367,2.9820985218975693e-06,4.114397233934142e-05,0.0002223663032054,0.0019390381639823,0.0039561698213219,-7.3257815529359505e-06,-3.294832640676759e-05,Background,0.18103903659603637,0.42816846773386397,0.6548997868160297,0.42816846773386397
TBCK,661,912,41.60480117797851,0.0022744567,0.18102363224818657,0.42817451329975187,0.6548997868160297,1647,0,5,0.0013519497139435,4671,1647,0.0011423883261159,3.1970444979378954e-05,2.7667734684655443e-05,-0.0001260675489902,0.0020945779979228,0.00439467234537,-1.276097827940248e-05,-3.187730544595979e-05,Background,0.18102363224818657,0.42817451329975187,0.6548997868160297,0.42817451329975187
MRPL10,710,285,37.711124420166016,0.0022274733,0.1810009171542274,0.4281834280602029,0.6548997868160297,1648,1,8,0.0014719048260731,1697,1648,0.0003524888306856,0.0006401019636541,3.629644197644666e-05,3.14321368932724e-05,0.0018304766854271,0.0037583289667963,1.1906035069841892e-05,0.0006670879665762,Background,0.1810009171542274,0.4281834280602029,0.6548997868160297,0.4281834280602029
ALPK1,625,1389,42.03960418701172,0.0023121499,0.18098364879343828,0.42819020522155404,0.6548997868160297,1649,1,8,0.00133439760786,5283,1649,0.0030322130769491,3.645200649771141e-06,3.159977859468199e-05,1.8270686268806458e-05,0.0005411878228187,0.0043343151919543,1.2623146176338196e-05,2.5043267669389024e-05,Background,0.18098364879343828,0.42819020522155404,0.6548997868160297,0.42819020522155404
PCNX3,674,2053,42.41333770751953,0.0022604805,0.18081472075378852,0.4282565040370676,0.6548997868160297,1650,1,8,0.0015852685002965,622,1650,0.0004349686205387,0.0005749413976445,0.000641748891212,2.9217451810836792e-05,0.0003806222230195,0.0039181215688586,0.0007983861723914,0.0005379250505939,Background,0.18081472075378852,0.4282565040370676,0.6548997868160297,0.4282565040370676
NUCB1,665,472,35.78375244140625,0.002269229,0.18078195826241555,0.4282693624943908,0.6548997868160297,1651,0,5,0.0013785481315538,3834,1651,0.002136047463864,-3.792341203734395e-06,7.489790004910901e-05,-9.697116911411284e-05,0.0013626362197101,0.0043366411700844,6.002560621709563e-05,-0.0001599341630935,Background,0.18078195826241555,0.4282693624943908,0.6548997868160297,0.4282693624943908
FAM43B,663,374,29.47617530822754,0.002271145,0.18076413460685783,0.42827635786478885,0.6548997868160297,1652,0,7,0.0014707524452379,1714,1652,0.0004081316292285,0.0007576122297905,4.7905381507007405e-05,-0.0005008932203054,7.643364369869232e-05,0.005274977069348,0.0008818879723548,0.0007057412876747,Background,0.18076413460685783,0.42827635786478885,0.6548997868160297,0.42827635786478885
LGI2,669,558,41.610713958740234,0.0022648755,0.1807079038961328,0.42829842725906175,0.6548997868160297,1653,0,7,0.0015248309372296,1036,1653,0.0008512952481396,0.0008787811966612,4.147272920818068e-05,-6.957724690437317e-05,0.000431889668107,0.0043351710774004,0.0004387870430946,0.000579681363888,Background,0.1807079038961328,0.42829842725906175,0.6548997868160297,0.42829842725906175
