gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,tier,z_track_b,p_track_b,q_track_b,p_combined
C3orf62,617,312,42.05721664428711,0.057570722,1.8360911014851748,0.03317209207254449,0.8350094587878444,670,0,4,0.002615447,1562,670,0.00019635865,0.06171193,0.03935067,0.027473077,0.0,Background,1.8360911014851748,0.03317209207254449,0.8350094587878444,0.03317209207254449
MLF1,681,303,41.63789749145508,0.05755479,1.8351546469451465,0.03324138943623554,0.8350094587878444,671,0,4,0.003361703,625,671,0.0015289367,0.016693376,-0.0005268678,0.055069704,0.055931278,Background,1.8351546469451465,0.03324138943623554,0.8350094587878444,0.03324138943623554
RLN1,280,258,41.25978469848633,0.057519473,1.8350531004457182,0.03324891100832233,0.8350094587878444,672,0,3,0.0022926016,4286,672,0.0057424754,0.053047754,-2.8979033e-05,0.0,0.06985622,Background,1.8350531004457182,0.03324891100832233,0.8350094587878444,0.03324891100832233
TRMT1L,684,782,41.519927978515625,0.057550345,1.8349207391589077,0.03325871714298343,0.8350094587878444,673,0,3,0.0023411142,3458,673,0.0087811295,0.050925948,-0.00018020812,0.06922791,-6.829761e-05,Background,1.8349207391589077,0.03325871714298343,0.8350094587878444,0.03325871714298343
CACNA1I,449,2121,41.48204803466797,0.057535015,1.834873774875312,0.033262197117199,0.8350094587878444,674,1,5,0.0034908077,570,674,0.023713494,0.06391242,0.0014958475,0.03947904,5.1420182e-05,Background,1.834873774875312,0.033262197117199,0.8350094587878444,0.033262197117199
SREBF1,673,1209,42.46843719482422,0.057533383,1.8340826140365187,0.03332086589486326,0.835243038431239,675,0,4,0.0041668513,383,675,0.007701352,0.047144327,-0.00025542453,0.020828735,0.05322957,Background,1.8340826140365187,0.03332086589486326,0.835243038431239,0.03332086589486326
CTSZ,692,311,34.09451675415039,0.057502076,1.8324251935462765,0.03344404870957005,0.8370906866359842,676,1,5,0.002509382,1965,676,1.3077282e-05,0.03684117,0.05562151,0.03603253,7.0273876e-05,Background,1.8324251935462765,0.03344404870957005,0.8370906866359842,0.03344404870957005
PPP1R1B,708,220,41.263614654541016,0.057462506,1.8303279162757136,0.03360045970046774,0.8378648227122243,677,0,4,0.00240919,2595,677,0.021075398,0.06491393,8.057337e-06,0.04265113,-0.00015844777,Background,1.8303279162757136,0.03360045970046774,0.8378648227122243,0.03360045970046774
MN1,612,1509,41.2994499206543,0.057448402,1.8300506978560174,0.033621179106253736,0.8378648227122243,678,0,3,0.0023654392,3123,678,0.01189401,0.073938146,-5.5287965e-05,0.04272016,-3.849715e-05,Background,1.8300506978560174,0.033621179106253736,0.8378648227122243,0.033621179106253736
ARMT1,695,443,41.476173400878906,0.057433017,1.8288662549730084,0.03370982327461399,0.8378648227122243,679,0,4,0.003464077,576,679,0.0017939861,0.01942547,0.058673177,0.049612243,-0.001080757,Background,1.8288662549730084,0.03370982327461399,0.8378648227122243,0.03370982327461399
NEMF,679,1123,41.53965759277344,0.05742842,1.8287095870681964,0.03372156275024472,0.8378648227122243,680,0,4,0.0030345237,866,680,0.00075968774,0.049850225,-8.436758e-05,0.02286167,0.055026628,Background,1.8287095870681964,0.03372156275024472,0.8378648227122243,0.03372156275024472
RPP38,707,403,42.04869842529297,0.057430834,1.8286960998046622,0.03372257353824023,0.8378648227122243,681,0,4,0.0017074738,10874,681,0.0012164395,0.0010360535,-0.00034101866,0.12648544,2.234988e-05,Background,1.8286960998046622,0.03372257353824023,0.8378648227122243,0.03372257353824023
SPINK13,612,102,37.93297576904297,0.057401594,1.8277353786905515,0.033794637877820874,0.8382715060094802,682,1,5,0.0030978983,809,682,0.0019895434,0.025639609,0.00011624582,0.0986328,0.0019756295,Background,1.8277353786905515,0.033794637877820874,0.8382715060094802,0.033794637877820874
REM2,711,381,41.883033752441406,0.05740147,1.8271577349146908,0.03383802828631649,0.8382715060094802,683,1,5,0.0041408925,398,683,0.010237467,0.0011721617,0.000607518,0.043444525,0.072891936,Background,1.8271577349146908,0.03383802828631649,0.8382715060094802,0.03383802828631649
RNF225,581,411,33.06547927856445,0.057309505,1.823448060687887,0.03411777841626668,0.8426180897258065,684,1,5,0.0045634885,144,684,0.032645445,0.010549081,7.21151e-05,0.047239907,0.037641406,Background,1.823448060687887,0.03411777841626668,0.8426180897258065,0.03411777841626668
LSM11,677,395,41.99029541015625,0.05731267,1.8228174055882171,0.034165525316290746,0.8426180897258065,685,1,5,0.0031221951,787,685,0.0007664503,0.016138412,6.198883e-05,0.056683064,0.054505132,Background,1.8228174055882171,0.034165525316290746,0.8426180897258065,0.034165525316290746
HAUS2,700,251,40.949974060058594,0.057262346,1.8200526433915019,0.03437549419774455,0.8426180897258065,686,0,3,0.0023440393,3410,686,0.008994604,0.053911287,-0.0010524467,0.06654455,-0.00035550818,Background,1.8200526433915019,0.03437549419774455,0.8426180897258065,0.03437549419774455
LYPD4,690,275,41.757266998291016,0.05723831,1.8189056997292024,0.03446290906412236,0.8426180897258065,687,0,3,0.002029195,6408,687,0.0014854302,0.017966598,-0.0015194872,0.11057906,-0.0005228389,Background,1.8189056997292024,0.03446290906412236,0.8426180897258065,0.03446290906412236
PAX9,724,354,36.49317169189453,0.057238605,1.8186166577642653,0.03448496732659764,0.8426180897258065,688,0,4,0.0022773347,4482,688,0.0015473849,0.052222565,0.00029723998,0.07400013,-7.788651e-05,Background,1.8186166577642653,0.03448496732659764,0.8426180897258065,0.03448496732659764
SMPD2,702,426,40.48512268066406,0.057228338,1.818282749836922,0.03451046397741958,0.8426180897258065,689,0,3,0.0023432472,3428,689,0.009273428,0.07933584,-0.0008637463,0.040658146,-0.0004372038,Background,1.818282749836922,0.03451046397741958,0.8426180897258065,0.03451046397741958
KRT5,661,694,41.941402435302734,0.05721658,1.8180761125016824,0.03452625021469577,0.8426180897258065,690,0,4,0.0044105044,210,690,0.028564844,0.029076293,-9.064563e-06,0.020282708,0.050025366,Background,1.8180761125016824,0.03452625021469577,0.8426180897258065,0.03452625021469577
LRCH4,701,722,41.65682220458984,0.057220977,1.8179127284805292,0.03453873627692784,0.8426180897258065,691,0,4,0.002374626,3012,691,0.009988762,0.0782157,-0.00015044259,0.03987295,2.3014843e-05,Background,1.8179127284805292,0.03453873627692784,0.8426180897258065,0.03453873627692784
RNF14,703,477,42.201072692871094,0.057196174,1.8166149795888473,0.03463804407430966,0.8426180897258065,692,0,3,0.002350724,3324,692,0.0100839175,0.077233896,-4.154537e-05,0.04066442,-4.615262e-05,Background,1.8166149795888473,0.03463804407430966,0.8426180897258065,0.03463804407430966
DENND2D,717,483,41.78742218017578,0.057196032,1.8164700856303577,0.03464914635146638,0.8426180897258065,693,0,3,0.0019751086,7266,693,0.0010056577,-0.00026600063,-0.0002885703,0.047706883,0.079736255,Background,1.8164700856303577,0.03464914635146638,0.8426180897258065,0.03464914635146638
HSD17B13,608,265,36.91996765136719,0.057172686,1.8164599969018906,0.034649919493619785,0.8426180897258065,694,0,3,0.0018101123,9867,694,0.0003784611,-0.00028092813,0.03763165,0.09051129,-0.00039843656,Background,1.8164599969018906,0.034649919493619785,0.8426180897258065,0.034649919493619785
SLC5A5,669,665,41.40894317626953,0.057176832,1.8159768298343957,0.03468696323137133,0.8426180897258065,695,0,3,0.0019539436,7641,695,0.00089811254,0.07532842,-2.4553388e-05,0.051667046,-1.7723069e-05,Background,1.8159768298343957,0.03468696323137133,0.8426180897258065,0.03468696323137133
PIGC,706,300,40.090476989746094,0.057182048,1.8158559694447631,0.034696234510516906,0.8426180897258065,696,0,4,0.0016894422,11035,696,0.0017301309,0.00052353926,-0.00021452829,0.12574738,7.6405704e-05,Background,1.8158559694447631,0.034696234510516906,0.8426180897258065,0.034696234510516906
GLTPD2,621,317,34.48908996582031,0.05715781,1.8155679655310746,0.034718335680986215,0.8426180897258065,697,0,3,0.001989982,7013,697,0.0011581453,0.024228474,-0.000822776,0.10330738,-6.247312e-05,Background,1.8155679655310746,0.034718335680986215,0.8426180897258065,0.034718335680986215
DOHH,679,305,32.35783767700195,0.057149727,1.814486154861708,0.034801456186295376,0.8426180897258065,698,0,3,0.002019579,6561,698,0.0012937845,0.09452153,-0.00103141,0.03309016,-8.338317e-05,Background,1.814486154861708,0.034801456186295376,0.8426180897258065,0.034801456186295376
CLDND1,696,256,41.52477264404297,0.057144232,1.8140141969181223,0.034837770047390915,0.8426180897258065,699,0,2,0.0016430999,11643,699,0.098756716,-0.00011399016,0.0,0.029298984,-0.00016332231,Background,1.8140141969181223,0.034837770047390915,0.8426180897258065,0.034837770047390915
IFNAR1,663,622,41.9593620300293,0.057131097,1.813724359090555,0.03486008645437734,0.8426180897258065,700,0,4,0.002482056,2093,700,0.00078416197,0.056354694,0.0013672747,0.0698727,-0.00062979944,Background,1.813724359090555,0.03486008645437734,0.8426180897258065,0.03486008645437734
PDE12,699,656,41.82677459716797,0.05711798,1.8126294308558368,0.03494449768490452,0.8434534961891361,701,1,5,0.0033161943,646,701,0.0008675039,0.03781139,0.06035254,0.028572686,0.00011557527,Background,1.8126294308558368,0.03494449768490452,0.8434534961891361,0.03494449768490452
ENDOV,675,308,36.552040100097656,0.05709115,1.8115470685132755,0.035028104994490744,0.8442671460210589,702,0,4,0.0024869756,2069,702,0.0072567016,0.032746222,-0.00036980584,0.08784798,0.00017858855,Background,1.8115470685132755,0.035028104994490744,0.8442671460210589,0.035028104994490744
GPR87,718,367,41.5388069152832,0.057088118,1.810860919126311,0.03508119172109376,0.844343903159184,703,1,5,0.002950366,960,703,0.0012909714,0.0011866391,0.074015796,0.050857857,0.00030162185,Background,1.810860919126311,0.03508119172109376,0.844343903159184,0.03508119172109376
MYOT,703,508,41.97262954711914,0.057050228,1.8090892116774058,0.03521857242282982,0.846446371298694,704,0,4,0.0029156962,1000,704,0.0005960854,0.019077374,-8.1659295e-05,0.041012272,0.06696411,Background,1.8090892116774058,0.03521857242282982,0.846446371298694,0.03521857242282982
PPEF2,600,817,40.74797058105469,0.05698461,1.8073085298321492,0.03535709340606,0.8466314311943858,705,0,4,0.0025681236,1715,705,0.006923401,0.023424057,0.00029938668,0.09702568,-0.0002510622,Background,1.8073085298321492,0.03535709340606,0.8466314311943858,0.03535709340606
GPR108,618,566,41.75078582763672,0.056976315,1.8065999241096078,0.03541234067969687,0.8466314311943858,706,1,5,0.0028104598,1142,706,0.012459006,0.0625269,0.00036086235,0.051987015,6.914511e-05,Background,1.8065999241096078,0.03541234067969687,0.8466314311943858,0.03541234067969687
PEPD,671,496,41.47309494018555,0.056991942,1.8065524757849791,0.03541604257117817,0.8466314311943858,707,1,5,0.004530379,154,707,0.0077490797,0.04639373,0.049234595,0.023959493,0.000100968406,Background,1.8065524757849791,0.03541604257117817,0.8466314311943858,0.03541604257117817
ARL2,707,184,42.31795883178711,0.05699274,1.8060676533497706,0.035453886333835186,0.8466314311943858,708,1,5,0.0020228971,6507,708,0.0010355249,0.04133846,3.71458e-05,0.08500916,1.9369647e-05,Background,1.8060676533497706,0.035453886333835186,0.8466314311943858,0.035453886333835186
RNF151,689,288,39.00727081298828,0.056972012,1.8052647567904991,0.035516630913425475,0.8466314311943858,709,1,5,0.0042306837,334,709,0.028918259,0.0526284,0.0012261849,0.04410163,0.0005188342,Background,1.8052647567904991,0.035516630913425475,0.8466314311943858,0.035516630913425475
MAML1,657,1080,41.71379089355469,0.05694657,1.804471041263187,0.03557874747085601,0.8466314311943858,710,0,3,0.0023129894,3951,710,0.007535814,0.02861435,-0.00024610944,0.09173162,-0.0002992712,Background,1.804471041263187,0.03557874747085601,0.8466314311943858,0.03557874747085601
FUT10,716,505,40.41200256347656,0.056958962,1.8041888695555552,0.03560085181061066,0.8466314311943858,711,1,5,0.0022512055,4734,711,0.0009543329,0.091411084,0.00036930665,0.034565687,6.37006e-05,Background,1.8041888695555552,0.03560085181061066,0.8466314311943858,0.03560085181061066
NDST1,703,945,38.76111602783203,0.056948833,1.8038607351355296,0.03562657086349898,0.8466314311943858,712,0,4,0.003182076,730,712,0.0010233996,0.038915373,0.061003942,0.026853103,-0.0004543364,Background,1.8038607351355296,0.03562657086349898,0.8466314311943858,0.03562657086349898
RAB21,709,229,41.246185302734375,0.056932054,1.8029020078020148,0.03570180281880433,0.8472293179441365,713,1,5,0.0020277107,6428,713,0.00083096564,0.08391898,0.000100664794,0.04242909,2.4242327e-05,Background,1.8029020078020148,0.03570180281880433,0.8472293179441365,0.03570180281880433
HAND2,678,217,25.363338470458984,0.05689291,1.8013962245475705,0.03582022540160003,0.8478796477855246,714,1,5,0.0040028743,462,714,0.0009931163,0.048724435,0.0005009435,0.022205207,0.05479269,Background,1.8013962245475705,0.03582022540160003,0.8478796477855246,0.03582022540160003
MRPS2,615,312,35.57949447631836,0.05686791,1.8012793614773235,0.035829429560676716,0.8478796477855246,715,1,5,0.0025869738,1651,715,0.0065645273,0.025032511,0.00027224794,0.09525576,3.54629e-05,Background,1.8012793614773235,0.035829429560676716,0.8478796477855246,0.035829429560676716
OR5M11,264,318,41.650394439697266,0.05657705,1.7997879292291923,0.035947065329768005,0.8479036310805547,716,0,3,0.0024165947,2532,716,0.041845035,-0.009810239,0.0,0.061908398,0.032566916,Background,1.7997879292291923,0.035947065329768005,0.8479036310805547,0.035947065329768005
TSSK3,725,269,41.83385467529297,0.056875445,1.7997103953562026,0.03595318940556937,0.8479036310805547,717,0,4,0.0024106468,2586,717,0.0016122197,0.053373493,0.00051690964,0.07204799,-0.00037324987,Background,1.7997103953562026,0.03595318940556937,0.8479036310805547,0.03595318940556937
OR4C12,264,355,42.154335021972656,0.05656568,1.7993612115696713,0.03598078056240179,0.8479036310805547,718,0,3,0.0024178927,2523,718,0.02823618,-0.019596174,0.0,0.05293991,0.06490479,Background,1.7993612115696713,0.03598078056240179,0.8479036310805547,0.03598078056240179
SLC5A9,655,686,39.14057922363281,0.056780905,1.7961392900980482,0.036236183549900644,0.8492146507016516,719,0,3,0.0019045741,8557,719,0.0006876914,-0.000256042,-6.64657e-05,0.07764675,0.04895401,Background,1.7961392900980482,0.036236183549900644,0.8492146507016516,0.036236183549900644
OPN1MW,633,410,40.40848922729492,0.056764416,1.7957659993334425,0.03626587016203895,0.8492146507016516,720,0,4,0.002329143,3645,720,0.01327192,0.013676725,-0.00011576433,0.1000948,1.3839453e-06,Background,1.7957659993334425,0.03626587016203895,0.8492146507016516,0.03626587016203895
AKR7A3,307,340,29.783367156982425,0.056494214,1.7943381454213971,0.03637960656536338,0.8492146507016516,721,1,5,0.0027979908,1166,721,0.06445079,0.028238777,0.00017897412,0.03329376,0.00016257167,Background,1.7943381454213971,0.03637960656536338,0.8492146507016516,0.03637960656536338
LACTBL1,643,581,43.33336639404297,0.05671367,1.7930075626972692,0.03648585740820166,0.8492146507016516,722,0,4,0.0018303113,9652,722,0.00015466381,0.014236222,-9.573344e-05,0.112256676,0.00026380643,Background,1.7930075626972692,0.03648585740820166,0.8492146507016516,0.03648585740820166
CBX2,686,571,41.08045959472656,0.056727774,1.7928068947208748,0.03650190333425067,0.8492146507016516,723,0,4,0.00432049,271,723,0.016951991,0.016336074,-0.0007466804,0.035999496,0.058306284,Background,1.7928068947208748,0.03650190333425067,0.8492146507016516,0.03650190333425067
RUNX1,633,516,40.92710876464844,0.05670481,1.7927873175544349,0.03650346908378422,0.8492146507016516,724,0,4,0.0018765153,9029,724,0.0004921239,0.044015832,4.1551888e-05,0.08228149,-3.5200268e-05,Background,1.7927873175544349,0.03650346908378422,0.8492146507016516,0.03650346908378422
TNKS,651,1359,41.41191482543945,0.056691725,1.7917258142097912,0.03658844868174478,0.8492146507016516,725,0,4,0.002496978,2026,725,0.036537517,0.06931414,9.194575e-05,0.02085211,-2.9189512e-05,Background,1.7917258142097912,0.03658844868174478,0.8492146507016516,0.03658844868174478
REEP3,696,255,43.130760192871094,0.056708086,1.791590717154343,0.03659927559765214,0.8492146507016516,726,0,4,0.0032943902,658,726,0.0012757957,0.03719577,-0.00024668034,0.026568385,0.06200987,Background,1.791590717154343,0.03659927559765214,0.8492146507016516,0.03659927559765214
LRP5,595,1656,40.88926696777344,0.05665788,1.7913693392846632,0.036617022876228957,0.8492146507016516,727,0,4,0.0043219686,270,727,0.011386871,0.035883293,-0.00015118718,0.039643876,0.039928026,Background,1.7913693392846632,0.036617022876228957,0.8492146507016516,0.036617022876228957
ENSG00000276289,376,152,40.63655090332031,0.05650055,1.7913566433965207,0.03661804088542975,0.8492146507016516,728,0,4,0.0024914448,2052,728,0.07757738,0.0113021955,0.0,0.03733182,0.00012769178,Background,1.7913566433965207,0.03661804088542975,0.8492146507016516,0.03661804088542975
PKD2L2,680,645,41.58523178100586,0.05669515,1.7912648328429355,0.03662540332720851,0.8492146507016516,729,1,5,0.0033738506,618,729,0.00066291203,0.03292813,0.00023859926,0.03721872,0.05572583,Background,1.7912648328429355,0.03662540332720851,0.8492146507016516,0.03662540332720851
TNS2,645,1445,41.831687927246094,0.05667632,1.7910863418483487,0.03663972028403494,0.8492146507016516,730,0,4,0.004384923,230,730,0.016397346,0.027173027,-4.569348e-05,0.03792958,0.04527784,Background,1.7910863418483487,0.03663972028403494,0.8492146507016516,0.03663972028403494
NEK2,698,480,43.52791595458984,0.056680243,1.7901166778205129,0.03671757810211539,0.8492146507016516,731,0,4,0.002428571,2428,731,0.009388369,0.037563995,-0.0005289316,0.08023556,8.187443e-05,Background,1.7901166778205129,0.03671757810211539,0.8492146507016516,0.03671757810211539
NATD1,699,113,25.22897720336914,0.056666974,1.789412376159804,0.036774213814154876,0.8492146507016516,732,0,4,0.0042480296,323,732,0.010935966,0.018751798,0.059898082,0.03718729,-6.193854e-05,Background,1.789412376159804,0.036774213814154876,0.8492146507016516,0.036774213814154876
SCYL1,685,844,41.46546173095703,0.05665738,1.7892253723852614,0.03678926353216966,0.8492146507016516,733,1,5,0.0047187037,113,733,0.008886121,0.017249666,0.053821757,0.046575338,0.00015686452,Background,1.7892253723852614,0.03678926353216966,0.8492146507016516,0.03678926353216966
CTR9,710,1232,41.945587158203125,0.05664775,1.7881832284701926,0.036873225619544994,0.8499931573333804,734,0,4,0.0033177626,645,734,0.0013936411,0.02109956,-0.0002688421,0.031867772,0.07257608,Background,1.7881832284701926,0.036873225619544994,0.8499931573333804,0.036873225619544994
SGSM2,685,1116,43.96294021606445,0.056614928,1.7870531002441463,0.03696445332259905,0.8503980708807934,735,0,4,0.0032136121,703,735,0.0010747765,0.033536687,-0.00015397277,0.035065603,0.057071745,Background,1.7870531002441463,0.03696445332259905,0.8503980708807934,0.03696445332259905
USP30,690,517,41.08468246459961,0.05661069,1.7867208234123468,0.03699131088464917,0.8503980708807934,736,1,5,0.0029092794,1010,736,0.034261648,0.055536345,0.00018168148,0.03635499,0.00025067292,Background,1.7867208234123468,0.03699131088464917,0.8503980708807934,0.03699131088464917
FGD3,671,793,39.75082778930664,0.056538817,1.7835083382610355,0.037251795937466706,0.8552244060541881,737,0,3,0.0020002194,6871,737,0.0011417924,-9.635369e-05,0.04923224,0.0764018,-0.00025482662,Background,1.7835083382610355,0.037251795937466706,0.8552244060541881,0.037251795937466706
STK11IP,688,1192,45.45753479003906,0.056533277,1.782800519134123,0.03730939061990135,0.8553860288465187,738,0,4,0.0024155695,2536,738,-0.000254245,0.0345774,0.05509979,0.03698695,2.3581088e-06,Background,1.782800519134123,0.03730939061990135,0.8553860288465187,0.03730939061990135
AK6,686,176,39.215538024902344,0.056484517,1.7803540125133974,0.03750902141755862,0.8574197320127613,739,1,5,0.0027398614,1273,739,0.016258562,0.08396648,0.00027462514,0.025731996,7.15293e-05,Background,1.7803540125133974,0.03750902141755862,0.8574197320127613,0.03750902141755862
CRACDL,562,1328,41.61037826538086,0.056410745,1.7803094621258402,0.037512664724511584,0.8574197320127613,740,0,4,0.0023948364,2755,740,0.005913008,-5.5745435e-09,0.00010514632,0.083317496,0.03680263,Background,1.7803094621258402,0.037512664724511584,0.8574197320127613,0.037512664724511584
CCDC188,644,468,39.28096389770508,0.056444142,1.779446200868083,0.037583318840331115,0.8574197320127613,741,1,5,0.003543827,548,741,0.013320514,0.027142465,0.0008012075,0.084594935,0.00035377592,Background,1.779446200868083,0.037583318840331115,0.8574197320127613,0.037583318840331115
DEFB114,537,77,37.54795837402344,0.056366168,1.779031645621797,0.037617286950870125,0.8574197320127613,742,0,3,0.0019198701,8255,742,-0.00018953439,-5.5923737e-09,0.037127726,0.08833651,0.00076391175,Background,1.779031645621797,0.037617286950870125,0.8574197320127613,0.037617286950870125
CFAP126,716,200,42.48674392700195,0.056465685,1.7786147839245765,0.03765146931947291,0.8574197320127613,743,0,3,0.0017106376,10835,743,-0.00030433363,0.024081323,0.00014499947,0.10258541,-0.0002462957,Background,1.7786147839245765,0.03765146931947291,0.8574197320127613,0.03765146931947291
SLC38A10,642,1366,39.30493927001953,0.056399856,1.7772805274813652,0.037761047923659315,0.8583299274143068,744,0,4,0.002768635,1221,744,0.00036899187,0.027776605,0.042278703,0.055743605,-5.399622e-05,Background,1.7772805274813652,0.037761047923659315,0.8583299274143068,0.037761047923659315
LTBP2,630,1955,41.54938507080078,0.0563677,1.776033156523701,0.03786372616425344,0.8583299274143068,745,1,5,0.004662965,123,745,0.0068252124,0.038831588,0.00014895108,0.03648864,0.04374762,Background,1.776033156523701,0.03786372616425344,0.8583299274143068,0.03786372616425344
DEFB104B,465,73,34.1084098815918,0.056227233,1.7754444998311871,0.03791226093451305,0.8583299274143068,746,0,3,0.0018303351,9650,746,0.00044235587,-5.587974e-09,0.034956045,0.093176335,-0.0028468445,Background,1.7754444998311871,0.03791226093451305,0.8583299274143068,0.03791226093451305
OGG1,661,324,41.57244110107422,0.05636705,1.7750660533603333,0.037943490662758476,0.8583299274143068,747,0,4,0.0027006993,1347,747,0.00028473,-0.00018036133,0.046152286,0.030246437,0.049537484,Background,1.7750660533603333,0.037943490662758476,0.8583299274143068,0.037943490662758476
EIF2D,668,594,43.44319534301758,0.05636943,1.774981341136105,0.037950484062565966,0.8583299274143068,748,0,4,0.00419843,364,748,0.008353958,0.046223056,0.049262296,0.022286635,-8.0047175e-05,Background,1.774981341136105,0.037950484062565966,0.8583299274143068,0.037950484062565966
AFAP1L2,649,861,42.050933837890625,0.056347378,1.774432601561148,0.03799581061662623,0.8583299274143068,749,1,5,0.0043468997,256,749,0.00718348,0.02722514,0.04420105,0.047334045,5.2846968e-05,Background,1.774432601561148,0.03799581061662623,0.8583299274143068,0.03799581061662623
TRPT1,716,255,41.69884490966797,0.05632722,1.7714360268227987,0.038244111037850616,0.8617916192536795,750,0,4,0.0028207852,1122,750,0.0017347523,0.047277804,-0.0013359268,0.07659599,0.0016788691,Background,1.7714360268227987,0.038244111037850616,0.8617916192536795,0.038244111037850616
MBD3,682,298,30.623607635498047,0.056298953,1.770975077815242,0.03828242308354137,0.8617916192536795,751,1,5,0.002537123,1848,751,0.008831965,0.0821751,0.00019018911,0.03467968,1.1352822e-05,Background,1.770975077815242,0.03828242308354137,0.8617916192536795,0.03828242308354137
AHI1,181,1233,43.32661056518555,0.05553302,1.7707414908466332,0.03830184974460798,0.8617916192536795,752,0,3,0.0023699186,3061,752,-0.03787717,0.011017989,0.0,0.08526176,0.06577301,Background,1.7707414908466332,0.03830184974460798,0.8617916192536795,0.03830184974460798
TSPAN10,654,248,41.452850341796875,0.05624903,1.7693175392612572,0.03842044903428121,0.8632128355927383,753,0,4,0.0034742025,573,753,0.011827361,-0.008401112,0.004604634,0.1129995,0.0047462936,Background,1.7693175392612572,0.03842044903428121,0.8632128355927383,0.03842044903428121
GTF3C4,692,833,41.97492218017578,0.056248922,1.7681071503719958,0.03852149615000691,0.8632128355927383,754,0,4,0.0029172327,996,754,0.00060094893,0.018207762,-0.0006240243,0.045958035,0.061633676,Background,1.7681071503719958,0.03852149615000691,0.8632128355927383,0.03852149615000691
TSNARE1,381,561,37.462398529052734,0.055955544,1.7679565262183763,0.03853408587322184,0.8632128355927383,755,0,4,0.002431117,2415,755,0.011754647,-4.656419e-09,0.033335093,0.079963215,6.747618e-05,Background,1.7679565262183763,0.03853408587322184,0.8632128355927383,0.03853408587322184
PKNOX1,695,320,39.57857131958008,0.05623707,1.7674055061767837,0.038580170738208415,0.8632128355927383,756,0,4,0.0020996607,5678,756,0.0005021342,0.036612988,-0.0010935124,0.08925327,0.00047503226,Background,1.7674055061767837,0.038580170738208415,0.8632128355927383,0.038580170738208415
CCDC201,670,228,38.33102798461914,0.05621216,1.7669285026497386,0.03862010145057346,0.8632128355927383,757,1,5,0.0020333438,6353,757,0.009075265,0.00043843966,0.00021885429,0.11576483,0.00019682199,Background,1.7669285026497386,0.03862010145057346,0.8632128355927383,0.03862010145057346
NOG,673,232,27.74271583557129,0.056200426,1.7662334334335568,0.0386783470639866,0.863374185122234,758,1,5,0.0044573303,185,758,0.007999593,0.032020483,7.2849914e-05,0.03267117,0.052903887,Background,1.7662334334335568,0.0386783470639866,0.863374185122234,0.0386783470639866
CMIP,664,797,41.846649169921875,0.05615061,1.764004894716729,0.03886557755659179,0.8655828257071613,759,0,4,0.0042125857,353,759,0.008116663,0.030077739,0.04735613,0.040029105,-2.3037195e-05,Background,1.764004894716729,0.03886557755659179,0.8655828257071613,0.03886557755659179
AMN1,688,264,42.038578033447266,0.05615555,1.7634470650144056,0.03891255889891116,0.8655828257071613,760,0,3,0.0020265514,6458,760,0.0012995197,0.052257128,-0.000305132,0.072554216,-0.0002381131,Background,1.7634470650144056,0.03891255889891116,0.8655828257071613,0.03891255889891116
TAB2,711,695,41.565223693847656,0.05616589,1.7632310530083368,0.03893076420585991,0.8655828257071613,761,0,4,0.0031247335,784,761,0.0009582599,0.021846991,-0.00015827315,0.03008442,0.07285935,Background,1.7632310530083368,0.03893076420585991,0.8655828257071613,0.03893076420585991
PDE3B,629,1214,44.61517333984375,0.056087572,1.7620919905020815,0.039026878168735284,0.8665810742979017,762,0,4,0.004231938,333,762,0.009546956,0.05095679,-0.00028218422,0.021096064,0.044098005,Background,1.7620919905020815,0.039026878168735284,0.8665810742979017,0.039026878168735284
H4C13,261,103,8.498804092407227,0.055528086,1.760740112788006,0.03914120007150807,0.8668816996078236,763,0,4,0.004380819,234,763,-0.02365079,0.019210787,0.07485461,0.018602952,0.035146993,Background,1.760740112788006,0.03914120007150807,0.8668816996078236,0.03914120007150807
AUP1,715,411,42.21733093261719,0.0561199,1.7607202092433463,0.03914288525415941,0.8668816996078236,764,0,4,0.0024936837,2038,764,0.010940712,0.06806798,-3.4598634e-07,0.046350535,0.00012902357,Background,1.7607202092433463,0.03914288525415941,0.8668816996078236,0.03914288525415941
DHX15,715,798,41.46329498291016,0.056087542,1.7590432908276774,0.03928507791963869,0.8688266164263283,765,0,4,0.00251174,1960,765,0.011708406,0.00014582835,-9.374693e-06,0.036951363,0.07661933,Background,1.7590432908276774,0.03928507791963869,0.8688266164263283,0.03928507791963869
SPATA21,556,726,41.82615280151367,0.055943314,1.7580584137935948,0.039368785354091815,0.8688266164263283,766,0,4,0.0030170088,892,766,0.00074557215,0.021793008,0.038692374,0.06424965,-0.0003875643,Background,1.7580584137935948,0.039368785354091815,0.8688266164263283,0.039368785354091815
SCAF4,701,1255,41.789512634277344,0.05605561,1.7578707408590333,0.03938475264769467,0.8688266164263283,767,0,4,0.0042235376,340,767,0.010304339,0.01990942,-0.0002194345,0.02972663,0.0656232,Background,1.7578707408590333,0.03938475264769467,0.8688266164263283,0.03938475264769467
