gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_rodents,delta_camelids,delta_bovids,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
NCOA3,686,1534,0.3441871702671051,41.78630065917969,0.024456467717469742,0.33435967564582825,1.9700907571953996e-12,6.1478118896484375,5.523416996002197,668,41.2587776184082,0.14900615811347961,3,3,0.03832297403542556,0.03832297403542556,0.02483413614419597,0.0007596758335458336,0.012729162057683758,0.5282186188778123,0.5282186188778123,0.29867380401735766,0.9016809216775266,5112,1.2702531646150387e-11,1338,3.9401815143946806e-12,3.9401815143946806e-12,2.54050632923258e-11,0.024456467717469742,0.024456467717469742,0.33435967564582825,2381,Tier 0: Core Bottleneck Transducer
ABHD17A,682,315,0.12541621923446655,33.307830810546875,0.013416852791628853,0.28867509961128235,1.9712009802200227e-12,6.954680442810059,4.117709636688232,22,24.09172248840332,0.28867509961128235,3,2,0.05076607712314086,0.048490910457266286,0.0474015821822269,-0.0022751666658745754,0.003364494940913962,-1.447037529538319,-1.447037529538319,0.9260567936259763,0.9999549619648568,14469,1.2704538137615873e-11,3280,3.9423464492927e-12,3.9423464492927e-12,2.5408718501724332e-11,0.013416852791628853,0.013416852791628853,0.28867509961128235,2382,Tier 0: Core Bottleneck Transducer
FLNA,631,2652,0.2582680881023407,41.92996597290039,0.026402157173264378,0.3086065649986267,1.9755308500160523e-12,4.6495890617370605,3.9874541759490967,1026,28.37722396850586,0.16384932398796082,3,3,0.08789499302968748,0.08789499302968748,0.056714275691581814,0.018479549884324313,0.012701167453781364,0.6245546716200332,0.6245546716200332,0.26613168877575494,0.9016809216775266,4463,1.2705835844282302e-11,2124,3.951061700036007e-12,3.951061700036007e-12,2.541131478308847e-11,0.026402157173264378,0.026402157173264378,0.3086065649986267,2383,Tier 0: Core Bottleneck Transducer
DENND4A,576,1965,0.35772842168807983,44.53038024902344,0.028797509713182862,0.35355299711227417,1.9759194280746703e-12,4.4486918449401855,3.2827231884002686,941,12.582815170288086,0.35355299711227417,3,2,0.045266283046750025,0.04156608904296409,0.03494371145146356,-0.0037001940037859355,0.010322571595286458,0.7452927098632014,0.7452927098632014,0.2280473936311989,0.9016809216775266,3686,1.2705835844282302e-11,1074,3.9517833450020134e-12,3.9517833450020134e-12,2.541131478308847e-11,0.028797509713182862,0.028797509713182862,0.35355299711227417,2384,Tier 0: Core Bottleneck Transducer
PIK3C2A,675,1709,0.34011757373809814,43.17341613769531,0.028539813090629192,0.33333316445350647,1.9759194280746703e-12,6.532679557800293,5.246612071990967,17,36.59251022338867,0.17852504551410675,3,3,0.06491359722695876,0.06491359722695876,0.04940298434552014,0.008283917645392944,0.00722669523604568,1.2002121633278449,1.2002121633278449,0.11502847630649643,0.9016809216775266,1490,1.2705835844282302e-11,1451,3.9517833450020134e-12,3.9517833450020134e-12,2.541131478308847e-11,0.028539813090629192,0.028539813090629192,0.33333316445350647,2385,Tier 0: Core Bottleneck Transducer
GABRR3,522,473,0.2977646589279175,41.46321487426758,0.030294527052213815,0.3336613178253174,1.976196983830826e-12,3.815101385116577,3.5022354125976562,453,34.34084701538086,0.11109514534473419,3,3,0.07210410126826035,0.07210410126826035,0.05607075949093433,0.015634996172679418,0.0003983456046465914,0.69117994281734,0.69117994281734,0.24472623337552585,0.9016809216775266,4018,1.2705835844282302e-11,1350,3.952338456514326e-12,3.952338456514326e-12,2.541131478308847e-11,0.030294527052213815,0.030294527052213815,0.3336613178253174,2386,Tier 0: Core Bottleneck Transducer
SETD1B,562,2119,0.42577245831489563,41.90800857543945,0.030656143237350886,0.3351321220397949,1.9778623183677603e-12,5.94396448135376,5.607563495635986,1195,32.57017517089844,0.18249715864658356,2,2,0.04956829422044631,0.04956829422044631,0.04096218573507549,,0.008606108485370825,0.9534356604848572,0.9534356604848572,0.1701846902669567,0.9016809216775266,2530,1.271140293534656e-11,1327,3.955724636739433e-12,3.955724636739433e-12,2.542280587071826e-11,0.030656143237350886,0.030656143237350886,0.3351321220397949,2387,Tier 0: Core Bottleneck Transducer
HIF1A,705,850,0.1916397213935852,41.51359939575195,0.026225277111075133,0.2886749804019928,1.981526054349016e-12,11.911003112792969,9.512715339660645,504,41.26095199584961,0.2886749505996704,3,3,0.07453568273061455,0.07453568273061455,0.055185510940130585,0.011544988155410224,0.0078051836350737334,0.9313181961852176,0.9313181961852176,0.17584449608571434,0.9016809216775266,2647,1.272980374309065e-11,3393,3.96310761985319e-12,3.96310761985319e-12,2.545996410329928e-11,0.026225277111075133,0.026225277111075133,0.2886749804019928,2388,Tier 0: Core Bottleneck Transducer
NHSL2,659,1242,0.4002149701118469,43.71502685546875,0.03049167774201103,0.40824824571609497,1.983690989247031e-12,6.548721790313721,5.40275764465332,436,35.390052795410156,0.18504413962364197,3,3,0.07919010042902717,0.07919010042902717,0.05698454261550351,0.01141174210770642,0.010793815705817252,1.4541082036080129,1.4541082036080129,0.07295815475702727,0.9016809216775266,777,1.2738564914793131e-11,439,3.967326467346766e-12,3.967326467346766e-12,2.5476773356548294e-11,0.03049167774201103,0.03049167774201103,0.40824824571609497,2389,Tier 0: Core Bottleneck Transducer
GLI3,667,1713,0.42530369758605957,41.761497497558594,0.03254643657620259,0.4082482159137726,1.985633879540121e-12,7.746758937835693,6.904163360595703,37,26.83556365966797,0.28867509961128235,3,2,0.07241333349076409,0.070446405197065,0.06455666995823087,-0.0019669282936990882,0.007856663532533231,1.8556347579510728,1.8556347579510728,0.0317528179572656,0.9016809216775266,246,1.274589369587724e-11,590,3.971323270235416e-12,3.971323270235416e-12,2.5492143720929803e-11,0.03254643657620259,0.03254643657620259,0.4082482159137726,2390,Tier 0: Core Bottleneck Transducer
MOV10L1,535,1267,0.5167749524116516,41.82859420776367,0.03489617145983946,0.3331065773963928,1.9907409054533867e-12,6.1993937492370605,4.800889492034912,208,35.11304473876953,0.17655529081821442,2,2,0.07327145144575374,0.07327145144575374,0.04847661185726256,,0.02479483958849118,1.4160228553041376,1.4160228553041376,0.07838440644899834,0.9016809216775266,877,1.277351912700115e-11,1572,3.981481810910736e-12,3.981481810910736e-12,2.5547038254027726e-11,0.03489617145983946,0.03489617145983946,0.3331065773963928,2391,Tier 0: Core Bottleneck Transducer
NETO1,707,569,0.14725449681282043,41.620914459228516,0.025952744085259633,0.28666242957115173,1.9925172622927833e-12,4.957128524780273,3.8332574367523193,169,17.292564392089844,0.28666242957115173,3,3,0.0954424096814821,0.0954424096814821,0.06487623888366845,0.02391185759235756,0.006654313205456097,0.8905633987245852,0.8905633987245852,0.18658172113580046,0.9016809216775266,2862,1.2774606641312602e-11,3761,3.985034524589537e-12,3.985034524589537e-12,2.554921328265066e-11,0.025952744085259633,0.025952744085259633,0.28666242957115173,2392,Tier 0: Core Bottleneck Transducer
RNFT2,697,458,0.15917205810546875,40.933197021484375,0.020603568675863333,0.2886749804019928,1.9925172622927833e-12,3.4694268703460693,2.8336026668548584,50,29.699695587158203,0.1168169155716896,3,3,0.056297511055194906,0.056297511055194906,0.03730378175852586,0.00897790491652387,0.010015824380145174,-0.1237043892348549,-0.1237043892348549,0.5492253318744111,0.9098767514219686,9591,1.2774606641312602e-11,3393,3.985034524589537e-12,3.985034524589537e-12,2.554921328265066e-11,0.020603568675863333,0.020603568675863333,0.2886749804019928,2393,Tier 0: Core Bottleneck Transducer
FLNB,671,2586,0.2698783874511719,41.76639175415039,0.02529808001802135,0.30860650539398193,1.9953483310055718e-12,7.727217674255371,5.8005547523498535,1443,29.109743118286133,0.26545125246047974,3,3,0.05591652323817618,0.05591652323817618,0.04342713612745947,0.012260016325780599,0.00022937078493611037,0.6132717389099783,0.6132717389099783,0.26984833838865896,0.9016809216775266,4536,1.2777301032214497e-11,2311,3.990641150863894e-12,3.990641150863894e-12,2.5554246596349543e-11,0.02529808001802135,0.02529808001802135,0.30860650539398193,2394,Tier 0: Core Bottleneck Transducer
HMGCR,706,893,0.20767717063426971,41.737422943115234,0.022813854949383778,0.28867512941360474,1.9953483310055718e-12,3.2458174228668213,2.992262125015259,357,41.40287780761719,0.07839594036340714,3,3,0.05677378594744241,0.05677378594744241,0.044355012302163904,0.011237913359846492,0.001180860285432015,0.31060775753039016,0.31060775753039016,0.3780494145292908,0.9016809216775266,6597,1.2777301032214497e-11,3092,3.990641150863894e-12,3.990641150863894e-12,2.5554246596349543e-11,0.022813854949383778,0.022813854949383778,0.28867512941360474,2395,Tier 0: Core Bottleneck Transducer
PLEKHH1,682,1387,0.41876548528671265,42.242950439453125,0.024077651113055223,0.40824824571609497,1.9953483310055718e-12,10.257875442504883,6.212453842163086,884,25.126564025878906,0.40824824571609497,3,3,0.04998020932092502,0.04998020932092502,0.029236362676901825,0.009499926270891279,0.011243920373131917,0.444420502506218,0.444420502506218,0.32836929651493185,0.9016809216775266,5655,1.2777301032214497e-11,439,3.990641150863894e-12,3.990641150863894e-12,2.5554246596349543e-11,0.024077651113055223,0.024077651113055223,0.40824824571609497,2396,Tier 0: Core Bottleneck Transducer
ANKAR,678,1308,0.3896218240261078,44.40236282348633,0.02915845762192134,0.3086065351963043,1.999234111591752e-12,9.59459400177002,5.908275604248047,787,31.09005355834961,0.3086065351963043,3,3,0.06967913871676215,0.06967913871676215,0.05423975099626811,0.004840545662501944,0.010598842057992101,1.324736920161503,1.324736920161503,0.09262921158294185,0.9016809216775266,1120,1.2797029941348172e-11,2205,3.998468223187501e-12,3.998468223187501e-12,2.559405988272193e-11,0.02915845762192134,0.02915845762192134,0.3086065351963043,2397,Tier 0: Core Bottleneck Transducer
ITGAD,495,1218,0.5954738855361938,41.47925567626953,0.03522247199882045,0.38729798793792725,2.0031198921779325e-12,7.164708137512207,5.548450469970703,860,29.33913230895996,0.2442031353712082,2,2,0.05130844314048075,0.05130844314048075,0.03888368917181845,,0.012424753968662296,1.2118518387457649,1.2118518387457649,0.11278455033942114,0.9016809216775266,1443,1.281549283426366e-11,717,4.006239784359877e-12,4.006239784359877e-12,2.5630985668552994e-11,0.03522247199882045,0.03522247199882045,0.38729798793792725,2398,Tier 0: Core Bottleneck Transducer
STX18,690,337,0.16277632117271423,41.516357421875,0.01786755925860474,0.2886749804019928,2.003730514841475e-12,3.1671574115753174,2.721163034439087,128,10.97136116027832,0.2886749804019928,3,2,0.048003497476229284,0.04620177553298167,0.03998269387555574,-0.0018017219432476111,0.008020803600673542,-0.6370453499094666,-0.6370453499094666,0.737952347796409,0.9586511648777648,12235,1.281549283426366e-11,3393,4.007461029686965e-12,4.007461029686965e-12,2.5630985668552994e-11,0.01786755925860474,0.01786755925860474,0.2886749804019928,2399,Tier 0: Core Bottleneck Transducer
MAST2,616,1850,0.4221241772174835,43.663875579833984,0.02290987400485772,0.3625657558441162,2.0050627824710225e-12,10.572761535644531,6.224785327911377,882,29.16094970703125,0.3625657558441162,3,2,0.03763007013770059,0.030638640832830126,0.026076774038545376,-0.006991429304870463,0.011553296099155211,-0.007032717900967949,-0.007032717900967949,0.5028056253895188,0.9034218023619327,8849,1.2818857354760457e-11,903,4.010181076097297e-12,4.010181076097297e-12,2.563806960592964e-11,0.02290987400485772,0.02290987400485772,0.3625657558441162,2400,Tier 0: Core Bottleneck Transducer
FFAR1,696,302,0.19943828880786896,41.818058013916016,0.022853400668547623,0.28867486119270325,2.0122792321310715e-12,2.861900568008423,2.329806089401245,201,14.61403751373291,0.195832297205925,3,3,0.06498317459620115,0.06498317459620115,0.04305256257118067,0.012338766431185356,0.009591845593835122,0.27994014277786616,0.27994014277786616,0.38976171424365,0.9016809216775266,6827,1.2859823067075578e-11,3617,4.024613975417424e-12,4.024613975417424e-12,2.5720000887916817e-11,0.022853400668547623,0.022853400668547623,0.28867486119270325,2401,Tier 0: Core Bottleneck Transducer
KAT6A,680,2156,0.38177815079689026,44.41651153564453,0.025954088798073257,0.3196622431278229,2.0147772339364733e-12,8.921503067016602,5.760419845581055,1235,38.02595901489258,0.23461613059043884,3,3,0.06210342610494062,0.06210342610494062,0.039073876909988946,0.013070613845102892,0.009958935349848782,0.7683317364124148,0.7683317364124148,0.2211450622788027,0.9016809216775266,3562,1.2865444987787117e-11,1805,4.029554467877006e-12,4.029554467877006e-12,2.5730889975600157e-11,0.025954088798073257,0.025954088798073257,0.3196622431278229,2402,Tier 0: Core Bottleneck Transducer
LAMB1,668,1687,0.3391841650009155,41.587615966796875,0.028934883985120233,0.40824824571609497,2.0147772339364733e-12,7.302725791931152,6.67979097366333,1131,21.731271743774414,0.33604687452316284,3,3,0.0713244489871482,0.0713244489871482,0.05341438136382216,0.007962789861324867,0.009947277762001178,1.2332061551056182,1.2332061551056182,0.10874942977895474,0.9016809216775266,1370,1.2865444987787117e-11,439,4.029554467877006e-12,4.029554467877006e-12,2.5730889975600157e-11,0.028934883985120233,0.028934883985120233,0.40824824571609497,2403,Tier 0: Core Bottleneck Transducer
LRRIQ1,646,1208,0.5073305368423462,42.34404754638672,0.03218916207188636,0.3651481568813324,2.0167201242295632e-12,10.699413299560547,7.030824184417725,920,36.85347366333008,0.29032304883003235,3,3,0.0664195030625286,0.0664195030625286,0.05036599930635789,0.00536122038363202,0.01069228337253868,1.6686999292819968,1.6686999292819968,0.047588431589388726,0.9016809216775266,430,1.2867516041432607e-11,862,4.033495759614425e-12,4.033495759614425e-12,2.5735386267202792e-11,0.03218916207188636,0.03218916207188636,0.3651481568813324,2404,Tier 0: Core Bottleneck Transducer
STK36,687,1386,0.3935469388961792,43.72046661376953,0.029519695142844072,0.3589338958263397,2.0167201242295632e-12,5.008774757385254,4.068013668060303,241,36.04267120361328,0.13896791636943817,3,3,0.07245982164358342,0.07245982164358342,0.048531855980851246,0.012180241614619162,0.011747724048113008,1.4368754196581595,1.4368754196581595,0.07537669770547827,0.9016809216775266,824,1.2867516041432607e-11,951,4.033495759614425e-12,4.033495759614425e-12,2.5735386267202792e-11,0.029519695142844072,0.029519695142844072,0.3589338958263397,2405,Tier 0: Core Bottleneck Transducer
NLRP1,286,1189,0.8551877737045288,41.45878982543945,0.027668731040556914,0.5,2.0225487951088336e-12,2.5063629150390625,2.2384493350982666,352,16.381513595581055,0.15299947559833527,2,2,0.031116206499034342,0.031116206499034342,,0.016892150432788043,0.014224056066246297,-0.7288055912775765,-0.7288055912775765,0.7669397045510362,0.9674762012216335,12604,1.2899529018142984e-11,5,4.045097590221758e-12,4.045097590221758e-12,2.5799058036312053e-11,0.027668731040556914,0.027668731040556914,0.5,2406,Tier 0: Core Bottleneck Transducer
IBTK,690,1418,0.36666813492774963,43.619991302490234,0.030042827734352455,0.3086065948009491,2.028377465988104e-12,6.401584148406982,5.785203456878662,388,36.65513229370117,0.1746435910463333,3,3,0.07215509592069341,0.07215509592069341,0.05054159679066036,0.01088394912406313,0.010729550005969923,1.5468988234148378,1.5468988234148378,0.06094382241688501,0.9016809216775266,601,1.292633335038511e-11,2082,4.056699420829091e-12,4.056699420829091e-12,2.5852312942357732e-11,0.030042827734352455,0.030042827734352455,0.3086065948009491,2407,Tier 0: Core Bottleneck Transducer
TDO2,698,431,0.1867588609457016,41.544944763183594,0.023525798262626622,0.2886750102043152,2.0297097336176513e-12,3.8017308712005615,2.677129030227661,398,13.169588088989258,0.2886750102043152,3,3,0.07546300119482893,0.07546300119482893,0.051372901319896996,0.014383925062883109,0.009706174812048822,0.4094374613528494,0.4094374613528494,0.3411093264173865,0.9016809216775266,5910,1.2929641331939367e-11,3352,4.059363956088191e-12,4.059363956088191e-12,2.585892904719641e-11,0.023525798262626622,0.023525798262626622,0.2886750102043152,2408,Tier 0: Core Bottleneck Transducer
FBN2,682,2959,0.26732882857322693,41.707862854003906,0.03233263216154736,0.3086065351963043,2.034206136867374e-12,5.552494049072266,4.505852699279785,1182,19.298261642456055,0.2877199053764343,3,3,0.07530869752700843,0.07530869752700843,0.06714053808070776,0.0014760445769245647,0.006692114869376115,1.9090341025181918,1.9090341025181918,0.028128846268119644,0.9016809216775266,212,1.2947909357962868e-11,2205,4.068412273738886e-12,4.068412273738886e-12,2.5895818715952077e-11,0.03233263216154736,0.03233263216154736,0.3086065351963043,2409,Tier 0: Core Bottleneck Transducer
DUOX2,549,1576,0.4892975687980652,42.0750617980957,0.02516056465686285,0.3434765338897705,2.0361490271604643e-12,6.767614841461182,4.713094711303711,337,41.26997375488281,0.16398398578166962,3,3,0.04982082429503727,0.04982082429503727,0.023797456155407,0.01730539559322996,0.008717972546400308,0.0815318317166019,0.0815318317166019,0.46750950554395276,0.9016809216775266,8187,1.2955089848680026e-11,1227,4.072242543173843e-12,4.072242543173843e-12,2.5909826505187716e-11,0.02516056465686285,0.02516056465686285,0.3434765338897705,2410,Tier 0: Core Bottleneck Transducer
TECTA,674,2210,0.3095737099647522,41.45258331298828,0.03031763259894126,0.36689919233322144,2.0380919174535543e-12,4.773183345794678,4.146207809448242,1367,27.405841827392578,0.17416663467884064,3,3,0.08457160818170179,0.08457160818170179,0.03851405754666395,0.023632427988451582,0.022425122646586255,1.5070615790732484,1.5070615790732484,0.06589743689268321,0.9016809216775266,666,1.2957081762299686e-11,845,4.076183834911262e-12,4.076183834911262e-12,2.5914163524625778e-11,0.03031763259894126,0.03031763259894126,0.36689919233322144,2411,Tier 0: Core Bottleneck Transducer
APEH,709,732,0.2321190983057022,41.689754486083984,0.020188235441175578,0.2886750102043152,2.039202140478177e-12,3.1067285537719727,2.3306877613067627,136,25.25969886779785,0.12299150973558426,3,3,0.04728387053452122,0.04728387053452122,0.030496459130877347,0.013067463003255581,0.0037199484003882844,-0.16125102351147985,-0.16125102351147985,0.564052152032761,0.912696987669061,9825,1.2958958446683858e-11,3352,4.078459792111744e-12,4.078459792111744e-12,2.591778835761282e-11,0.020188235441175578,0.020188235441175578,0.2886750102043152,2412,Tier 0: Core Bottleneck Transducer
RGS22,656,1325,0.497191458940506,41.99542236328125,0.03215706345952362,0.3086065649986267,2.0400348077466443e-12,6.943670749664307,5.2602410316467285,1003,35.7987174987793,0.19396422803401947,3,3,0.08939809948188504,0.08939809948188504,0.05436281321373278,0.025064430197320298,0.009970856070831962,1.7224871471509533,1.7224871471509533,0.04249065455133963,0.9016809216775266,369,1.2959070492677445e-11,2124,4.080014104346219e-12,4.080014104346219e-12,2.591778835761282e-11,0.03215706345952362,0.03215706345952362,0.3086065649986267,2413,Tier 0: Core Bottleneck Transducer
KIF15,649,1421,0.4177896976470947,46.68072509765625,0.03080478873451181,0.33333316445350647,2.0439205883328242e-12,6.453868389129639,5.204505443572998,1199,41.709495544433594,0.1547337919473648,3,2,0.06926395828827446,0.06762901663606943,0.056374314344215755,-0.0016349416522050267,0.012889643944058705,1.4518677231370636,1.4518677231370636,0.07326919437907883,0.9016809216775266,782,1.297856923102712e-11,1451,4.087785665518595e-12,4.087785665518595e-12,2.5956785975138046e-11,0.03080478873451181,0.03080478873451181,0.33333316445350647,2414,Tier 0: Core Bottleneck Transducer
NLGN1,689,856,0.10692961513996124,41.43394470214844,0.020088932636472618,0.2886749505996704,2.0454749005672962e-12,3.0759174823760986,2.932422399520874,74,11.664159774780273,0.2637067437171936,3,3,0.08591580092461948,0.08591580092461948,0.05778662245633838,0.016762939098443754,0.011366239369837338,-0.2416764306678666,-0.2416764306678666,0.5954845530681655,0.9217563852527719,10271,1.2980538431824439e-11,3438,4.0908942899875456e-12,4.0908942899875456e-12,2.596107686367543e-11,0.020088932636472618,0.020088932636472618,0.2886749505996704,2415,Tier 0: Core Bottleneck Transducer
SHPRH,699,1711,0.402392715215683,41.713077545166016,0.030907824455155643,0.33329838514328003,2.0458634786259146e-12,6.09450626373291,5.873338222503662,658,40.81800079345703,0.14930927753448486,3,3,0.07784214614970947,0.07784214614970947,0.055717608514375475,0.011748073941907675,0.010376463693426314,1.7538446631198992,1.7538446631198992,0.03972856384240731,0.9016809216775266,328,1.2980538431824439e-11,1558,4.0917269572560144e-12,4.0917269572560144e-12,2.596107686367543e-11,0.030907824455155643,0.030907824455155643,0.33329838514328003,2416,Tier 0: Core Bottleneck Transducer
CGNL1,675,1440,0.42782294750213623,41.61819076538086,0.033150321499890306,0.3333333134651184,2.0478063689190046e-12,9.629218101501465,5.8967604637146,586,41.18193054199219,0.23382143676280975,3,3,0.0777001193840125,0.0777001193840125,0.06029759902854377,0.009131077975356375,0.008271442380112343,2.010367800313335,2.010367800313335,0.022196137914112755,0.9016809216775266,161,1.2987682993941831e-11,1389,4.095557226690971e-12,4.095557226690971e-12,2.597501392277082e-11,0.033150321499890306,0.033150321499890306,0.3333333134651184,2417,Tier 0: Core Bottleneck Transducer
FAM135A,680,1544,0.4112109839916229,43.71592330932617,0.03145846420879198,0.40824824571609497,2.0497492592120946e-12,8.731915473937988,7.2183837890625,1227,37.94771194458008,0.23010388016700745,3,3,0.06626490683290584,0.06626490683290584,0.04987510464416057,0.01505910189128806,0.0013307002974572095,1.7422469118171837,1.7422469118171837,0.0407326242397646,0.9016809216775266,344,1.299482185864127e-11,439,4.0994985184283905e-12,4.0994985184283905e-12,2.5989643717309174e-11,0.03145846420879198,0.03145846420879198,0.40824824571609497,2418,Tier 0: Core Bottleneck Transducer
PEX1,682,1307,0.4226040542125702,43.15168380737305,0.03144428207646236,0.333333283662796,2.0536350397982746e-12,4.9639997482299805,4.385519981384277,871,25.09671401977539,0.1977948099374771,3,3,0.07316847101448713,0.07316847101448713,0.04893746413583015,0.008128917996375096,0.016102088882281887,1.751421431023938,1.751421431023938,0.03993667205135298,0.9016809216775266,335,1.3009082523024925e-11,1424,4.107270079600767e-12,4.107270079600767e-12,2.601816504607657e-11,0.03144428207646236,0.03144428207646236,0.333333283662796,2419,Tier 0: Core Bottleneck Transducer
SYNJ2,621,1565,0.47041037678718567,41.82847213745117,0.023103129358294842,0.3333330452442169,2.0536350397982746e-12,4.660658836364746,3.932579755783081,1114,25.757381439208984,0.18094459176063538,3,2,0.036277615401784286,0.03566664642510212,0.03478733417201199,0.001490281229772294,-0.0006109689766821611,0.042649439028143006,0.042649439028143006,0.48299049233639957,0.9016809216775266,8507,1.3009082523024925e-11,1502,4.107270079600767e-12,4.107270079600767e-12,2.601816504607657e-11,0.023103129358294842,0.023103129358294842,0.3333330452442169,2420,Tier 0: Core Bottleneck Transducer
SERPINA1,338,479,0.45643654465675354,40.78798294067383,0.026163071253154948,0.40824824571609497,2.0559109969987517e-12,3.7596399784088135,2.7172536849975586,199,9.209200859069824,0.40824824571609497,3,2,0.02675580405014042,0.02068260201499543,-0.00607320203514499,0.017789562957556182,0.008966241092584237,-0.6479736094464797,-0.6479736094464797,0.7414989902968825,0.9602405885095644,12278,1.3018138099527588e-11,439,4.11182199400173e-12,4.11182199400173e-12,2.6036276199081962e-11,0.026163071253154948,0.026163071253154948,0.40824824571609497,2421,Tier 0: Core Bottleneck Transducer
MARCHF8,715,596,0.2955622375011444,41.99995040893555,0.025926118825035697,0.2875118851661682,2.0567436642672185e-12,10.734565734863281,6.519044399261475,575,37.33607482910156,0.2875118851661682,3,3,0.06521304412950825,0.06521304412950825,0.03711324189257633,0.013057900096627925,0.015041902140303988,0.9222708622957796,0.9222708622957796,0.1781936542886393,0.9016809216775266,2697,1.3018138099527588e-11,3730,4.1134873285386675e-12,4.1134873285386675e-12,2.6036276199081962e-11,0.025926118825035697,0.025926118825035697,0.2875118851661682,2422,Tier 0: Core Bottleneck Transducer
SEC31B,613,1243,0.46643397212028503,42.88227081298828,0.035466852318808355,0.40824830532073975,2.0594637106775445e-12,5.765246391296387,4.570883274078369,852,35.35028076171875,0.16308912634849548,3,3,0.08959379850152008,0.08959379850152008,0.06515603277045506,0.012388739018461974,0.01204902671260303,2.00259081681626,2.00259081681626,0.022610613180230936,0.9016809216775266,163,1.30219964066083e-11,138,4.1188719102080995e-12,4.1188719102080995e-12,2.6043992813243445e-11,0.035466852318808355,0.035466852318808355,0.40824830532073975,2423,Tier 0: Core Bottleneck Transducer
ARHGEF40,693,1574,0.3816419243812561,43.882450103759766,0.029868059259036687,0.40824827551841736,2.061406600970635e-12,6.954440593719482,6.291941165924072,556,28.223936080932617,0.24640221893787384,3,3,0.06399429128788583,0.06399429128788583,0.05175105819419953,0.0025446081838994866,0.009698624909786817,1.532018879164474,1.532018879164474,0.06275888801688119,0.9016809216775266,622,1.30219964066083e-11,252,4.122813201945519e-12,4.122813201945519e-12,2.6043992813243445e-11,0.029868059259036687,0.029868059259036687,0.40824827551841736,2424,Tier 0: Core Bottleneck Transducer
BLM,679,1498,0.511821448802948,43.622947692871094,0.02898148064437708,0.3050333559513092,2.061406600970635e-12,8.261632919311523,7.109572887420654,1196,40.92703628540039,0.20186248421669006,3,3,0.06787529293034457,0.06787529293034457,0.0483024458715731,0.009745978747490811,0.009826868311280655,1.2987446480353633,1.2987446480353633,0.0970157880630716,0.9016809216775266,1188,1.30219964066083e-11,2634,4.122813201945519e-12,4.122813201945519e-12,2.6043992813243445e-11,0.02898148064437708,0.02898148064437708,0.3050333559513092,2425,Tier 0: Core Bottleneck Transducer
PPP1R3A,709,1190,0.5335763096809387,44.691871643066406,0.03324930917740953,0.30035874247550964,2.061406600970635e-12,6.250317573547363,5.435174465179443,1123,40.720924377441406,0.1534915417432785,3,3,0.07501926261669976,0.07501926261669976,0.05602729650326606,0.009073746708110267,0.009918219405323435,2.2426457229629855,2.2426457229629855,0.012459834646545011,0.9016809216775266,82,1.30219964066083e-11,2740,4.122813201945519e-12,4.122813201945519e-12,2.6043992813243445e-11,0.03324930917740953,0.03324930917740953,0.30035874247550964,2426,Tier 0: Core Bottleneck Transducer
MRGPRX2,352,384,0.4818771183490753,35.34318161010742,0.028189936527212845,0.39942070841789246,2.0653478927080457e-12,4.373795032501221,3.083625078201294,280,21.964012145996094,0.19913460314273834,2,2,0.03620415046885998,0.03620415046885998,,0.024158645870061023,0.012045504598798957,-0.38338683688085456,-0.38338683688085456,0.6492835191148251,0.9364106365977017,11019,1.3041712269284324e-11,691,4.130751296571589e-12,4.130751296571589e-12,2.6083775065722104e-11,0.028189936527212845,0.028189936527212845,0.39942070841789246,2427,Tier 0: Core Bottleneck Transducer
GAL3ST4,704,507,0.25309377908706665,41.69994354248047,0.026166626808558496,0.2883807420730591,2.0670132272449802e-12,7.123300075531006,6.272651195526123,163,41.69994354248047,0.17082276940345764,3,3,0.06419408833267509,0.06419408833267509,0.0493918185315419,0.009074918356585839,0.00572735144454736,0.9159648419038882,0.9159648419038882,0.17984266772449642,0.9016809216775266,2718,1.3047046571335921e-11,3684,4.134026454494233e-12,4.134026454494233e-12,2.609409314269881e-11,0.026166626808558496,0.026166626808558496,0.2883807420730591,2428,Tier 0: Core Bottleneck Transducer
ANXA8L1,596,293,0.14974795281887054,34.16024398803711,0.02430852951427234,0.30974793434143066,2.07234229776317e-12,1.9006627798080444,1.6275132894515991,40,11.15539264678955,0.1703806221485138,2,2,0.04663679428106014,0.04663679428106014,0.031541002635476795,,0.01509579164558335,0.13999944859292857,0.13999944859292857,0.44433021302842546,0.9016809216775266,7793,1.3075493069220001e-11,2048,4.144629084379403e-12,4.144629084379403e-12,2.615063588953671e-11,0.02430852951427234,0.02430852951427234,0.30974793434143066,2429,Tier 0: Core Bottleneck Transducer
