gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,tier,z_track_b,p_track_b,q_track_b,p_combined
LRRC58,699,372,41.86819076538086,0.027432106,0.6196310595547304,0.2677503566346895,0.9116699690455118,4187,0,3,0.002689674,1093,4187,0.0229133,0.036661968,-0.0060988422,0.001387778,Background,0.6196310595547304,0.2677503566346895,0.9116699690455118,0.2677503566346895
KREMEN1,677,500,41.8969612121582,0.027759112,0.6195359495617223,0.26778167340197023,0.9116699690455118,4188,0,2,0.0017963173,4884,4188,0.06084861,-0.003605429,-0.0054730903,0.0037481221,Background,0.6195359495617223,0.26778167340197023,0.9116699690455118,0.26778167340197023
DDX50,660,751,41.67091751098633,0.028025063,0.6195222172313962,0.26778619518438074,0.9116699690455118,4189,0,2,0.0015225945,8988,4189,0.061078034,-0.0020062816,-0.0036583291,0.0006366983,Background,0.6195222172313962,0.26778619518438074,0.9116699690455118,0.26778619518438074
UBE2Q2,672,359,41.8798828125,0.027832808,0.6194307155805668,0.2678163258346291,0.9116699690455118,4190,0,2,0.0015570174,8191,4190,0.06478439,-0.0041479776,-0.0057764817,0.00080566364,Background,0.6194307155805668,0.2678163258346291,0.9116699690455118,0.2678163258346291
ACTL8,621,403,41.71802520751953,0.028668677,0.6192805924456035,0.26786576369872317,0.9116699690455118,4191,0,2,0.0014507945,10224,4191,0.058828358,-9.313226e-09,-0.0018416252,0.00035062968,Background,0.6192805924456035,0.26786576369872317,0.9116699690455118,0.26786576369872317
H4C15,467,103,30.13158416748047,0.031993672,0.6191783976949511,0.26789942063603656,0.9116699690455118,4192,0,2,0.0019431157,3926,4192,0.022028826,0.06511219,0.0,-0.0231537,Background,0.6191783976949511,0.26789942063603656,0.9116699690455118,0.26789942063603656
SPECC1,662,1125,41.99656677246094,0.027962524,0.6186316172929942,0.2680795341018331,0.9116699690455118,4193,0,2,0.0014227416,10546,4193,0.08685659,-0.027121311,-0.004060086,0.0002498572,Background,0.6186316172929942,0.2680795341018331,0.9116699690455118,0.2680795341018331
BBOF1,654,557,42.40657043457031,0.028090606,0.6186249611865599,0.26808172704747224,0.9116699690455118,4194,0,2,0.0014221481,10553,4194,0.08971804,-0.02971303,-0.00407127,0.000247468,Background,0.6186249611865599,0.26808172704747224,0.9116699690455118,0.26808172704747224
CTNNAL1,700,760,45.62962341308594,0.027378697,0.6184939767772006,0.26812488349646635,0.9116699690455118,4195,0,3,0.0025621343,1370,4195,0.023044925,0.036467448,-0.005783721,0.001028727,Background,0.6184939767772006,0.26812488349646635,0.9116699690455118,0.26812488349646635
LRRTM3,722,598,41.4779052734375,0.027058942,0.6183290468861833,0.2681792291994113,0.9116699690455118,4196,0,2,0.0016514205,6224,4196,0.06411796,-0.004299742,-0.007158541,0.0014582062,Background,0.6183290468861833,0.2681792291994113,0.9116699690455118,0.2681792291994113
NOSTRIN,701,511,41.28766250610352,0.027348466,0.6180354021067933,0.26827600119364964,0.9116699690455118,4197,0,3,0.0024111897,1782,4197,0.02525174,0.036241464,-0.0074798185,0.00068353664,Background,0.6180354021067933,0.26827600119364964,0.9116699690455118,0.26827600119364964
MMP23B,673,427,30.00002670288086,0.027758222,0.6177104635911167,0.26838310665459797,0.9116699690455118,4198,0,2,0.0013629077,10986,4198,0.062675625,-0.002714475,-0.0045326166,8.790591e-05,Background,0.6177104635911167,0.26838310665459797,0.9116699690455118,0.26838310665459797
KLHL9,719,618,41.989803314208984,0.027064042,0.6172421379567525,0.2685375128595069,0.9116699690455118,4199,0,1,0.0013262775,12308,4199,0.061654918,-0.001835248,-0.005686869,-4.7045755e-06,Background,0.6172421379567525,0.2685375128595069,0.9116699690455118,0.2685375128595069
LRATD2,700,322,37.99773025512695,0.027328279,0.6170151884775044,0.26861235379538034,0.9116699690455118,4200,0,3,0.0025690503,1350,4200,0.024262799,0.036027256,-0.0066726385,0.001039132,Background,0.6170151884775044,0.26861235379538034,0.9116699690455118,0.26861235379538034
BPNT2,706,443,41.922271728515625,0.027234653,0.616822330170078,0.2686759607522367,0.9116699690455118,4201,0,3,0.0022970666,2079,4201,0.023491709,0.036836494,-0.0063423924,0.00048347766,Background,0.616822330170078,0.2686759607522367,0.9116699690455118,0.2686759607522367
GOSR1,698,250,41.225067138671875,0.02735026,0.6168015251064879,0.26868282296114815,0.9116699690455118,4202,0,2,0.0014825512,9759,4202,0.09560876,-0.035212394,-0.0061499802,0.00045412025,Background,0.6168015251064879,0.26868282296114815,0.9116699690455118,0.26868282296114815
SLC25A24,657,482,41.88409423828125,0.027978316,0.6167715595360738,0.26869270676771023,0.9116699690455118,4203,0,2,0.0015914361,7357,4203,0.061453134,-0.0018250295,-0.004681769,0.0010102883,Background,0.6167715595360738,0.26869270676771023,0.9116699690455118,0.26869270676771023
TMEM109,716,246,41.87809753417969,0.027084818,0.6166106281530418,0.2687457913001841,0.9116699690455118,4204,0,2,0.0018692047,4632,4204,0.05892163,0.0071129925,-0.009376934,-0.0024880546,Background,0.6166106281530418,0.2687457913001841,0.9116699690455118,0.2687457913001841
NEXN,682,662,41.573951721191406,0.027560735,0.6159762436104502,0.2689550995325366,0.9116699690455118,4205,0,2,0.0019390209,4071,4205,0.027460204,-0.0022357502,-0.0051260768,0.035023086,Background,0.6159762436104502,0.2689550995325366,0.9116699690455118,0.2689550995325366
BUB1,685,1144,42.02825546264648,0.027508268,0.6157691195448638,0.26902345556721563,0.9116699690455118,4206,0,2,0.0014007365,10747,4206,0.06348458,-0.0053521497,-0.0033061784,0.00019028736,Background,0.6157691195448638,0.26902345556721563,0.9116699690455118,0.26902345556721563
MYPN,683,1399,41.78360748291016,0.027532993,0.6156087710732305,0.2690763804933892,0.9116699690455118,4207,0,2,0.0016168614,6826,4207,0.06354342,-0.0042862785,-0.0053724926,0.0011813326,Background,0.6156087710732305,0.2690763804933892,0.9116699690455118,0.2690763804933892
DPP6,568,821,41.529640197753906,0.029518308,0.615275517723746,0.2691863914490054,0.9116699690455118,4208,0,1,0.0013300313,11358,4208,0.13326032,-0.0018242759,-0.003232696,-0.06916675,Background,0.615275517723746,0.2691863914490054,0.9116699690455118,0.2691863914490054
MTRR,671,722,43.23555374145508,0.027692175,0.6148832084908149,0.26931592637449403,0.9116699690455118,4209,0,1,0.0013260524,12381,4209,0.05970783,-0.0031627303,-0.0008396059,-0.00032115122,Background,0.6148832084908149,0.26931592637449403,0.9116699690455118,0.26931592637449403
NFS1,697,467,41.04642105102539,0.027297104,0.6148133439442987,0.26933899793201965,0.9116699690455118,4210,0,2,0.0015282984,8852,4210,0.09389069,-0.033791594,-0.006153018,0.00064812036,Background,0.6148133439442987,0.26933899793201965,0.9116699690455118,0.26933899793201965
ADRA1A,722,472,41.53375625610352,0.026935304,0.6146831837837928,0.26938198371567856,0.9116699690455118,4211,0,2,0.0014605203,10110,4211,0.064520694,-0.0037501967,-0.0072820988,0.00038219325,Background,0.6146831837837928,0.26938198371567856,0.9116699690455118,0.26938198371567856
ANKAR,678,1308,44.40236282348633,0.027577285,0.6146805662755537,0.26938284819090963,0.9116699690455118,4212,0,2,0.0013922241,10808,4212,0.06281523,-0.0026205454,-0.0052064033,0.00016627519,Background,0.6146805662755537,0.26938284819090963,0.9116699690455118,0.26938284819090963
ARHGEF26,678,970,41.87816619873047,0.027569866,0.6144641755302901,0.2694543196106084,0.9116699690455118,4213,0,2,0.0016781642,5853,4213,0.060604673,-0.0026505673,-0.004536762,0.001722389,Background,0.6144641755302901,0.2694543196106084,0.9116699690455118,0.2694543196106084
NR1H2,697,485,41.60325622558594,0.027281266,0.6143491539673367,0.2694923138026235,0.9116699690455118,4214,0,2,0.0019351683,4166,4214,0.022696787,-0.002575201,-0.0048750285,0.03931596,Background,0.6143491539673367,0.2694923138026235,0.9116699690455118,0.2694923138026235
GSDMB,203,458,40.734981536865234,0.044728134,0.6142996763824113,0.26950865818022174,0.9116699690455118,4215,0,2,0.0016093139,6970,4215,0.12915999,-3.7252903e-09,-0.040796462,0.0010927133,Background,0.6142996763824113,0.26950865818022174,0.9116699690455118,0.26950865818022174
LAPTM5,719,270,40.61280059814453,0.026953917,0.6139970801773095,0.269608628327025,0.9116699690455118,4216,0,2,0.0018263975,4785,4216,0.06044823,-0.0049079033,-0.0063852454,0.004752744,Background,0.6139970801773095,0.269608628327025,0.9116699690455118,0.269608628327025
OSR2,719,313,36.973289489746094,0.026950117,0.6138851054253287,0.2696456266671774,0.9116699690455118,4217,0,2,0.0015579031,8163,4217,0.063207686,-0.004636436,-0.0054826876,0.00081166194,Background,0.6138851054253287,0.2696456266671774,0.9116699690455118,0.2696456266671774
KCNK18,593,484,36.389747619628906,0.028979003,0.6136746799857701,0.2697151616496806,0.9116699690455118,4218,0,3,0.0023125121,2041,4218,0.029049844,-0.020497171,0.048926942,0.00047838571,Background,0.6136746799857701,0.2697151616496806,0.9116699690455118,0.2697151616496806
DEF6,681,865,35.30481719970703,0.02749435,0.6135950090616629,0.26974149121087976,0.9116699690455118,4219,0,2,0.0015680238,7908,4219,0.062478803,-0.0030458248,-0.00531264,0.00086836074,Background,0.6135950090616629,0.26974149121087976,0.9116699690455118,0.26974149121087976
PLAG1,723,513,42.12818145751953,0.026877388,0.613385145559538,0.26981085283567063,0.9116699690455118,4220,0,2,0.0016230204,6711,4220,0.06504064,-0.0051673017,-0.007343759,0.001225196,Background,0.613385145559538,0.26981085283567063,0.9116699690455118,0.26981085283567063
ARHGEF4,529,1932,44.59505081176758,0.030271044,0.613375081690232,0.2698141792521708,0.9116699690455118,4221,0,2,0.0019639418,3000,4221,0.065388754,0.045173503,0.0,-0.050020177,Background,0.613375081690232,0.2698141792521708,0.9116699690455118,0.2698141792521708
ORM2,601,252,39.94537353515625,0.028817993,0.6133046296195837,0.26983746639054507,0.9116699690455118,4222,0,3,0.001931211,4259,4222,0.015730027,0.046407714,-0.0045114774,9.72068e-06,Background,0.6133046296195837,0.26983746639054507,0.9116699690455118,0.26983746639054507
RNF167,724,362,40.511322021484375,0.026850158,0.6129909453579275,0.2699411634028087,0.9116699690455118,4223,0,2,0.001509913,9261,4223,0.064779304,-0.0043410948,-0.0073152985,0.00057739415,Background,0.6129909453579275,0.2699411634028087,0.9116699690455118,0.2699411634028087
GSC2,622,240,28.932357788085938,0.028431455,0.6129691226103587,0.2699483782578301,0.9116699690455118,4224,0,3,0.0021195551,2424,4224,0.0045682415,-5.5773242e-05,0.051898405,0.00045202277,Background,0.6129691226103587,0.2699483782578301,0.9116699690455118,0.2699483782578301
ADCY3,676,1159,40.75525665283203,0.027544845,0.612840906207962,0.26999077004599553,0.9116699690455118,4225,0,2,0.0016516207,6220,4225,0.06117032,-0.0025490604,-0.0049959784,0.0014643962,Background,0.612840906207962,0.26999077004599553,0.9116699690455118,0.26999077004599553
CCDC87,681,691,44.280616760253906,0.027467037,0.6127977494158604,0.27000503959054567,0.9116699690455118,4226,0,2,0.001673963,5909,4226,0.060519166,-0.0011140842,-0.0061499346,0.0016789247,Background,0.6127977494158604,0.27000503959054567,0.9116699690455118,0.27000503959054567
PLEKHH2,679,1512,41.98101043701172,0.027496396,0.6127665076280989,0.2700153697430706,0.9116699690455118,4227,0,2,0.001471834,9937,4227,0.062003188,-0.0026914065,-0.00474385,0.0004248554,Background,0.6127665076280989,0.2700153697430706,0.9116699690455118,0.2700153697430706
LDB1,725,375,27.55014991760254,0.026821988,0.6125679720735536,0.2700810204975125,0.9116699690455118,4228,0,2,0.0015402065,8576,4228,0.06854835,-0.0064586205,-0.009161981,0.0007162194,Background,0.6125679720735536,0.2700810204975125,0.9116699690455118,0.2700810204975125
TNIP1,682,694,40.83869552612305,0.02743013,0.6121629337204471,0.2702149813350728,0.9116699690455118,4229,0,2,0.001773916,5004,4229,0.06101715,-0.0040024826,-0.0053424854,0.0031880667,Background,0.6121629337204471,0.2702149813350728,0.9116699690455118,0.2702149813350728
PPP1R1A,716,182,38.863155364990234,0.026930857,0.6120771280493977,0.2702433646395265,0.9116699690455118,4230,0,2,0.0015365641,8660,4230,0.059337422,-0.00026875734,-0.0059115924,0.0007046305,Background,0.6120771280493977,0.2702433646395265,0.9116699690455118,0.2702433646395265
PRDM5,632,687,41.65507125854492,0.02822499,0.6119725288579286,0.2702779665914017,0.9116699690455118,4231,0,2,0.0019377825,4108,4231,0.031849355,-1.1175871e-08,-0.004008675,0.028609306,Background,0.6119725288579286,0.2702779665914017,0.9116699690455118,0.2702779665914017
RNH1,668,474,37.47028350830078,0.027635766,0.6118813725069209,0.27030812338864285,0.9116699690455118,4232,0,2,0.0015740448,7762,4232,0.060655393,-0.0035785346,-0.0027100705,0.0009047454,Background,0.6118813725069209,0.27030812338864285,0.9116699690455118,0.27030812338864285
SCIN,675,724,42.23227310180664,0.027526293,0.6118523421468866,0.27031772770983453,0.9116699690455118,4233,0,2,0.0017533068,5138,4233,0.061768327,-0.004119989,-0.0053626383,0.0027668753,Background,0.6118523421468866,0.27031772770983453,0.9116699690455118,0.27031772770983453
IRF2BPL,658,755,40.79154968261719,0.027789298,0.6117529135361712,0.27035062367941864,0.9116699690455118,4234,0,3,0.003741047,358,4234,0.059759468,0.026952116,0.05787334,-0.089006335,Background,0.6117529135361712,0.27035062367941864,0.9116699690455118,0.27035062367941864
GOLGA7B,725,174,32.36992645263672,0.02678162,0.6113767416480175,0.27047509830470917,0.9116699690455118,4235,0,2,0.0013628535,10987,4235,0.066167966,-0.0027795555,-0.009911981,8.680241e-05,Background,0.6113767416480175,0.27047509830470917,0.9116699690455118,0.27047509830470917
GAP43,722,265,38.77989959716797,0.026813207,0.61108276201045,0.2705723955876984,0.9116699690455118,4236,0,1,0.0013260475,12383,4236,0.059667077,-0.0033178665,-0.0025759041,-0.00014690508,Background,0.61108276201045,0.2705723955876984,0.9116699690455118,0.2705723955876984
TMEM200A,718,499,41.834678649902344,0.026865616,0.6109827572296146,0.27060549776113846,0.9116699690455118,4237,0,2,0.0016906643,5694,4237,0.063178115,-0.0036797877,-0.0076213693,0.0018542699,Background,0.6109827572296146,0.27060549776113846,0.9116699690455118,0.27060549776113846
ACO2,684,780,29.98644638061523,0.027358098,0.6109414634339849,0.2706191668415568,0.9116699690455118,4238,0,2,0.0014060548,10710,4238,0.06409779,-0.0032404298,-0.006346752,0.00020557747,Background,0.6109414634339849,0.2706191668415568,0.9116699690455118,0.2706191668415568
GSDME,684,517,43.08597183227539,0.027326897,0.6100300110264502,0.270920963781464,0.9116699690455118,4239,0,2,0.0016983398,5613,4239,0.06352733,-0.007522755,-0.003294182,0.0019433931,Background,0.6100300110264502,0.270920963781464,0.9116699690455118,0.270920963781464
IGSF11,700,448,41.7459831237793,0.027083728,0.6098423700896463,0.27098311563329114,0.9116699690455118,4240,0,3,0.0026904542,1091,4240,0.02297001,0.035948165,-0.006143324,0.0013926071,Background,0.6098423700896463,0.27098311563329114,0.9116699690455118,0.27098311563329114
PLK5,497,373,31.42052459716797,0.030881811,0.6097132886547398,0.2710258750929424,0.9116699690455118,4241,0,1,0.0013298204,11396,4241,0.1251812,-0.0024214466,-0.00084512867,-0.06015098,Background,0.6097132886547398,0.2710258750929424,0.9116699690455118,0.2710258750929424
PTPN13,653,2560,44.07426452636719,0.027785834,0.6093250531639032,0.27115450209301234,0.9116699690455118,4242,0,2,0.001480732,9794,4242,0.060998503,-0.0014568904,-0.0044293003,0.00045934832,Background,0.6093250531639032,0.27115450209301234,0.9116699690455118,0.27115450209301234
TSC2,678,1814,43.613555908203125,0.027388478,0.6091736128531261,0.27120468430647166,0.9116699690455118,4243,0,2,0.0015610628,8087,4243,0.06293452,-0.0030351481,-0.0059515163,0.00082910253,Background,0.6091736128531261,0.27120468430647166,0.9116699690455118,0.27120468430647166
INCA1,723,255,41.616310119628906,0.02673172,0.6090886326652203,0.27123284590371893,0.9116699690455118,4244,0,2,0.0014171761,10602,4244,0.062657505,-0.0041865064,-0.0052470164,0.0002394563,Background,0.6090886326652203,0.27123284590371893,0.9116699690455118,0.27123284590371893
SFRP4,719,348,41.484397888183594,0.026784737,0.6090118463509652,0.27125829338559126,0.9116699690455118,4245,0,2,0.001666803,6000,4245,0.06182836,-0.0037435694,-0.006120243,0.0016049305,Background,0.6090118463509652,0.27125829338559126,0.9116699690455118,0.27125829338559126
TAF4B,662,936,44.03167724609375,0.02762093,0.608710241211444,0.2713582587985686,0.9116699690455118,4246,0,2,0.0014727728,9921,4246,0.06100478,-0.0018748683,-0.0043169623,0.00042890303,Background,0.608710241211444,0.2713582587985686,0.9116699690455118,0.2713582587985686
GPR150,653,474,34.310020446777344,0.027763037,0.6086645374645765,0.27137340866295706,0.9116699690455118,4247,0,3,0.00236124,1912,4247,0.03246228,0.025465012,-0.0029977486,0.0005965382,Background,0.6086645374645765,0.27137340866295706,0.9116699690455118,0.27137340866295706
PPM1H,679,529,40.91609191894531,0.02734612,0.6083822555890639,0.2714669887141897,0.9116699690455118,4248,0,2,0.0016973607,5621,4248,0.061213173,-0.003018645,-0.005438936,0.0019366317,Background,0.6083822555890639,0.2714669887141897,0.9116699690455118,0.2714669887141897
KCNJ13,696,360,41.77452087402344,0.027088534,0.6082714014473612,0.2715037426751034,0.9116699690455118,4249,0,3,0.0026601537,1155,4249,0.02321488,0.034824476,-0.0051639937,0.0013016985,Background,0.6082714014473612,0.2715037426751034,0.9116699690455118,0.2715037426751034
FGG,724,444,41.62267303466797,0.026689181,0.6082417593749069,0.27151357099645623,0.9116699690455118,4250,0,2,0.0014502726,10236,4250,0.06364283,-0.004605191,-0.0060058646,0.00034656085,Background,0.6082417593749069,0.27151357099645623,0.9116699690455118,0.27151357099645623
TMEM151B,679,586,30.179882049560547,0.027338836,0.6081697473252538,0.27153744852548745,0.9116699690455118,4251,0,2,0.0014913847,9605,4251,0.062695496,-0.0027367678,-0.005781726,0.0005006641,Background,0.6081697473252538,0.27153744852548745,0.9116699690455118,0.27153744852548745
CRKL,702,308,41.443233489990234,0.026981445,0.6076925383135678,0.2716957064124106,0.9116699690455118,4252,0,3,0.0023866147,1845,4252,0.023623614,0.036805145,-0.0071080495,0.0006421671,Background,0.6076925383135678,0.2716957064124106,0.9116699690455118,0.2716957064124106
ASGR2,675,375,35.50890350341797,0.027382612,0.6076648538443766,0.2717048888834505,0.9116699690455118,4253,0,3,0.0022800425,2121,4253,0.029984392,0.029822292,-0.0054915054,0.00045004225,Background,0.6076648538443766,0.2717048888834505,0.9116699690455118,0.2717048888834505
FAM111B,360,836,41.9710807800293,0.035022568,0.6074800481647781,0.27176618976457323,0.9116699690455118,4254,0,1,0.0013306513,11245,4254,0.16437867,-6.9849193e-09,-0.03383284,-0.060500707,Background,0.6074800481647781,0.27176618976457323,0.9116699690455118,0.27176618976457323
ARHGAP6,625,1036,43.419551849365234,0.02818338,0.6073323531519311,0.2718151858175546,0.9116699690455118,4255,0,2,0.0019698145,2793,4255,0.08739902,-0.003061125,0.050717555,-0.0786887,Background,0.6073323531519311,0.2718151858175546,0.9116699690455118,0.2718151858175546
PEX26,687,320,41.934226989746094,0.027187418,0.6072686464292248,0.2718363211172119,0.9116699690455118,4256,0,1,0.001326835,12158,4256,0.067059696,-0.005241282,-0.0070535345,-0.00039003952,Background,0.6072686464292248,0.2718363211172119,0.9116699690455118,0.2718363211172119
STK40,706,450,41.71417999267578,0.026909364,0.6072672528358803,0.27183678346394574,0.9116699690455118,4257,0,2,0.0015331206,8742,4257,0.0631085,-0.004068845,-0.0059059644,0.0006850356,Background,0.6072672528358803,0.27183678346394574,0.9116699690455118,0.27183678346394574
ACSL4,681,671,41.817291259765625,0.027264597,0.606888576395825,0.2719624298857499,0.9116699690455118,4258,0,1,0.0013263184,12295,4258,0.0620225,-0.0027774144,-0.0046861023,-2.97915e-05,Background,0.606888576395825,0.2719624298857499,0.9116699690455118,0.2719624298857499
NLRP12,457,935,41.99675369262695,0.03181161,0.6068588482561281,0.27197229502916564,0.9116699690455118,4259,0,1,0.0013298962,11377,4259,0.12796938,-0.0025395644,-0.001020262,-0.060786314,Background,0.6068588482561281,0.27197229502916564,0.9116699690455118,0.27197229502916564
NOS1,649,1484,40.25702667236328,0.027765352,0.6068556483431773,0.2719733569158464,0.9116699690455118,4260,0,2,0.0019716998,2727,4260,0.08825074,-0.0024736791,0.056135807,-0.086382166,Background,0.6068556483431773,0.2719733569158464,0.9116699690455118,0.2719733569158464
ACYP1,726,102,28.047786712646484,0.026611073,0.6067500023080209,0.2720084165641212,0.9116699690455118,4261,0,2,0.0016080184,6992,4261,0.06858102,-0.005147678,-0.011324637,0.0011134404,Background,0.6067500023080209,0.2720084165641212,0.9116699690455118,0.2720084165641212
GNE,694,764,41.33378219604492,0.027063627,0.6066817421729391,0.2720310705386918,0.9116699690455118,4262,0,2,0.00169609,5631,4262,0.09301241,-0.03363627,-0.0071246866,0.0018758046,Background,0.6066817421729391,0.2720310705386918,0.9116699690455118,0.2720310705386918
ACER1,684,265,34.73380661010742,0.027208252,0.6065641198405277,0.2720701088964528,0.9116699690455118,4263,0,2,0.0016784942,5848,4263,0.09027561,-0.030971948,-0.0065743783,0.0016872128,Background,0.6065641198405277,0.2720701088964528,0.9116699690455118,0.2720701088964528
CD6,673,780,40.96617126464844,0.027370224,0.6064084295641088,0.2721217861281392,0.9116699690455118,4264,0,2,0.0015944095,7287,4264,0.06112459,-0.002385474,-0.0050284304,0.0010297586,Background,0.6064084295641088,0.2721217861281392,0.9116699690455118,0.2721217861281392
NOL9,636,778,41.55635452270508,0.027960228,0.6062860094495958,0.2721624236442439,0.9116699690455118,4265,0,2,0.0015495477,8379,4265,0.116513096,-0.0015880275,-0.059750177,0.0007455391,Background,0.6062860094495958,0.2721624236442439,0.9116699690455118,0.2721624236442439
NCOA3,686,1534,41.78630065917969,0.027166728,0.6062269566475265,0.2721820273770832,0.9116699690455118,4266,0,2,0.0015841612,7511,4266,0.062816195,-0.004173962,-0.005272162,0.0009633808,Background,0.6062269566475265,0.2721820273770832,0.9116699690455118,0.2721820273770832
CAMLG,722,302,41.406517028808594,0.026647838,0.6062063264859415,0.272188876128208,0.9116699690455118,4267,0,2,0.0017651381,5050,4267,0.06182176,-0.0046332413,-0.006889755,0.0029969057,Background,0.6062063264859415,0.272188876128208,0.9116699690455118,0.272188876128208
INO80C,707,192,41.52633285522461,0.026853902,0.606058466413643,0.2722379648639718,0.9116699690455118,4268,0,3,0.0024449795,1680,4268,0.023471143,0.037100065,-0.007621196,0.0007577954,Background,0.606058466413643,0.2722379648639718,0.9116699690455118,0.2722379648639718
CCDC54,595,336,41.89479064941406,0.028659035,0.6056209993611191,0.27238322729347175,0.9116699690455118,4269,0,3,0.0024817572,1580,4269,0.05502727,0.0058995234,-0.0048360173,0.0012272939,Background,0.6056209993611191,0.27238322729347175,0.9116699690455118,0.27238322729347175
PIK3IP1,720,276,41.2950439453125,0.02664436,0.6052854800393669,0.2724946637126601,0.9116699690455118,4270,0,2,0.001527194,8887,4270,0.06001474,0.0006589433,-0.006519869,-0.0008650953,Background,0.6052854800393669,0.2724946637126601,0.9116699690455118,0.2724946637126601
EFNB2,720,345,41.78958511352539,0.02664142,0.6051988261635334,0.27252344784225635,0.9116699690455118,4271,0,2,0.0015534941,8269,4271,0.06267336,-0.002633349,-0.007545649,0.00078847434,Background,0.6051988261635334,0.27252344784225635,0.9116699690455118,0.27252344784225635
SPMIP4,636,618,41.62055969238281,0.027918627,0.6050863427194615,0.27256081412398514,0.9116699690455118,4272,0,3,0.002550538,1398,4272,0.0038229823,-0.004769327,0.054868624,0.001914969,Background,0.6050863427194615,0.27256081412398514,0.9116699690455118,0.27256081412398514
TRIM13,720,415,41.68605041503906,0.026631298,0.6049004892481635,0.27262255903279686,0.9116699690455118,4273,0,2,0.0015118001,9218,4273,0.061474737,-0.00091838883,-0.007881458,0.000587689,Background,0.6049004892481635,0.27262255903279686,0.9116699690455118,0.27262255903279686
NME2,697,156,41.91025924682617,0.02695781,0.6048691038860016,0.27263298667588565,0.9116699690455118,4274,0,2,0.0019354934,4158,4274,0.024701102,0.03503881,-0.0051095355,-0.0007147621,Background,0.6048691038860016,0.27263298667588565,0.9116699690455118,0.27263298667588565
TRMT13,697,506,43.43876647949219,0.02695022,0.60464665143461,0.272706901159443,0.9116699690455118,4275,0,3,0.0024959748,1539,4275,0.02260784,0.037414934,-0.0069943266,0.00087199314,Background,0.60464665143461,0.272706901159443,0.9116699690455118,0.272706901159443
SPRY4,720,308,37.68424606323242,0.026613984,0.6043901745521832,0.2727921333122314,0.9116699690455118,4276,0,2,0.0017492642,5165,4276,0.0603959,-0.0046994053,-0.0051669227,0.002698387,Background,0.6043901745521832,0.2727921333122314,0.9116699690455118,0.2727921333122314
FASTKD1,256,854,42.12638854980469,0.04015358,0.6041805085127215,0.2728618191462721,0.9116699690455118,4277,0,3,0.001970357,2767,4277,0.14895083,-0.110338524,0.041694835,1.8608091e-09,Background,0.6041805085127215,0.2728618191462721,0.9116699690455118,0.2728618191462721
TENM1,599,2766,41.73374557495117,0.028522402,0.6038250545765406,0.2729799800692568,0.9116699690455118,4278,0,3,0.0020182177,2544,4278,0.05748954,0.002188351,-0.0031686919,0.0005356078,Background,0.6038250545765406,0.2729799800692568,0.9116699690455118,0.2729799800692568
STK16,719,305,39.81940078735352,0.026607968,0.6038029871580993,0.27298731661425346,0.9116699690455118,4279,0,2,0.0016771486,5868,4279,0.060680266,-0.003662874,-0.005513059,0.0017115873,Background,0.6038029871580993,0.27298731661425346,0.9116699690455118,0.27298731661425346
ANKRD27,676,1097,41.80891036987305,0.027231328,0.603701276586272,0.27302113262553596,0.9116699690455118,4280,0,2,0.0015296418,8815,4280,0.087186545,-0.027823823,-0.005556654,0.00065658445,Background,0.603701276586272,0.27302113262553596,0.9116699690455118,0.27302113262553596
TRERF1,680,1298,42.894229888916016,0.027164342,0.6035209235467165,0.27308110023335325,0.9116699690455118,4281,0,2,0.001620365,6765,4281,0.06243857,-0.0040948913,-0.0052234083,0.001208401,Background,0.6035209235467165,0.27308110023335325,0.9116699690455118,0.27308110023335325
CBLN4,697,237,31.54120826721191,0.026910143,0.6034720497357402,0.2730973519599006,0.9116699690455118,4282,0,3,0.0019734323,2692,4282,0.023749266,0.03672795,-0.0066985935,4.165072e-05,Background,0.6034720497357402,0.2730973519599006,0.9116699690455118,0.2730973519599006
CAMKMT,667,313,41.454566955566406,0.027355928,0.6032880819596487,0.273158530001412,0.9116699690455118,4283,0,3,0.00179557,4890,4283,0.05549615,0.0021994237,-0.003097998,0.00011427037,Background,0.6032880819596487,0.273158530001412,0.9116699690455118,0.273158530001412
ADD1,684,834,41.497528076171875,0.027089937,0.603107868707632,0.27321846606878153,0.9116699690455118,4284,0,1,0.0013266132,12203,4284,0.06480247,-0.0036239652,-0.006748273,-0.00025034673,Background,0.603107868707632,0.27321846606878153,0.9116699690455118,0.27321846606878153
GRTP1,616,341,33.821067810058594,0.028191816,0.6030842405244993,0.27322632491057697,0.9116699690455118,4285,0,1,0.0013294664,11466,4285,0.11359741,-0.0014517114,-0.003706484,-0.052055568,Background,0.6030842405244993,0.27322632491057697,0.9116699690455118,0.27322632491057697
ENSG00000260643,651,164,41.42137145996094,0.027594762,0.6028553376274788,0.2733024648583702,0.9116699690455118,4286,0,2,0.0019377881,4107,4286,0.035021164,0.026436348,-0.0060675396,-0.00020046649,Background,0.6028553376274788,0.2733024648583702,0.9116699690455118,0.2733024648583702
