gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_cetacea,delta_xenarthra,delta_tubulidentata,delta_pholidota,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
KIAA0513,702,414,0.20249043405056,40.98904037475586,0.03710827290651597,0.35355144739151,5.187517082559698e-13,6.260743618011475,5.191028594970703,65,29.262123107910156,0.21395383775234222,4,3,0.17042854746994662,0.1399660765479009,0.06716545662295183,0.0732990091253135,-0.03046247092204573,0.029964081721681288,0.6545690188892329,0.6545690188892329,0.25637263821268286,0.883178887583525,4152,2.209810655222039e-12,5538,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.03710827290651597,0.03710827290651597,0.35355144739151,3328,Tier 0: Core Bottleneck Transducer
NIFK,664,334,0.2611144483089447,42.40703582763672,0.035892579268571166,0.30811595916748047,5.187517082559698e-13,10.994850158691406,5.046295642852783,139,35.68413162231445,0.30811595916748047,4,3,0.1753924920450692,0.1325861638646691,0.06484141727482601,0.07044268266779828,-0.0428063281804001,0.04010839210244492,0.3360064115613118,0.3360064115613118,0.36843301578166365,0.883178887583525,6449,2.209810655222039e-12,8751,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.035892579268571166,0.035892579268571166,0.30811595916748047,3329,Tier 0: Core Bottleneck Transducer
NKX2-6,693,360,0.28038325905799866,35.12351608276367,0.03765330273624155,0.3884023129940033,5.187517082559698e-13,2.136418581008911,1.9756253957748413,285,14.121685028076172,0.15128637850284576,4,3,0.14221309446507857,0.11781361018020535,0.05926011264122271,0.049227691512878105,-0.024399484284873218,0.03372529031097774,0.6868119929545006,0.6868119929545006,0.24610060563378366,0.883178887583525,3936,2.209810655222039e-12,1833,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.03765330273624155,0.03765330273624155,0.3884023129940033,3330,Tier 0: Core Bottleneck Transducer
PAICS,702,433,0.1334986686706543,41.08194351196289,0.03265026164546107,0.2976342439651489,5.187517082559698e-13,4.394419193267822,3.5989387035369873,286,20.952064514160156,0.20973680913448334,4,3,0.13008967281746597,0.11244286296465296,0.05561180675981455,0.01916877005816757,-0.01764680985281301,0.055309095999483866,0.06604006859628705,0.06604006859628705,0.47367296246956464,0.883178887583525,8477,2.209810655222039e-12,9372,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.03265026164546107,0.03265026164546107,0.2976342439651489,3331,Tier 0: Core Bottleneck Transducer
PDSS1,644,458,0.2016218602657318,43.36909484863281,0.04574402127818549,0.37436118721961975,5.187517082559698e-13,6.9463019371032715,6.091716289520264,357,28.719680786132812,0.24186557531356812,3,3,0.16752150900173488,0.16752150900173488,0.06110550489430856,0.05615066692464954,,0.05026533718277677,1.4717678051961467,1.4717678051961467,0.07054179514578139,0.883178887583525,720,2.209810655222039e-12,2215,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.04574402127818549,0.04574402127818549,0.37436118721961975,3332,Tier 0: Core Bottleneck Transducer
PHF1,697,595,0.14035966992378235,46.84767150878906,0.025860427387042705,0.35355156660079956,5.187517082559698e-13,5.102325439453125,4.240618705749512,169,40.299591064453125,0.12660986185073853,4,3,0.12991383626923136,0.09491986559515925,0.03793086510064677,0.05184636395311877,-0.03499397067407211,0.04013660721546582,-0.8439661855782041,-0.8439661855782041,0.8006558492730254,0.9711674564003715,13077,2.209810655222039e-12,5314,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.025860427387042705,0.025860427387042705,0.35355156660079956,3333,Tier 0: Core Bottleneck Transducer
SNX33,717,590,0.16224601864814758,41.608795166015625,0.031047765160089145,0.3442811071872711,5.187517082559698e-13,6.315855979919434,4.671399116516113,21,25.263431549072266,0.24999992549419403,4,3,0.11452381332873382,0.06968575044823974,0.054046511913047456,0.03551945103877189,-0.04483806288049407,0.02495785037691449,-0.09346700900271995,-0.09346700900271995,0.5372337210331752,0.8870693208370344,9605,2.209810655222039e-12,6850,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.031047765160089145,0.031047765160089145,0.3442811071872711,3334,Tier 0: Core Bottleneck Transducer
SRPK3,683,614,0.15323896706104279,36.80830383300781,0.03138064570165238,0.32969820499420166,5.187517082559698e-13,7.565913200378418,7.319480895996094,360,35.08510971069336,0.21564456820487976,4,3,0.1312522408049326,0.10542618906457046,0.04557222293586555,0.05150295351096148,-0.025826051740362146,0.034177064358105594,-0.16837101925756467,-0.16837101925756467,0.5668542970556255,0.8929214505284296,10070,2.209810655222039e-12,7494,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.03138064570165238,0.03138064570165238,0.32969820499420166,3335,Tier 0: Core Bottleneck Transducer
STAM,686,567,0.16315144300460815,41.484214782714844,0.04697719966094283,0.3535429835319519,5.187517082559698e-13,13.70899772644043,9.256440162658691,49,41.326114654541016,0.3317272365093231,4,3,0.2157795981800194,0.1840159168156313,0.11396467574665893,0.08433620731857461,-0.03176368136438812,0.017478715114785878,1.86552849319449,1.86552849319449,0.031053681076586258,0.883178887583525,270,2.209810655222039e-12,6317,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.04697719966094283,0.04697719966094283,0.3535429835319519,3336,Tier 0: Core Bottleneck Transducer
TBC1D21,706,354,0.17496435344219208,41.735965728759766,0.029508317183167588,0.3081008791923523,5.187517082559698e-13,2.2112696170806885,2.132523536682129,330,24.49983024597168,0.09025652706623077,4,3,0.11835252582279897,0.0958720090150804,0.03458904316672797,0.04656549172480652,-0.022480516807718568,0.03719799093126448,-0.33574963044627765,-0.33574963044627765,0.6314701618087591,0.9084076518338937,11027,2.209810655222039e-12,8753,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.029508317183167588,0.029508317183167588,0.3081008791923523,3337,Tier 0: Core Bottleneck Transducer
USP15,691,953,0.10642427206039429,41.4873046875,0.02372578849636261,0.32589367032051086,5.187517082559698e-13,13.428877830505371,6.097509860992432,592,41.20631790161133,0.32589367032051086,4,3,0.11787106525444091,0.09564932472810184,0.047383706440146,0.034484142038686015,-0.022221740526339077,0.03600321677560889,-1.1387838939905748,-1.1387838939905748,0.8726033494637606,0.9999902868592971,13833,2.209810655222039e-12,7714,1.03755892766344e-12,1.03755892766344e-12,4.4196213104456154e-12,0.02372578849636261,0.02372578849636261,0.32589367032051086,3338,Tier 0: Core Bottleneck Transducer
TBXT,697,406,0.19269441068172455,39.04186248779297,0.03156064607903558,0.2941744327545166,5.189182417096636e-13,3.1223227977752686,2.4295425415039062,237,10.613848686218262,0.2941744327545166,4,3,0.13968451695058184,0.12086969414924158,0.072647839156825,0.04606494214168299,-0.018814822801340263,0.020971735652073855,-0.09551715219936344,-0.09551715219936344,0.5380479664686165,0.8870693208370344,9619,2.209810655222039e-12,9549,1.0378364834195963e-12,1.0378364834195963e-12,4.4196213104456154e-12,0.03156064607903558,0.03156064607903558,0.2941744327545166,3339,Tier 0: Core Bottleneck Transducer
ACAP2,658,784,0.14095880091190338,42.72502899169922,0.032764706537868775,0.3535534143447876,5.206945985490628e-13,6.5280046463012695,5.612847805023193,551,29.83057403564453,0.21883603930473328,4,3,0.1358806074737951,0.09643864199645122,0.06022005722238343,0.06534423814575376,-0.03944196547734388,0.010316312105657912,-0.08222496700126111,-0.08222496700126111,0.5327660900651479,0.8864888219167965,9531,2.209810655222039e-12,2977,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.032764706537868775,0.032764706537868775,0.3535534143447876,3340,Tier 0: Core Bottleneck Transducer
ATG4C,694,471,0.1699933260679245,42.83805847167969,0.0327137624135674,0.3535515367984772,5.206945985490628e-13,5.21530294418335,4.517083644866943,412,41.12599182128906,0.12681281566619873,4,3,0.14721761333369682,0.12167190043021342,0.05995520359773735,0.04166905167653849,-0.025545712903483404,0.045593358059420976,0.04476973556794479,0.04476973556794479,0.48214542420669826,0.883178887583525,8623,2.209810655222039e-12,5377,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.0327137624135674,0.0327137624135674,0.3535515367984772,3341,Tier 0: Core Bottleneck Transducer
BEST4,647,518,0.20267575979232788,38.52480697631836,0.034908925591731296,0.37023839354515076,5.206945985490628e-13,3.8344790935516357,3.540043830871582,137,10.845585823059082,0.35355204343795776,4,3,0.11675122175462124,0.09069681277727049,0.056185824337896116,0.03476121194676407,-0.02605440897735076,0.02580418546996105,0.14316291964357467,0.14316291964357467,0.4430807569731396,0.883178887583525,7902,2.209810655222039e-12,2341,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.034908925591731296,0.034908925591731296,0.37023839354515076,3342,Tier 0: Core Bottleneck Transducer
CGREF1,708,391,0.2415827512741089,38.25321960449219,0.03725917650332564,0.3281467854976654,5.206945985490628e-13,3.96929669380188,3.0002851486206055,388,12.096100807189941,0.3281467854976654,4,3,0.14178083995750398,0.11638393405666694,0.05854731354701084,0.05865807405764398,-0.02539690590083704,0.02457545235284916,0.7006312967909579,0.7006312967909579,0.24176657087916087,0.883178887583525,3844,2.209810655222039e-12,7582,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03725917650332564,0.03725917650332564,0.3281467854976654,3343,Tier 0: Core Bottleneck Transducer
CSE1L,672,915,0.09416304528713226,41.714046478271484,0.03306458421600377,0.3535512089729309,5.206945985490628e-13,4.837510108947754,4.521303176879883,432,17.093730926513672,0.28299906849861145,4,3,0.15798722489486366,0.14100080558379854,0.0799714559258131,0.028466223340072084,-0.01698641931106513,0.04954954562897847,0.008055286676460374,0.008055286676460374,0.496786440317429,0.883178887583525,8915,2.209810655222039e-12,5890,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03306458421600377,0.03306458421600377,0.3535512089729309,3344,Tier 0: Core Bottleneck Transducer
DUOXA2,718,357,0.2400190830230713,36.348167419433594,0.03696407957642969,0.3535533845424652,5.206945985490628e-13,7.432020664215088,5.357265949249268,26,24.548702239990234,0.3027459681034088,4,3,0.14646919758908447,0.12223076177122973,0.06175944788882234,0.042198021556292604,-0.02423843581785474,0.04251172814396953,0.7045782371538017,0.7045782371538017,0.24053637292359714,0.883178887583525,3822,2.209810655222039e-12,3816,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03696407957642969,0.03696407957642969,0.3535533845424652,3345,Tier 0: Core Bottleneck Transducer
ENOX2,658,623,0.11608217656612396,41.390323638916016,0.028246923542545193,0.3535533845424652,5.206945985490628e-13,7.1756486892700195,6.474084377288818,101,20.295799255371094,0.3535533845424652,4,3,0.08622273926807247,0.032604841143480924,0.036005773578225715,0.04949101624321915,-0.05361789812459155,0.0007259494466276164,-0.6502579349721352,-0.6502579349721352,0.742237188076757,0.9494865579050104,12400,2.209810655222039e-12,3816,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.028246923542545193,0.028246923542545193,0.3535533845424652,3346,Tier 0: Core Bottleneck Transducer
GRAMD4,572,591,0.2157190591096878,41.59706115722656,0.03948476712316405,0.35355180501937866,5.206945985490628e-13,6.488063335418701,4.827638626098633,291,40.87297439575195,0.15873724222183228,4,3,0.15897197824139142,0.12937322010925031,0.03734572322996304,0.07083295571402826,-0.029598758132141106,0.05079329929740014,0.3602870426606573,0.3602870426606573,0.35931624403368106,0.883178887583525,6295,2.209810655222039e-12,5075,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03948476712316405,0.03948476712316405,0.35355180501937866,3347,Tier 0: Core Bottleneck Transducer
GRK5,673,598,0.14801260828971863,40.9675407409668,0.03567187428164133,0.3535534143447876,5.206945985490628e-13,8.003710746765137,4.778976917266846,573,36.08162307739258,0.2218223512172699,4,3,0.15520877567387278,0.14571432925619943,0.06873797689469743,0.03326091281167201,-0.009494446417673367,0.05320988596750333,0.34521655998535966,0.34521655998535966,0.3649657850477461,0.883178887583525,6380,2.209810655222039e-12,2977,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03567187428164133,0.03567187428164133,0.3535534143447876,3348,Tier 0: Core Bottleneck Transducer
GTF2F1,684,531,0.17457091808319092,35.33453369140625,0.03893396997735131,0.3771913945674896,5.206945985490628e-13,13.091524124145508,7.254377841949463,407,34.707908630371094,0.3771913945674896,4,3,0.1740148700122302,0.16116584968352377,0.05659620775679166,0.04494384821808418,-0.012849020328706433,0.07247481403735437,0.8128858331530806,0.8128858331530806,0.20814175882891872,0.883178887583525,3166,2.209810655222039e-12,2120,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03893396997735131,0.03893396997735131,0.3771913945674896,3349,Tier 0: Core Bottleneck Transducer
IGSF11,700,448,0.17033402621746063,41.7459831237793,0.041077159591369095,0.3535518944263458,5.206945985490628e-13,9.593733787536621,5.798969268798828,314,27.135292053222656,0.3535518944263458,4,3,0.17932960772284093,0.15303695838909948,0.0789543307220248,0.04258091735024372,-0.026292649333741466,0.0577943596505724,1.1687223533237716,1.1687223533237716,0.12125775640830938,0.883178887583525,1529,2.209810655222039e-12,5025,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.041077159591369095,0.041077159591369095,0.3535518944263458,3350,Tier 0: Core Bottleneck Transducer
KRT25,653,457,0.1815052479505539,41.439205169677734,0.04158451462931679,0.4257700443267822,5.206945985490628e-13,9.084970474243164,7.301746845245361,217,33.58184051513672,0.2705322504043579,2,2,0.09696440412554017,0.09696440412554017,,0.06306864963506346,,0.03389575449047671,1.0018520579919759,1.0018520579919759,0.15820752511121633,0.883178887583525,2234,2.209810655222039e-12,626,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.04158451462931679,0.04158451462931679,0.4257700443267822,3351,Tier 0: Core Bottleneck Transducer
MGAT4A,663,549,0.16202980279922485,41.38654327392578,0.033342613701012436,0.3535533845424652,5.206945985490628e-13,3.8240790367126465,3.2575252056121826,268,17.85662078857422,0.2141546905040741,4,3,0.12265442707020908,0.06633852455149317,0.05790394077933085,0.04257509286682026,-0.05631590251871591,0.02217539342405797,0.009412671482150808,0.009412671482150808,0.49624494282298964,0.883178887583525,8910,2.209810655222039e-12,3816,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.033342613701012436,0.033342613701012436,0.3535533845424652,3352,Tier 0: Core Bottleneck Transducer
MNX1,561,457,0.19706782698631287,33.338600158691406,0.03735695818942449,0.34815385937690735,5.206945985490628e-13,4.343023300170898,3.0318806171417236,329,12.47443675994873,0.34815385937690735,3,3,0.13702740730093116,0.13702740730093116,0.042840356195138936,0.0715083142167583,,0.022678736889033935,0.07063809074826496,0.07063809074826496,0.4718428970416606,0.883178887583525,8443,2.209810655222039e-12,6757,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03735695818942449,0.03735695818942449,0.34815385937690735,3353,Tier 0: Core Bottleneck Transducer
MRPS22,707,368,0.23722761869430542,41.489078521728516,0.032235082388718916,0.408233642578125,5.206945985490628e-13,3.6240291595458984,3.377427339553833,227,16.148571014404297,0.22441795468330383,3,2,0.09411833995013591,0.07092604331788366,0.06396142518415113,,-0.02319229663225226,0.030156914765984786,0.029424441039697397,0.029424441039697397,0.4882630400553997,0.883178887583525,8742,2.209810655222039e-12,1450,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.032235082388718916,0.032235082388718916,0.408233642578125,3354,Tier 0: Core Bottleneck Transducer
NPEPL1,693,525,0.1671496033668518,36.23453140258789,0.031202957245947627,0.32329118251800537,5.206945985490628e-13,5.470798969268799,4.7596611976623535,519,26.57378387451172,0.20587202906608582,4,3,0.1525587584312334,0.12562481780245016,0.07277393596630895,0.05556914948623634,-0.026933940628783244,0.024215672978688124,-0.15644486927116025,-0.15644486927116025,0.5621588140047141,0.8918140586141687,9996,2.209810655222039e-12,7884,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.031202957245947627,0.031202957245947627,0.32329118251800537,3355,Tier 0: Core Bottleneck Transducer
OR1R1P,421,316,0.2555188536643982,40.39961624145508,0.038779053711516014,0.40824830532073975,5.206945985490628e-13,6.328231334686279,4.213338375091553,268,31.154333114624023,0.2031252384185791,3,3,0.07151283519307097,0.07151283519307097,,0.046463407664521755,0.004998172482647697,0.02005125504590152,-0.42151547605721496,-0.42151547605721496,0.6633106436460253,0.9185661278224618,11454,2.209810655222039e-12,879,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.038779053711516014,0.038779053711516014,0.40824830532073975,3356,Tier 0: Core Bottleneck Transducer
P2RY8,393,387,0.3269875645637512,30.794607162475586,0.05815139869931898,0.40824803709983826,5.206945985490628e-13,4.037598133087158,3.6945037841796875,308,9.890066146850586,0.40824785828590393,3,3,0.178637134677533,0.178637134677533,0.09027719105072403,0.06844735023581187,,0.019912593390997095,1.1376113522211362,1.1376113522211362,0.12764140210549113,0.883178887583525,1640,2.209810655222039e-12,1132,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.05815139869931898,0.05815139869931898,0.40824803709983826,3357,Tier 0: Core Bottleneck Transducer
PROKR1,720,409,0.19234618544578552,41.82203674316406,0.03645332044713099,0.3535521328449249,5.206945985490628e-13,5.7742509841918945,4.362518787384033,378,16.359878540039062,0.35295194387435913,4,3,0.1531899963232486,0.12595522133563225,0.060146440415012735,0.04612272482606704,-0.027234774987616336,0.04692083108216881,0.644469541433844,0.644469541433844,0.25963550126723733,0.883178887583525,4221,2.209810655222039e-12,4993,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03645332044713099,0.03645332044713099,0.3535521328449249,3358,Tier 0: Core Bottleneck Transducer
PRR5,639,413,0.2049809992313385,39.43034744262695,0.03756020676263274,0.3535533845424652,5.206945985490628e-13,5.0576171875,4.45315408706665,235,32.39765167236328,0.15611061453819275,4,3,0.15506318514438966,0.1385068284903463,0.06281900527782629,0.05395493213091382,-0.016556356654043366,0.03828924773564954,0.4371633323238324,0.4371633323238324,0.3309964499404437,0.883178887583525,5724,2.209810655222039e-12,3816,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03756020676263274,0.03756020676263274,0.3535533845424652,3359,Tier 0: Core Bottleneck Transducer
RNF212B,702,324,0.21118377149105072,43.55987548828125,0.03542920867250287,0.3535533845424652,5.206945985490628e-13,4.767787456512451,3.93285870552063,296,36.40346908569336,0.13097068667411804,4,3,0.12833609329408213,0.110897387319478,0.062046465736726064,0.04071559946890777,-0.01743870597460413,0.025574028088448292,0.43290562387925086,0.43290562387925086,0.33254166708572674,0.883178887583525,5748,2.209810655222039e-12,3816,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03542920867250287,0.03542920867250287,0.3535533845424652,3360,Tier 0: Core Bottleneck Transducer
SENP3,720,583,0.13890697062015533,41.89351272583008,0.029329920710421727,0.35355156660079956,5.206945985490628e-13,11.124669075012207,6.149744510650635,186,36.53290939331055,0.3045108914375305,4,3,0.1401803426054526,0.11208206096961676,0.07066069173318841,0.05233489625868748,-0.028098281635835828,0.01718475461357671,-0.3142555108972659,-0.3142555108972659,0.6233365075309955,0.9066647397377455,10905,2.209810655222039e-12,5314,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.029329920710421727,0.029329920710421727,0.35355156660079956,3361,Tier 0: Core Bottleneck Transducer
SOX4,628,552,0.175553560256958,29.03402328491211,0.031643083010903524,0.3535419702529907,5.206945985490628e-13,5.755314350128174,5.363245010375977,465,20.25284767150879,0.2841731011867523,4,3,0.1472671289851628,0.13676869450904833,0.04842253441924422,0.025421439454384954,-0.010498434476114487,0.07342315511153363,-0.3298536986024695,-0.3298536986024695,0.629244744839595,0.9082383059758231,10990,2.209810655222039e-12,6356,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.031643083010903524,0.031643083010903524,0.3535419702529907,3362,Tier 0: Core Bottleneck Transducer
SYCE1,656,282,0.23703673481941223,42.50079345703125,0.03288141033128772,0.3785361349582672,5.206945985490628e-13,3.432227373123169,2.328739881515503,90,9.421217918395996,0.36430823802948,3,3,0.09440960423368792,0.09440960423368792,0.05631423008202666,0.01154974949812243,,0.02654562465353883,-0.0750102998687576,-0.0750102998687576,0.5298967415639665,0.8861218650041324,9486,2.209810655222039e-12,2076,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03288141033128772,0.03288141033128772,0.3785361349582672,3363,Tier 0: Core Bottleneck Transducer
TAB1,699,526,0.12913461029529572,41.986934661865234,0.03404339246850259,0.3535534143447876,5.206945985490628e-13,6.065694332122803,4.394367218017578,138,29.6811466217041,0.20436185598373413,4,3,0.14754480314449087,0.11261962881243728,0.05654199126086694,0.06948560750152577,-0.03492517433205359,0.02151720438209815,0.23826513701966429,0.23826513701966429,0.4058377296958231,0.883178887583525,7226,2.209810655222039e-12,2977,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03404339246850259,0.03404339246850259,0.3535534143447876,3364,Tier 0: Core Bottleneck Transducer
TSSK4,703,379,0.18255490064620972,41.942893981933594,0.02445435476944699,0.3535533845424652,5.206945985490628e-13,14.829051971435547,8.462974548339844,253,41.942893981933594,0.3535533845424652,4,3,0.08335451518775694,0.06913496081805873,0.036311759186068264,0.03709426851669555,-0.01421955436969821,0.009948487484993126,-1.0134238141639185,-1.0134238141639185,0.8445711153451032,0.9886673753021454,13551,2.209810655222039e-12,3816,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.02445435476944699,0.02445435476944699,0.3535533845424652,3365,Tier 0: Core Bottleneck Transducer
USP21,715,583,0.14292214810848236,42.04682922363281,0.03599753433110198,0.35355135798454285,5.206945985490628e-13,5.650751113891602,4.862929821014404,283,19.552112579345703,0.2890097498893738,4,3,0.1709019887777968,0.13960971106965936,0.06061415226209718,0.052482636555694025,-0.03129227770813743,0.057805199960005604,0.5622345822124175,0.5622345822124175,0.28697810126074835,0.883178887583525,4826,2.209810655222039e-12,5696,1.0413891970983968e-12,1.0413891970983968e-12,4.4196213104456154e-12,0.03599753433110198,0.03599753433110198,0.35355135798454285,3366,Tier 0: Core Bottleneck Transducer
ADAL,700,371,0.19668437540531158,41.80133819580078,0.037593611668869584,0.3350135385990143,5.226374888421558e-13,8.942806243896484,5.53088903427124,177,41.46549987792969,0.21566858887672424,4,3,0.14254760113536624,0.1159945174977546,0.06700731536945428,0.047974366375703494,-0.02655308363761164,0.02756591939020847,0.7098334310866565,0.7098334310866565,0.2389037175485373,0.883178887583525,3792,2.209810655222039e-12,7217,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.037593611668869584,0.037593611668869584,0.3350135385990143,3367,Tier 0: Core Bottleneck Transducer
BSDC1,701,439,0.1763918250799179,41.593406677246094,0.03733999297101573,0.3535512387752533,5.226374888421558e-13,5.331818580627441,5.202960968017578,68,31.433250427246094,0.16962352395057678,4,3,0.16109986796148326,0.12383927753051646,0.0664562399603631,0.049791440601041355,-0.03726059043096679,0.04485218740007882,0.680791910734603,0.680791910734603,0.24800158465000793,0.883178887583525,3972,2.209810655222039e-12,5861,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.03733999297101573,0.03733999297101573,0.3535512387752533,3368,Tier 0: Core Bottleneck Transducer
CLK1,721,501,0.16553930938243866,41.989227294921875,0.028338158420327803,0.3535516858100891,5.226374888421558e-13,4.304040908813477,3.0586841106414795,237,36.9420051574707,0.11650804430246353,4,3,0.13367443057100203,0.1127829591899654,0.0697057854535291,0.020615885051563327,-0.02089147138103663,0.0433527600659096,-0.4446509956796851,-0.4446509956796851,0.6717140058296245,0.92133023584395,11563,2.209810655222039e-12,5169,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.028338158420327803,0.028338158420327803,0.3535516858100891,3369,Tier 0: Core Bottleneck Transducer
ERC2,706,981,0.07928372174501419,41.46131134033203,0.035248251096874496,0.3535533845424652,5.226374888421558e-13,6.940427780151367,5.066932201385498,816,28.730255126953125,0.24157209694385529,4,2,0.1954102436069492,0.16367974165892246,-0.008840145162034534,0.04262528989695884,-0.022890356785992213,0.15278495370999037,0.42529372187640524,0.42529372187640524,0.3353112848177342,0.883178887583525,5803,2.209810655222039e-12,3816,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.035248251096874496,0.035248251096874496,0.3535533845424652,3370,Tier 0: Core Bottleneck Transducer
FOXI1,681,428,0.22173383831977844,37.32999038696289,0.03389371630998944,0.3291393220424652,5.226374888421558e-13,2.6410439014434814,2.16080379486084,226,8.024090766906738,0.3291393220424652,4,3,0.1376358162594237,0.11031748943872526,0.0615703778201873,0.03562329716203417,-0.027318326820698444,0.04044214127720223,0.14882684685471312,0.14882684685471312,0.44084513291257976,0.883178887583525,7856,2.209810655222039e-12,7530,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.03389371630998944,0.03389371630998944,0.3291393220424652,3371,Tier 0: Core Bottleneck Transducer
GMEB2,673,543,0.19103765487670898,40.569358825683594,0.037073861960723535,0.3526308536529541,5.226374888421558e-13,8.940927505493164,7.442991733551025,507,28.458534240722656,0.3141738474369049,4,3,0.16784660016286646,0.1255972647328616,0.05964908637225904,0.05934554968206722,-0.042249335430004864,0.048851964108540195,0.5244950039279168,0.5244950039279168,0.29996714691475357,0.883178887583525,5096,2.209810655222039e-12,6624,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.037073861960723535,0.037073861960723535,0.3526308536529541,3372,Tier 0: Core Bottleneck Transducer
KDM2A,678,1191,0.1078871637582779,41.804012298583984,0.031095956275444193,0.4082085192203522,5.226374888421558e-13,5.459939956665039,4.258293151855469,426,37.06121826171875,0.14732219278812408,3,3,0.16871868605567397,0.16871868605567397,0.05774463118000438,0.05201828406318347,,0.058955770812486145,-0.22255467734587223,-0.22255467734587223,0.5880589430265499,0.899814701768126,10367,2.209810655222039e-12,1467,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.031095956275444193,0.031095956275444193,0.4082085192203522,3373,Tier 0: Core Bottleneck Transducer
OGFOD2,717,355,0.19438423216342926,28.604829788208008,0.035632899272260994,0.3533972501754761,5.226374888421558e-13,2.8172523975372314,2.550081968307495,140,25.330089569091797,0.11122157424688339,4,3,0.15773178302180046,0.1374524047894561,0.060378472476418955,0.05761993379790807,-0.020279378232344353,0.03973337674747344,0.5216715223148269,0.5216715223148269,0.300949527890796,0.883178887583525,5109,2.209810655222039e-12,6504,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.035632899272260994,0.035632899272260994,0.3533972501754761,3374,Tier 0: Core Bottleneck Transducer
OR6B1,553,340,0.18928861618041992,42.30964660644531,0.05363835876509975,0.3535515367984772,5.226374888421558e-13,7.156154632568359,5.5541863441467285,99,25.155406951904297,0.2844778001308441,4,3,0.21507620103654712,0.18947158528763097,0.11991221286970957,0.04932115047503949,-0.025604615748916155,0.04584283769179806,1.8379541947848839,1.8379541947848839,0.03303457760156351,0.883178887583525,288,2.209810655222039e-12,5377,1.0453304888358161e-12,1.0453304888358161e-12,4.4196213104456154e-12,0.05363835876509975,0.05363835876509975,0.3535515367984772,3375,Tier 0: Core Bottleneck Transducer
