gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier,z_track_b,p_track_b,q_track_b,p_combined
COX7B2,716,87,37.50498962402344,0.02996549,1.058255860878387,0.14496940511629947,0.768483839414457,1101,0,0,0.0,1101,Background,1.058255860878387,0.14496940511629947,0.768483839414457,0.14496940511629947
OR9Q1,430,314,41.92335510253906,0.031413477,1.0574713401300413,0.14514826393832736,0.768483839414457,1102,0,0,0.0,1102,Background,1.0574713401300413,0.14514826393832736,0.768483839414457,0.14514826393832736
SNAPC4,555,1563,41.22257995605469,0.029698072,1.0567928159603432,0.14530307686367167,0.768483839414457,1103,0,0,0.0,1103,Background,1.0567928159603432,0.14530307686367167,0.768483839414457,0.14530307686367167
AP2B1,660,941,41.51522064208984,0.029871328,1.0553414727332295,0.14563458996836898,0.768483839414457,1104,0,0,0.0,1104,Background,1.0553414727332295,0.14563458996836898,0.768483839414457,0.14563458996836898
HBZ,411,168,40.315773010253906,0.031840134,1.055208042814217,0.14566509328587757,0.768483839414457,1105,0,0,0.0,1105,Background,1.055208042814217,0.14566509328587757,0.768483839414457,0.14566509328587757
MTNR1B,461,393,33.49903106689453,0.030730812,1.0543938581483878,0.14585131652228794,0.768483839414457,1106,0,0,0.0,1106,Background,1.0543938581483878,0.14585131652228794,0.768483839414457,0.14585131652228794
OR4C16,232,313,45.367923736572266,0.038378302,1.054241376146024,0.145886210533633,0.768483839414457,1107,0,0,0.0,1107,Background,1.054241376146024,0.145886210533633,0.768483839414457,0.145886210533633
MRC2,663,1537,41.74647521972656,0.029870303,1.0542329035694429,0.14588814956423113,0.768483839414457,1108,0,0,0.0,1108,Background,1.0542329035694429,0.14588814956423113,0.768483839414457,0.14588814956423113
IL1RL1,705,593,41.458984375,0.029928181,1.053770495524655,0.14599400235807114,0.768483839414457,1109,0,0,0.0,1109,Background,1.053770495524655,0.14599400235807114,0.768483839414457,0.14599400235807114
MAPK15,623,599,39.94375228881836,0.029800488,1.0528487200494638,0.1462051658296487,0.768483839414457,1110,0,0,0.0,1110,Background,1.0528487200494638,0.1462051658296487,0.768483839414457,0.1462051658296487
TEX51,678,175,40.691104888916016,0.029878287,1.051402183146563,0.1465369567886739,0.768483839414457,1111,0,0,0.0,1111,Background,1.051402183146563,0.1465369567886739,0.768483839414457,0.1465369567886739
C1RL,359,502,40.84205627441406,0.03318675,1.0508542594821624,0.14666276544825463,0.768483839414457,1112,0,0,0.0,1112,Background,1.0508542594821624,0.14666276544825463,0.768483839414457,0.14666276544825463
PINLYP,603,213,32.732547760009766,0.029756455,1.0507958711445191,0.14667617625666834,0.768483839414457,1113,0,0,0.0,1113,Background,1.0507958711445191,0.14667617625666834,0.768483839414457,0.14667617625666834
TMEM190,628,205,41.78010940551758,0.029796928,1.0504988973234153,0.14674439882981655,0.768483839414457,1114,0,0,0.0,1114,Background,1.0504988973234153,0.14674439882981655,0.768483839414457,0.14674439882981655
DACT2,598,874,39.53571701049805,0.02974279,1.0498040312788601,0.14690411071992354,0.768483839414457,1115,0,0,0.0,1115,Background,1.0498040312788601,0.14690411071992354,0.768483839414457,0.14690411071992354
ADH1B,449,408,41.606842041015625,0.030945383,1.0492316250509621,0.14703576331007961,0.768483839414457,1116,0,0,0.0,1116,Background,1.0492316250509621,0.14703576331007961,0.768483839414457,0.14703576331007961
TBPL2,708,359,44.8460693359375,0.029908445,1.0490046653424845,0.14708798560616432,0.768483839414457,1117,0,0,0.0,1117,Background,1.0490046653424845,0.14708798560616432,0.768483839414457,0.14708798560616432
TAAR2,391,354,43.82695770263672,0.03228931,1.0487855179754282,0.14713842212147055,0.768483839414457,1118,0,0,0.0,1118,Background,1.0487855179754282,0.14713842212147055,0.768483839414457,0.14713842212147055
OR1D2,195,316,41.5533332824707,0.040651876,1.0474456398187908,0.14744704568762262,0.768483839414457,1119,0,0,0.0,1119,Background,1.0474456398187908,0.14744704568762262,0.768483839414457,0.14744704568762262
RAB17,659,178,41.68510437011719,0.029829789,1.0473362327111824,0.14747226533723096,0.768483839414457,1120,0,0,0.0,1120,Background,1.0473362327111824,0.14747226533723096,0.768483839414457,0.14747226533723096
OR6C65,150,323,42.078514099121094,0.044618912,1.0461306262765095,0.14775036346277542,0.768483839414457,1121,0,0,0.0,1121,Background,1.0461306262765095,0.14775036346277542,0.768483839414457,0.14775036346277542
ASPG,598,671,34.25312423706055,0.02971621,1.0444880312788598,0.14812982690725524,0.768483839414457,1122,0,0,0.0,1122,Background,1.0444880312788598,0.14812982690725524,0.768483839414457,0.14812982690725524
THRSP,655,160,26.326751708984375,0.029806457,1.0438869935644337,0.1482688382278527,0.768483839414457,1123,0,0,0.0,1123,Background,1.0438869935644337,0.1482688382278527,0.768483839414457,0.1482688382278527
GMEB1,571,595,38.50394821166992,0.029661583,1.0433567496679106,0.14839154839930413,0.768483839414457,1124,0,0,0.0,1124,Background,1.0433567496679106,0.14839154839930413,0.768483839414457,0.14839154839930413
H2BC17,195,126,31.78298568725586,0.040565863,1.0423648318979017,0.14862128245644468,0.768483839414457,1125,0,0,0.0,1125,Background,1.0423648318979017,0.14862128245644468,0.768483839414457,0.14862128245644468
SPINDOC,706,425,41.007694244384766,0.0298704,1.041940839098989,0.1487195542135465,0.768483839414457,1126,0,0,0.0,1126,Background,1.041940839098989,0.1487195542135465,0.768483839414457,0.1487195542135465
ATRAID,729,230,41.74558639526367,0.029899312,1.0415898821636016,0.14880093078882983,0.768483839414457,1127,0,0,0.0,1127,Background,1.0415898821636016,0.14880093078882983,0.768483839414457,0.14880093078882983
SHISA5,681,255,42.15557098388672,0.029829605,1.0407978787078103,0.14898468239439827,0.768483839414457,1128,0,0,0.0,1128,Background,1.0407978787078103,0.14898468239439827,0.768483839414457,0.14898468239439827
TMED9,674,242,27.8729190826416,0.029818986,1.0407081906919815,0.14900550033584675,0.768483839414457,1129,0,0,0.0,1129,Background,1.0407081906919815,0.14900550033584675,0.768483839414457,0.14900550033584675
C1orf87,547,618,41.667335510253906,0.029599614,1.0402708594533565,0.1491070393532627,0.768483839414457,1130,0,0,0.0,1130,Background,1.0402708594533565,0.1491070393532627,0.768483839414457,0.1491070393532627
RNASE8,247,159,35.3743896484375,0.037362996,1.0391654371564027,0.14936390091438828,0.768483839414457,1131,0,0,0.0,1131,Background,1.0391654371564027,0.14936390091438828,0.768483839414457,0.14936390091438828
NET1,676,620,41.92912673950195,0.029810881,1.0385027930487747,0.14951801780802149,0.768483839414457,1132,0,0,0.0,1132,Background,1.0385027930487747,0.14951801780802149,0.768483839414457,0.14951801780802149
PNP,634,291,43.59415817260742,0.029742086,1.037590742364871,0.14973031486084798,0.768483839414457,1133,0,0,0.0,1133,Background,1.037590742364871,0.14973031486084798,0.768483839414457,0.14973031486084798
PADI2,649,709,36.10452651977539,0.029765617,1.0375657904228939,0.1497361257220724,0.768483839414457,1134,0,0,0.0,1134,Background,1.0375657904228939,0.1497361257220724,0.768483839414457,0.1497361257220724
SSPN,709,141,32.76247787475586,0.029850867,1.0372173439215795,0.1498172884026307,0.768483839414457,1135,0,0,0.0,1135,Background,1.0372173439215795,0.1498172884026307,0.768483839414457,0.1498172884026307
AKR1B10,190,323,44.53083801269531,0.040838897,1.036739645577049,0.14992860503930994,0.768483839414457,1136,0,0,0.0,1136,Background,1.036739645577049,0.14992860503930994,0.768483839414457,0.14992860503930994
SLC44A3,658,593,41.431053161621094,0.029774776,1.0366368821537402,0.14995255890395598,0.768483839414457,1137,0,0,0.0,1137,Background,1.0366368821537402,0.14995255890395598,0.768483839414457,0.14995255890395598
TGM6,645,712,41.715084075927734,0.029753571,1.0364020788247095,0.15000730047570865,0.768483839414457,1138,0,0,0.0,1138,Background,1.0364020788247095,0.15000730047570865,0.768483839414457,0.15000730047570865
C8orf48,482,349,41.844871520996094,0.030207766,1.034971228342617,0.15034117402954672,0.768483839414457,1139,0,0,0.0,1139,Background,1.034971228342617,0.15034117402954672,0.768483839414457,0.15034117402954672
AACS,633,681,38.83266830444336,0.029716596,1.0328141186038198,0.15084544762594787,0.768483839414457,1140,0,0,0.0,1140,Background,1.0328141186038198,0.15084544762594787,0.768483839414457,0.15084544762594787
ABHD16B,627,486,35.817718505859375,0.029706398,1.0327188939460643,0.1508677344812619,0.768483839414457,1141,0,0,0.0,1141,Background,1.0327188939460643,0.1508677344812619,0.768483839414457,0.1508677344812619
KRTAP24-1,624,270,41.31463241577149,0.02970017,1.032455981302461,0.15092927925155536,0.768483839414457,1142,0,0,0.0,1142,Background,1.032455981302461,0.15092927925155536,0.768483839414457,0.15092927925155536
ACSM4,581,601,41.9512825012207,0.0296137,1.030073169587254,0.1514878295262686,0.768483839414457,1143,0,0,0.0,1143,Background,1.030073169587254,0.1514878295262686,0.768483839414457,0.1514878295262686
LAMTOR3,708,117,32.93269348144531,0.029813303,1.0299762653424847,0.15151057370723847,0.768483839414457,1144,0,0,0.0,1144,Background,1.0299762653424847,0.15151057370723847,0.768483839414457,0.15151057370723847
PROK1,685,106,36.22915267944336,0.029780624,1.029853353794921,0.15153942527059228,0.768483839414457,1145,0,0,0.0,1145,Background,1.029853353794921,0.15153942527059228,0.768483839414457,0.15153942527059228
CCDC74B,604,368,39.07643508911133,0.029653369,1.0298330360773675,0.15154419488876958,0.768483839414457,1146,0,0,0.0,1146,Background,1.0298330360773675,0.15154419488876958,0.768483839414457,0.15154419488876958
EMX1,682,301,37.389190673828125,0.029770974,1.0287836505945807,0.15179067557885045,0.768483839414457,1147,0,0,0.0,1147,Background,1.0287836505945807,0.15179067557885045,0.768483839414457,0.15179067557885045
ATP5IF1,713,111,30.992334365844727,0.029813603,1.028683380705047,0.15181424100371183,0.768483839414457,1148,0,0,0.0,1148,Background,1.028683380705047,0.15181424100371183,0.768483839414457,0.15181424100371183
MAGEE2,563,529,41.83625411987305,0.029570814,1.0282393737799878,0.15191862070498774,0.768483839414457,1149,0,0,0.0,1149,Background,1.0282393737799878,0.15191862070498774,0.768483839414457,0.15191862070498774
DEFB119,638,99,35.40814971923828,0.029694954,1.0268864021831179,0.15223697896801613,0.768483839414457,1150,0,0,0.0,1150,Background,1.0268864021831179,0.15223697896801613,0.768483839414457,0.15223697896801613
BHLHE23,526,267,34.19978332519531,0.02948817,1.0266437410847566,0.15229412466098158,0.768483839414457,1151,0,0,0.0,1151,Background,1.0266437410847566,0.15229412466098158,0.768483839414457,0.15229412466098158
ADAMTSL3,587,1834,40.963748931884766,0.029594477,1.0240499938317376,0.15290583098631966,0.768483839414457,1152,0,0,0.0,1152,Background,1.0240499938317376,0.15290583098631966,0.768483839414457,0.15290583098631966
KRT77,624,683,41.86974334716797,0.029657818,1.0239855813024605,0.15292104266428946,0.768483839414457,1153,0,0,0.0,1153,Background,1.0239855813024605,0.15292104266428946,0.768483839414457,0.15292104266428946
OR5T1,117,346,42.06483459472656,0.048310827,1.0229228989079595,0.15317215081601881,0.768483839414457,1154,0,0,0.0,1154,Background,1.0229228989079595,0.15317215081601881,0.768483839414457,0.15317215081601881
LIPN,698,412,40.377906799316406,0.029759066,1.0218781155543353,0.1534192957386979,0.768483839414457,1155,0,0,0.0,1155,Background,1.0218781155543353,0.1534192957386979,0.768483839414457,0.1534192957386979
ADAT3,143,372,41.43020248413086,0.044842146,1.0207025693108145,0.15369768843516285,0.768483839414457,1156,0,0,0.0,1156,Background,1.0207025693108145,0.15369768843516285,0.768483839414457,0.15369768843516285
ISM2,420,651,41.03070831298828,0.031372335,1.0195734145796478,0.15396540941386827,0.768483839414457,1157,0,0,0.0,1157,Background,1.0195734145796478,0.15396540941386827,0.768483839414457,0.15396540941386827
SELENON,185,564,45.3939323425293,0.040912107,1.019279599397588,0.1540351231380906,0.768483839414457,1158,0,0,0.0,1158,Background,1.019279599397588,0.1540351231380906,0.768483839414457,0.1540351231380906
KLB,611,1069,41.70323944091797,0.029600788,1.0169211983159823,0.1545954590377887,0.768483839414457,1159,0,0,0.0,1159,Background,1.0169211983159823,0.1545954590377887,0.768483839414457,0.1545954590377887
CARF,617,748,42.511436462402344,0.029604949,1.0157325268244817,0.15487838716324087,0.768483839414457,1160,0,0,0.0,1160,Background,1.0157325268244817,0.15487838716324087,0.768483839414457,0.15487838716324087
CIMAP3,495,262,40.91240692138672,0.029864393,1.0154972745615067,0.15493442253060624,0.768483839414457,1161,0,0,0.0,1161,Background,1.0154972745615067,0.15493442253060624,0.768483839414457,0.15493442253060624
NPBWR2,393,357,37.81442642211914,0.03197544,1.0153461913534234,0.15497041650515841,0.768483839414457,1162,0,0,0.0,1162,Background,1.0153461913534234,0.15497041650515841,0.768483839414457,0.15497041650515841
OAS3,430,1184,41.50255584716797,0.031112941,1.0139084057364802,0.15531323002823944,0.768483839414457,1163,0,0,0.0,1163,Background,1.0139084057364802,0.15531323002823944,0.768483839414457,0.15531323002823944
TASP1,653,420,41.7607421875,0.029651782,1.013564763615933,0.15539523921740384,0.768483839414457,1164,0,0,0.0,1164,Background,1.013564763615933,0.15539523921740384,0.768483839414457,0.15539523921740384
OR1A1,145,318,43.649810791015625,0.04442345,1.0117702878040775,0.15582394975037117,0.768483839414457,1165,0,0,0.0,1165,Background,1.0117702878040775,0.15582394975037117,0.768483839414457,0.15582394975037117
PYHIN1,149,582,41.753902435302734,0.043978263,1.0110343335867342,0.15599999869702658,0.768483839414457,1166,0,0,0.0,1166,Background,1.0110343335867342,0.15599999869702658,0.768483839414457,0.15599999869702658
OR2AE1,303,375,41.66162109375,0.03461607,1.0106636150137116,0.15608872859082767,0.768483839414457,1167,0,0,0.0,1167,Background,1.0106636150137116,0.15608872859082767,0.768483839414457,0.15608872859082767
ARMCX5,272,575,43.83747863769531,0.035829008,1.0102928467852743,0.15617750362693428,0.768483839414457,1168,0,0,0.0,1168,Background,1.0102928467852743,0.15617750362693428,0.768483839414457,0.15617750362693428
OR11G2,247,319,41.53242874145508,0.03695904,1.0092545438644547,0.1564262870826108,0.768483839414457,1169,0,0,0.0,1169,Background,1.0092545438644547,0.1564262870826108,0.768483839414457,0.1564262870826108
CCDC74A,603,359,39.06541061401367,0.029538963,1.0072974711445193,0.1568959223381533,0.768483839414457,1170,0,0,0.0,1170,Background,1.0072974711445193,0.1568959223381533,0.768483839414457,0.1568959223381533
HSPB3,694,155,41.77121353149414,0.029677486,1.0066784180531787,0.15704466833695835,0.768483839414457,1171,0,0,0.0,1171,Background,1.0066784180531787,0.15704466833695835,0.768483839414457,0.15704466833695835
IL15RA,658,330,39.46514129638672,0.029622052,1.0060920821537402,0.1571856385571498,0.768483839414457,1172,0,0,0.0,1172,Background,1.0060920821537402,0.1571856385571498,0.768483839414457,0.1571856385571498
PCDHB9,116,867,41.20690155029297,0.048025977,1.0060651622533061,0.1571921127903504,0.768483839414457,1173,0,0,0.0,1173,Background,1.0060651622533061,0.1571921127903504,0.768483839414457,0.1571921127903504
KIF21B,635,1690,41.70574569702149,0.029583506,1.0055541255815863,0.15731505031532156,0.768483839414457,1174,0,0,0.0,1174,Background,1.0055541255815863,0.15731505031532156,0.768483839414457,0.15731505031532156
TMX1,717,288,40.604835510253906,0.02970315,1.0055206775450471,0.15732309894475555,0.768483839414457,1175,0,0,0.0,1175,Background,1.0055206775450471,0.15732309894475555,0.768483839414457,0.15732309894475555
LRRC27,543,633,39.49471282958984,0.029416751,1.0053092849618652,0.15737397278325815,0.768483839414457,1176,0,0,0.0,1176,Background,1.0053092849618652,0.15737397278325815,0.768483839414457,0.15737397278325815
SHCBP1,635,701,42.540775299072266,0.02958158,1.0051689255815863,0.15740775771081966,0.768483839414457,1177,0,0,0.0,1177,Background,1.0051689255815863,0.15740775771081966,0.768483839414457,0.15740775771081966
CDKN1C,146,425,38.83369445800781,0.044166885,1.0049743301693084,0.1574546053010995,0.768483839414457,1178,0,0,0.0,1178,Background,1.0049743301693084,0.1574546053010995,0.768483839414457,0.1574546053010995
DLGAP2,544,1109,41.3758544921875,0.02941663,1.0048806632801859,0.15747715826706266,0.768483839414457,1179,0,0,0.0,1179,Background,1.0048806632801859,0.15747715826706266,0.768483839414457,0.15747715826706266
TYMP,411,489,42.13395690917969,0.031461418,1.0038326411727265,0.15772964413644863,0.768483839414457,1180,0,0,0.0,1180,Background,1.0038326411727265,0.15772964413644863,0.768483839414457,0.15772964413644863
PKP3,623,839,40.66325378417969,0.029549455,1.0026421200494635,0.15801678280225762,0.768483839414457,1181,0,0,0.0,1181,Background,1.0026421200494635,0.15801678280225762,0.768483839414457,0.15801678280225762
SLC16A1,364,528,45.74427032470703,0.032620203,1.0024109798584637,0.1580725706542252,0.768483839414457,1182,0,0,0.0,1182,Background,1.0024109798584637,0.1580725706542252,0.768483839414457,0.1580725706542252
KIF27,659,1432,43.4287109375,0.029602107,1.0017998327111823,0.15822013902582238,0.768483839414457,1183,0,0,0.0,1183,Background,1.0017998327111823,0.15822013902582238,0.768483839414457,0.15822013902582238
SLFN5,342,934,42.659549713134766,0.033234775,1.0009394575419486,0.15842803948867934,0.768483839414457,1184,0,0,0.0,1184,Background,1.0009394575419486,0.15842803948867934,0.768483839414457,0.15842803948867934
GPM6B,636,246,41.511322021484375,0.029561862,1.0009054652675111,0.15843625703658532,0.768483839414457,1185,0,0,0.0,1185,Background,1.0009054652675111,0.15843625703658532,0.768483839414457,0.15843625703658532
SORCS2,459,1218,41.77920150756836,0.030436747,1.000711059145432,0.15848325960567294,0.768483839414457,1186,0,0,0.0,1186,Background,1.000711059145432,0.15848325960567294,0.768483839414457,0.15848325960567294
OR52A5,111,327,41.58727264404297,0.04864949,1.0000164804088967,0.15865126618783604,0.768483839414457,1187,0,0,0.0,1187,Background,1.0000164804088967,0.15865126618783604,0.768483839414457,0.15865126618783604
OR5W2,179,329,41.61930847167969,0.041026533,0.9997330843824471,0.15871984831629637,0.768483839414457,1188,0,0,0.0,1188,Background,0.9997330843824471,0.15871984831629637,0.768483839414457,0.15871984831629637
INSL6,680,276,41.016387939453125,0.029622002,0.9995659419438148,0.15876030606821095,0.768483839414457,1189,0,0,0.0,1189,Background,0.9995659419438148,0.15876030606821095,0.768483839414457,0.15876030606821095
SERPINA9,477,511,41.5876579284668,0.030087423,0.9984415002537907,0.15903265910803382,0.768483839414457,1190,0,0,0.0,1190,Background,0.9984415002537907,0.15903265910803382,0.768483839414457,0.15903265910803382
OSBPL5,612,907,41.57775115966797,0.029498328,0.9960903237197928,0.1596031304589554,0.768483839414457,1191,0,0,0.0,1191,Background,0.9960903237197928,0.1596031304589554,0.768483839414457,0.1596031304589554
DDX3Y,391,688,42.14670181274414,0.03186389,0.9949746401275564,0.15987429928148705,0.768483839414457,1192,0,0,0.0,1192,Background,0.9949746401275564,0.15987429928148705,0.768483839414457,0.15987429928148705
BTN2A1,409,539,42.64490509033203,0.031441063,0.9949361629552895,0.1598836565973124,0.768483839414457,1193,0,0,0.0,1193,Background,0.9949361629552895,0.1598836565973124,0.768483839414457,0.1598836565973124
NAT8B,349,251,41.51737976074219,0.032965586,0.9940558823055333,0.16009783109097814,0.768483839414457,1194,0,0,0.0,1194,Background,0.9940558823055333,0.16009783109097814,0.768483839414457,0.16009783109097814
PCTP,583,238,41.48311233520508,0.029437046,0.994012441889433,0.1601084051079557,0.768483839414457,1195,0,0,0.0,1195,Background,0.994012441889433,0.1601084051079557,0.768483839414457,0.1601084051079557
RBMS2,682,439,41.71304702758789,0.029593743,0.9933374505945808,0.16027276628599713,0.768483839414457,1196,0,0,0.0,1196,Background,0.9933374505945808,0.16027276628599713,0.768483839414457,0.16027276628599713
SHE,576,524,41.61229705810547,0.029420527,0.9932799925404134,0.16028676248156415,0.768483839414457,1197,0,0,0.0,1197,Background,0.9932799925404134,0.16028676248156415,0.768483839414457,0.16028676248156415
IFNE,592,215,40.735897064208984,0.029448058,0.992976071560829,0.16036080781760115,0.768483839414457,1198,0,0,0.0,1198,Background,0.992976071560829,0.16036080781760115,0.768483839414457,0.16036080781760115
NRDC,630,1249,42.812957763671875,0.02950956,0.9923756341679156,0.16050716018217237,0.768483839414457,1199,0,0,0.0,1199,Background,0.9923756341679156,0.16050716018217237,0.768483839414457,0.16050716018217237
IZUMO3,697,258,41.20980072021485,0.02960122,0.9905870900729848,0.1609436220584578,0.768483839414457,1200,0,0,0.0,1200,Background,0.9905870900729848,0.1609436220584578,0.768483839414457,0.1609436220584578
DEPDC4,111,494,41.50355529785156,0.048383925,0.9901528138515636,0.16104971610500224,0.768483839414457,1201,0,0,0.0,1201,Background,0.9901528138515636,0.16104971610500224,0.768483839414457,0.16104971610500224
KRT32,527,471,41.926116943359375,0.029305167,0.9896189747414824,0.16118019597034178,0.768483839414457,1202,0,0,0.0,1202,Background,0.9896189747414824,0.16118019597034178,0.768483839414457,0.16118019597034178
TTLL13,539,833,42.499603271484375,0.029327992,0.9891864108555491,0.1612859729223708,0.768483839414457,1203,0,0,0.0,1203,Background,0.9891864108555491,0.1612859729223708,0.768483839414457,0.1612859729223708
HSPB9,619,176,38.27163314819336,0.02947319,0.9887136412989654,0.16140163334004431,0.768483839414457,1204,0,0,0.0,1204,Background,0.9887136412989654,0.16140163334004431,0.768483839414457,0.16140163334004431
MSLN,278,680,34.47626495361328,0.035318773,0.9886080596719045,0.16142747067915747,0.768483839414457,1205,0,0,0.0,1205,Background,0.9886080596719045,0.16142747067915747,0.768483839414457,0.16142747067915747
GSDMC,326,549,42.55055618286133,0.0336073,0.9885921412105263,0.1614313663890345,0.768483839414457,1206,0,0,0.0,1206,Background,0.9885921412105263,0.1614313663890345,0.768483839414457,0.1614313663890345
DUSP11,613,358,40.369590759277344,0.029452356,0.9865578786822087,0.16192971402648104,0.768483839414457,1207,0,0,0.0,1207,Background,0.9865578786822087,0.16192971402648104,0.768483839414457,0.16192971402648104
STRA6,658,713,41.79686737060547,0.029521229,0.9859274821537402,0.16208434990549775,0.768483839414457,1208,0,0,0.0,1208,Background,0.9859274821537402,0.16208434990549775,0.768483839414457,0.16208434990549775
TMEM202,676,303,41.922271728515625,0.029534698,0.9832661930487748,0.16273822209389727,0.768483839414457,1209,0,0,0.0,1209,Background,0.9832661930487748,0.16273822209389727,0.768483839414457,0.16273822209389727
GRIK1,661,943,41.399017333984375,0.029507468,0.9822675996112369,0.16298401609850655,0.768483839414457,1210,0,0,0.0,1210,Background,0.9822675996112369,0.16298401609850655,0.768483839414457,0.16298401609850655
PRG2,396,255,43.541751861572266,0.03163943,0.98156116867122,0.1631580428418986,0.768483839414457,1211,0,0,0.0,1211,Background,0.98156116867122,0.1631580428418986,0.768483839414457,0.1631580428418986
OR4K14,314,345,41.800071716308594,0.033923104,0.9813971754877073,0.16319845924205884,0.768483839414457,1212,0,0,0.0,1212,Background,0.9813971754877073,0.16319845924205884,0.768483839414457,0.16319845924205884
MAN2B2,407,1049,40.298004150390625,0.031384874,0.9813248701512994,0.16321628108210218,0.768483839414457,1213,0,0,0.0,1213,Background,0.9813248701512994,0.16321628108210218,0.768483839414457,0.16321628108210218
KCNK16,682,315,41.22318649291992,0.029532034,0.9809956505945807,0.1632974432001818,0.768483839414457,1214,0,0,0.0,1214,Background,0.9809956505945807,0.1632974432001818,0.768483839414457,0.1632974432001818
OR4F17,280,315,41.85179901123047,0.0351486,0.9809952044574252,0.16329755320364853,0.768483839414457,1215,0,0,0.0,1215,Background,0.9809952044574252,0.16329755320364853,0.768483839414457,0.16329755320364853
OR2H1,242,323,41.56150817871094,0.036818206,0.9809367351081564,0.16331197033277972,0.768483839414457,1216,0,0,0.0,1216,Background,0.9809367351081564,0.16331197033277972,0.768483839414457,0.16331197033277972
U2AF2,646,512,25.384069442749023,0.029476665,0.9807084225024617,0.16336827462489023,0.768483839414457,1217,0,0,0.0,1217,Background,0.9807084225024617,0.16336827462489023,0.768483839414457,0.16336827462489023
CROCC2,461,1800,39.92097473144531,0.030273028,0.9804552786611018,0.16343071730101938,0.768483839414457,1218,0,0,0.0,1218,Background,0.9804552786611018,0.16343071730101938,0.768483839414457,0.16343071730101938
SEC14L4,574,417,38.66081237792969,0.02934881,0.9796798898712482,0.16362207793787958,0.768483839414457,1219,0,0,0.0,1219,Background,0.9796798898712482,0.16362207793787958,0.768483839414457,0.16362207793787958
FETUB,682,442,41.307708740234375,0.029521171,0.9788230505945807,0.16383370913081763,0.768483839414457,1220,0,0,0.0,1220,Background,0.9788230505945807,0.16383370913081763,0.768483839414457,0.16383370913081763
C12orf42,201,385,42.09768295288086,0.039064843,0.977096953368208,0.16426057796202193,0.768483839414457,1221,0,0,0.0,1221,Background,0.977096953368208,0.16426057796202193,0.768483839414457,0.16426057796202193
OR52N1,126,326,41.49714279174805,0.04586266,0.9760358766571431,0.16452334291558185,0.768483839414457,1222,0,0,0.0,1222,Background,0.9760358766571431,0.16452334291558185,0.768483839414457,0.16452334291558185
CDC6,709,582,41.70167541503906,0.029542485,0.9755409439215795,0.16464600113958416,0.768483839414457,1223,0,0,0.0,1223,Background,0.9755409439215795,0.16464600113958416,0.768483839414457,0.16464600113958416
SOD3,700,294,30.610483169555664,0.029525591,0.9746285558477653,0.16487227176703084,0.768483839414457,1224,0,0,0.0,1224,Background,0.9746285558477653,0.16487227176703084,0.768483839414457,0.16487227176703084
CD160,458,185,41.267181396484375,0.03028579,0.9735075753319815,0.1651505485408596,0.768483839414457,1225,0,0,0.0,1225,Background,0.9735075753319815,0.1651505485408596,0.768483839414457,0.1651505485408596
JAK2,669,1154,44.485137939453125,0.029475143,0.9734120329225903,0.1651742804304957,0.768483839414457,1226,0,0,0.0,1226,Background,0.9734120329225903,0.1651742804304957,0.768483839414457,0.1651742804304957
OR8G1,120,332,41.4715576171875,0.04660241,0.9733384236943853,0.16519256581720443,0.768483839414457,1227,0,0,0.0,1227,Background,0.9733384236943853,0.16519256581720443,0.768483839414457,0.16519256581720443
UBN2,408,1381,45.63133239746094,0.03130191,0.9732034906016731,0.16522608816567008,0.768483839414457,1228,0,0,0.0,1228,Background,0.9732034906016731,0.16522608816567008,0.768483839414457,0.16522608816567008
H2AC16,170,132,41.32058334350586,0.041253965,0.9730531121758466,0.16526345289065747,0.768483839414457,1229,0,0,0.0,1229,Background,0.9730531121758466,0.16526345289065747,0.768483839414457,0.16526345289065747
ATP8B3,249,1407,33.55584716796875,0.036370493,0.9726125073117857,0.16537296204011342,0.768483839414457,1230,0,0,0.0,1230,Background,0.9726125073117857,0.16537296204011342,0.768483839414457,0.16537296204011342
MAN2C1,643,1114,41.77799606323242,0.029431382,0.972591376762727,0.1653782150646559,0.768483839414457,1231,0,0,0.0,1231,Background,0.972591376762727,0.1653782150646559,0.768483839414457,0.1653782150646559
FASN,640,2643,41.15440368652344,0.0294266,0.9725811295462724,0.16538076254701212,0.768483839414457,1232,0,0,0.0,1232,Background,0.9725811295462724,0.16538076254701212,0.768483839414457,0.16538076254701212
SERPINA4,455,292,39.42061233520508,0.030335622,0.9724800328878562,0.16540589677731843,0.768483839414457,1233,0,0,0.0,1233,Background,0.9724800328878562,0.16540589677731843,0.768483839414457,0.16540589677731843
ISX,510,288,39.001556396484375,0.029376881,0.9710205057815613,0.1657690336893598,0.768483839414457,1234,0,0,0.0,1234,Background,0.9710205057815613,0.1657690336893598,0.768483839414457,0.1657690336893598
ANKRD65,548,473,41.56253433227539,0.02924525,0.9689980616882927,0.16627307813885317,0.768483839414457,1235,0,0,0.0,1235,Background,0.9689980616882927,0.16627307813885317,0.768483839414457,0.16627307813885317
UBA7,696,1063,42.02090072631836,0.029488705,0.9683628638905469,0.16643158961401056,0.768483839414457,1236,0,0,0.0,1236,Background,0.9683628638905469,0.16643158961401056,0.768483839414457,0.16643158961401056
