gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,z_score,p_combined,p_value,fdr_q,psi_score,rank_prod,tier
POLD2,462,712,110,70,40,0.2900160354715209,0.7098659873008728,1.942890293094024e-15,4.954370247388534e-13,21.072586059570312,16.699155807495117,349,29.685302734375,0.7098659873008728,0.8898640871047974,0.8358392715454102,0.9999828934669496,0.4984421133995056,1.3841346648533515,0.08315861215432618,0.9128864851350191,1065,2788,1.0541123167921588e-12,1526,1525.9999056499869,1321,1398.1392085134685,1.3841346648533515,9.909295606291835e-13,9.909295606291835e-13,2.108224633584907e-12,0.2900160354715209,1723.1424781485714,Tier 0: Core Bottleneck Transducer
EGLN3,239,714,112,72,40,0.2920070936127546,0.7067523002624512,1.942890293094024e-15,1.534883331544161e-13,9.736401557922363,8.11092472076416,234,30.780359268188477,0.3163186609745025,0.8814749717712402,0.8682562708854675,0.9775553345680236,0.4779746234416961,1.436580708219401,0.07541858424026081,0.9128864851350191,986,3012,1.0541123167921588e-12,1420,1419.9999109758344,1322,1295.143232457599,1.436580708219401,3.0703217746008704e-13,3.0703217746008704e-13,2.108224633584907e-12,0.2920070936127546,1723.3200515284443,Tier 0: Core Bottleneck Transducer
CSTB,99,595,88,48,40,0.3350375575317922,0.6189224123954773,1.942890293094024e-15,1.690314554991658e-13,16.721086502075195,10.27822208404541,84,27.016448974609375,0.6189224123954773,0.6607565879821777,0.8535664081573486,0.6785032153129578,0.8439502120018005,2.1395777919386156,0.016194451476236542,0.7623001006975402,317,9378,1.0541123167921588e-12,338,337.99990886664574,1323,283.3212836714333,2.1395777919386156,3.381184221495914e-13,3.381184221495914e-13,2.108224633584907e-12,0.3350375575317922,1724.1885047755075,Tier 0: Core Bottleneck Transducer
HIP1R,1095,657,105,69,36,0.2800322009283335,0.7403262257575989,1.942890293094024e-15,1.3736234372165314e-12,13.113203048706056,11.7919340133667,178,24.77642250061035,0.5292613506317139,0.9132575988769532,0.9999942183494568,0.8686007857322693,0.709041178226471,1.007935497332791,0.15674271451708693,0.9128864851350191,2043,1457,1.5661202986691857e-12,1685,1684.9999078174262,1324,1457.1168939142,1.007935497332791,2.747302385586181e-12,2.747302385586181e-12,3.132303887714282e-12,0.2800322009283335,1725.2973656735235,Tier 0: Core Bottleneck Transducer
CALB2,289,705,110,71,39,0.3036182787054461,0.6831594109535217,1.942890293094024e-15,1.9234613901628992e-13,10.638980865478516,7.660905361175537,80,26.53055953979492,0.4010085463523865,0.8503334522247314,0.6805207133293152,0.3702752292156219,0.6094344258308411,1.6932276916381739,0.045206067771615135,0.9128864851350191,609,4893,1.0541123167921588e-12,926,925.999911546137,1325,828.1902560691719,1.6932276916381739,3.846367668813855e-13,3.846367668813855e-13,2.108224633584907e-12,0.3036182787054461,1726.2204378352146,Tier 0: Core Bottleneck Transducer
ADCK5,599,672,107,70,37,0.27196952880415,0.7542382478713989,1.942890293094024e-15,7.965850201682328e-13,15.322280883789062,12.819107055664062,18,38.682125091552734,0.3961075246334076,0.7678403258323669,0.8671358227729797,0.9999849796295166,0.4980559349060058,0.854166023393513,0.19650650297736771,0.9128864851350191,2603,1147,1.1360895255387383e-12,1346,1345.9999072363576,1326,1147.1303957432658,0.854166023393513,1.5931145291858684e-12,1.5931145291858684e-12,2.272099881076601e-12,0.27196952880415,1727.9007494645055,Tier 0: Core Bottleneck Transducer
MPHOSPH9,1156,592,106,68,38,0.2833616065607922,0.7497072815895081,1.942890293094024e-15,1.939004512505956e-12,22.153528213500977,21.691909790039062,646,39.82792663574219,0.5562310218811035,0.9360309839248656,0.8490779399871826,0.8999649286270142,0.5350983738899231,0.9027821545053796,0.18332076207095194,0.9128864851350191,2422,1235,2.07804781848507e-12,1442,1441.999904406857,1327,1235.100831393415,0.9027821545053796,3.878009025015672e-12,3.878009025015672e-12,4.1560956369741695e-12,0.2833616065607922,1729.4999277247744,Tier 0: Core Bottleneck Transducer
TMEM163,326,673,109,73,36,0.2661310318710252,0.7653706073760986,1.942890293094024e-15,2.4480417692981713e-13,13.12689208984375,11.138686180114746,272,17.15102767944336,0.7653706073760986,0.935241162776947,0.7846863269805908,0.982711911201477,0.4607056379318237,0.7171658756914154,0.2366358761429429,0.9128864851350191,3216,933,1.0541123167921588e-12,1109,1108.999908238124,1328,933.1436980379116,0.7171658756914154,4.896638650109253e-13,4.896638650109253e-13,2.108224633584907e-12,0.2661310318710252,1732.2032213340328,Tier 0: Core Bottleneck Transducer
NUP58,607,634,95,59,36,0.2761847900682413,0.7537674903869629,1.942890293094024e-15,6.333822355484514e-13,16.103012084960938,14.081795692443848,60,40.643775939941406,0.3961987197399139,0.7920646071434021,0.8440043926239014,0.4736831486225128,0.8313450813293457,0.8540961461288632,0.19652585954651597,0.9128864851350191,2606,1153,1.0630611644866002e-12,1353,1352.9999066305102,1329,1153.1167276355172,0.8540961461288632,1.2667089599460724e-12,1.2667089599460724e-12,2.1260291597219465e-12,0.2761847900682413,1733.4122417936248,Tier 0: Core Bottleneck Transducer
CDADC1,540,682,97,57,40,0.2957067902067653,0.7051196098327637,1.942890293094024e-15,5.576095141178295e-13,19.319013595581055,12.874188423156738,355,29.93247413635254,0.6454198956489563,0.9198378324508668,0.6796911358833313,0.868095338344574,0.5546993613243103,1.4469650100486375,0.0739533618237331,0.9128864851350191,962,3124,1.0541123167921588e-12,1240,1239.999907207629,1330,1126.141336880612,1.4469650100486375,1.1151635170847385e-12,1.1151635170847385e-12,2.108224633584907e-12,0.2957067902067653,1733.5766495889359,Tier 0: Core Bottleneck Transducer
PFN1,141,711,112,72,40,0.3237021953664811,0.6047501564025879,1.942890293094024e-15,1.7097434579225954e-13,14.895036697387695,9.862249374389648,134,32.5444450378418,0.4576829075813293,0.455753892660141,0.8418285250663757,0.0,0.7869468331336975,2.188912646287153,0.014301594864759785,0.7217161576640944,297,10139,1.0541123167921588e-12,478,477.9999092061963,1331,406.3506817426006,2.188912646287153,3.419486915845482e-13,3.419486915845482e-13,2.108224633584907e-12,0.3237021953664811,1735.3048723495247,Tier 0: Core Bottleneck Transducer
SYS1,156,713,111,71,40,0.3095986640155366,0.664781391620636,1.942890293094024e-15,1.0685896612016561e-13,25.873451232910156,12.522862434387209,62,38.92023849487305,0.664781391620636,0.8312109112739563,0.5232343077659607,0.6570500731468201,0.312030017375946,1.8557791732826405,0.03174252015301544,0.9128864851350191,469,6440,1.0541123167921588e-12,759,758.9999073948841,1332,667.2363485201197,1.8557791732826405,2.1371793224034263e-13,2.1371793224034263e-13,2.108224633584907e-12,0.3095986640155366,1737.918294972465,Tier 0: Core Bottleneck Transducer
IL3RA,332,349,85,52,33,0.3665043348374363,0.6762856841087341,1.942890293094024e-15,5.67323965583294e-13,12.619815826416016,9.794976234436035,162,26.327167510986328,0.4793457388877868,0.7392109632492065,0.7758012413978577,0.5386242270469666,0.4596389532089233,1.7571199950312808,0.03944867912820883,0.9128864851350191,548,5515,1.0542226946662743e-12,138,137.99990926356833,1333,112.18713002993016,1.7571199950312808,1.13464793116691e-12,1.13464793116691e-12,2.108445389333147e-12,0.3665043348374363,1738.4533355830981,Tier 0: Core Bottleneck Transducer
RAB2A,191,702,109,72,37,0.3326733064777334,0.5174615383148193,1.942890293094024e-15,9.131584377541497e-14,7.935495376586914,4.547814846038818,180,18.88788795471191,0.4201367199420929,0.6366856694221497,0.4137784540653229,0.0,0.258650004863739,2.381707934871541,0.008616279405300258,0.5652228387595951,229,13201,1.0541123167921588e-12,359,358.9999180251149,1334,300.44898570003323,2.381707934871541,1.8263168755083825e-13,1.8263168755083825e-13,2.108224633584907e-12,0.3326733064777334,1738.6859981031653,Tier 0: Core Bottleneck Transducer
DCK,264,701,106,69,37,0.1661857290307653,0.8276615142822266,1.942890293094024e-15,3.322342401190229e-13,7.237875938415527,6.253977298736572,112,27.772937774658203,0.2606089413166046,0.7914592623710632,0.711685299873352,0.9999780654907228,0.2082740217447281,-1.6073534998715002,0.9460115777778484,0.9999999984505558,14128,214,1.0541123167921588e-12,264,263.9999137855408,1335,214.4782840039907,-1.6073534998715002,6.645239913893874e-13,6.645239913893874e-13,2.108224633584907e-12,0.1661857290307653,1738.7903841464042,Tier 0: Core Bottleneck Transducer
HBE1,147,395,103,70,33,0.3406841737288097,0.7054252624511719,1.942890293094024e-15,1.7874590696463422e-13,6.952391624450684,6.502898693084717,76,16.536212921142578,0.4204343259334564,0.8027105927467346,0.6633225679397583,0.4417398869991302,0.4111382365226745,1.4406303826253517,0.07484456609757403,0.9128864851350191,974,3105,1.0541123167921588e-12,275,274.9999133281821,1336,227.11080811439973,1.4406303826253517,3.574918139293004e-13,3.574918139293004e-13,2.108224633584907e-12,0.3406841737288097,1739.0428401853706,Tier 0: Core Bottleneck Transducer
ADCYAP1,198,726,111,72,39,0.3140819096416599,0.6440610885620117,1.942890293094024e-15,2.7589042161931333e-13,9.722850799560549,8.5617094039917,103,25.02755355834961,0.3884858787059784,0.7977302670478821,0.6322144269943237,0.7194291949272156,0.3799062073230743,1.9940450815848108,0.023073564031679792,0.9046591421059283,383,7900,1.0541123167921588e-12,642,641.999910458381,1337,556.2812105088128,1.9940450815848108,5.517253320874715e-13,5.517253320874715e-13,2.108224633584907e-12,0.3140819096416599,1739.4539373033135,Tier 0: Core Bottleneck Transducer
SLC32A1,538,706,110,71,39,0.2573815375504984,0.7748568058013916,1.942890293094024e-15,1.8068879725772794e-13,8.468996047973633,7.139123916625977,253,10.92975616455078,0.7748568058013916,0.6068055033683777,0.7599714994430542,0.1094074249267578,0.1217395514249801,0.5881376478786398,0.2782199525094843,0.9128864851350191,3933,770,1.0541123167921588e-12,926,925.9999122863346,1338,770.1765214499501,0.5881376478786398,3.613220833642572e-13,3.613220833642572e-13,2.108224633584907e-12,0.2573815375504984,1740.2327430547903,Tier 0: Core Bottleneck Transducer
LUZP2,373,569,91,64,27,0.2725321526950521,0.7762673497200012,1.942890293094024e-15,5.595524044109224e-13,12.644752502441406,11.391963005065918,259,23.92144775390625,0.5285947918891907,0.9256398677825928,0.79550701379776,0.8673180341720581,0.3736807107925415,0.5738096921825905,0.2830482946672679,0.9128864851350191,4033,752,1.0541123167921588e-12,905,904.9999080697464,1339,752.1151313601596,0.5738096921825905,1.1191048088221578e-12,1.1191048088221578e-12,2.108224633584907e-12,0.2725321526950521,1741.4982055689866,Tier 0: Core Bottleneck Transducer
ELF3,410,690,99,62,37,0.3030589338377449,0.6860631704330444,1.942890293094024e-15,5.14865927669784e-13,15.029292106628418,13.181452751159668,408,35.34413528442383,0.4252273142337799,0.8669336438179016,0.8361696004867554,0.7457289099693298,0.4029028415679931,1.6429317496207014,0.05019852755512543,0.9128864851350191,654,4639,1.0541123167921588e-12,948,947.9999070514638,1340,850.1825407382773,1.6429317496207014,1.029787366491064e-12,1.029787366491064e-12,2.108224633584907e-12,0.3030589338377449,1741.8111263854069,Tier 0: Core Bottleneck Transducer
GARNL3,1048,667,105,68,37,0.2573083169501667,0.7819851040840149,1.942890293094024e-15,1.0103029524083821e-12,21.302534103393555,19.30441093444824,12,36.66978454589844,0.5809288024902344,0.8423348069190979,0.8192176818847656,0.9999960064888,0.4925074279308319,0.4911533693776744,0.3116589884449111,0.9128864851350191,4527,671,1.2790421766133399e-12,814,813.9999049250382,1341,671.173594945128,0.4911533693776744,2.0205503936665536e-12,2.0205503936665536e-12,2.5580140761853008e-12,0.2573083169501667,1742.876071325784,Tier 0: Core Bottleneck Transducer
GPR45,380,707,107,70,37,0.3021786277220375,0.6843122839927673,1.942890293094024e-15,5.26523269428342e-13,16.72528076171875,14.129867553710938,39,30.260986328125,0.5527011156082153,0.8460522294044495,0.7896179556846619,0.7259644865989685,0.3706710338592529,1.6635795236744289,0.04809824334352163,0.9128864851350191,636,4790,1.0541123167921588e-12,971,970.9999066094432,1342,872.1882939807117,1.6635795236744289,1.0531020500081922e-12,1.0531020500081922e-12,2.108224633584907e-12,0.3021786277220375,1745.4053970353134,Tier 0: Core Bottleneck Transducer
KCTD3,857,680,102,69,33,0.3013742149611115,0.6922926902770996,1.942890293094024e-15,6.858402734619553e-13,22.49815368652344,19.09819793701172,739,36.83016204833984,0.6108621954917908,0.8417154550552368,0.779522180557251,0.999986171722412,0.447052001953125,1.577416072386644,0.057349909810093504,0.9128864851350191,734,4153,1.0772679180422585e-12,997,996.9999049755704,1343,898.1679747256402,1.577416072386644,1.3717360580756122e-12,1.3717360580756122e-12,2.154623028956e-12,0.3013742149611115,1745.938715992059,Tier 0: Core Bottleneck Transducer
PDSS1,458,644,105,66,39,0.2496849736456897,0.7958734631538391,1.942890293094024e-15,5.187517082559698e-13,21.453102111816406,15.243813514709473,161,43.36909484863281,0.4946633577346802,0.8702698945999146,0.7977206707000732,0.7768076062202454,0.4643067419528961,0.24942903493731117,0.4015144640481585,0.9128864851350191,6214,491,1.0541123167921588e-12,607,606.9999061561898,1344,491.20877951446624,0.24942903493731117,1.03755892766344e-12,1.03755892766344e-12,2.108224633584907e-12,0.2496849736456897,1746.7323778988011,Tier 0: Core Bottleneck Transducer
PEG3,2144,573,105,70,35,0.28331205671828,0.7540557980537415,1.942890293094024e-15,2.7899904608791264e-12,20.406883239746097,19.923933029174805,1068,30.019073486328125,0.6797972321510315,0.8423639535903931,0.8484625220298767,0.8482354879379272,0.8030610084533691,0.8421898346723649,0.19984085143588037,0.9128864851350191,2655,1150,2.8921336582541136e-12,1349,1348.9999047792162,1345,1150.0982041902228,0.8421898346723649,5.579980921766037e-12,5.579980921766037e-12,5.784267316516296e-12,0.28331205671828,1747.3551442108155,Tier 0: Core Bottleneck Transducer
CSNK2B,233,708,112,72,40,0.3298028756346832,0.5426532626152039,1.942890293094024e-15,4.4686476741161554e-14,6.35624361038208,4.299569606781006,5,16.294418334960938,0.3900871872901916,0.4718991219997406,0.696067750453949,0.2395109832286834,0.1513238698244094,2.3277609633805443,0.009962399990315061,0.6145035665652332,243,12571,1.0541123167921588e-12,391,390.9999188694569,1346,326.4288992351181,2.3277609633805443,8.931744233109384e-14,8.931744233109384e-14,2.108224633584907e-12,0.3298028756346832,1747.7851698649922,Tier 0: Core Bottleneck Transducer
GALNT14,576,693,107,70,37,0.2774375604390336,0.7360997200012207,1.942890293094024e-15,6.702971511172136e-13,20.49689292907715,15.526748657226562,576,41.05800247192383,0.4992179870605469,0.7919082045555115,0.8767549991607666,0.7907467484474182,0.4808906018733978,1.037220462057483,0.1498165619737568,0.9128864851350191,1937,1579,1.0752264917663781e-12,1814,1813.9999060507969,1347,1579.1277685400732,1.037220462057483,1.3406498133861078e-12,1.3406498133861078e-12,2.1503641952187173e-12,0.2774375604390336,1748.863345147356,Tier 0: Core Bottleneck Transducer
MC3R,374,693,108,70,38,0.3024372464048929,0.686399519443512,1.942890293094024e-15,4.682365606355501e-13,17.079111099243164,13.835993766784668,183,24.882171630859375,0.686399519443512,0.8525892496109009,0.8480316400527954,0.6187594532966614,0.9706538915634156,1.6355228187091495,0.05096974758265042,0.9128864851350191,665,4604,1.0541123167921588e-12,966,965.9999067403642,1348,867.1819421350183,1.6355228187091495,9.364731212713195e-13,9.364731212713195e-13,2.108224633584907e-12,0.3024372464048929,1749.7599835405997,Tier 0: Core Bottleneck Transducer
RSAD2,420,677,100,62,38,0.3032968563560437,0.6886429190635681,1.942890293094024e-15,5.109801470835977e-13,22.604503631591797,16.709178924560547,336,42.359619140625,0.533633291721344,0.8745774626731873,0.823739230632782,0.7103844285011292,0.5326709151268005,1.6157159312014053,0.05307787246738546,0.9128864851350191,691,4436,1.0541123167921588e-12,938,937.9999056467892,1349,840.1754572663784,1.6157159312014053,1.0220158053186879e-12,1.0220158053186879e-12,2.108224633584907e-12,0.3032968563560437,1750.792963202674,Tier 0: Core Bottleneck Transducer
M6PR,196,723,113,73,40,0.3054118895244684,0.672918975353241,1.942890293094024e-15,2.2731816429197498e-13,15.811633110046388,9.589555740356444,71,36.7280387878418,0.4305057823657989,0.8372219800949097,0.6178122162818909,0.4868440330028534,0.3228861391544342,1.7790989726939823,0.03761176855509755,0.9128864851350191,528,5811,1.0541123167921588e-12,872,871.9999094432668,1350,775.2190222813435,1.7790989726939823,4.5458081743277035e-13,4.5458081743277035e-13,2.108224633584907e-12,0.3054118895244684,1751.630097937347,Tier 0: Core Bottleneck Transducer
CST3,159,484,100,65,35,0.3133273674632857,0.7205593585968018,1.942890293094024e-15,2.545186283952847e-13,16.384586334228516,10.012145042419434,132,39.35026550292969,0.4163780212402344,0.5788602232933044,0.8260328769683838,0.5884770750999451,0.4421075880527496,1.2275657641892017,0.1098050101365089,0.9128864851350191,1408,2180,1.0541123167921588e-12,665,664.999909080883,1351,577.0916860658464,1.2275657641892017,5.090372567906343e-13,5.090372567906343e-13,2.108224633584907e-12,0.3133273674632857,1751.9817350646097,Tier 0: Core Bottleneck Transducer
KANTR,87,617,79,42,37,0.3435579536766731,0.5007922649383545,1.942890293094024e-15,5.6343818499725104e-14,6.2550153732299805,5.091976642608643,2,41.34781646728515,0.1512780040502548,0.2636087834835052,0.5132719278335571,0.4459931850433349,0.2941480278968811,2.409666615329608,0.007983551767348237,0.5334786703203589,225,13643,1.0541123167921588e-12,253,252.9999164150334,1352,206.46055869637513,2.409666615329608,1.1263212584822213e-13,1.1263212584822213e-13,2.108224633584907e-12,0.3435579536766731,1752.0488006902092,Tier 0: Core Bottleneck Transducer
SCARA5,516,672,104,69,35,0.2862090416171458,0.7238411903381348,1.942890293094024e-15,6.683542608241209e-13,16.99595069885254,11.14250946044922,363,23.480220794677734,0.7238411903381348,0.8886595964431763,0.6362059712409973,0.9179573059082032,0.9215593934059144,1.194459497093092,0.11614913760917284,0.9128864851350191,1506,2041,1.0744981085853997e-12,1757,1756.99990823553,1353,1624.1218822746923,1.194459497093092,1.3366530104974572e-12,1.3366530104974572e-12,2.148906973142565e-12,0.2862090416171458,1753.2101984645196,Tier 0: Core Bottleneck Transducer
MAP4K4,1409,676,107,69,38,0.3158717527719435,0.6564704179763794,1.942890293094024e-15,7.188694084445307e-13,13.353699684143066,12.864094734191896,597,38.47769927978515,0.3470503687858581,0.6345843076705933,0.9597068428993224,0.9999775290489196,0.8507281541824341,1.9137447167009252,0.027826391191096894,0.9128864851350191,434,7094,1.0936154564366608e-12,599,598.9999072128762,1354,514.2530096441636,1.9137447167009252,1.4377388168895777e-12,1.4377388168895777e-12,2.1872309128741073e-12,0.3158717527719435,1754.6498226141875,Tier 0: Core Bottleneck Transducer
FNDC11,354,701,112,73,39,0.3014018716618357,0.6865109801292419,1.942890293094024e-15,5.42066391773086e-13,13.593788146972656,12.876593589782717,350,23.9808406829834,0.5668603777885437,0.6268712282180786,0.9629018306732178,0.6084496974945068,0.8561161756515503,1.6304209574676196,0.05150627914052188,0.9128864851350191,671,4591,1.0541123167921588e-12,996,995.9999072063796,1355,897.1825074825407,1.6304209574676196,1.0840772723952341e-12,1.0840772723952341e-12,2.108224633584907e-12,0.3014018716618357,1755.1526999096118,Tier 0: Core Bottleneck Transducer
FYB1,912,680,105,69,36,0.263300102207279,0.7683671712875366,1.942890293094024e-15,1.3891665595612622e-12,18.241735458374023,15.580866813659668,503,37.70444107055664,0.4838086664676666,0.8581572771072388,0.801669716835022,0.7167253494262695,0.9719602465629578,0.6670192930525929,0.2523799049931674,0.9128864851350191,3488,885,1.578693818821132e-12,1055,1054.999906031048,1356,885.1534752244762,0.6670192930525929,2.7783886302756855e-12,2.7783886302756855e-12,3.157450722312542e-12,0.263300102207279,1756.9519060008445,Tier 0: Core Bottleneck Transducer
RNF5,181,715,114,74,40,0.2917280326262292,0.7054373621940613,1.942890293094024e-15,1.9234613901628992e-13,13.28636360168457,10.187129020690918,172,25.051692962646484,0.5303578972816467,0.8755783438682556,0.8953471779823303,0.9244961142539978,0.4872819185256958,1.4322531747653617,0.0760356893271974,0.9128864851350191,995,3103,1.0541123167921588e-12,1442,1441.999908938844,1357,1315.146923844363,1.4322531747653617,3.846367668813855e-13,3.846367668813855e-13,2.108224633584907e-12,0.2917280326262292,1757.1240707474244,Tier 0: Core Bottleneck Transducer
PPP1R21,748,711,112,73,39,0.2425495950531285,0.7955988645553589,1.942890293094024e-15,8.801293027712055e-13,18.071773529052734,13.243985176086426,96,38.756103515625,0.4662948846817016,0.7571426033973694,0.8347340226173401,0.7698572874069214,0.8133649230003357,0.2444258435969259,0.4034505141821326,0.9128864851350191,6254,494,1.187112592371497e-12,610,609.9999070205072,1358,494.2507815098105,0.2444258435969259,1.7602030943919544e-12,1.7602030943919544e-12,2.3741503116697798e-12,0.2425495950531285,1757.69053021287,Tier 0: Core Bottleneck Transducer
MOV10L1,1267,535,97,61,36,0.314532854212406,0.7032084465026855,1.942890293094024e-15,1.6203705044391033e-12,23.058727264404297,18.816987991333008,470,36.905025482177734,0.624812662601471,0.8390662670135498,0.9270613789558412,0.9213762879371644,0.973604381084442,1.4523463126451857,0.07320266808062967,0.9128864851350191,949,3259,1.7796968759034202e-12,624,623.9999050461755,1359,538.1262720319255,1.4523463126451857,3.240741008880832e-12,3.240741008880832e-12,3.5593937518097237e-12,0.314532854212406,1758.6332761550943,Tier 0: Core Bottleneck Transducer
CACNB2,688,680,107,71,36,0.288375767719717,0.7165963649749756,1.942890293094024e-15,6.469824676001009e-13,20.050893783569336,17.07956886291504,503,41.75707244873047,0.4801796078681946,0.879705548286438,0.8742380142211914,0.9617794752120972,0.790252149105072,1.2666079235160455,0.10264775892993094,0.9128864851350191,1304,2372,1.0690604902041453e-12,1613,1612.9999055311052,1360,1483.1282008646492,1.2666079235160455,1.29396493520062e-12,1.29396493520062e-12,2.1381209804089812e-12,0.288375767719717,1758.7177147001164,Tier 0: Core Bottleneck Transducer
UBQLN2,697,676,104,68,36,0.2464953845297913,0.795185923576355,1.942890293094024e-15,5.750955267556657e-13,17.62358856201172,14.853989601135254,351,40.284461975097656,0.4374785721302032,0.731374204158783,0.6118143200874329,0.5869455337524414,0.3830349147319793,0.255335175933247,0.3992321168216037,0.9128864851350191,6177,501,1.0573133745255766e-12,617,616.9999063075605,1361,501.2275024941802,0.255335175933247,1.1501910535116622e-12,1.1501910535116622e-12,2.114526387079818e-12,0.2464953845297913,1759.169406282408,Tier 0: Core Bottleneck Transducer
PLEKHB2,237,621,67,30,37,0.2492117071321431,0.7991670370101929,1.942890293094024e-15,3.322342401190229e-13,14.594002723693848,13.634564399719238,113,32.648895263671875,0.4469983577728271,0.7354851961135864,0.601202666759491,0.8056384325027466,0.2773500978946686,0.17548926530541306,0.430347602471132,0.9128864851350191,6761,458,1.0541123167921588e-12,566,565.9999068331381,1362,458.2102760226139,0.17548926530541306,6.645239913893874e-13,6.645239913893874e-13,2.108224633584907e-12,0.2492117071321431,1759.6982695905567,Tier 0: Core Bottleneck Transducer
ATRX,2566,610,102,67,35,0.2273752965933537,0.8179638385772705,1.942890293094024e-15,2.6384450180182037e-12,19.545141220092773,18.551416397094727,687,40.61178970336914,0.4812676608562469,0.8934588432312012,0.8535885810852051,0.7353931069374084,0.8692433834075928,-0.3750440393862951,0.6461861428076188,0.9144939060928827,10618,292,2.745450954799896e-12,361,360.99990511471896,1363,292.32963086132355,-0.3750440393862951,5.276890036043369e-12,5.276890036043369e-12,5.4909019096070354e-12,0.2273752965933537,1760.8111767023743,Tier 0: Core Bottleneck Transducer
COLQ,482,691,110,72,38,0.2419797715916207,0.7981773018836975,1.942890293094024e-15,5.828670879280373e-13,15.095354080200195,13.628334045410156,257,34.23489761352539,0.4409346878528595,0.7309579253196716,0.6856129765510559,0.8411073088645935,0.9177202582359314,0.18385319532376168,0.42706431175980236,0.9128864851350191,6698,464,1.0573133745255766e-12,574,573.9999068360485,1364,464.2536082474227,0.18385319532376168,1.1657896870076456e-12,1.1657896870076456e-12,2.114526387079818e-12,0.2419797715916207,1762.9157665640182,Tier 0: Core Bottleneck Transducer
NUDCD2,157,716,109,72,37,0.3178808599588577,0.6303946375846863,1.942890293094024e-15,1.0880185641325945e-13,6.479465484619141,4.795135498046875,43,24.963109970092773,0.2595616281032562,0.7474395036697388,0.6954797506332397,0.1536102443933487,0.4435301423072815,2.0614554592344723,0.01962980429154945,0.8290283919197919,356,8745,1.0541123167921588e-12,559,558.9999172558519,1365,480.3067841702694,2.0614554592344723,2.1754820167529942e-13,2.1754820167529942e-13,2.108224633584907e-12,0.3178808599588577,1764.4319199107683,Tier 0: Core Bottleneck Transducer
PKDREJ,2190,478,85,59,26,0.3134873333942016,0.7218998074531555,1.942890293094024e-15,3.778921620060737e-12,18.809650421142575,18.62773323059082,2102,36.54232406616211,0.514735996723175,0.8042297959327698,0.8782579302787781,0.6491543650627136,0.6743625998497009,1.2063367553164652,0.1138438355202453,0.9128864851350191,1477,2113,3.874792781669043e-12,659,658.9999050948318,1366,571.0892583970735,1.2063367553164652,7.557843240135753e-12,7.557843240135753e-12,7.749585563352728e-12,0.3134873333942016,1766.6072002570352,Tier 0: Core Bottleneck Transducer
TMCO3,710,670,111,73,38,0.2622372643039983,0.7711864709854126,1.942890293094024e-15,8.471001677886359e-13,11.83145809173584,10.495894432067873,462,22.100971221923828,0.5353365540504456,0.9509539008140564,0.9364859461784364,0.3256666362285614,0.593431830406189,0.6165287098371369,0.2687728147497506,0.9128864851350191,3761,831,1.16684846749447e-12,996,995.9999086987576,1367,831.1562354506152,0.6165287098371369,1.6941448244267576e-12,1.6941448244267576e-12,2.333620470476986e-12,0.2622372643039983,1767.8775410078606,Tier 0: Core Bottleneck Transducer
OPRL1,290,712,106,69,37,0.285693680210941,0.7148305773735046,1.942890293094024e-15,2.720046410331264e-13,8.81865119934082,8.596890449523926,272,20.24466133117676,0.4356037676334381,0.8859955668449402,0.7754095792770386,0.9428066611289978,0.4208580553531647,1.2805605691948119,0.10017402866379804,0.9128864851350191,1268,2466,1.0541123167921588e-12,1779,1778.999910420042,1368,1646.136747588959,1.2805605691948119,5.439537709150954e-13,5.439537709150954e-13,2.108224633584907e-12,0.285693680210941,1768.300879375453,Tier 0: Core Bottleneck Transducer
H1-4,228,641,100,61,39,0.2856176947239979,0.7300981879234314,1.942890293094024e-15,2.6617597015384584e-13,10.247058868408203,8.291949272155762,219,36.17961120605469,0.2832274436950683,0.9347949028015136,0.9779033660888672,0.540203869342804,0.999994158744812,1.0982112805209525,0.1360561207844519,0.9128864851350191,1747,1791,1.0541123167921588e-12,1782,1781.9999107620044,1369,1648.1143664782176,1.0982112805209525,5.323519403077626e-13,5.323519403077626e-13,2.108224633584907e-12,0.2856176947239979,1768.863194257826,Tier 0: Core Bottleneck Transducer
RPS6KA2,755,593,91,58,33,0.3056716202323056,0.7045284509658813,1.942890293094024e-15,6.120104423244302e-13,15.791800498962402,14.601452827453612,102,34.90778350830078,0.4523862302303314,0.6555521488189697,0.9473003149032592,0.9977471828460692,0.528436005115509,1.4357616935620963,0.07553508171743802,0.9128864851350191,988,3171,1.0591133748098307e-12,868,867.9999064096595,1370,771.1310941137347,1.4357616935620963,1.224020884649235e-12,1.224020884649235e-12,2.1182267496203097e-12,0.3056716202323056,1770.0135592700979,Tier 0: Core Bottleneck Transducer
