gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_proboscidea,delta_mysticeti,delta_giant_odontoceti,delta_rodents,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
ARMH3,689,701,0.07073110342025757,41.415252685546875,0.02152308398646191,0.3162277638912201,3.5943470422232986e-13,4.500538349151611,3.5886313915252686,667,14.231952667236328,0.3162277638912201,4,3,0.10873405255121259,0.10200948309388196,0.00046670080628919054,0.08361492465055605,-0.006724569457330633,0.024652427094367352,-0.35605241398255166,-0.35605241398255166,0.6390993434550326,0.9042581582865221,11001,3.6229108966562057e-12,1273,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.02152308398646191,0.02152308398646191,0.3162277638912201,1081,Tier 0: Core Bottleneck Transducer
ATXN3,705,315,0.15420103073120117,44.632450103759766,0.02235330533087056,0.3162277340888977,3.5943470422232986e-13,6.103507995605469,4.578492164611816,130,24.99140167236328,0.24422430992126465,4,3,0.09511941251260116,0.0871469127261637,0.01654340354548631,0.07107279719403926,0.007503211773075579,-0.007972499786437444,-0.1559607290459164,-0.1559607290459164,0.5619680119770041,0.8824154514144251,9910,3.6229108966562057e-12,3465,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.02235330533087056,0.02235330533087056,0.3162277340888977,1082,Tier 0: Core Bottleneck Transducer
EDNRA,708,428,0.15252743661403656,34.03850173950195,0.01956029050779257,0.3162277638912201,3.5943470422232986e-13,5.372092247009277,3.7784502506256104,210,25.317750930786133,0.2121867835521698,4,2,0.05721153695853914,0.0560527190802059,0.01787799375201679,0.039333543206522346,-0.0001756585836791002,-0.0009831592946541417,-0.6546403739976937,-0.6546403739976937,0.7436503383975235,0.9434551497172711,12267,3.6229108966562057e-12,1273,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.01956029050779257,0.01956029050779257,0.3162277638912201,1083,Tier 0: Core Bottleneck Transducer
ENSG00000280433,621,236,0.26783278584480286,39.74284362792969,0.031822225696869405,0.31622764468193054,3.5943470422232986e-13,1.9341773986816406,1.6307978630065918,131,24.78411865234375,0.07804100215435028,4,3,0.11288308487937601,0.10848720320526023,0.02711769068731343,0.07822371054248832,0.007541683649574267,-0.004395881674115779,1.0608123964432896,1.0608123964432896,0.14438758370845267,0.8667758360870726,1811,3.6229108966562057e-12,4561,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.031822225696869405,0.031822225696869405,0.31622764468193054,1084,Tier 0: Core Bottleneck Transducer
LURAP1,721,259,0.15684916079044342,39.935699462890625,0.020772604207145582,0.3162277638912201,3.5943470422232986e-13,2.5823261737823486,2.2825725078582764,41,39.935699462890625,0.06466209888458252,4,4,0.09378594680926765,0.09378594680926765,0.01779256617609267,0.06328761751055889,0.009277967068875084,0.0034277960537409907,-0.3956050319305157,-0.3956050319305157,0.6538017878037153,0.9091134406183851,11194,3.6229108966562057e-12,1273,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.020772604207145582,0.020772604207145582,0.3162277638912201,1085,Tier 0: Core Bottleneck Transducer
MSMO1,709,293,0.15199977159500122,40.14689636230469,0.02043211784944071,0.3535534143447876,3.5943470422232986e-13,3.630265712738037,2.41886305809021,63,14.705049514770508,0.24687205255031586,3,2,0.07915751354929332,0.07647291398625092,,0.05906104946291037,-0.002684599563042398,0.020096464086382944,-0.4929967079514332,-0.4929967079514332,0.6889925432772959,0.9201147845448171,11656,3.6229108966562057e-12,482,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.02043211784944071,0.02043211784944071,0.3535534143447876,1086,Tier 0: Core Bottleneck Transducer
PDCD4,721,481,0.11170242726802826,42.69153594970703,0.023330726762757242,0.3162277340888977,3.5943470422232986e-13,2.319467306137085,1.623024344444275,27,7.3348002433776855,0.3162277340888977,4,4,0.09732981737936558,0.09732981737936558,0.02106447056737773,0.05443177434155841,0.002286172149627886,0.019547400320801555,0.0806205125029571,0.0806205125029571,0.4678718763431052,0.8667758360870726,8386,3.6229108966562057e-12,3465,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.023330726762757242,0.023330726762757242,0.3162277340888977,1087,Tier 0: Core Bottleneck Transducer
PRRG3,700,237,0.11086472123861313,41.889095306396484,0.023986674914109125,0.3535507321357727,3.5943470422232986e-13,6.542077541351318,3.9121322631835938,210,32.60515213012695,0.20064552128314972,3,2,0.1144588010553218,0.108462153102575,,0.10573834589235183,0.008720455162969973,-0.005996647952746809,0.12081036737746678,0.12081036737746678,0.4519206191377805,0.8667758360870726,8092,3.6229108966562057e-12,676,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.023986674914109125,0.023986674914109125,0.3535507321357727,1088,Tier 0: Core Bottleneck Transducer
STAG2,628,1294,0.08204946666955948,41.564979553222656,0.012951189738633358,0.31622767448425293,3.5943470422232986e-13,1.9973384141921997,1.7666077613830566,1131,6.316140651702881,0.31622767448425293,4,2,0.06718807051682121,0.05282203130571797,0.02102743107305494,0.04616063944376628,0.0,-0.014366039211103245,-1.8997935818088023,-1.8997935818088023,0.9712698932299474,0.9999912216022939,14591,3.6229108966562057e-12,4292,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.012951189738633358,0.012951189738633358,0.31622767448425293,1089,Tier 0: Core Bottleneck Transducer
TMEM269,703,210,0.19498437643051147,41.563865661621094,0.02004101115259949,0.3162277638912201,3.5943470422232986e-13,3.9746334552764893,2.0531489849090576,144,12.568894386291504,0.3162277638912201,4,2,0.06829896971230048,0.05806076034108816,0.011818475175733157,0.056480494536567324,-0.006363105054726034,-0.0038751043164862845,-0.5804750942390399,-0.5804750942390399,0.7192028612754073,0.9349241472186413,11974,3.6229108966562057e-12,1273,7.188138972935576e-13,7.188138972935576e-13,7.2460845134672265e-12,0.02004101115259949,0.02004101115259949,0.3162277638912201,1090,Tier 0: Core Bottleneck Transducer
DOC2A,708,409,0.131439670920372,41.03398132324219,0.022807260735679305,0.3162277638912201,3.6137759451542317e-13,3.913212299346924,3.3392765522003174,171,18.130887985229492,0.21583124995231628,4,4,0.11613372879025147,0.11613372879025147,0.01995616211719457,0.06603761044816171,0.009392830436400825,0.02074712578849436,-0.06309703163276939,-0.06309703163276939,0.5251553809975162,0.8738181358212013,9355,3.6229108966562057e-12,1273,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.022807260735679305,0.022807260735679305,0.3162277638912201,1091,Tier 0: Core Bottleneck Transducer
EBP,683,239,0.18759706616401672,41.510704040527344,0.02580068665106167,0.3162277638912201,3.6137759451542317e-13,4.561604976654053,2.5904271602630615,19,14.42506217956543,0.3162277638912201,4,4,0.12873476618393878,0.12873476618393878,0.023317390522808585,0.07993891063818159,0.010753736905876408,0.014724728117072216,0.3729102193701104,0.3729102193701104,0.3546076329055389,0.8667758360870726,6188,3.6229108966562057e-12,1273,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.02580068665106167,0.02580068665106167,0.3162277638912201,1092,Tier 0: Core Bottleneck Transducer
FAR1,721,523,0.0968085378408432,41.387413024902344,0.01846740001137527,0.3162277638912201,3.6137759451542317e-13,1.9170526266098022,1.831991195678711,35,6.062254905700684,0.31622764468193054,4,4,0.12169946213938099,0.12169946213938099,0.026855317155865484,0.06687519461770733,0.009494931839356869,0.018474018526451308,-0.8247467557126092,-0.8247467557126092,0.7952423095603195,0.9664851491736363,12808,3.6229108966562057e-12,1273,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.01846740001137527,0.01846740001137527,0.3162277638912201,1093,Tier 0: Core Bottleneck Transducer
GJC1,714,397,0.1089465469121933,37.49639892578125,0.029613623370895337,0.350925087928772,3.6137759451542317e-13,4.540721893310547,4.484531879425049,299,25.094715118408203,0.1809433549642563,4,4,0.19295903117635096,0.19295903117635096,0.01727540591735044,0.11207097793696562,0.012457062916078022,0.051155584405956876,1.2106166343305549,1.2106166343305549,0.11302118301869724,0.8667758360870726,1227,3.6229108966562057e-12,711,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.029613623370895337,0.029613623370895337,0.350925087928772,1094,Tier 0: Core Bottleneck Transducer
LCN10,564,221,0.2825838029384613,32.06434631347656,0.035691953613408815,0.4238145351409912,3.6137759451542317e-13,6.142576694488525,3.656843900680542,53,14.493548393249512,0.4238145351409912,3,2,0.12065207931099325,0.12024103798811615,,0.11160001134788992,0.009052067963103327,-0.00041104132287710354,1.296022357307867,1.296022357307867,0.0974838912166876,0.8667758360870726,972,3.6229108966562057e-12,214,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.035691953613408815,0.035691953613408815,0.4238145351409912,1095,Tier 0: Core Bottleneck Transducer
NAMPT,714,495,0.11311306804418564,41.487152099609375,0.02078628658277326,0.31622767448425293,3.6137759451542317e-13,5.5754523277282715,4.38068962097168,47,27.91311264038086,0.1997431218624115,4,4,0.10399198769788442,0.10399198769788442,0.046265431903599705,0.0529660300350835,0.0034627941165524803,0.0012977316426487303,-0.4137170406753175,-0.4137170406753175,0.6604593271198373,0.9111082150430655,11282,3.6229108966562057e-12,4292,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.02078628658277326,0.02078628658277326,0.31622767448425293,1096,Tier 0: Core Bottleneck Transducer
RGP1,726,397,0.09570939093828201,41.471473693847656,0.016960122829395397,0.3162277638912201,3.6137759451542317e-13,2.0253429412841797,1.9290189743041992,329,13.164451599121094,0.15384939312934875,4,3,0.07365933165274485,0.07026541723789317,0.011730535438669639,0.058576602319012835,-0.003393914414851684,0.003352193895062369,-1.0963991619478386,-1.0963991619478386,0.8635479347184426,0.9996680127072606,13446,3.6229108966562057e-12,1273,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.016960122829395397,0.016960122829395397,0.3162277638912201,1097,Tier 0: Core Bottleneck Transducer
TMEM38A,691,316,0.1363956183195114,40.94775390625,0.024346728296759275,0.4350607991218567,3.6137759451542317e-13,4.018088340759277,3.0396459102630615,264,9.23569393157959,0.4350607991218567,4,4,0.11108398232123631,0.11108398232123631,0.01580506205101845,0.06820736085293316,0.008542158175881958,0.018529401241402742,0.15008823781166908,0.15008823781166908,0.44034749986724725,0.8667758360870726,7880,3.6229108966562057e-12,198,7.227551890309769e-13,7.227551890309769e-13,7.2460845134672265e-12,0.024346728296759275,0.024346728296759275,0.4350607991218567,1098,Tier 0: Core Bottleneck Transducer
ARB2A,679,381,0.10111099481582642,41.35157012939453,0.015239141179812846,0.3162277638912201,3.633204848085165e-13,3.7949275970458984,3.33789324760437,290,12.000616073608398,0.3162277340888977,4,2,0.03319228493006501,0.022269033721301068,-0.0015199217250927131,0.0199099789011596,-0.009403329483671223,0.013282306028905405,-1.4770181656979617,-1.4770181656979617,0.9301646160495014,0.9999912216022939,14074,3.6229108966562057e-12,1273,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.015239141179812846,0.015239141179812846,0.3162277638912201,1099,Tier 0: Core Bottleneck Transducer
EEIG1,697,405,0.1194489374756813,39.64442443847656,0.016901418992947014,0.3162277638912201,3.633204848085165e-13,4.29457426071167,2.6321702003479004,159,13.580636978149414,0.3162277638912201,4,4,0.09324095692939786,0.09324095692939786,0.014823861515272579,0.05461687488870031,0.010041816716581947,0.013758403808843035,-1.1580289204407999,-1.1580289204407999,0.8765738827311432,0.9999912216022939,13572,3.6229108966562057e-12,1273,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.016901418992947014,0.016901418992947014,0.3162277638912201,1100,Tier 0: Core Bottleneck Transducer
GPN1,686,402,0.1470448523759842,42.98151397705078,0.02340919868299581,0.3162277638912201,3.633204848085165e-13,6.099139213562012,3.931514024734497,118,19.287172317504883,0.3162277638912201,4,4,0.09943751467494014,0.09943751467494014,0.010211101388901698,0.07147419141016535,0.00889842261050933,0.008853799265363756,-0.03406246931329373,-0.03406246931329373,0.5135863318721227,0.8724241635292364,9161,3.6229108966562057e-12,1273,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.02340919868299581,0.02340919868299581,0.3162277638912201,1101,Tier 0: Core Bottleneck Transducer
HYCC1,706,378,0.11837635189294815,41.45497131347656,0.019414847526769537,0.31622764468193054,3.633204848085165e-13,6.909478187561035,4.067627906799316,278,37.84477233886719,0.18257418274879456,4,4,0.09780656861489388,0.09780656861489388,0.013213119417832285,0.06812756695926318,0.012506427724214283,0.003959454513584134,-0.6861331541994113,-0.6861331541994113,0.7536854271549784,0.9482547905131938,12371,3.6229108966562057e-12,4561,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.019414847526769537,0.019414847526769537,0.31622764468193054,1102,Tier 0: Core Bottleneck Transducer
KCNJ13,696,360,0.12792135775089264,41.77452087402344,0.022978120787130712,0.31622761487960815,3.633204848085165e-13,5.03521203994751,3.6826534271240234,249,32.047542572021484,0.15711694955825806,4,3,0.07052434506119465,0.06287035550750601,0.012980760326242504,0.05157421403091585,0.005969370704036282,-0.007653989553688633,-0.0746522282300647,-0.0746522282300647,0.5297542910488718,0.8758806005734793,9414,3.6229108966562057e-12,4986,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.022978120787130712,0.022978120787130712,0.31622761487960815,1103,Tier 0: Core Bottleneck Transducer
MRPL16,708,251,0.15655189752578735,42.006187438964844,0.025154577131231894,0.3162277638912201,3.633204848085165e-13,1.8860348463058472,1.7464642524719238,49,8.912494659423828,0.21161693334579468,4,4,0.07067457812282862,0.07067457812282862,0.017255160612677303,0.04270237742265863,0.0030204438740836204,0.007696596213409074,0.3645445199551197,0.3645445199551197,0.3577257176633945,0.8667758360870726,6261,3.6229108966562057e-12,1273,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.025154577131231894,0.025154577131231894,0.3162277638912201,1104,Tier 0: Core Bottleneck Transducer
MYOD1,709,351,0.15392601490020752,41.0040283203125,0.018861468807970086,0.3162277340888977,3.633204848085165e-13,2.7084360122680664,2.0638229846954346,242,8.564827919006348,0.3162277340888977,4,3,0.08402634247516894,0.0742863940976592,0.01634683149722163,0.058654904983639566,0.009024605994307731,-0.009739948377509728,-0.7796197537318255,-0.7796197537318255,0.7821926374304699,0.9602216556973733,12680,3.6229108966562057e-12,3465,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.018861468807970086,0.018861468807970086,0.3162277340888977,1105,Tier 0: Core Bottleneck Transducer
NDRG1,689,415,0.1339832991361618,41.56753921508789,0.021520804725360467,0.3162277638912201,3.633204848085165e-13,6.335881233215332,3.276761054992676,135,20.035816192626953,0.3162277638912201,4,3,0.09796436374064432,0.09706128529971805,0.01140376342369938,0.08546395988552258,0.0010966404314223697,-0.0009030784409262693,-0.3564546565780717,-0.3564546565780717,0.6392499481587792,0.9043501493265071,11003,3.6229108966562057e-12,1273,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.021520804725360467,0.021520804725360467,0.3162277638912201,1106,Tier 0: Core Bottleneck Transducer
NTN1,689,608,0.07754210382699966,30.986141204833984,0.016630532279050203,0.3162277638912201,3.633204848085165e-13,5.535619735717773,4.125110149383545,195,25.33013343811035,0.21853891015052795,4,4,0.13411140316741973,0.13411140316741973,0.02849019999951958,0.08961142899008169,0.000334883894105467,0.015674890283712987,-1.2194869262721175,-1.2194869262721175,0.8886702824986701,0.9999912216022939,13695,3.6229108966562057e-12,1273,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.016630532279050203,0.016630532279050203,0.3162277638912201,1107,Tier 0: Core Bottleneck Transducer
SP5,681,450,0.10397456586360931,32.936431884765625,0.019667755138630443,0.34435680508613586,3.633204848085165e-13,8.982178688049316,4.03888463973999,137,28.40414047241211,0.3162277936935425,4,4,0.09849756148770031,0.09849756148770031,0.02448901325882841,0.06083718702593938,0.009306098860427237,0.0038652623425052828,-0.703540268698708,-0.703540268698708,0.7591404396567584,0.9505370976332791,12431,3.6229108966562057e-12,753,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.019667755138630443,0.019667755138630443,0.34435680508613586,1108,Tier 0: Core Bottleneck Transducer
TSPAN6,702,245,0.12474238872528076,41.449729919433594,0.023918740098928762,0.31622761487960815,3.633204848085165e-13,2.81742787361145,2.1755287647247314,139,8.909493446350098,0.31622761487960815,4,3,0.0965057369984662,0.09036683058944109,0.034272876768538296,0.052061633499854265,-0.0061389064090251,0.010171226730073632,0.11626958748971426,0.11626958748971426,0.45371944388846785,0.8667758360870726,8124,3.6229108966562057e-12,4986,7.265854584659337e-13,7.265854584659337e-13,7.2460845134672265e-12,0.023918740098928762,0.023918740098928762,0.31622761487960815,1109,Tier 0: Core Bottleneck Transducer
ASPRV1,722,276,0.1868789792060852,29.405231475830078,0.028853130499523524,0.31622591614723206,3.652633751016098e-13,2.9118223190307617,2.6643385887145996,34,19.03864288330078,0.1529427468776703,4,3,0.08831707257562173,0.07931432157085633,0.011218242364628175,0.06963140933636844,0.007467420874625117,-0.0090027510047654,1.114139164139364,1.114139164139364,0.132609744663307,0.8667758360870726,1573,3.6229108966562057e-12,5528,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.028853130499523524,0.028853130499523524,0.31622591614723206,1110,Tier 0: Core Bottleneck Transducer
BEND6,720,283,0.14549261331558228,41.311866760253906,0.022185364942299755,0.31622764468193054,3.652633751016098e-13,7.772318363189697,5.16765832901001,153,35.788421630859375,0.21717409789562225,4,2,0.07543219530135876,0.07120060756808486,0.015592674104584219,0.05983952119677455,-0.004197863182779242,-3.3724550494661734e-05,-0.13599607485003187,-0.13599607485003187,0.5540878080237297,0.8821640947044659,9777,3.6229108966562057e-12,4561,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.022185364942299755,0.022185364942299755,0.31622764468193054,1111,Tier 0: Core Bottleneck Transducer
CYB5R3,691,307,0.13531839847564697,43.389610290527344,0.02804315577130992,0.3162277340888977,3.652633751016098e-13,3.662562370300293,2.7316951751708984,283,15.128469467163086,0.24209734797477722,4,4,0.11352518135540063,0.11352518135540063,0.024907822613077057,0.08237625706635257,0.0011858708131558151,0.005055230862815194,0.8046283008492059,0.8046283008492059,0.210517102849207,0.8667758360870726,3102,3.6229108966562057e-12,3465,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.02804315577130992,0.02804315577130992,0.3162277340888977,1112,Tier 0: Core Bottleneck Transducer
GK,676,573,0.132429301738739,41.52389907836914,0.022963164764447982,0.31622764468193054,3.652633751016098e-13,10.925849914550781,6.293304920196533,237,41.52389907836914,0.26312196254730225,4,3,0.11563972626862513,0.11254130950425219,0.05087531281013775,0.06409682964674959,0.0006675838117378066,-0.003098416764372951,-0.1470287976941857,-0.1470287976941857,0.5584453549729054,0.8824154514144251,9846,3.6229108966562057e-12,4561,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.022963164764447982,0.022963164764447982,0.31622764468193054,1113,Tier 0: Core Bottleneck Transducer
IFNB1,629,198,0.29661592841148376,39.82019805908203,0.0250805569657531,0.3535533845424652,3.652633751016098e-13,1.7032984495162964,1.3559781312942505,165,4.817655563354492,0.3535533845424652,3,2,0.06898881269743858,0.06740475135135623,,0.06494944778739686,-0.0015840613460823354,0.004039364910041708,0.032604112307166165,0.032604112307166165,0.4869951452142894,0.867427222971524,8732,3.6229108966562057e-12,517,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.0250805569657531,0.0250805569657531,0.3535533845424652,1114,Tier 0: Core Bottleneck Transducer
NLGN1,689,856,0.10692961513996124,41.43394470214844,0.017558645158095833,0.3162277638912201,3.652633751016098e-13,4.549022674560547,3.7676010131835938,821,38.05986022949219,0.11952283978462219,4,3,0.08756773081519108,0.08506953371864952,0.0059963001285548555,0.08020518260712034,0.0013662480795158813,-0.002498197096541561,-1.0556941369482062,-1.0556941369482062,0.8544460116655361,0.9963188726135218,13349,3.6229108966562057e-12,1273,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.017558645158095833,0.017558645158095833,0.3162277638912201,1115,Tier 0: Core Bottleneck Transducer
OPRM1,714,422,0.16185176372528076,41.9044075012207,0.02531185043666681,0.31622764468193054,3.652633751016098e-13,10.997038841247559,5.4405951499938965,129,34.77570724487305,0.31622761487960815,4,3,0.11149067598885183,0.09846502449711317,0.016327549640534695,0.08524185536354939,0.009921270984767746,-0.01302565149173867,0.4190398760155774,0.4190398760155774,0.337593494966194,0.8667758360870726,5868,3.6229108966562057e-12,4561,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.02531185043666681,0.02531185043666681,0.31622764468193054,1116,Tier 0: Core Bottleneck Transducer
SMOC1,704,479,0.11415136605501175,41.947975158691406,0.0244768885577479,0.31622764468193054,3.652633751016098e-13,2.3650577068328857,1.7766071557998657,264,12.492509841918945,0.18931806087493896,4,2,0.1040850093240469,0.09520955429091196,0.028250787621049274,0.07583422170299763,-0.0011336054889398875,-0.007741849544195056,0.22496865355556714,0.22496865355556714,0.4110018300254595,0.8667758360870726,7363,3.6229108966562057e-12,4561,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.0244768885577479,0.0244768885577479,0.31622764468193054,1117,Tier 0: Core Bottleneck Transducer
STK19,684,258,0.1609484851360321,41.17338562011719,0.021916572525271936,0.3162277936935425,3.652633751016098e-13,5.867569446563721,3.1726577281951904,256,32.51247024536133,0.18047134578227997,4,3,0.06446471275531035,0.06308846021736735,0.007482765596371471,0.05260609018365773,0.004375856975281153,-0.0013762525379430002,-0.3024972380492738,-0.3024972380492738,0.6188634806914903,0.897404354847683,10734,3.6229108966562057e-12,1046,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.021916572525271936,0.021916572525271936,0.3162277936935425,1118,Tier 0: Core Bottleneck Transducer
SYPL1,710,267,0.19298213720321655,41.38142013549805,0.028296624034269593,0.3162277638912201,3.652633751016098e-13,6.479972839355469,3.5845086574554443,45,25.203044891357422,0.25711071491241455,4,4,0.1099081953316904,0.1099081953316904,0.0256675170251873,0.07388681979940717,0.0074310446711758306,0.002922813835920095,0.9473807378642581,0.9473807378642581,0.17172240141604816,0.8667758360870726,2326,3.6229108966562057e-12,1273,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.028296624034269593,0.028296624034269593,0.3162277638912201,1119,Tier 0: Core Bottleneck Transducer
TRAM1,704,380,0.12261073291301727,41.59344482421875,0.020641788426243753,0.31622761487960815,3.652633751016098e-13,3.519378662109375,3.2194480895996094,351,40.674983978271484,0.08652440458536148,4,3,0.06968476396670162,0.06629301087944764,0.012502382032571379,0.05346246132387294,0.0037199206102573,-0.003391753087253975,-0.46907522493996007,-0.46907522493996007,0.6804920663895241,0.9180541916573507,11530,3.6229108966562057e-12,4986,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.020641788426243753,0.020641788426243753,0.31622761487960815,1120,Tier 0: Core Bottleneck Transducer
TRIM23,709,580,0.0980542004108429,43.47771072387695,0.016738833943898065,0.31622761487960815,3.652633751016098e-13,3.1351680755615234,2.4118621349334717,483,35.74641418457031,0.08770580589771271,4,2,0.05476789614723084,0.032106046341158,-0.013115694201759006,0.05236613426488069,0.0024017618823501522,-0.009546155604313843,-1.1669730412939665,-1.1669730412939665,0.8783893716375677,0.9999912216022939,13590,3.6229108966562057e-12,4986,7.30526750203353e-13,7.30526750203353e-13,7.2460845134672265e-12,0.016738833943898065,0.016738833943898065,0.31622761487960815,1121,Tier 0: Core Bottleneck Transducer
ACTR10,674,420,0.11772537976503372,41.737300872802734,0.021062478281796485,0.31622761487960815,3.6720626539470313e-13,2.1256661415100098,1.8941348791122437,228,10.027975082397461,0.2119736224412918,4,2,0.06838207517287222,0.0569292592833555,0.011992037856485161,0.05639003731638705,-0.0018739656795309463,-0.009578850209985765,-0.4809541058350554,-0.4809541058350554,0.6847254414287516,0.9195792828362792,11586,3.6229108966562057e-12,4986,7.343570196383098e-13,7.343570196383098e-13,7.2460845134672265e-12,0.021062478281796485,0.021062478281796485,0.31622761487960815,1122,Tier 0: Core Bottleneck Transducer
B3GAT3,693,335,0.11343660205602646,41.92559814453125,0.022152336146421432,0.3162277340888977,3.6720626539470313e-13,1.7484363317489624,1.5047272443771362,322,5.529041767120361,0.3162277340888977,4,4,0.12914542091819728,0.12914542091819728,0.025591354184243062,0.06514562974956721,0.006796982444174964,0.03161145454021204,-0.231943853888112,-0.231943853888112,0.591709188663519,0.8890814136339231,10357,3.6229108966562057e-12,3465,7.343570196383098e-13,7.343570196383098e-13,7.2460845134672265e-12,0.022152336146421432,0.022152336146421432,0.3162277340888977,1123,Tier 0: Core Bottleneck Transducer
CORO1A,717,468,0.13871033489704132,41.876529693603516,0.02516039840596564,0.3162277340888977,3.6720626539470313e-13,5.138411998748779,3.1637401580810547,405,30.553220748901367,0.16817906498908997,4,4,0.11401241425622266,0.11401241425622266,0.00215992325668061,0.08910464793500011,0.011504421189956527,0.0112434218745854,0.40402433510189173,0.40402433510189173,0.3430974121398802,0.8667758360870726,5974,3.6229108966562057e-12,3465,7.343570196383098e-13,7.343570196383098e-13,7.2460845134672265e-12,0.02516039840596564,0.02516039840596564,0.3162277340888977,1124,Tier 0: Core Bottleneck Transducer
GATM,724,440,0.12928618490695953,41.513092041015625,0.022647880254566422,0.2920830249786377,3.6720626539470313e-13,2.829838514328003,2.3204238414764404,291,9.688472747802734,0.2920830249786377,4,4,0.12776104699738333,0.12776104699738333,0.010265578909733918,0.0843277146610246,0.009762776661896172,0.02340497676472863,-0.03586480687531393,-0.03586480687531393,0.5143049210758684,0.8724241635292364,9172,3.6229108966562057e-12,6202,7.343570196383098e-13,7.343570196383098e-13,7.2460845134672265e-12,0.022647880254566422,0.022647880254566422,0.2920830249786377,1125,Tier 0: Core Bottleneck Transducer
KRTCAP3,700,247,0.16984349489212036,41.548614501953125,0.019150348521630018,0.3162277638912201,3.6720626539470313e-13,2.320535659790039,1.6843825578689575,158,13.014728546142578,0.17830073833465576,4,2,0.07114656050743622,0.057503834662630406,0.011857204888680509,0.05928935561875571,-0.01228843719040632,-0.0013542886543994896,-0.7485952292010021,-0.7485952292010021,0.7729493957658331,0.955754346532995,12588,3.6229108966562057e-12,1273,7.343570196383098e-13,7.343570196383098e-13,7.2460845134672265e-12,0.019150348521630018,0.019150348521630018,0.3162277638912201,1126,Tier 0: Core Bottleneck Transducer
LIN9,664,560,0.10242211818695068,41.30805206298828,0.019635736287659453,0.3162277936935425,3.6720626539470313e-13,13.017224311828613,6.477851867675781,309,41.1640739440918,0.3162277936935425,4,3,0.06798962248771792,0.05913797639592565,-0.008851646091792282,0.050995930781013034,0.00019093672927876496,0.016802754977426126,-0.7509671000543108,-0.7509671000543108,0.773663772012067,0.9560852870069733,12596,3.6229108966562057e-12,1046,7.343570196383098e-13,7.343570196383098e-13,7.2460845134672265e-12,0.019635736287659453,0.019635736287659453,0.3162277936935425,1127,Tier 0: Core Bottleneck Transducer
