gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,composite_rank,tier
CREBRF,723,650,41.53788375854492,0.030129591,0.3287668,0.7423319643809239,0.9999772625754448,3558,0,0,0.0,3558,Unassociated Background
SIDT1,672,855,41.66748809814453,0.030127704,0.32843113,0.7425857092588193,0.9999772625754448,3559,0,0,0.0,3559,Unassociated Background
FZD9,668,618,41.72868347167969,0.030127669,0.32842484,0.7425904631589155,0.9999772625754448,3560,0,0,0.0,3560,Unassociated Background
CLASP2,668,1525,41.7440071105957,0.030127266,0.32835326,0.74264458170889,0.9999772625754448,3561,0,0,0.0,3561,Unassociated Background
MXRA8,633,472,39.97648620605469,0.030127201,0.32834166,0.742653346239883,0.9999772625754448,3562,0,0,0.0,3562,Unassociated Background
DMRT2,687,625,41.70153045654297,0.030126667,0.32824656,0.7427252436903635,0.9999772625754448,3563,0,0,0.0,3563,Unassociated Background
SPINK14,553,123,41.36186218261719,0.030126447,0.32820746,0.7427548054367769,0.9999772625754448,3564,0,0,0.0,3564,Unassociated Background
CYB5R3,691,307,43.389610290527344,0.030126365,0.3281929,0.742765823593276,0.9999772625754448,3565,0,0,0.0,3565,Unassociated Background
CAPNS1,666,267,41.23888397216797,0.030125815,0.32809514,0.7428397299724121,0.9999772625754448,3566,0,0,0.0,3566,Unassociated Background
CYB5R1,714,314,41.899620056152344,0.03012566,0.32806763,0.7428605278351498,0.9999772625754448,3567,0,0,0.0,3567,Unassociated Background
ARL17A,417,92,33.642520904541016,0.03012565,0.32806563,0.742862037546469,0.9999772625754448,3568,0,0,0.0,3568,Unassociated Background
LARP4B,684,756,41.853424072265625,0.030125212,0.32798776,0.7429209170592512,0.9999772625754448,3569,0,0,0.0,3569,Unassociated Background
CLDN2,712,231,41.88804244995117,0.030124811,0.32791653,0.7429747729630023,0.9999772625754448,3570,0,0,0.0,3570,Unassociated Background
NPPC,719,132,34.01059341430664,0.030124791,0.3279129,0.7429775221265638,0.9999772625754448,3571,0,0,0.0,3571,Unassociated Background
ECE2,711,755,42.060829162597656,0.030124748,0.32790527,0.7429832908738723,0.9999772625754448,3572,0,0,0.0,3572,Unassociated Background
TWIST1,627,212,28.698219299316406,0.030124463,0.32785457,0.7430216218621497,0.9999772625754448,3573,0,0,0.0,3573,Unassociated Background
CCDC81,671,681,41.1326904296875,0.030124255,0.32781744,0.7430497001096686,0.9999772625754448,3574,0,0,0.0,3574,Unassociated Background
SIN3B,641,1172,41.334228515625,0.030123573,0.32769617,0.7431413962214123,0.9999772625754448,3575,0,0,0.0,3575,Unassociated Background
OR52E4,295,350,44.701019287109375,0.03012337,0.32766005,0.7431687097022708,0.9999772625754448,3576,0,0,0.0,3576,Unassociated Background
DCAF8,709,634,41.864295959472656,0.030123178,0.32762593,0.7431945135764364,0.9999772625754448,3577,0,0,0.0,3577,Unassociated Background
TMEM120A,695,362,28.249950408935547,0.030122902,0.32757688,0.7432316085594916,0.9999772625754448,3578,0,0,0.0,3578,Unassociated Background
CALHM3,649,362,41.96037673950195,0.030122833,0.32756463,0.7432408711300409,0.9999772625754448,3579,0,0,0.0,3579,Unassociated Background
ATP5PB,709,279,43.427791595458984,0.030122617,0.32752618,0.7432699436731396,0.9999772625754448,3580,0,0,0.0,3580,Unassociated Background
CGB3,604,172,38.182830810546875,0.030122373,0.3274828,0.7433027577739538,0.9999772625754448,3581,0,0,0.0,3581,Unassociated Background
ANAPC4,678,861,43.368934631347656,0.030122133,0.32744002,0.7433350990507266,0.9999772625754448,3582,0,0,0.0,3582,Unassociated Background
SEMA4G,713,878,41.262577056884766,0.03012033,0.32711926,0.7435776843287836,0.9999772625754448,3583,0,0,0.0,3583,Unassociated Background
CARM1,648,652,30.828874588012695,0.030120242,0.3271037,0.7435894502382061,0.9999772625754448,3584,0,0,0.0,3584,Unassociated Background
HACD4,712,235,36.15317916870117,0.030120065,0.32707223,0.743613252720801,0.9999772625754448,3585,0,0,0.0,3585,Unassociated Background
SLC25A15,658,314,40.73347091674805,0.03011991,0.32704473,0.7436340575535079,0.9999772625754448,3586,0,0,0.0,3586,Unassociated Background
CACFD1,704,148,40.78221130371094,0.030119885,0.32704008,0.7436375738817516,0.9999772625754448,3587,0,0,0.0,3587,Unassociated Background
SOX2,677,324,30.96451187133789,0.030119048,0.3268913,0.7437500992081038,0.9999772625754448,3588,0,0,0.0,3588,Unassociated Background
IL9,729,162,41.810218811035156,0.030117955,0.32669678,0.7438972334257203,0.9999772625754448,3589,0,0,0.0,3589,Unassociated Background
UPF1,679,1154,40.92821502685547,0.030117944,0.3266948,0.7438987438147343,0.9999772625754448,3590,0,0,0.0,3590,Unassociated Background
CASP2,711,457,41.9305419921875,0.030116754,0.32648307,0.744058895725991,0.9999772625754448,3591,0,0,0.0,3591,Unassociated Background
NAP1L1,712,392,41.69013214111328,0.030115973,0.32634422,0.7441639337972819,0.9999772625754448,3592,0,0,0.0,3592,Unassociated Background
TNFAIP2,606,721,41.31028366088867,0.030115329,0.32622957,0.7442506687565834,0.9999772625754448,3593,0,0,0.0,3593,Unassociated Background
DDX25,704,487,42.025291442871094,0.030115202,0.32620704,0.7442677140117485,0.9999772625754448,3594,0,0,0.0,3594,Unassociated Background
KAT8,706,460,41.82042694091797,0.030115183,0.32620373,0.7442702166986495,0.9999772625754448,3595,0,0,0.0,3595,Unassociated Background
ABCG1,671,682,41.33483123779297,0.030115021,0.32617489,0.7442920420466317,0.9999772625754448,3596,0,0,0.0,3596,Unassociated Background
CACYBP,713,228,41.393211364746094,0.03011497,0.32616562,0.7442990541596674,0.9999772625754448,3597,0,0,0.0,3597,Unassociated Background
RASIP1,611,995,41.35069274902344,0.030113827,0.32596248,0.7444527397471769,0.9999772625754448,3598,0,0,0.0,3598,Unassociated Background
OR6A2,492,342,41.73617172241211,0.030113274,0.32586408,0.7445271961369875,0.9999772625754448,3599,0,0,0.0,3599,Unassociated Background
CPA1,716,423,41.27162551879883,0.030113155,0.32584286,0.7445432512499219,0.9999772625754448,3600,0,0,0.0,3600,Unassociated Background
ABLIM1,657,782,41.4312744140625,0.030112809,0.32578123,0.7445898838646657,0.9999772625754448,3601,0,0,0.0,3601,Unassociated Background
ARL5C,508,180,32.167808532714844,0.03011275,0.32577097,0.7445976410248762,0.9999772625754448,3602,0,0,0.0,3602,Unassociated Background
PRIMPOL,676,581,41.35234069824219,0.030112512,0.32572854,0.7446297523357526,0.9999772625754448,3603,0,0,0.0,3603,Unassociated Background
GRM3,705,883,44.720733642578125,0.030112388,0.32570633,0.7446465523206287,0.9999772625754448,3604,0,0,0.0,3604,Unassociated Background
GUCA2A,706,122,35.530086517333984,0.030112326,0.32569543,0.7446548057805218,0.9999772625754448,3605,0,0,0.0,3605,Unassociated Background
NAMPT,714,495,41.487152099609375,0.030112294,0.32568976,0.7446590903750878,0.9999772625754448,3606,0,0,0.0,3606,Unassociated Background
CEBPD,644,298,30.089542388916016,0.030112153,0.32566458,0.7446781456413711,0.9999772625754448,3607,0,0,0.0,3607,Unassociated Background
EIPR1,661,419,32.62685775756836,0.03011148,0.32554498,0.7447686433764993,0.9999772625754448,3608,0,0,0.0,3608,Unassociated Background
ARHGAP23,597,1571,41.64946746826172,0.030110788,0.3254217,0.7448619411418059,0.9999772625754448,3609,0,0,0.0,3609,Unassociated Background
OPN5,722,411,41.74910354614258,0.030110115,0.3253021,0.7449524460316328,0.9999772625754448,3610,0,0,0.0,3610,Unassociated Background
RRP12,669,1328,41.920143127441406,0.030109197,0.32513872,0.7450760868592408,0.9999772625754448,3611,0,0,0.0,3611,Unassociated Background
MMGT1,697,131,40.87361145019531,0.030106569,0.32467118,0.745429949719713,0.9999772625754448,3612,0,0,0.0,3612,Unassociated Background
SNURF,706,78,41.18143081665039,0.030106189,0.3246036,0.7454811118001252,0.9999772625754448,3613,0,0,0.0,3613,Unassociated Background
AJM1,626,1084,38.008636474609375,0.03010475,0.32434776,0.7456747618650235,0.9999772625754448,3614,0,0,0.0,3614,Unassociated Background
IFT140,681,1533,44.76041030883789,0.030104691,0.32433715,0.7456827933657997,0.9999772625754448,3615,0,0,0.0,3615,Unassociated Background
PRR11,657,389,41.71523666381836,0.03010466,0.32433152,0.7456870572917689,0.9999772625754448,3616,0,0,0.0,3616,Unassociated Background
ENO3,712,442,41.57158660888672,0.030104514,0.32430568,0.7457066173059586,0.9999772625754448,3617,0,0,0.0,3617,Unassociated Background
C20orf204,689,248,29.829368591308594,0.03010398,0.32421058,0.7457786094965125,0.9999772625754448,3618,0,0,0.0,3618,Unassociated Background
DHRS4L2,632,221,36.30198287963867,0.0301039,0.32419634,0.7457893938516078,0.9999772625754448,3619,0,0,0.0,3619,Unassociated Background
PTPN4,676,929,44.13636016845703,0.030103425,0.32411182,0.7458533790412829,0.9999772625754448,3620,0,0,0.0,3620,Unassociated Background
KLHL10,696,652,41.545509338378906,0.030103384,0.32410455,0.745858884195916,0.9999772625754448,3621,0,0,0.0,3621,Unassociated Background
IL1F10,688,153,33.61363983154297,0.030102175,0.3238895,0.7460216982401466,0.9999772625754448,3622,0,0,0.0,3622,Unassociated Background
IL10,717,197,38.873897552490234,0.03010214,0.3238832,0.7460264591873511,0.9999772625754448,3623,0,0,0.0,3623,Unassociated Background
NFKBIB,699,431,41.385311126708984,0.030101696,0.32380432,0.746086186206623,0.9999772625754448,3624,0,0,0.0,3624,Unassociated Background
NDUFA10,681,313,39.73286819458008,0.030101452,0.32376093,0.7461190401022616,0.9999772625754448,3625,0,0,0.0,3625,Unassociated Background
FOXF2,605,474,45.092777252197266,0.030101387,0.32374933,0.7461278177665228,0.9999772625754448,3626,0,0,0.0,3626,Unassociated Background
PARVB,640,366,34.569969177246094,0.03010076,0.32363766,0.7462123693453961,0.9999772625754448,3627,0,0,0.0,3627,Unassociated Background
CLEC2L,617,266,41.40257263183594,0.030100154,0.32352996,0.7462939226556948,0.9999772625754448,3628,0,0,0.0,3628,Unassociated Background
NRF1,708,503,31.948925018310547,0.030100092,0.32351902,0.7463022045149552,0.9999772625754448,3629,0,0,0.0,3629,Unassociated Background
CRYBB2,679,205,37.720298767089844,0.030099064,0.32333612,0.7464406986938389,0.9999772625754448,3630,0,0,0.0,3630,Unassociated Background
REXO2,719,239,41.57225799560547,0.030098885,0.3233043,0.7464648011736448,0.9999772625754448,3631,0,0,0.0,3631,Unassociated Background
TMEM38A,691,316,40.94775390625,0.030098433,0.32322377,0.7465257806523078,0.9999772625754448,3632,0,0,0.0,3632,Unassociated Background
CERS5,706,397,41.34083938598633,0.030098034,0.32315287,0.7465794718921301,0.9999772625754448,3633,0,0,0.0,3633,Unassociated Background
RUNX1T1,712,620,41.76759338378906,0.03009796,0.3231396,0.7465895151567988,0.9999772625754448,3634,0,0,0.0,3634,Unassociated Background
CKS2,724,82,38.585445404052734,0.030096447,0.32287055,0.7467932785911945,0.9999772625754448,3635,0,0,0.0,3635,Unassociated Background
SSTR1,713,399,41.24374771118164,0.030095581,0.32271647,0.7469099743075025,0.9999772625754448,3636,0,0,0.0,3636,Unassociated Background
SLC35F3,654,524,40.543609619140625,0.030095337,0.32267305,0.7469428623302821,0.9999772625754448,3637,0,0,0.0,3637,Unassociated Background
PMEPA1,701,249,35.863189697265625,0.03009523,0.32265416,0.746957173391424,0.9999772625754448,3638,0,0,0.0,3638,Unassociated Background
KHDRBS3,664,368,34.912628173828125,0.030094938,0.32260215,0.7469965631190651,0.9999772625754448,3639,0,0,0.0,3639,Unassociated Background
C19orf84,697,220,40.26393127441406,0.030094737,0.32256636,0.7470236735677003,0.9999772625754448,3640,0,0,0.0,3640,Unassociated Background
PPP1R3B,721,287,39.45194625854492,0.03009414,0.32246,0.7471042392708244,0.9999772625754448,3641,0,0,0.0,3641,Unassociated Background
STEEP1,681,241,33.85463333129883,0.030094026,0.3224398,0.7471195445836645,0.9999772625754448,3642,0,0,0.0,3642,Unassociated Background
STT3A,705,709,41.98889923095703,0.030093621,0.32236788,0.7471740169558575,0.9999772625754448,3643,0,0,0.0,3643,Unassociated Background
CLIC1,710,241,34.60401916503906,0.030092662,0.32219723,0.7473032838422593,0.9999772625754448,3644,0,0,0.0,3644,Unassociated Background
OR10A4,430,329,41.9941291809082,0.030092094,0.32209617,0.7473798404613017,0.9999772625754448,3645,0,0,0.0,3645,Unassociated Background
GLRA3,685,467,41.456878662109375,0.03009203,0.3220849,0.7473883745000919,0.9999772625754448,3646,0,0,0.0,3646,Unassociated Background
AMPH,643,701,41.873565673828125,0.030091707,0.32202724,0.7474320611359864,0.9999772625754448,3647,0,0,0.0,3647,Unassociated Background
PARP8,667,905,42.06855010986328,0.030091532,0.3219961,0.7474556545144632,0.9999772625754448,3648,0,0,0.0,3648,Unassociated Background
SLC7A6OS,714,337,44.1641731262207,0.030091228,0.32194206,0.7474965878941188,0.9999772625754448,3649,0,0,0.0,3649,Unassociated Background
TNMD,717,318,41.32994842529297,0.030090844,0.3218738,0.7475482918568719,0.9999772625754448,3650,0,0,0.0,3650,Unassociated Background
GABPA,713,455,41.619693756103516,0.030090295,0.32177606,0.7476223501662109,0.9999772625754448,3651,0,0,0.0,3651,Unassociated Background
PCLAF,692,115,39.59580612182617,0.030089995,0.32172272,0.7476627671163685,0.9999772625754448,3652,0,0,0.0,3652,Unassociated Background
CCDC28B,716,239,40.927345275878906,0.030088816,0.32151297,0.7478216869667542,0.9999772625754448,3653,0,0,0.0,3653,Unassociated Background
FAM78A,706,289,38.414695739746094,0.030088777,0.321506,0.7478269709310715,0.9999772625754448,3654,0,0,0.0,3654,Unassociated Background
SDCCAG8,681,747,41.533958435058594,0.0300887,0.3214924,0.7478372679212151,0.9999772625754448,3655,0,0,0.0,3655,Unassociated Background
CREB1,711,367,41.25847625732422,0.030088557,0.3214669,0.7478565974803427,0.9999772625754448,3656,0,0,0.0,3656,Unassociated Background
CHI3L1,642,410,41.38585662841797,0.03008845,0.321448,0.7478709141017875,0.9999772625754448,3657,0,0,0.0,3657,Unassociated Background
C8orf89,687,180,40.71137619018555,0.030088184,0.32140064,0.7479067963631503,0.9999772625754448,3658,0,0,0.0,3658,Unassociated Background
SNAPC1,710,386,42.36555480957031,0.030088115,0.32138836,0.7479161000971725,0.9999772625754448,3659,0,0,0.0,3659,Unassociated Background
CLDN5,709,221,33.64120864868164,0.030088112,0.3213877,0.7479165968995364,0.9999772625754448,3660,0,0,0.0,3660,Unassociated Background
PRODH,617,669,41.671485900878906,0.030087871,0.32134497,0.7479489796066805,0.9999772625754448,3661,0,0,0.0,3661,Unassociated Background
GREM1,727,185,41.21852493286133,0.03008763,0.32130188,0.7479816337491396,0.9999772625754448,3662,0,0,0.0,3662,Unassociated Background
PSMF1,726,276,41.64488220214844,0.03008752,0.32128233,0.7479964479490284,0.9999772625754448,3663,0,0,0.0,3663,Unassociated Background
AOC3,520,801,41.8202018737793,0.03008733,0.32124853,0.7480220568615827,0.9999772625754448,3664,0,0,0.0,3664,Unassociated Background
PID1,726,220,41.1800422668457,0.030087285,0.32124057,0.7480280865137079,0.9999772625754448,3665,0,0,0.0,3665,Unassociated Background
INF2,513,1420,40.780242919921875,0.030087277,0.32123926,0.7480290801657248,0.9999772625754448,3666,0,0,0.0,3666,Unassociated Background
SLC27A1,650,679,41.316375732421875,0.030087262,0.3212366,0.7480310900540381,0.9999772625754448,3667,0,0,0.0,3667,Unassociated Background
CEP290,650,2456,43.4319953918457,0.030086886,0.32116967,0.7480818120720738,0.9999772625754448,3668,0,0,0.0,3668,Unassociated Background
SMIM32,710,111,14.478628158569336,0.030086702,0.32113686,0.7481066766475073,0.9999772625754448,3669,0,0,0.0,3669,Unassociated Background
JTB,717,158,41.92974090576172,0.03008667,0.32113123,0.7481109449797212,0.9999772625754448,3670,0,0,0.0,3670,Unassociated Background
SDC1,716,410,42.503501892089844,0.030086292,0.32106397,0.748161917141408,0.9999772625754448,3671,0,0,0.0,3671,Unassociated Background
HERPUD2,715,434,41.360660552978516,0.030086206,0.3210487,0.7481734803193144,0.9999772625754448,3672,0,0,0.0,3672,Unassociated Background
CDV3,617,309,41.249549865722656,0.030085968,0.3210063,0.7482056181210257,0.9999772625754448,3673,0,0,0.0,3673,Unassociated Background
HABP4,685,429,39.583091735839844,0.030085895,0.3209934,0.74821539731406,0.9999772625754448,3674,0,0,0.0,3674,Unassociated Background
ALX3,704,359,43.76920700073242,0.030085165,0.3208635,0.7483138464581593,0.9999772625754448,3675,0,0,0.0,3675,Unassociated Background
NOMO3,660,1250,41.90216827392578,0.0300851,0.3208519,0.7483226323233934,0.9999772625754448,3676,0,0,0.0,3676,Unassociated Background
ARHGAP5,691,1514,41.50871658325195,0.030084658,0.32077336,0.7483821466925025,0.9999772625754448,3677,0,0,0.0,3677,Unassociated Background
CLCN1,687,1058,41.72886657714844,0.030083915,0.32064116,0.748482342010935,0.9999772625754448,3678,0,0,0.0,3678,Unassociated Background
LRP8,643,1047,41.755950927734375,0.030083673,0.32059807,0.7485150035309123,0.9999772625754448,3679,0,0,0.0,3679,Unassociated Background
TMEM249,696,181,35.58552932739258,0.030083496,0.3205666,0.7485388562123512,0.9999772625754448,3680,0,0,0.0,3680,Unassociated Background
KLF6,719,287,42.35782241821289,0.030083314,0.3205341,0.7485634771302403,0.9999772625754448,3681,0,0,0.0,3681,Unassociated Background
SLC25A44,720,314,30.727394104003906,0.030082745,0.32043305,0.7486400746709386,0.9999772625754448,3682,0,0,0.0,3682,Unassociated Background
GJD2,729,322,41.17153549194336,0.030082703,0.32042542,0.7486458574229058,0.9999772625754448,3683,0,0,0.0,3683,Unassociated Background
ANPEP,672,1053,38.814353942871094,0.030082576,0.3204029,0.7486629346948247,0.9999772625754448,3684,0,0,0.0,3684,Unassociated Background
RABIF,685,126,34.04177474975586,0.030081995,0.3202995,0.7487412974609567,0.9999772625754448,3685,0,0,0.0,3685,Unassociated Background
DIRAS2,718,207,26.523406982421875,0.030081937,0.32028925,0.7487490683696283,0.9999772625754448,3686,0,0,0.0,3686,Unassociated Background
HES6,682,258,33.7126579284668,0.030081565,0.32022297,0.7487993088135051,0.9999772625754448,3687,0,0,0.0,3687,Unassociated Background
STX12,711,285,41.58674621582031,0.03008126,0.3201686,0.7488405140022387,0.9999772625754448,3688,0,0,0.0,3688,Unassociated Background
TOR2A,709,331,33.62120819091797,0.03008087,0.32009938,0.7488929929206698,0.9999772625754448,3689,0,0,0.0,3689,Unassociated Background
P2RX4,659,405,41.83176040649414,0.030080851,0.32009605,0.7488955231432852,0.9999772625754448,3690,0,0,0.0,3690,Unassociated Background
CPNE6,727,557,41.73992919921875,0.030080223,0.31998438,0.7489801742024931,0.9999772625754448,3691,0,0,0.0,3691,Unassociated Background
C19orf47,696,405,41.90834426879883,0.030078856,0.31974116,0.7491645554448523,0.9999772625754448,3692,0,0,0.0,3692,Unassociated Background
ELL,687,691,41.319725036621094,0.030078506,0.31967887,0.7492117770625064,0.9999772625754448,3693,0,0,0.0,3693,Unassociated Background
FBXW2,710,454,41.58281707763672,0.030077651,0.31952676,0.7493271011751559,0.9999772625754448,3694,0,0,0.0,3694,Unassociated Background
G6PD,668,521,29.377986907958984,0.030077575,0.3195132,0.749337382103902,0.9999772625754448,3695,0,0,0.0,3695,Unassociated Background
NAGA,712,414,36.331459045410156,0.030077396,0.31948137,0.7493615142171282,0.9999772625754448,3696,0,0,0.0,3696,Unassociated Background
CLDN4,706,213,39.55503845214844,0.030077292,0.31946284,0.749375568800642,0.9999772625754448,3697,0,0,0.0,3697,Unassociated Background
TM2D1,697,222,39.892974853515625,0.030076303,0.31928688,0.7495089785088567,0.9999772625754448,3698,0,0,0.0,3698,Unassociated Background
HS1BP3,695,443,42.01057434082031,0.030076047,0.31924146,0.7495434167848916,0.9999772625754448,3699,0,0,0.0,3699,Unassociated Background
POLR2A,662,2156,41.88798141479492,0.030075768,0.31919175,0.7495811096436032,0.9999772625754448,3700,0,0,0.0,3700,Unassociated Background
PRPF6,662,943,41.30471420288086,0.030075114,0.31907547,0.7496692879595314,0.9999772625754448,3701,0,0,0.0,3701,Unassociated Background
EMC4,722,185,37.14546203613281,0.030074723,0.31900588,0.7497220564048948,0.9999772625754448,3702,0,0,0.0,3702,Unassociated Background
DDX56,715,556,44.93272018432617,0.03007471,0.31900355,0.7497238191397783,0.9999772625754448,3703,0,0,0.0,3703,Unassociated Background
C1orf105,651,193,40.24382019042969,0.030073307,0.31875405,0.7499130269485066,0.9999772625754448,3704,0,0,0.0,3704,Unassociated Background
FAM174C,677,175,31.799161911010742,0.030072674,0.31864136,0.7499984827568528,0.9999772625754448,3705,0,0,0.0,3705,Unassociated Background
IGHG1,149,419,39.27674865722656,0.03007235,0.31858373,0.7500421950071534,0.9999772625754448,3706,0,0,0.0,3706,Unassociated Background
CUTA,717,159,37.29708480834961,0.030072253,0.3185665,0.7500552591136604,0.9999772625754448,3707,0,0,0.0,3707,Unassociated Background
MAZ,602,470,41.39867401123047,0.030071711,0.31847006,0.7501284013524201,0.9999772625754448,3708,0,0,0.0,3708,Unassociated Background
SFTPD,565,379,41.73248291015625,0.030070664,0.31828383,0.7502696517918296,0.9999772625754448,3709,0,0,0.0,3709,Unassociated Background
CBX5,710,191,41.79582977294922,0.030070225,0.31820562,0.750328966362592,0.9999772625754448,3710,0,0,0.0,3710,Unassociated Background
ARHGAP8,554,482,36.59706497192383,0.030068854,0.31796175,0.7505139495945933,0.9999772625754448,3711,0,0,0.0,3711,Unassociated Background
KLHL20,691,634,41.78059768676758,0.030068683,0.31793126,0.7505370763332585,0.9999772625754448,3712,0,0,0.0,3712,Unassociated Background
DDX5,714,635,41.18378448486328,0.030068059,0.31782025,0.7506212884927614,0.9999772625754448,3713,0,0,0.0,3713,Unassociated Background
CLDN7,728,216,42.04539108276367,0.030067446,0.31771123,0.7507039888553381,0.9999772625754448,3714,0,0,0.0,3714,Unassociated Background
SAFB2,570,1049,44.31416320800781,0.030067394,0.31770197,0.7507110201008543,0.9999772625754448,3715,0,0,0.0,3715,Unassociated Background
UPK1A,712,262,41.382781982421875,0.030067384,0.3177003,0.7507122861794171,0.9999772625754448,3716,0,0,0.0,3716,Unassociated Background
LSM8,710,96,17.67222785949707,0.030066634,0.31756678,0.7508135746391802,0.9999772625754448,3717,0,0,0.0,3717,Unassociated Background
ABCC2,656,1582,41.83576202392578,0.030066391,0.3175237,0.750846268215173,0.9999772625754448,3718,0,0,0.0,3718,Unassociated Background
ATP5MC3,701,162,43.37401580810547,0.0300659,0.31743622,0.7509126289582526,0.9999772625754448,3719,0,0,0.0,3719,Unassociated Background
PDF,682,268,28.133102416992188,0.03006558,0.3173792,0.7509558831363756,0.9999772625754448,3720,0,0,0.0,3720,Unassociated Background
KCNJ9,689,423,33.19150161743164,0.030065384,0.31734443,0.7509822701521436,0.9999772625754448,3721,0,0,0.0,3721,Unassociated Background
ADIPOR1,716,377,41.486202239990234,0.03006454,0.3171943,0.7510961650084459,0.9999772625754448,3722,0,0,0.0,3722,Unassociated Background
INPP5K,710,455,42.794715881347656,0.030064223,0.317138,0.7511389024170331,0.9999772625754448,3723,0,0,0.0,3723,Unassociated Background
CCNDBP1,712,371,42.49201202392578,0.030063985,0.31709558,0.7511710803453849,0.9999772625754448,3724,0,0,0.0,3724,Unassociated Background
PTBP1,684,602,38.74692916870117,0.030063868,0.3170747,0.7511869320348876,0.9999772625754448,3725,0,0,0.0,3725,Unassociated Background
C16orf78,674,293,39.1395378112793,0.030063527,0.31701407,0.7512329274030453,0.9999772625754448,3726,0,0,0.0,3726,Unassociated Background
FXYD1,692,93,38.62059020996094,0.030062921,0.31690636,0.7513146539002856,0.9999772625754448,3727,0,0,0.0,3727,Unassociated Background
RAB13,698,127,35.80216598510742,0.030062838,0.31689146,0.7513259610509694,0.9999772625754448,3728,0,0,0.0,3728,Unassociated Background
CRIP2,666,211,30.898469924926758,0.03006248,0.31682783,0.751374243185111,0.9999772625754448,3729,0,0,0.0,3729,Unassociated Background
EIF3CL,695,920,41.008026123046875,0.030061943,0.3167324,0.7514466569035237,0.9999772625754448,3730,0,0,0.0,3730,Unassociated Background
ADGRA3,590,1361,41.82871627807617,0.030061271,0.31661278,0.751537437217389,0.9999772625754448,3731,0,0,0.0,3731,Unassociated Background
MYOD1,709,351,41.0040283203125,0.030061156,0.31659225,0.7515530199339395,0.9999772625754448,3732,0,0,0.0,3732,Unassociated Background
SURF6,639,440,42.189186096191406,0.030059228,0.31624928,0.7518133047197766,0.9999772625754448,3733,0,0,0.0,3733,Unassociated Background
FCGR2C,404,397,35.105003356933594,0.030059211,0.3162463,0.7518155666161046,0.9999772625754448,3734,0,0,0.0,3734,Unassociated Background
CD1D,458,351,40.36782455444336,0.03005913,0.31623206,0.7518263785100014,0.9999772625754448,3735,0,0,0.0,3735,Unassociated Background
SNX11,656,272,41.80559539794922,0.030058771,0.3161681,0.7518749195375819,0.9999772625754448,3736,0,0,0.0,3736,Unassociated Background
CRTC2,698,731,41.77638626098633,0.030057821,0.3159991,0.7520031983373838,0.9999772625754448,3737,0,0,0.0,3737,Unassociated Background
DOHH,679,305,32.35783767700195,0.030057717,0.31598055,0.7520172684799006,0.9999772625754448,3738,0,0,0.0,3738,Unassociated Background
FN1,673,2233,41.8558349609375,0.030057203,0.3158891,0.7520866929457862,0.9999772625754448,3739,0,0,0.0,3739,Unassociated Background
CALHM2,720,326,41.8277587890625,0.030057022,0.31585693,0.7521111016982791,0.9999772625754448,3740,0,0,0.0,3740,Unassociated Background
TIMELESS,600,1283,41.538726806640625,0.030057004,0.31585363,0.752113612714685,0.9999772625754448,3741,0,0,0.0,3741,Unassociated Background
IGFBP7,657,292,41.09470748901367,0.03005528,0.3155471,0.7523462889941499,0.9999772625754448,3742,0,0,0.0,3742,Unassociated Background
KLHL22,714,636,39.635955810546875,0.030055152,0.31552425,0.7523636416420274,0.9999772625754448,3743,0,0,0.0,3743,Unassociated Background
SFXN2,713,334,45.20371627807617,0.03005511,0.31551662,0.7523694334271949,0.9999772625754448,3744,0,0,0.0,3744,Unassociated Background
TLE5,613,206,32.835235595703125,0.030055013,0.3154994,0.7523825102434186,0.9999772625754448,3745,0,0,0.0,3745,Unassociated Background
TPPP,635,246,32.79371643066406,0.03005487,0.31547388,0.7524018767315703,0.9999772625754448,3746,0,0,0.0,3746,Unassociated Background
FABP4,716,134,37.04641342163086,0.030054782,0.3154583,0.7524137093705472,0.9999772625754448,3747,0,0,0.0,3747,Unassociated Background
MIEN1,717,120,36.16922378540039,0.030054497,0.3154076,0.7524521941302242,0.9999772625754448,3748,0,0,0.0,3748,Unassociated Background
USP18,482,384,35.862388610839844,0.030053223,0.31518096,0.752624263146265,0.9999772625754448,3749,0,0,0.0,3749,Unassociated Background
SART1,688,825,41.4969482421875,0.030053174,0.31517234,0.7526308022376168,0.9999772625754448,3750,0,0,0.0,3750,Unassociated Background
ESAM,654,444,41.61902618408203,0.030052705,0.31508884,0.7526942029294221,0.9999772625754448,3751,0,0,0.0,3751,Unassociated Background
DAAM2,669,1093,41.3974494934082,0.030052396,0.31503382,0.7527359731761449,0.9999772625754448,3752,0,0,0.0,3752,Unassociated Background
TMED7,708,232,37.78147888183594,0.030052382,0.31503153,0.7527377155044406,0.9999772625754448,3753,0,0,0.0,3753,Unassociated Background
USF2,643,347,38.06792449951172,0.030051878,0.3149417,0.7528059162015237,0.9999772625754448,3754,0,0,0.0,3754,Unassociated Background
CDK5RAP1,687,512,42.15762710571289,0.030051446,0.31486484,0.752864275264111,0.9999772625754448,3755,0,0,0.0,3755,Unassociated Background
ANKS3,692,600,39.005287170410156,0.030050607,0.31471574,0.7529774899891898,0.9999772625754448,3756,0,0,0.0,3756,Unassociated Background
