gene,taxa_count,codon_length,max_lrt,psi_score,z_score,p_value,fdr_q,rank_track_b,is_golden_hypercube,num_pos_clades,delta_harm,rank_harmonic,composite_rank,delta_clade_1,delta_clade_2,delta_clade_3,delta_clade_4,delta_clade_5,delta_clade_6,delta_clade_7,delta_clade_8,delta_clade_9,delta_clade_10,delta_clade_11,delta_clade_12,delta_clade_13,delta_clade_14,delta_clade_15,delta_clade_16,delta_clade_17,delta_clade_18,delta_clade_19,delta_clade_20,delta_clade_21,delta_clade_22,delta_clade_23,delta_clade_24,delta_clade_25,delta_clade_26,delta_clade_27,delta_clade_28,delta_clade_29,delta_clade_30,delta_clade_31,delta_clade_32,delta_clade_33,delta_clade_34,delta_clade_35,delta_clade_36,delta_clade_37,delta_clade_38,delta_clade_39,delta_clade_40,delta_clade_41,delta_clade_42,delta_clade_43,delta_clade_44,delta_clade_45,delta_clade_46,delta_clade_47,delta_clade_48,delta_clade_49,tier,z_track_b,p_track_b,q_track_b,p_combined
PLA2G5,707,152,36.364749908447266,0.0013209755,0.1270767025380789,0.4494398453176723,0.6653184328727464,3912,0,25,0.0011325249009314,12630,3912,0.0001782961189746,-0.0008533424697816,-0.0011940606636926,-0.0005334820598363,-0.0002297908067703,1.999549385800492e-05,-3.145541995763779e-05,0.0002353619784116,0.0002299062907695,-3.6841651308350265e-05,0.000254301354289,0.006740279495716,-4.6642497181892395e-05,-8.730217814445496e-05,-0.0001087877899408,-9.313213922723662e-06,-8.649750816402957e-05,0.0001727772032609,-2.3074448108673096e-05,0.0012925495393574,0.0005850955494679,-0.0001050550490617,9.561330080032349e-05,-7.009878754615784e-05,-4.853680729866028e-05,0.000609902665019,-0.0001232754439115,-0.0001256102696061,0.0009817561367526,0.0014616646803915,0.0001627970486879,-0.0009780672844499,1.3250857591629028e-05,-4.848092794418335e-05,0.0001063169911503,6.472505629062653e-05,-4.268064003554173e-05,-2.349913120269775e-05,-5.645211786031723e-05,-0.0002088332548737,0.0002151317894458,8.311504643643275e-05,8.390098810195923e-05,0.0007960664806887,-0.0001583024859428,0.0002024725545197,5.679947207681835e-05,0.0001564882695674,3.5800039768218994e-05,Background,0.1270767025380789,0.4494398453176723,0.6653184328727464,0.4494398453176723
MLLT10,640,1091,43.38182067871094,0.0013282332,0.1270210464341609,0.449461870413313,0.6653184328727464,3913,0,31,0.0012501223864554,2371,3913,0.0002219285815954,-0.0004364121705293,7.372535765171051e-05,-0.0008524302393198,-0.0011213850229978,0.0001705586910247,-4.572700709104538e-05,6.417185068130493e-05,3.974884748458862e-05,9.831693023443222e-05,0.0010240022093057,6.561353802680969e-05,-0.0002439077943563,0.0012361984699964,1.65645033121109e-05,-2.6401132345199585e-05,-6.565079092979431e-05,0.0003668870776891,1.833215355873108e-05,0.0029569575563073,0.0018467446789145,0.0015396773815155,0.0001266486942768,3.296881914138794e-05,-0.0001356713473796,0.0008408688008785,-0.0027219736948609,-7.213372737169266e-05,0.0004896540194749,0.0011813277378678,-0.0004383102059364,3.538094460964203e-06,-1.6789883375167847e-05,-0.0001453589648008,3.0295923352241516e-05,0.0054080747067928,-0.0002984330058097,-0.0003784941509366,-3.773998469114304e-05,0.0032246215268969,9.039044380187988e-05,0.0003182683140039,8.710287511348724e-05,0.0007580667734146,-3.23709100484848e-05,0.0047582862898707,0.0133879948407411,9.950809180736542e-05,-0.0094985757023096,Background,0.1270210464341609,0.449461870413313,0.6653184328727464,0.449461870413313
ALDH3A1,660,389,37.8797607421875,0.00132557,0.12696226990573115,0.4494851305407267,0.6653184328727464,3914,0,31,0.0011922916298024,5862,3914,0.0003123879432678,0.0012117768637835,0.0011257529258728,-0.0003494173288345,4.1600316762924194e-05,0.0004717726260423,-6.828457117080688e-05,-0.0026831598952412,7.152743637561798e-05,0.0,-0.0002036299556493,-3.202259540557861e-05,-0.0001500118523836,7.179379463195801e-05,4.594027996063232e-05,-1.2274831533432009e-05,2.403929829597473e-05,0.0004227645695209,0.0002536624670028,0.0007994920015335,0.0003825547173619,-4.813261330127716e-05,-0.0001002512872219,4.165247082710266e-05,0.0,0.0010037440806627,5.0943344831466675e-06,-5.465559661388397e-05,0.0008261259645223,0.0012596687301993,0.0001081004738807,-3.5886187106370926e-05,1.4983117580413818e-05,1.952052116394043e-06,6.247870624065399e-05,0.0001329332590103,0.0002091005444526,0.0001178253442049,-7.191672921180725e-06,-7.634051144123077e-05,8.70879739522934e-05,-0.0015626102685928,0.000994361937046,0.0056985039263963,-8.128583431243896e-05,0.0002826452255249,0.001106908544898,0.0010216981172561,-3.069639205932617e-06,Background,0.12696226990573115,0.4494851305407267,0.6653184328727464,0.4494851305407267
TMEM272,230,195,41.50968933105469,0.0014314754,0.12693370277126786,0.44949643571457437,0.6653184328727464,3915,0,19,0.0011651160000716,8484,3915,0.0,-0.0005460842512547,0.0020686723291873,0.0025425967760384,-0.0001311432570219,0.0073214620351791,0.0,1.0489005523963544e-16,-0.0001643523282837,0.0117753390222787,0.0,-5.318969488143921e-05,-8.537247776985168e-05,0.0001123324036598,5.244502761981772e-17,1.0489005523963544e-16,1.0489005523963544e-16,0.0,-2.7827918529510495e-05,0.0023119903635233,0.0008274391293525,-0.0002329088747501,0.0,0.0,0.0,-0.004809470847249,0.0,0.0,0.0063912761397659,0.0,0.0004311055527068,0.0,-2.788938581943512e-05,0.0,0.0,0.0,4.823882045457139e-05,0.0,0.0,0.0,1.788142617442645e-05,0.0099834026768803,0.0002078246325254,-0.0024870841298252,-0.0016280045965686,-5.244502761981772e-17,0.0,0.0002319980412721,1.0489005523963544e-16,Background,0.12693370277126786,0.44949643571457437,0.6653184328727464,0.44949643571457437
ELP6,702,290,41.11997604370117,0.001320157,0.12680802873163563,0.4495461705163871,0.6653184328727464,3916,0,31,0.0011523080137542,10065,3916,0.0001621283590793,0.0005347739788703,0.0003875504771713,-0.0007421933114528,-0.0001361221075057,0.0002205502241849,-6.921868771314621e-05,-0.0026829109992831,5.469843745231629e-05,-0.0006027184426784,-3.632151674537454e-06,9.668618440628052e-05,0.0010546846315264,2.514570951461792e-07,4.308298230171203e-05,-2.4884870981622953e-06,-7.508695125579834e-05,0.0002499148249626,8.397921919822693e-05,0.0010369452647864,0.0001829555258154,-4.702247679233551e-05,0.0002259109169244,-1.545064151287079e-05,-0.0002086050808429,0.0005620401352643,-3.3229589462280273e-05,-5.415547639131546e-05,-9.229779243469238e-05,0.0001944247633218,0.0001029577106237,0.0001284065656363,-0.0002798531204462,-2.068839967250824e-05,3.040209412574768e-05,-0.0004054599266964,0.0005982538568787,6.993021816015244e-05,0.0126278176903724,0.0001152865588665,0.0002538487315177,0.0001490022987127,6.994791328907013e-05,7.109902799129486e-05,9.333714842796326e-06,-2.1962445316603407e-05,0.0101203983649611,9.778328239917756e-05,7.247559096867917e-06,Background,0.12680802873163563,0.4495461705163871,0.6653184328727464,0.4495461705163871
PIDD1,658,1032,41.76683044433594,0.0013247888,0.12675961777381972,0.4495653290950455,0.6653184328727464,3917,0,31,0.0012103308392588,4481,3917,0.0002633295953273,-0.0038593243807554,-0.0036848972085863,-0.0006931703537702,-4.694797098636627e-05,-0.0001005658414214,-4.672631621360779e-05,0.0001718215644359,3.9899729017633945e-05,0.0001326585334027,1.121320224228839e-06,0.0069395415484905,-0.0013575516641139,3.800727427005768e-05,7.074326276779175e-05,0.0002806432312354,-0.0013866380322724,0.0001238237164216,5.252659320831299e-06,0.0010773431276902,0.0010475050657987,-1.6966834664344788e-05,0.0001105107439798,0.0005996824475005,-0.0030227566603571,0.000205552438274,0.0006168879917822,1.3270415365695952e-05,0.0010726865148171,-0.0001591268810443,8.079783583525568e-05,-0.0012069308431819,0.0014976080274209,-0.000113857910037,0.0007435831357724,0.0003698077052831,-0.0003775097429752,0.0012131333351135,-4.9416907131671906e-05,-0.0006166948005557,0.0001343432813882,8.64267349243164e-05,7.985718548297882e-05,0.0007320868899114,1.5273690223693848e-06,-0.0011610600631684,0.0121830245479941,0.0013027619570493,-9.59257704380434e-07,Background,0.12675961777381972,0.4495653290950455,0.6653184328727464,0.4495653290950455
RTP5,379,595,37.01173400878906,0.001373341,0.1267478022139879,0.44957000510656875,0.6653184328727464,3918,0,20,0.001239137488633,2834,3918,0.0,-2.693161108129749e-16,0.0051520355045795,-0.0014931227779015,-0.0001774821430444,0.0003249086439609,0.0,-1.3465805540648746e-16,0.0001717526465654,-0.010556124150753,-0.0054257521405816,0.0,0.0,-8.13603401184082e-06,-0.0009554168209433,-4.905460082227364e-05,-0.0028314022347331,0.0004453659057617,2.0090490579605103e-05,0.001896881381981,-0.0008070194744504,-5.6043267250061035e-05,0.0,0.0004343067703302,-4.7810375690460205e-05,0.001009089872241,0.0002279571199323,0.0,0.0,0.0,-0.0001259166747331,0.0,-2.752058207988739e-05,0.000898627389688,0.0001027528196573,0.0049492199905216,0.004307591356337,0.0052319783717393,0.0,0.0,0.0003710053861141,0.0125388763844966,0.0,0.0009726838907226,0.0016485321102663,-0.0030364030972123,0.006267714779824,0.0,3.049523729714565e-05,Background,0.1267478022139879,0.44957000510656875,0.6653184328727464,0.44957000510656875
SYT13,699,430,41.67274856567383,0.0013200791,0.126728924516336,0.4495774759758893,0.6653184328727464,3919,0,27,0.0012292720780748,3325,3919,-0.0012920870212838,0.0003715583006851,0.0007638491806574,-0.0009036771953105,-0.0001076087355613,0.0022473521530628,-3.343448042869568e-05,0.0001815594732761,5.6274246162502095e-05,-0.0002713796275202,0.0009828297188505,1.3003125786781313e-05,-5.1565468311309814e-05,0.0011273137060925,-3.4309916827623965e-06,-2.3173157387645915e-05,-2.110189598170109e-05,8.714571595191956e-05,-3.228336572647095e-05,-0.0018751526949927,0.0016177470097318,0.001450395793654,0.0001588072627782,4.8354268074035645e-06,-0.0001404955983161,0.0006534466519951,-5.200132727622986e-05,-3.0751340091228485e-05,0.0002662427723407,0.0013276491081342,0.0028158195782452,-0.0001821280457079,-2.868473529815674e-06,-0.0001846868544816,-0.0013005525106564,-0.0005185332847759,0.0007948367274366,0.0003344155848026,-7.585156708955765e-05,0.0033046226017177,0.0001156367361545,5.444139242172241e-05,7.295049726963043e-05,0.0008057403611019,-6.563588976860046e-05,-0.0008204992045648,0.0131797771900892,9.709782898426056e-05,3.3378655643900856e-06,Background,0.126728924516336,0.4495774759758893,0.6653184328727464,0.4495774759758893
PDE3A,642,1240,41.75674819946289,0.0013264744,0.12671766718801505,0.44958193108428923,0.6653184328727464,3920,0,31,0.0012790164265789,1546,3920,-0.0013324924511834,0.004060847684741,0.0036398833617568,-0.0007931105792522,0.0010507422266528,0.0001139752566814,-0.0008525702287442,-0.0026535203214734,-4.384666681289673e-05,-4.152940891799517e-05,-5.999858694849536e-05,-3.4537166357040405e-05,-4.034861922264099e-05,-0.0001324526965618,3.506430221023038e-05,0.0003317652153782,0.0002875348727684,0.0002494361251592,1.9468367099761963e-05,0.0024560166057199,0.0003885878250002,-0.0002369005233049,0.0001437813043594,0.0003104080678895,-0.0001642256975173,0.0004092156887054,0.0001638644316699,-4.526413977146149e-05,0.0010844949865713,0.0006432383088395,0.0001118024811148,-0.0010197032243013,0.001579275005497,-3.6675482988357544e-05,0.0007100698421709,0.004278025124222,6.955863500479609e-05,0.0021828699391335,-5.0731003284454346e-05,0.0024693296290934,8.830057049635798e-05,0.0001056823530234,8.586794137954712e-05,0.0006215629400685,-1.5331432223320007e-05,-0.0005192477256059,0.0124364728108048,9.962543845176695e-05,1.031532883644104e-05,Background,0.12671766718801505,0.44958193108428923,0.6653184328727464,0.44958193108428923
BOC,691,1156,41.36137771606445,0.0013207926,0.12670020873977353,0.44958884030988006,0.6653184328727464,3921,0,37,0.0012745227150907,1666,3921,0.0002431217581033,6.039483560016379e-05,0.0010277108522132,-0.0007704999297857,-8.846446871757507e-05,0.0001833897404139,-0.0009129585232585,-0.002472483087331,5.342812437447719e-05,2.506857708794996e-05,0.0001228991895914,0.0065104216337203,-5.082227289676666e-05,0.0010250062914565,7.1469798967882525e-06,-0.0001140721069532,0.0005991272628307,5.2320292525109835e-06,-6.768852472305298e-06,0.0008967043831944,0.0010357435094192,0.0012436821125447,0.0001368820667266,0.0002756142348516,-0.0001425519585609,0.0004699707496911,0.0001700463180895,-0.003774334443733,-0.0005618222057819,0.0013003475032746,0.0001150928510469,4.332697790232487e-05,0.0014154763193801,-3.118440508842468e-05,6.798282265663147e-05,0.000103797763586,0.0006982779013924,7.551908493041992e-05,-0.0038549357559531,0.0032547407317906,9.468571079196408e-05,0.000139944255352,9.924545884132384e-05,0.0009006620384752,1.4659017324447632e-05,0.0051571065559983,0.0135531658306717,0.0001005455851554,9.86271243164083e-06,Background,0.12670020873977353,0.44958884030988006,0.6653184328727464,0.44958884030988006
RAD51AP1,675,388,42.37153244018555,0.0013222607,0.12664189963229747,0.4496119163992042,0.6653184328727464,3922,0,27,0.0012105149928205,4466,3922,0.0002667549997568,0.0023367633111774,0.0024620690383017,-0.000768506899476,-2.9940158128738403e-05,0.0001451950520277,-5.955249071121216e-05,0.0002313405275344,-6.301701068878174e-05,0.0018069703364744,-8.714292198419571e-05,-0.0006324704736471,0.0032892557792365,1.4180317521095276e-05,-0.0002429448068141,-2.889706593123265e-05,-5.701183181372471e-05,0.0003319550305604,-2.2936612367630005e-05,0.0003271531895734,0.0003863619640469,-1.0365620255470276e-05,0.0002211108803749,1.2621283531188965e-05,2.8792768716812137e-05,0.0003752950578927,-0.0001025907695293,-6.101466715335846e-05,0.000306025147438,0.0011439010268077,0.00017761439085,9.026833140524104e-06,7.562898099422455e-05,-3.0757859349250793e-05,5.6218355894088745e-05,-0.0006284195114858,8.65645706653595e-05,-0.0022261929698288,-0.0001325272023677,0.0003255847841501,-4.37497983512003e-05,0.0001310573134105,0.0,0.0018744505941867,-8.024647831916809e-05,0.0043146633543074,0.0143722891807556,0.0,-4.81121132906992e-05,Background,0.12664189963229747,0.4496119163992042,0.6653184328727464,0.4496119163992042
POLE2,686,358,41.72020721435547,0.0013206489,0.1265628144980274,0.4496432149660662,0.6653184328727464,3923,0,31,0.0012107138321664,4456,3923,0.0003914702683687,0.0021855973172932,0.0016085976967588,-0.0008438937366008,0.0009231043513864,0.0001466022804379,-5.429144948720932e-05,-0.0024785557761788,-1.0259449481964111e-05,-0.0001639519323362,2.1526597265619785e-05,0.006683524698019,-5.132146179676056e-05,-0.0001103188842535,1.273863745154813e-05,-2.947448956547305e-05,-5.7805322285275906e-05,0.000313663855195,7.763504981994629e-06,0.0015755207277834,0.0001814421266317,-0.0001783668994903,4.7948211431503296e-05,4.792585968971253e-05,-0.0001618601381778,0.0012559132883325,-5.610100561170839e-05,4.849769175052643e-05,0.0003303699195384,3.680959343910217e-05,6.542354822158813e-05,4.307924973545596e-05,2.7392059564590457e-05,0.0007451226701959,3.8331374526023865e-05,-0.0002621513267513,4.510582220973447e-05,4.532281309366226e-05,-4.1643157601356506e-05,-0.0011530878255143,2.4583197955507785e-05,4.323944813222624e-05,-0.0030718934722244,0.0007983524701558,-0.0001053418964147,0.003621845273301,0.0117648327723145,0.0012125963112339,-6.031237262504874e-06,Background,0.1265628144980274,0.4496432149660662,0.6653184328727464,0.4496432149660662
RCAN1,624,260,41.77857971191406,0.001327875,0.12655402444706382,0.4496466937175473,0.6653184328727464,3924,0,30,0.0013088404542578,941,3924,-0.001267310231924,0.0038274386897683,0.0031820740550756,-0.0007400307804346,-0.0014133509248495,-3.0288472771644592e-05,-2.2989697754383087e-05,-0.0027564223855733,-9.81111079454422e-05,0.0019255205988883,2.016127109527588e-05,3.167986869812012e-05,-6.0148537158966064e-05,0.0010250136256217,5.567818880081177e-05,4.083290696144104e-05,-1.0699033737182615e-05,0.0002620127052068,1.2759119272232056e-05,0.0012716297060251,0.0009233364835381,0.0012686513364315,0.0001490972936153,3.956444561481476e-05,-0.0001685954630374,0.0003832941874861,-4.725344479084015e-05,-3.7037767469882965e-05,0.0023685470223426,-0.0003191009163856,-0.0005412977188825,-0.0007327627390623,0.0014291703701019,-0.0001242458820343,0.0008292831480503,0.0001679342240095,0.0007042586803436,0.0018818974494934,-3.304239362478256e-05,0.0036294041201472,5.737878382205963e-05,-0.0002045575529336,8.106604218482971e-05,0.0020836740732192,7.456913590431213e-05,0.0047395657747983,0.0100079290568828,9.82433557510376e-05,-0.0079467259347438,Background,0.12655402444706382,0.4496466937175473,0.6653184328727464,0.4496466937175473
SLC2A9,486,603,39.070674896240234,0.0013483522,0.1264654307234596,0.4496817557948021,0.6653184328727464,3925,0,27,0.00127628059222,1616,3925,-0.0096649331972002,0.0117599098011851,0.00221972563304,-0.0010458603501319,-9.126029908657074e-05,0.0001653097569942,-0.0001200586557388,0.0108113568276166,8.029425953282043e-05,-0.0018167846137657,0.0034350210335105,8.974596858024597e-05,0.0,2.3029744625091553e-05,-7.044710218906403e-05,-0.0005531217902898,-0.0006039086729288,0.0004668571054935,-4.591420292854309e-05,-0.0048811277374625,0.0004513134190347,1.0360032320022585e-05,0.0094784898683428,0.0001094434410333,0.0,0.0107847210019826,-8.976079698186368e-06,0.0,0.001070657512173,0.0002522785216569,0.0002402104437351,7.155351340770721e-05,0.0,-5.437806248664856e-05,-3.6513629311230034e-05,0.0001332461833953,8.415443517151289e-06,0.0001171194016933,0.0,0.0017533574718981,0.0002784964453894,-0.000861999054905,0.0,-0.0105218002572655,0.0024199353065341,0.0026309671811759,0.0098705533891916,0.0,2.333895827177912e-05,Background,0.1264654307234596,0.4496817557948021,0.6653184328727464,0.4496817557948021
MRPL19,699,307,40.90885925292969,0.0013187053,0.12645416451633598,0.44968621456573166,0.6653184328727464,3926,0,29,0.0011737250378646,7537,3926,0.000688724219799,0.0011935321381315,0.0008370791911147,-0.0006587281823158,1.9278377294540405e-05,2.4402514100074768e-05,-9.367242455482484e-05,-0.0026143018621951,0.0001686457544565,0.0008049032185226,-0.0002161636948585,2.5991350412368774e-05,-7.786601781845093e-05,0.000111024826765,2.699717879295349e-05,-7.082708179950714e-05,-0.0001059006899595,0.0003638975322246,1.4308840036392212e-05,0.0016948424745351,0.0004884349182248,-7.924437522888184e-05,0.0001277364790439,5.3552910685539246e-05,-0.0001109391450881,0.0002396330237388,1.4564022421836851e-05,0.0120912445709109,0.0003363937139511,-0.0002842675894498,-0.0001337137655355,-1.4493241906166077e-05,0.0001035686582326,-5.264952778816223e-05,8.921977132558823e-05,-0.000533505808562,0.0005969237536191,-0.0009751972975209,-8.808542042970657e-05,-0.0002994891256093,0.0001703221350908,2.8759246561094187e-05,6.117112934589386e-05,0.0008801240473985,-4.8607587814331055e-05,-1.274980058951769e-05,0.0129782557487487,0.0001087244600057,-7.5560063123703e-05,Background,0.12645416451633598,0.44968621456573166,0.6653184328727464,0.44968621456573166
DKK4,617,246,41.15106964111328,0.0013282304,0.12644730802519544,0.44968892812834166,0.6653184328727464,3927,0,27,0.0011864716466992,6349,3927,0.0171192232519388,-7.102956442395225e-05,6.915324775036424e-05,-0.0007374510169029,-7.479824125766754e-05,-0.0007504420354962,-4.0696002542972565e-05,-0.0024170305114239,8.238107693614438e-05,-0.0014160936698317,7.971193554112688e-06,0.0001607798039913,-3.911182284355163e-05,0.000626201974228,2.0083041817997586e-05,-2.4836506781866777e-05,-7.2430819272995e-05,0.0003064628690481,3.428012132644653e-05,0.0008191872038878,0.0008485728758387,0.0006713340990245,0.0001827403903007,3.3017247915267944e-05,-0.0001942515373229,-0.0002880655229091,-6.066448622732423e-05,-1.083873212337494e-05,0.000770540209487,0.0016684071160852,-1.8412243662169203e-05,-0.0037412738893181,3.391876816749573e-05,-6.721168756484985e-05,8.445419371128082e-05,-0.0005857254727743,7.153303158702329e-05,0.0030241946224123,-9.79006290435791e-06,6.985943764448166e-05,0.0001334585249423,0.0001571755856275,0.0001053642481565,-0.0001086089760065,-0.0001501087099313,0.0064604463987052,0.0138733061030507,0.0001071598380804,-1.547485589981079e-05,Background,0.12644730802519544,0.44968892812834166,0.6653184328727464,0.44968892812834166
CD207,648,351,41.704463958740234,0.0013242275,0.12641208310996305,0.44970286897144124,0.6653184328727464,3928,0,27,0.0011330089020596,12574,3928,0.0001457072794437,-0.0014751842245459,0.0021572150290012,-0.0001760721206665,-5.58365136384964e-05,8.744187653064728e-05,-3.9344653487205505e-05,0.0001839157193899,-2.668425440788269e-05,-0.0003905845806002,0.0001220470294356,-2.292916178703308e-05,-6.918609142303467e-05,1.8291175365448e-06,-9.795837104320526e-05,-2.394244074821472e-05,-3.053620457649231e-05,0.0002349503338336,-3.4458935260772705e-06,0.0011065369471907,0.0006894674152135,-8.086860179901123e-05,0.0001734253019094,0.0,0.0,0.000725507736206,0.0057382434606552,5.4667703807353973e-05,0.0008911006152629,-2.5466084480285645e-05,8.784420788288116e-05,7.914425805211067e-05,3.992579877376557e-05,-3.413856029510498e-05,0.0,0.0002576354891061,7.15404748916626e-05,7.416307926177979e-05,-2.381112426519394e-05,-0.0001589711755514,5.190819501876831e-05,0.0002570338547229,0.0001127105206251,0.0007013957947492,3.3896416425704956e-05,-0.0002557225525379,-8.625909686088562e-06,0.0001718569546937,5.1585957407951355e-05,Background,0.12641208310996305,0.44970286897144124,0.6653184328727464,0.44970286897144124
RAD9B,680,467,42.453163146972656,0.0013203373,0.12636853080804697,0.44972010560144365,0.6653184328727464,3929,0,32,0.0012100559523987,4500,3929,0.0001699775457382,0.0015525007620453,0.0018779477104544,-0.0007135160267353,-5.481392145156861e-05,3.1439587473869324e-05,0.0023596864193677,-4.0860846638679504e-05,-0.0001278948038816,2.0601786673069e-05,-0.000122551806271,3.956630825996399e-05,1.7780810594558716e-05,5.260109901428223e-06,-8.735805749893188e-07,-1.6333535313606262e-05,-6.301514804363251e-05,0.0003525167703628,-2.4441629648208615e-05,0.002218609675765,0.0004515629261732,-6.628595292568207e-05,0.000115355476737,4.859454929828644e-05,-7.198750972747803e-05,0.0004266332834959,-4.531443119049072e-05,-1.410115510225296e-05,0.0003292076289653,-3.278069198131561e-05,0.0001665577292442,2.5933142751455307e-05,3.631040453910827e-05,0.0006727278232574,8.4657222032547e-05,0.0001310780644416,4.964321851730347e-05,1.745019108057022e-05,4.173256456851959e-06,-0.0009668171405792,0.0005484800785779,0.0003434643149375,0.0014262832701206,0.0009050704538822,-3.2179057598114014e-05,0.0047512161545455,0.012524202466011,-0.0031855665147304,3.721378743648529e-05,Background,0.12636853080804697,0.44972010560144365,0.6653184328727464,0.44972010560144365
PHYHD1,694,315,38.055782318115234,0.0013186198,0.12633027691305837,0.44973524536704274,0.6653184328727464,3930,0,27,0.0011623182554851,8847,3930,0.0002303663641214,-0.0002388441644143,-0.0021076470147818,-0.0006107911467552,-5.292333662509918e-05,0.0003214906901121,-1.898407936096191e-05,0.0001865290105342,0.0008136266260407,0.0024179217871278,-8.810963481664658e-05,-4.582107067108155e-07,-7.947534322738647e-05,7.348321378231049e-05,5.200508894631639e-06,-1.7356120224576443e-05,-4.8808746214490384e-05,0.000259630382061,5.856901407241821e-05,0.0007943868404254,0.0005563665181398,-7.910467684268951e-05,0.0001216195523738,0.0003303772245999,-0.0001343265175819,0.0005024690181016,0.0001132770412368,-4.182197153568268e-05,0.0003170184791088,0.0003210045397281,0.0002399235963821,-0.0001154439523816,-2.6717782020568848e-05,-9.136274456977844e-06,7.306039333343506e-05,6.465241312980652e-05,3.818050754489377e-05,6.646756082773209e-05,-7.487274706363678e-05,-1.153908669948578e-05,0.0008469158201478,-8.391588926315308e-05,8.09207558631897e-05,0.0025365317706018,-3.677979111671448e-05,-0.0001173000782728,0.0126879839226603,9.67159867286682e-05,-1.326948040514253e-05,Background,0.12633027691305837,0.44973524536704274,0.6653184328727464,0.44973524536704274
GPR37L1,675,531,41.85184097290039,0.0013204413,0.12627801963229746,0.4497559273787659,0.6653184328727464,3931,0,27,0.0011802763651138,6907,3931,0.0001855753362178,-1.332206647930434e-05,6.842173752374947e-05,-0.0007714554667472,-5.752593278884888e-05,0.0001841746270656,-4.657171666622162e-05,0.0001660846173763,-4.462152719497681e-05,-0.0002636781428009,-2.588703137007542e-05,-2.6319175958633423e-06,-7.173046469688416e-05,3.053061664104462e-05,1.8885364625020884e-05,6.1057617131154984e-06,-6.616860628128052e-05,0.0003854483366012,-2.8584152460098267e-05,0.0018665957031771,0.0010555775370448,-1.955777406692505e-05,0.0001359768211841,4.9151480197906494e-05,-0.0001919865608215,0.0006430586799979,-2.4303788450197317e-05,6.136484444141388e-06,0.0002759881317615,0.0013142764801159,0.0001313555985689,-0.000967449741438,0.0013866090448573,-3.565661609172821e-05,0.00044447183609,0.0001071766018867,-3.0770788725931197e-06,0.0022314544767141,-5.415920168161392e-05,0.003254595445469,1.3083230442134663e-05,-0.0001954273757291,0.000109551474452,0.0007667619502171,-5.975738167762756e-05,-0.0007570061716251,0.0131634138524532,9.684078395366667e-05,-2.52649188041687e-05,Background,0.12627801963229746,0.4497559273787659,0.6653184328727464,0.4497559273787659
RAPH1,547,1407,42.0367431640625,0.0013369714,0.12623383817429398,0.44977341330576287,0.6653184328727464,3932,0,28,0.001434624675656,100,3932,-5.8846548199653625e-05,0.0022231887560337,0.0026874316390603,-0.0001619423128431,0.0004930549766868,0.0003547504020389,0.0021281579975038,-0.0032126212026923,0.0010205823928117,-0.0002340040227863,-0.0034555816091597,-0.0015293806791305,0.0032617773395031,0.003286626888439,-0.0012507847277447,-0.0008478647796437,-0.0009038223652169,0.0002885297290049,-1.6577541828155518e-06,-0.0145444627851247,0.0008012899197638,0.0045626456849277,0.0105596529319882,0.0002359968202654,-0.0001436546444892,-0.0004752878739964,0.0001150472307926,-0.0044178199023008,0.0010874327272176,0.001744789420627,-0.0004545710980892,-0.0007041071075946,0.0030965250916779,0.0005808843416161,-0.0002969317138195,-0.0012139073805883,0.0010188296437263,-0.0004265663737896,-0.0044542476534843,0.0017447931459173,0.0019676873926073,0.0003932903928216,9.690411388874054e-05,0.0008175239781849,-0.0034555834718048,0.0029307610820978,0.0067219138145446,0.0001176577061414,0.0038752588443458,Background,0.12623383817429398,0.44977341330576287,0.6653184328727464,0.44977341330576287
DGKK,589,1345,41.54923248291016,0.0013306128,0.1261811837695797,0.4497942527426164,0.6653184328727464,3933,0,28,0.0012854480412019,1368,3933,-0.006025890354067,-0.0018640572670847,-0.0001511947630206,-0.0001909272978082,0.0001008342951536,0.0009742148104123,-6.217323243618011e-05,0.0134362746030092,0.0007460583001375,-0.0099747525528073,-4.058703416376375e-05,-0.0069459341466426,-4.544667899608612e-05,0.0010403350461274,2.901070001826156e-05,0.0004418512107804,0.0004053675802424,0.0036853910423815,-1.9632279872894287e-06,0.0008397654746659,-0.0008675161516293,0.0012251373846083,0.000132642686367,3.106333315372467e-05,-0.000175267457962,0.0002468071761541,8.972181240096688e-05,-5.239993333816528e-05,0.0008862831164151,-0.0001126155257225,-0.0003868788480758,-0.0007280420977622,0.0013325896579772,-9.005330502986908e-05,1.4979392290115356e-05,0.0052000884898006,0.0007482822984457,0.0001106411218643,0.0133835077285766,0.0026614950038492,0.0007821470499038,8.722580969333649e-05,0.0001045353710651,-0.0099747562780976,-6.603077054023743e-05,0.0035536491777747,-0.0002686010848265,0.000123668462038,-3.771855972445337e-06,Background,0.1261811837695797,0.4497942527426164,0.6653184328727464,0.4497942527426164
