gene,codon_length,taxa_count,fg_count,n_microbats,n_odontocetes,psi_track_b,max_rho_track_a,p_min_track_a,p_evd_track_a,max_synergy_track_a,top3_synergy_track_a,best_site_codon,best_site_lrt,best_site_rho,rho_microbats,rho_odontocetes,rho_megabats,rho_mysticetes,z_track_b,p_track_b,q_track_b,rank_track_b,rank_track_a,q_track_a,min_rank,dual_track_score,composite_rank,composite_score,delta_bat,delta_cet,contrast_quadrant
HEATR6,1207,679,108,71,37,0.2323996730095624,0.7203240394592285,1.942890293094024e-15,1.6961432258696444e-12,21.719749450683594,16.671142578125,701,43.78511428833008,0.4960532784461975,0.8884041905403137,0.8533324599266052,0.8749315738677979,0.6187809109687805,-0.0921416998294297,0.5367072711598538,0.8846340489435419,8806,2195,1.85470451051429e-12,2466,2465.9999056589436,3766,2195.365846358497,0.01347261667251587,0.2345515489578247,Q1_Golden_Quadrant
IFT74,618,677,107,71,36,0.2441949663111813,0.7203186750411987,1.942890293094024e-15,8.43214387202451e-13,23.01882553100586,19.088943481445312,119,37.85277557373047,0.6081146001815796,0.8842750191688538,0.8204421997070312,0.6071707010269165,0.4768169820308685,0.1439324416728565,0.4427769088276357,0.8846340489435419,6754,2196,1.1693739293658889e-12,2467,2466.9999049778626,3767,2196.2976388427005,0.27710431814193726,0.3436252176761628,Q1_Golden_Quadrant
FOXF2,474,605,101,69,32,0.278247277579379,0.6552087068557739,1.942890293094024e-15,5.342948306007138e-13,22.230884552001953,15.237011909484863,425,43.69234848022461,0.508804976940155,0.7927126884460449,0.7297176122665405,0.8323552012443542,0.3648759424686432,0.8254644683249691,0.204553973587126,0.8846340489435419,2196,7188,1.0598948151663044e-12,2349,2348.9999061587687,3768,2196.312071832391,-0.039642512798309326,0.36484166979789734,Q4_Unilateral_Cetacean
BFSP1,791,641,108,71,37,0.2634144531096741,0.7203034162521362,1.942890293094024e-15,1.2473355681655857e-12,14.323079109191896,12.789196968078612,574,26.101463317871097,0.5487462282180786,0.8367546200752258,0.8562461137771606,0.5500454306602478,0.639136552810669,0.5285963690587053,0.2985427398143166,0.8846340489435419,3711,2197,1.4620807188233842e-12,2468,2467.999907252054,3769,2197.196474891919,0.286709189414978,0.2171095609664917,Q1_Golden_Quadrant
PRRC1,468,708,114,74,40,0.2466070963410979,0.7202622890472412,1.942890293094024e-15,5.770384170487586e-13,13.912762641906738,12.591365814208984,76,21.96697998046875,0.6333488821983337,0.8939788937568665,0.8366560339927673,0.5008692741394043,0.7004615068435669,0.1922094544984971,0.4237890701824426,0.8846340489435419,6320,2199,1.0624817901254942e-12,2470,2469.9999073576123,3770,2199.2833056202194,0.39310961961746216,0.13619452714920044,Q1_Golden_Quadrant
COL22A1,1659,538,79,48,31,0.2781186562490526,0.6693352460861206,1.942890293094024e-15,2.063349491263725e-12,13.353785514831545,12.129386901855469,465,34.178741455078125,0.3907044231891632,0.751680850982666,0.9029415249824524,0.920394241809845,0.999994158744812,0.8228902067649343,0.2052852161554677,0.8846340489435419,2200,6094,2.1990406633415148e-12,2353,2352.999907616502,3771,2200.275823079481,-0.16871339082717896,-0.09705263376235962,Q3_Parallel_Regressive
KNTC1,2283,653,107,69,38,0.2323110340979058,0.7202346920967102,1.942890293094024e-15,3.5671465781142658e-12,18.106365203857425,16.514450073242188,243,35.20622253417969,0.514294445514679,0.8557434678077698,0.8466209173202515,0.918972373008728,0.547270655632019,-0.0939157426139495,0.5374119558434346,0.8846340489435419,8814,2200,3.672345818914423e-12,2471,2470.999905709571,3772,2200.366278683073,-0.06322890520095825,0.2993502616882324,Q4_Unilateral_Cetacean
ACSF3,615,647,107,70,37,0.2533964676718652,0.7202246189117432,1.942890293094024e-15,8.879008639435747e-13,19.515634536743164,12.096373558044434,467,39.50968933105469,0.4939455389976501,0.7634270191192627,0.85221266746521,0.9433413147926332,0.5832233428955078,0.3280937404815462,0.3714203933283675,0.8846340489435419,5153,2201,1.196439911357364e-12,2472,2471.9999076357017,3773,2201.2445626870635,-0.17991429567337047,0.26898932456970215,Q4_Unilateral_Cetacean
NBAS,2466,603,93,63,30,0.2780533238389976,0.7060766220092773,1.942890293094024e-15,3.5904612616313105e-12,20.68130874633789,18.40039825439453,486,40.107154846191406,0.5156513452529907,0.8380506038665771,0.8996646404266357,0.999995231628418,0.8027263283729553,0.8215826265105387,0.2056572402622629,0.8846340489435419,2202,3061,3.695618248693699e-12,2355,2354.9999051545333,3774,2202.1750249418023,-0.16194462776184082,0.09693831205368042,Q4_Unilateral_Cetacean
ATRIP,836,695,108,68,40,0.2447604252429401,0.7201703190803528,1.942890293094024e-15,1.3697376566303488e-12,25.29456901550293,17.888490676879883,512,43.59161758422851,0.5802622437477112,0.7459625601768494,0.8742049336433411,0.8420284390449524,0.4802459180355072,0.1552496873280737,0.4383122391431142,0.8846340489435419,6653,2203,1.5665735857863117e-12,2474,2473.9999052942294,3775,2203.2945128034585,-0.09606587886810303,0.39395901560783386,Q4_Unilateral_Cetacean
C11orf71,134,692,102,64,38,0.278043924177567,0.6416062712669373,1.942890293094024e-15,2.312039448781622e-13,14.863386154174805,11.051854133605955,9,32.21998596191406,0.4613095223903656,0.643090009689331,0.5195497870445251,0.7615140080451965,0.8418852090835571,0.8213944991833161,0.2057107979175695,0.8846340489435419,2203,8049,1.0598948151663044e-12,2356,2355.9999082974787,3776,2203.3409378117726,-0.11842399835586548,-0.322335422039032,Q3_Parallel_Regressive
MBTD1,695,706,112,73,39,0.2780204877926325,0.714511513710022,1.942890293094024e-15,4.041211809634754e-13,17.866653442382812,13.137924194335938,627,35.29631805419922,0.506190299987793,0.8850276470184326,0.8578088283538818,0.6514959335327148,0.4967014491558075,0.8209254371335768,0.2058443704546327,0.8846340489435419,2204,2486,1.0598948151663044e-12,2357,2356.999907073174,3777,2204.1559694047223,0.23353171348571777,0.36110737919807434,Q1_Golden_Quadrant
MARF1,1765,692,110,71,39,0.2439861579781057,0.7201577425003052,1.942890293094024e-15,2.2964963264344993e-12,29.798603057861328,20.17351722717285,1005,43.75868606567383,0.6809757351875305,0.8963854312896729,0.8891816735267639,0.9799437522888184,0.7852929830551147,0.1397532960841173,0.4444274576876419,0.8846340489435419,6795,2204,2.4221004888797637e-12,2475,2474.9999047228807,3778,2204.2992683737943,-0.08355832099914551,0.10388869047164917,Q4_Unilateral_Cetacean
SLC5A7,584,699,110,72,38,0.2780165893369041,0.7016637921333313,1.942890293094024e-15,5.14865927669784e-13,14.727621078491213,11.8795166015625,464,26.037189483642575,0.5656378865242004,0.6991572976112366,0.847067654132843,0.9781651496887208,0.5129491686820984,0.8208474124023782,0.2058665941715585,0.8846340489435419,2205,3366,1.0598948151663044e-12,2358,2357.9999077642665,3779,2205.18526770868,-0.27900785207748424,0.33411848545074463,Q4_Unilateral_Cetacean
GMIP,1031,675,108,70,38,0.2386310362269846,0.7201513648033142,1.942890293094024e-15,1.4940826353881882e-12,18.46736717224121,15.542378425598145,775,39.38685989379883,0.4688712656497955,0.894512951374054,0.8643310070037842,0.6739382147789001,0.5168768763542175,0.0325744631624617,0.4870069672321661,0.8846340489435419,7732,2205,1.6732997948178082e-12,2476,2475.99990604508,3780,2205.330462254739,0.2205747365951538,0.34745413064956665,Q1_Golden_Quadrant
CD84,373,664,107,69,38,0.2482374458882151,0.720129132270813,1.942890293094024e-15,6.256106743760799e-13,17.472522735595703,14.767374992370604,45,24.26304054260254,0.720129132270813,0.7980773448944092,0.6264131665229797,0.8261678218841553,0.4045649170875549,0.2248397045348835,0.411051988508779,0.8846340489435419,6047,2206,1.065730285357932e-12,2477,2476.9999063422097,3781,2206.27445959428,-0.028090476989746094,0.22184824943542486,Q4_Unilateral_Cetacean
GOSR2,188,667,97,59,38,0.2199591967807881,0.7201145887374878,1.942890293094024e-15,2.2537527399888138e-13,6.779573440551758,4.990060806274414,122,9.5142822265625,0.7125680446624756,0.9233396053314208,0.5195433497428894,0.7137156128883362,0.4367089569568634,-0.341128704263174,0.6334966535073395,0.8846340489435419,10738,2207,1.0598948151663044e-12,2478,2477.999916694321,3782,2207.4304955104753,0.2096239924430846,0.082834392786026,Q1_Golden_Quadrant
APOC2,118,707,110,72,38,0.2779766451494562,0.5741252303123474,1.942890293094024e-15,1.9234613901628992e-13,8.598539352416992,8.024993896484375,18,14.976766586303713,0.5741252303123474,0.5735226273536682,0.5496888756752014,0.7076777219772339,0.5970231890678406,0.8200479587967204,0.2060943838538347,0.8846340489435419,2207,11465,1.0598948151663044e-12,2360,2359.99991108034,3783,2207.4546724309944,-0.13415509462356567,-0.04733431339263916,Q3_Parallel_Regressive
FGFR4,851,705,111,72,39,0.250500443138598,0.7200948596000671,1.942890293094024e-15,8.082423619267873e-13,14.066182136535645,12.681143760681152,355,36.51837921142578,0.3851808905601501,0.8940977454185486,0.7625499963760376,0.7600182294845581,0.9999936819076538,0.2701319341933735,0.3935293775480746,0.8846340489435419,5640,2208,1.147014727601908e-12,2479,2478.9999073093304,3784,2208.260991020951,0.13407951593399048,-0.2374436855316162,Q2_Unilateral_Bat
NYAP2,787,685,110,72,38,0.2559138860575315,0.7200848460197449,1.942890293094024e-15,8.568146192540975e-13,17.47628402709961,15.632797241210938,224,24.269756317138672,0.7200848460197449,0.8583061695098877,0.7656343579292297,0.6101224422454834,0.9775393009185792,0.378478022499924,0.3525377585944586,0.8846340489435419,4757,2209,1.177480125704291e-12,2480,2479.9999060122177,3785,2209.231659461257,0.2481837272644043,-0.21190494298934948,Q2_Unilateral_Bat
LGALS3BP,619,627,92,55,37,0.2779690446303861,0.6489961743354797,1.942890293094024e-15,9.364731212708813e-13,17.469268798828125,12.814154624938965,249,32.45081329345703,0.5383306741714478,0.747852087020874,0.8157409429550171,0.9999637603759766,0.4873468279838562,0.8198958399838544,0.2061377442454012,0.8846340489435419,2209,7591,1.22937153895369e-12,2362,2361.999907238952,3786,2209.325906218822,-0.25211167335510254,0.3283941149711609,Q4_Unilateral_Cetacean
PCDHGA4,1320,396,77,49,28,0.2475374438835648,0.7200368642807007,1.942890293094024e-15,1.3541945342856178e-12,17.34014129638672,14.562259674072266,301,33.043914794921875,0.5247604846954346,0.7925295233726501,0.7840977907180786,0.953458309173584,0.7030400633811951,0.2108296779868348,0.416510089663752,0.8846340489435419,6171,2210,1.5540246787270896e-12,2481,2480.9999064258022,3787,2210.2787163285666,-0.16092878580093384,0.08105772733688354,Q4_Unilateral_Cetacean
CNNM3,773,611,101,65,36,0.2779289115648551,0.6840307116508484,1.942890293094024e-15,9.2675866980542e-13,8.867022514343262,8.434884071350098,528,32.143714904785156,0.2758555710315704,0.8526672720909119,0.8220208883285522,0.9999828934669496,0.478260725736618,0.8190926061219396,0.2063667900432043,0.8846340489435419,2211,4813,1.2227772578323602e-12,2364,2363.999910598965,3788,2211.2335882939806,-0.1473156213760377,0.34376016259193426,Q4_Unilateral_Cetacean
SAFB2,1049,570,96,60,36,0.2143858315735131,0.7200007438659668,1.942890293094024e-15,1.5232259897845546e-12,10.462830543518066,8.928207397460938,533,31.553112030029297,0.3315942585468292,0.910736918449402,0.8179479241371155,0.8967743515968323,0.4954006671905517,-0.4526755198396529,0.6746087951563922,0.8846340489435419,11450,2211,1.6991249111441261e-12,2482,2481.9999100723116,3789,2211.4543066178917,0.013962566852569691,0.3225472569465638,Q1_Golden_Quadrant
PTBP1,602,684,110,71,39,0.2422941696401629,0.7199777364730835,1.942890293094024e-15,3.477773624637698e-13,20.2613525390625,11.87799835205078,395,38.74692916870117,0.5229150652885437,0.6937311291694641,0.8553549647331238,0.999625325202942,0.4979885816574096,0.1058893908722899,0.4578350557998818,0.8846340489435419,7093,2212,1.0598948151663044e-12,2483,2482.999907765182,3790,2212.3094446291984,-0.3058941960334779,0.35736638307571417,Q4_Unilateral_Cetacean
ASIC2,564,669,103,69,34,0.2779249121547538,0.5931109189987183,1.942890293094024e-15,3.244626789466494e-13,13.419974327087402,8.353923797607422,17,22.626415252685547,0.5931109189987183,0.724652886390686,0.9749677777290344,0.999973475933075,0.4769268631935119,0.8190125608630349,0.2063896235741349,0.8846340489435419,2212,10687,1.0598948151663044e-12,2365,2364.9999106907007,3791,2212.428965746591,-0.2753205895423889,0.4980409145355225,Q4_Unilateral_Cetacean
TERF1,474,687,110,70,40,0.2779236652561231,0.6636684536933899,1.942890293094024e-15,7.324696404961787e-13,19.940916061401367,14.07574462890625,218,36.148983001708984,0.5516314506530762,0.8319523930549622,0.5422725081443787,0.7740485072135925,0.4482856392860412,0.818987605101762,0.2063967427047055,0.8846340489435419,2213,6546,1.106131006925429e-12,2366,2365.9999066331716,3792,2213.291286997007,0.05790388584136963,0.09398686885833746,Q1_Golden_Quadrant
SLC8A3,928,722,111,71,40,0.2779182178296254,0.7162309288978577,1.942890293094024e-15,8.393286066162661e-13,17.98198127746582,14.03503131866455,865,37.04790115356445,0.4853711128234863,0.7348181009292603,0.9999922513961792,0.887863039970398,0.963617742061615,0.8188785788570591,0.2064278463303439,0.8846340489435419,2214,2385,1.1678167329957109e-12,2367,2366.9999066511336,3793,2214.1529431326903,-0.1530449390411377,0.03637450933456421,Q4_Unilateral_Cetacean
PSMF1,276,726,111,74,37,0.2779168147737887,0.6837464570999146,1.942890293094024e-15,3.749778265670763e-13,21.656814575195312,14.327460289001465,259,36.35506820678711,0.5957027673721313,0.8374149799346924,0.97200745344162,0.4845333695411682,0.5126376152038574,0.8188504977238771,0.2064358579250813,0.8846340489435419,2215,4839,1.0598948151663044e-12,2368,2367.999906524238,3794,2215.234585966079,0.35288161039352417,0.45936983823776256,Q1_Golden_Quadrant
MYCN,551,645,99,65,34,0.2200170930090218,0.7198807597160339,1.942890293094024e-15,6.372680161346368e-13,9.501993179321287,8.598366737365723,352,26.316635131835938,0.3610641360282898,0.8884264826774597,0.7566876411437988,0.6073849201202393,0.4030073583126068,-0.339969953732179,0.6330604224418326,0.8846340489435419,10727,2215,1.069453214328746e-12,2486,2485.999910418439,3795,2215.4303957432658,0.28104156255722046,0.353680282831192,Q1_Golden_Quadrant
ASAH2B,162,715,114,74,40,0.2779118294060864,0.5787519812583923,1.942890293094024e-15,2.525757381021912e-13,10.979636192321776,8.795906066894531,153,33.2616081237793,0.3300993740558624,0.5487916469573975,0.7600592374801636,0.6226477026939392,0.3716273605823517,0.8187507192469622,0.2064643263833309,0.8846340489435419,2216,11307,1.0598948151663044e-12,2369,2368.999910208346,3796,2216.449717326239,-0.07385605573654175,0.3884318768978119,Q4_Unilateral_Cetacean
CCDC88C,2188,612,96,61,35,0.2626096943509292,0.7198492288589478,1.942890293094024e-15,3.213540544772352e-12,16.49599838256836,14.056363105773926,342,28.036693572998047,0.588371753692627,0.9030508995056152,0.7978715300559998,0.9010393023490906,0.7491675019264221,0.5124897129350228,0.3041541590349329,0.8846340489435419,3819,2217,3.3203330192715917e-12,2488,2487.9999066417104,3797,2217.2007316262057,0.002011597156524658,0.04870402812957764,Q1_Golden_Quadrant
MC4R,333,721,112,72,40,0.2779068409612815,0.6435286402702332,1.942890293094024e-15,3.8469227803254283e-13,15.21621036529541,14.078038215637209,181,28.60795021057129,0.5318874716758728,0.7698254585266113,0.9273189902305604,0.7933057546615601,0.451218694448471,0.8186508791840968,0.2064928147410184,0.8846340489435419,2217,7940,1.0598948151663044e-12,2370,2369.9999066321625,3798,2217.337778516794,-0.02348029613494873,0.4761002957820894,Q4_Unilateral_Cetacean
JPH2,757,631,99,65,34,0.2459749357883888,0.7198227047920227,1.942890293094024e-15,7.654987754787524e-13,13.255609512329102,9.80190658569336,430,26.813247680664062,0.4943679273128509,0.8883547782897949,0.9393301606178284,0.4358538687229156,0.4984149932861328,0.1795572248373722,0.4287500942108953,0.8846340489435419,6433,2218,1.1246252089912829e-12,2489,2488.999909257625,3799,2218.287695377453,0.45250090956687933,0.44091516733169556,Q1_Golden_Quadrant
PCDHB8,696,388,73,50,23,0.2433776630156067,0.7198094129562378,1.942890293094024e-15,1.113276137942256e-12,15.219265937805176,13.420090675354004,234,40.24342346191406,0.3781802058219909,0.8697489500045776,0.6737461686134338,0.4802349209785461,0.4284197688102722,0.1275747158481601,0.4492427707166876,0.8846340489435419,6889,2219,1.357016798229068e-12,2490,2489.999906934769,3800,2219.3028932490856,0.38951402902603155,0.24532639980316162,Q1_Golden_Quadrant
TRIM58,505,624,110,70,40,0.2778950347505256,0.6304872035980225,1.942890293094024e-15,7.965850201682328e-13,23.914331436157227,15.599864959716797,453,40.33906555175781,0.5928330421447754,0.7903575301170349,0.7920677065849304,0.7371872663497925,0.6877349019050598,0.8184145865377579,0.2065602477477612,0.8846340489435419,2219,8737,1.1413461411278964e-12,2372,2371.9999060241453,3801,2219.3643498503493,0.05317026376724243,0.1043328046798706,Q1_Golden_Quadrant
SAMD11,919,641,98,64,34,0.2055198110393145,0.7197803258895874,1.942890293094024e-15,1.3677947663372574e-12,17.388572692871094,14.621967315673828,354,26.93802070617676,0.6455029845237732,0.7566176652908325,0.8274245262145996,0.6138096451759338,0.4318355321884155,-0.630122416040641,0.7356927526638432,0.8915968765960796,12399,2220,1.5649237216144833e-12,2491,2490.9999064012422,3802,2220.486165613568,0.14280802011489868,0.3955889940261841,Q1_Golden_Quadrant
GRIN1,917,645,101,65,36,0.2002280168701924,0.7197036743164062,1.942890293094024e-15,2.992051051364349e-13,12.029356002807615,10.063096046447754,241,24.145706176757812,0.4981985688209533,0.8971347808837891,0.8344722390174866,0.6513220071792603,0.5007364749908447,-0.7360337938705459,0.7691449339865125,0.9003498974219258,12844,2221,1.0598948151663044e-12,2492,2491.999909039061,3803,2221.5009976720985,0.2458127737045288,0.33373576402664185,Q1_Golden_Quadrant
SPATC1,771,612,96,59,37,0.2398348385355754,0.7196586728096008,1.942890293094024e-15,1.0316747456323946e-12,15.444106101989746,13.802590370178224,536,32.1199836730957,0.4808254539966583,0.717646598815918,0.8340542316436768,0.5902876853942871,0.5406689643859863,0.0566676831674313,0.4774049588639117,0.8846340489435419,7523,2222,1.2980178074774753e-12,2493,2492.9999067555746,3804,2222.3240771533087,0.12735891342163086,0.29338526725769043,Q1_Golden_Quadrant
SLC7A11,524,706,113,74,39,0.2778835262868985,0.6987529397010803,1.942890293094024e-15,5.381806111868998e-13,19.661056518554688,16.5070743560791,329,37.630008697509766,0.5224834680557251,0.8634694814682007,0.9719052910804749,0.8819639682769775,0.999966561794281,0.8181842530817502,0.2066259926781367,0.8846340489435419,2223,3588,1.0598948151663044e-12,2376,2375.9999057119767,3805,2223.1932490854674,-0.018494486808776855,-0.028061270713806152,Q3_Parallel_Regressive
UBE4B,1423,666,106,70,36,0.2778632067963283,0.7142364382743835,1.942890293094024e-15,1.1288192602869908e-12,21.42413902282715,17.018577575683594,523,42.349212646484375,0.505892276763916,0.8654820322990417,0.8786203861236572,0.9999771118164062,0.9161229729652404,0.8177775733859208,0.2067421030203295,0.8846340489435419,2224,2503,1.3694518975741409e-12,2377,2376.999905549828,3806,2224.157199866977,-0.1344950795173645,-0.03750258684158314,Q3_Parallel_Regressive
ME1,579,656,99,64,35,0.2447185093662204,0.7196536064147949,1.942890293094024e-15,6.586398093586572e-13,12.879112243652344,10.877418518066406,98,40.907569885253906,0.3148344457149505,0.8950578570365906,0.8706561326980591,0.9718905091285706,0.4918749034404754,0.154410771808223,0.4386429304220461,0.8846340489435419,6661,2224,1.0777021531247357e-12,2495,2494.9999084193378,3807,2224.2954772198204,-0.07683265209197998,0.3787812292575837,Q4_Unilateral_Cetacean
PALB2,1345,681,106,70,36,0.2534028140288083,0.7196474075317383,1.942890293094024e-15,2.191580250607658e-12,21.77129554748535,19.438995361328125,47,36.04887390136719,0.6039382815361023,0.8313151001930237,0.7253938913345337,0.9330478310585022,0.6510038375854492,0.3282207581595899,0.3713723768548639,0.8846340489435419,5151,2225,2.3211515332014866e-12,2496,2495.9999048926084,3808,2225.245294313269,-0.10173273086547852,0.07439005374908447,Q4_Unilateral_Cetacean
IFIT1,527,507,84,53,31,0.2778564775983224,0.6089901328086853,1.942890293094024e-15,9.092726571675898e-13,12.20058822631836,11.009608268737791,98,28.85976791381836,0.4227541983127594,0.7613553404808044,0.811946451663971,0.7123886346817017,0.6078877449035645,0.8176428934248867,0.206780563751786,0.8846340489435419,2225,9921,1.2125961529328845e-12,2378,2377.999908326666,3809,2225.403924176921,0.04896670579910278,0.2040587067604065,Q1_Golden_Quadrant
MIEF2,468,700,110,72,38,0.2701803434369214,0.7196211814880371,1.942890293094024e-15,7.305267502030861e-13,18.311023712158203,14.759121894836426,89,25.44536590576172,0.7196211814880371,0.816257119178772,0.6255927681922913,0.8396353721618652,0.7630186676979065,0.664010699983762,0.2533417313968873,0.8846340489435419,2912,2226,1.1051178029044365e-12,2497,2496.999906345531,3810,2226.1708679747258,-0.02337825298309326,-0.13742589950561523,Q3_Parallel_Regressive
EPC1,791,682,109,73,36,0.2778238013369906,0.6980796456336975,1.942890293094024e-15,7.790990075304003e-13,15.174711227416992,13.7632417678833,260,33.87791061401367,0.447923481464386,0.8530152440071106,0.8354263305664062,0.4744699001312256,0.9999951124191284,0.8169889020281361,0.206967385140359,0.8846340489435419,2226,3644,1.1312161710860577e-12,2379,2378.9999067735803,3811,2226.1952111739274,0.378545343875885,-0.16456878185272217,Q2_Unilateral_Bat
HK1,956,662,106,70,36,0.2778041455360918,0.6601271033287048,1.942890293094024e-15,7.518985434271046e-13,17.373449325561523,13.008415222167969,469,32.9532356262207,0.527215301990509,0.8123281002044678,0.8660211563110352,0.9999064803123474,0.4641298651695251,0.8165955055941461,0.2070798121888974,0.8846340489435419,2227,6833,1.1170268187191497e-12,2380,2379.9999071385664,3812,2227.301296973728,-0.18757838010787964,0.40189129114151007,Q4_Unilateral_Cetacean
PIK3R3,417,696,108,70,38,0.2777951487969842,0.6748552918434143,1.942890293094024e-15,3.089195566019021e-13,22.470962524414062,12.4422607421875,12,36.99642181396485,0.60738205909729,0.8382498621940613,0.8223735690116882,0.5377302765846252,0.4851909279823303,0.8164154424616038,0.2071312836961599,0.8846340489435419,2228,5653,1.0598948151663044e-12,2381,2380.999907439225,3813,2228.2620884602593,0.30051958560943604,0.3371826410293579,Q1_Golden_Quadrant
ANXA6,687,672,108,69,39,0.2777903716859728,0.6564850211143494,1.942890293094024e-15,6.858402734619553e-13,11.878033638000488,11.619433403015137,115,23.38809585571289,0.507866621017456,0.8213195204734802,0.8563147783279419,0.7848883867263794,0.9675060510635376,0.8163198320895652,0.2071586172415127,0.8846340489435419,2229,7091,1.0830915921106249e-12,2382,2381.999907924286,3814,2229.3099434652477,0.03643113374710083,-0.1111912727355957,Q2_Unilateral_Bat
COPG2,907,660,93,66,27,0.2348031191602794,0.7195812463760376,1.942890293094024e-15,7.67441665771845e-13,13.296832084655762,12.417115211486816,628,31.80440902709961,0.4180814027786255,0.8541799187660217,0.7834296822547913,0.7663756012916565,0.4304779469966888,-0.0440384884748111,0.5175631378763288,0.8846340489435419,8368,2229,1.124627081241181e-12,2500,2499.999907453167,3815,2229.3524110409044,0.08780431747436523,0.3529517352581025,Q1_Golden_Quadrant
ALPK1,1389,625,78,43,35,0.277788400965998,0.7156121730804443,1.942890293094024e-15,2.1196933097633337e-12,27.93540954589844,22.644689559936523,659,39.037078857421875,0.7156121730804443,0.8542888760566711,0.8416571617126465,0.9428050518035888,0.5378856062889099,0.81628038957514,0.2071698938756807,0.8846340489435419,2230,2415,2.252795356533386e-12,2383,2382.9999042292793,3816,2230.1544728965746,-0.08851617574691761,0.3037715554237366,Q4_Unilateral_Cetacean
GLP1R,467,689,107,70,37,0.2487225972426472,0.7195667028427124,1.942890293094024e-15,5.556666238247367e-13,14.903905868530272,12.458956718444824,196,24.688329696655273,0.6036822199821472,0.8896391987800598,0.854237973690033,0.7630149722099304,0.4692570269107818,0.2345496529496895,0.4072791452676204,0.8846340489435419,5963,2230,1.0598948151663044e-12,2501,2500.9999074299963,3817,2230.272464250083,0.1266242265701294,0.38498094677925115,Q1_Golden_Quadrant
SDF4,360,674,102,68,34,0.2777793171041614,0.6788353323936462,1.942890293094024e-15,4.177214130151279e-13,8.213342666625977,7.709325313568115,268,19.05061912536621,0.4311325848102569,0.8314000368118286,0.8052672147750854,0.8339415788650513,0.7205835580825806,0.8160985827450973,0.2072218772310196,0.8846340489435419,2231,5301,1.0598948151663044e-12,2384,2383.9999114819457,3818,2231.250482208181,-0.0025415420532226562,0.08468365669250488,Q4_Unilateral_Cetacean
NAP1L3,694,562,104,67,37,0.2777784515181025,0.7136363983154297,1.942890293094024e-15,8.276712648577117e-13,18.23500633239746,13.82977294921875,541,37.03123092651367,0.492422342300415,0.8891116380691528,0.843888521194458,1.0,0.5038575530052185,0.8160812586751877,0.2072268310408646,0.8846340489435419,2232,2529,1.1604761440837146e-12,2385,2384.999906743192,3819,2232.158330562022,-0.11088836193084717,0.3400309681892395,Q4_Unilateral_Cetacean
SGPP2,421,691,110,73,37,0.2419211199528536,0.7195160388946533,1.942890293094024e-15,5.945244296865946e-13,11.794416427612305,11.299851417541504,322,29.904800415039062,0.3943987786769867,0.8832333087921143,0.7901467084884644,0.7952991127967834,0.4907706677913666,0.0984230750785865,0.4607981761857801,0.8846340489435419,7178,2232,1.0629664520256836e-12,2503,2502.9999081301794,3820,2232.312936481543,0.08793419599533081,0.2993760406970978,Q1_Golden_Quadrant
LANCL2,460,697,104,66,38,0.2777771204718517,0.6415236592292786,1.942890293094024e-15,5.12923037376691e-13,13.042156219482422,12.63183307647705,376,23.57028007507324,0.5533305406570435,0.6945912837982178,0.8365015387535095,0.9999825358390808,0.4931550323963165,0.8160546187610358,0.207234448848753,0.8846340489435419,2233,8056,1.0598948151663044e-12,2386,2385.999907335771,3821,2233.3421682740272,-0.30539125204086304,0.34334650635719305,Q4_Unilateral_Cetacean
AMOTL2,827,701,111,73,38,0.2340183854483303,0.7194583415985107,1.942890293094024e-15,1.0375034165116706e-12,19.216442108154297,15.649453163146973,116,26.709596633911133,0.7194583415985107,0.887167751789093,0.8210527300834656,0.9396251440048218,0.4931088984012604,-0.0597443579787817,0.5238203788739675,0.8846340489435419,8520,2233,1.30231286064901e-12,2505,2504.999906006203,3822,2233.3575989358164,-0.05245739221572876,0.3279438316822052,Q4_Unilateral_Cetacean
KLHL38,597,714,110,72,38,0.2474769063232706,0.7194199562072754,1.942890293094024e-15,9.092726571675898e-13,14.877930641174316,12.181653022766112,331,30.302648544311523,0.4909778833389282,0.82803875207901,0.8637829422950745,0.7718982100486755,0.9216611981391908,0.2096180631325323,0.416982890251685,0.8846340489435419,6184,2234,1.2125961529328845e-12,2506,2505.999907586302,3823,2234.279946790821,0.05614054203033447,-0.05787825584411632,Q2_Unilateral_Bat
TTC13,881,652,98,63,35,0.2318826755693334,0.7193799614906311,1.942890293094024e-15,8.043565813406024e-13,19.246957778930664,13.260640144348145,61,26.754926681518555,0.7193799614906311,0.897224485874176,0.8451506495475769,0.9999998807907104,0.9678565263748168,-0.1024890242867361,0.5408157378377456,0.8846340489435419,8905,2235,1.145345768513674e-12,2507,2506.999907012308,3824,2235.3704689058864,-0.10277539491653442,-0.12270587682723988,Q3_Parallel_Regressive
C21orf58,260,272,61,30,31,0.2777422432503399,0.7026411294937134,1.942890293094024e-15,3.78863607153263e-13,13.927896499633787,13.111679077148438,156,22.10337829589844,0.6301252245903015,0.7696653008460999,0.7977396845817566,0.5802863836288452,0.6973283886909485,0.8153565767610753,0.2074341162366689,0.8846340489435419,2236,3291,1.0598948151663044e-12,2390,2389.999907086329,3825,2236.1838044562687,0.18937891721725464,0.1004112958908081,Q1_Golden_Quadrant
